# 20060527_M6.4_Yogyakarta median gmf, Stations:All, gmlt:USGS, Rupture:USGS
custom_site_id,lon,lat,AbrahamsonEtAl2014,AbrahamsonEtAl2015SInter,AtkinsonBoore2003SInter,BooreEtAl2014,CampbellBozorgnia2014,ChiouYoungs2014,ZhaoEtAl2016SInter
m_0,110.70600000000002,-7.72,0.11579621,0.10779356,0.10405302,0.12312753,0.11559866,0.11112427,0.1046331
m_1,110.62900000000002,-7.89,0.18063809,0.1575243,0.16197021,0.1717363,0.20002902,0.17536014,0.23550564
m_10,110.606,-7.71,0.18407346,0.18108799,0.17177066,0.18192036,0.18143053,0.1784943,0.21960783
m_11,110.42000000000002,-7.6,0.107095085,0.10167692,0.102192625,0.10322022,0.11507033,0.0981445,0.13617204
m_12,110.36000000000001,-7.72,0.17024603,0.16194686,0.14731522,0.16836336,0.17370452,0.16308373,0.2020513
m_13,110.82999999999998,-7.97,0.075884305,0.06579078,0.06270084,0.07615192,0.08274848,0.066955574,0.093106724
m_14,110.19999999999999,-7.6,0.0686078,0.060601655,0.059400897,0.071109764,0.07118337,0.063302934,0.0744648
m_15,110.52999999999997,-7.42,0.065737024,0.058442608,0.05130171,0.06800241,0.068887785,0.059386093,0.0709848
m_16,110.84100000000001,-7.68,0.09058936,0.08248603,0.0687918,0.09893411,0.08881966,0.083283626,0.07610666
m_17,110.35000000000002,-8.02,0.48626754,0.37312165,0.3194444,0.40333182,0.51913816,0.44061428,0.53804445
m_18,110.60000000000002,-7.63,0.12269545,0.116031386,0.10744038,0.12170228,0.12711948,0.11541399,0.14698249
m_19,110.45999999999998,-7.49,0.06433884,0.061892103,0.047428995,0.060103133,0.07455195,0.057005048,0.073111005
m_2,110.64600000000002,-7.99,0.13697214,0.11615971,0.1240264,0.13640586,0.14515112,0.12945586,0.16241212
m_20,110.20999999999998,-7.75,0.12561007,0.11384723,0.105996795,0.12864739,0.12612893,0.11535887,0.113796905
m_21,110.26600000000002,-7.98,0.31044367,0.29365438,0.28310153,0.32477415,0.30534086,0.31098223,0.3443515
m_22,110.81700000000001,-7.57,0.08430235,0.07662255,0.062038258,0.0917549,0.08306253,0.07704204,0.068859495
m_23,106.7536,-6.4057,0.0043606795,0.012961135,0.0037544756,0.0057676,0.004867311,0.0044333804,0.0041487287
m_24,106.7552,-6.2253,0.0035334374,0.010472805,0.003152084,0.004524098,0.0040134233,0.0035715504,0.003324639
m_25,110.18430000000001,-7.5081,0.06355173,0.05813917,0.04930484,0.06468325,0.0677282,0.057464764,0.071638465
m_26,110.36490000000003,-7.8702,0.33494088,0.34444714,0.30639428,0.33277163,0.31715494,0.33055922,0.3554659
m_27,110.36529999999999,-7.6893,0.17062785,0.16886586,0.1471146,0.16716589,0.1727105,0.16216561,0.20535144
m_28,110.54660000000001,-7.6895,0.23853284,0.24998032,0.19997169,0.2304573,0.2329778,0.23041975,0.29402366
m_29,110.72800000000001,-7.6897,0.0963862,0.08711662,0.08674314,0.10111344,0.09860019,0.09118492,0.08718673
m_3,110.69799999999998,-7.76,0.13926728,0.13382964,0.1241583,0.14694567,0.13604501,0.1342764,0.12839554
m_30,112.5426,-8.0487,0.0105354795,0.0140012335,0.007448766,0.011612112,0.011137668,0.010979263,0.0096428115
m_4,110.32900000000001,-7.89,0.34537455,0.34537587,0.31706393,0.3452444,0.33147818,0.34407464,0.37456787
m_5,110.68,-7.62,0.10072586,0.092785835,0.08930072,0.10291883,0.10196363,0.09426499,0.08872406
m_6,110.49400000000003,-7.75,0.3047451,0.3082251,0.28114277,0.29760525,0.29274076,0.3024152,0.3803728
m_7,110.22000000000003,-7.59,0.073106706,0.064813994,0.06117278,0.078130506,0.07391658,0.06795426,0.056464583
m_8,110.36099999999999,-7.78,0.2213996,0.21348548,0.2048788,0.21975583,0.21878827,0.21472222,0.20771673
m_9,110.73000000000002,-7.87,0.121647336,0.109535344,0.109222464,0.12288526,0.12479785,0.11432546,0.11090365
t_0,108.20438000000001,-6.60444,0.0041617993,0.0065695792,0.002864438,0.0044392343,0.0045348187,0.004533687,0.001901627
t_1,108.02472,-6.60444,0.003785505,0.006350906,0.0024735813,0.0040910873,0.0040587,0.0041540205,0.0015902774
t_10,107.75522000000001,-6.5152,0.0026308133,0.0050672977,0.0019108435,0.002760724,0.0029452648,0.0028604143,0.0011613332
t_100,108.92302999999998,-7.05041,0.010926919,0.012224851,0.0071116555,0.011803021,0.011700537,0.011374948,0.00793856
t_1000,113.77393999999998,-8.29676,0.0011638909,0.0027322217,0.00083687465,0.0010424268,0.0015834275,0.001183156,0.00083633134
t_1001,113.59427,-8.29676,0.002036361,0.0042293556,0.0017021067,0.0020563207,0.0024028032,0.0021815873,0.0013850767
t_1002,113.50443999999999,-8.29676,0.0028012907,0.005429624,0.001843946,0.003015878,0.0030316748,0.003073519,0.0011118741
t_1003,113.41460999999998,-8.20786,0.0030550396,0.0056600715,0.00201972,0.0032875817,0.0033034014,0.0033520374,0.0012422755
t_1004,113.6841,-8.20786,0.002093216,0.004460588,0.0015864088,0.0021683215,0.0023918024,0.002261686,0.00092573714
t_1005,113.32478000000003,-8.20786,0.0035334725,0.0062410645,0.0021941233,0.0038680383,0.0037289702,0.0038996493,0.001374148
t_1006,113.23495000000003,-8.20786,0.003415254,0.0058771404,0.0023872692,0.003626075,0.0037521762,0.0037254938,0.001522906
t_1007,113.50443999999999,-8.20786,0.0025979772,0.0050618206,0.0018615406,0.002735309,0.0028966505,0.0028278716,0.0011248088
t_1008,113.77393999999998,-8.20786,0.0014697167,0.0033659597,0.0013070378,0.0014098216,0.0018511623,0.0015394867,0.0011552572
t_1009,113.14510999999999,-8.20786,0.0033855732,0.0056621144,0.0026027919,0.0035074516,0.0038397429,0.0036557454,0.0023236475
t_101,109.01285999999999,-7.05041,0.013333817,0.014370237,0.0077812783,0.014800599,0.013739464,0.01389162,0.0064561325
t_1010,113.59427,-8.20786,0.0023870054,0.0048492695,0.0017176362,0.0025086494,0.0026715463,0.002595089,0.0010198206
t_1011,113.32478000000003,-8.11894,0.0030429503,0.005454147,0.0022114785,0.0031961068,0.0033951711,0.0033088431,0.0013874004
t_1012,113.6841,-8.11894,0.0016509439,0.0036005485,0.0014231273,0.0015988845,0.0020516263,0.0017382558,0.001281405
t_1013,113.77393999999998,-8.11894,0.0017418398,0.00390869,0.0014757079,0.0017503833,0.002074538,0.0018590017,0.0011640777
