# 20060527_M6.4_Yogyakarta median gmf, Stations:None, gmlt:USGS, Rupture:SCARDEC
custom_site_id,lon,lat,AbrahamsonEtAl2014,AbrahamsonEtAl2015SInter,AtkinsonBoore2003SInter,BooreEtAl2014,CampbellBozorgnia2014,ChiouYoungs2014,ZhaoEtAl2016SInter
t_0,108.20438000000001,-6.60444,0.002430486,0.0043025697,0.0020021468,0.0026966548,0.0024687857,0.003520423,0.001692416
t_1,108.02472,-6.60444,0.0022229874,0.004173039,0.0017421551,0.0024955587,0.0022217205,0.0032496864,0.0014202378
t_10,107.75522000000001,-6.5152,0.0015552439,0.0033450115,0.0013607723,0.0016917568,0.0016221616,0.0022620477,0.0010407348
t_100,108.92302999999998,-7.05041,0.0061829016,0.007818515,0.0047297636,0.0070177093,0.0061786277,0.008501459,0.0069170226
t_1000,113.77393999999998,-8.29676,0.00074645045,0.0018879034,0.0006398985,0.0006957256,0.00093873614,0.0010212896,0.0008110838
t_1001,113.59427,-8.29676,0.0013028992,0.0029189466,0.0012954663,0.0013698313,0.0014224029,0.0018716429,0.0013435289
t_1002,113.50443999999999,-8.29676,0.001790521,0.0037430655,0.0013999699,0.0020070726,0.0017942769,0.0026288603,0.0010785646
t_1003,113.41460999999998,-8.20786,0.0019500424,0.0039006579,0.0015293139,0.0021858255,0.0019530449,0.0028576248,0.0012053634
t_1004,113.6841,-8.20786,0.0013414274,0.00307909,0.0012102623,0.0014462045,0.00141805,0.0019464085,0.00089819316
t_1005,113.32478000000003,-8.20786,0.0022517715,0.004296633,0.0016564627,0.0025681637,0.0022023257,0.0033129829,0.001332829
t_1006,113.23495000000003,-8.20786,0.002170797,0.004043468,0.001796033,0.0024024022,0.0022104722,0.0031522189,0.0014757933
t_1007,113.50443999999999,-8.20786,0.0016605688,0.0034911677,0.0014132969,0.001820718,0.0017140156,0.0024185665,0.0010914907
t_1008,113.77393999999998,-8.20786,0.0009428156,0.0023255127,0.000999409,0.0009411503,0.0010979482,0.0013288751,0.0011207487
t_1009,113.14510999999999,-8.20786,0.0021445965,0.0038886066,0.0019495162,0.0023164141,0.002255078,0.00307798,0.0022473456
t_101,109.01285999999999,-7.05041,0.0075174663,0.009149215,0.0051400503,0.008773946,0.007236988,0.0103425,0.005602132
t_1010,113.59427,-8.20786,0.0015278251,0.0033458185,0.001307279,0.0016715939,0.0015825374,0.0022264777,0.0009895721
t_1011,113.32478000000003,-8.11894,0.0019386902,0.003757763,0.0016694993,0.0021220867,0.0020037948,0.0028106524,0.0013460502
t_1012,113.6841,-8.11894,0.00105796,0.002487147,0.0010857494,0.0010666363,0.001215875,0.0014959266,0.0012436663
t_1013,113.77393999999998,-8.11894,0.0011177225,0.0027000094,0.0011284393,0.0011687807,0.0012310464,0.0016048002,0.0011296459
t_1014,113.14510999999999,-8.11894,0.0019411797,0.003547272,0.0017525963,0.0020342811,0.0021178925,0.0027524198,0.0022719845
t_1015,113.50443999999999,-8.11894,0.0012459931,0.0026971102,0.0012686444,0.0012595643,0.0014227028,0.001758537,0.0015124476
t_1016,113.23495000000003,-8.11894,0.002290687,0.0042265733,0.001810868,0.0025655362,0.002295375,0.0033394105,0.0014911699
t_1017,113.41460999999998,-8.11894,0.0015891249,0.0032491724,0.0013732398,0.0016844423,0.0017138098,0.002281912,0.0016709403
