# 20060527_M6.4_Yogyakarta median gmf, Stations:None, gmlt:USGS, Rupture:GCMT
custom_site_id,lon,lat,AbrahamsonEtAl2014,AbrahamsonEtAl2015SInter,AtkinsonBoore2003SInter,BooreEtAl2014,CampbellBozorgnia2014,ChiouYoungs2014,ZhaoEtAl2016SInter
t_0,108.20438000000001,-6.60444,0.004866649,0.003450216,0.0017769322,0.0027914064,0.0038547828,0.0048453007,0.0018164993
t_1,108.02472,-6.60444,0.0044553364,0.0033559732,0.0015469791,0.002585542,0.0034752246,0.004468188,0.0015298923
t_10,107.75522000000001,-6.5152,0.003124399,0.0026999905,0.0012085025,0.0017544007,0.0025454352,0.0031054418,0.0011269695
t_100,108.92302999999998,-7.05041,0.012265437,0.00614249,0.004182171,0.007222617,0.009500833,0.011747109,0.007236076
t_1000,113.77393999999998,-8.29676,0.0018835951,0.0017249407,0.0006824848,0.0009140535,0.0018140613,0.0017663761,0.0011058459
t_1001,113.59427,-8.29676,0.0032954088,0.0026769568,0.001388454,0.0018047352,0.0027564738,0.0032465358,0.0018377005
t_1002,113.50443999999999,-8.29676,0.004527473,0.0034401382,0.0015043825,0.0026467755,0.0034791783,0.004560355,0.0014778918
t_1003,113.41460999999998,-8.20786,0.0049296794,0.0035883095,0.0016452578,0.0028811677,0.0037879022,0.0049566533,0.0016511929
t_1004,113.6841,-8.20786,0.003378431,0.0028161728,0.001292018,0.0018979023,0.002736737,0.00336107,0.0012241212
t_1005,113.32478000000003,-8.20786,0.005697527,0.003961226,0.0017870775,0.0033901152,0.0042778985,0.0057531325,0.0018293641
t_1006,113.23495000000003,-8.20786,0.00551252,0.0037355802,0.0019434014,0.0031791248,0.0043081455,0.0054925717,0.002029822
t_1007,113.50443999999999,-8.20786,0.0041942466,0.0032049452,0.0015163637,0.0023965933,0.0033195321,0.004190394,0.0014924823
t_1008,113.77393999999998,-8.20786,0.0023738558,0.0021229547,0.0010644156,0.0012338746,0.0021172725,0.0022933295,0.001525144
t_1009,113.14510999999999,-8.20786,0.0054630153,0.0036007038,0.0021160664,0.0030728327,0.0044089546,0.0053798375,0.003097961
t_101,109.01285999999999,-7.05041,0.014852198,0.0071724695,0.004540447,0.009018865,0.011085614,0.014261745,0.0058398484
t_1010,113.59427,-8.20786,0.0038525471,0.0030657346,0.0013990187,0.0021967595,0.0030589963,0.0038504119,0.0013508163
t_1011,113.32478000000003,-8.11894,0.004903871,0.0034592706,0.0017978105,0.002796292,0.003889176,0.0048780697,0.0018429937
t_1012,113.6841,-8.11894,0.0026623013,0.0022719204,0.0011572276,0.001397358,0.0023443918,0.002580935,0.0016913728
t_1013,113.77393999999998,-8.11894,0.0028068027,0.0024625044,0.001199965,0.0015286481,0.0023684367,0.002762193,0.0015341098
t_1014,113.14510999999999,-8.11894,0.0049366094,0.0032796734,0.0018985297,0.0026923064,0.0041338364,0.0048029036,0.003123636
t_1015,113.50443999999999,-8.11894,0.0031459436,0.002472514,0.0013588172,0.0016552354,0.0027536217,0.0030455284,0.0020633978
t_1016,113.23495000000003,-8.11894,0.005799383,0.0038996402,0.0019556922,0.0033855024,0.0044618435,0.005801577,0.0020457567
t_1017,113.41460999999998,-8.11894,0.0040161456,0.0029846684,0.0014747151,0.0022165866,0.003321643,0.003956493,0.002283585
t_1018,113.59427,-8.11894,0.0027254117,0.0022427286,0.0012533532,0.0014058307,0.0024413043,0.0026193045,0.0018669628
t_1019,113.41460999999998,-8.03,0.003242321,0.0024545328,0.0014792245,0.0016763089,0.0028861396,0.0031079825,0.0022922403
t_102,108.74337000000003,-7.05041,0.010091437,0.005358745,0.0035500766,0.005886165,0.007883056,0.009760762,0.005896989
t_1020,113.14510999999999,-8.03,0.0042219292,0.0028367597,0.001905365,0.002188481,0.0037307516,0.0040157856,0.002294648
t_1021,113.6841,-8.03,0.0021627,0.0018764491,0.001160274,0.0010631135,0.0020448768,0.0020368954,0.0012409965
t_1022,113.50443999999999,-8.03,0.0026465198,0.0021076042,0.0013627647,0.0013175507,0.0024582436,0.002499741,0.0015144726
