# 20060527_M6.4_Yogyakarta median gmf, Stations:None, gmlt:GEM, Rupture:SCARDEC
custom_site_id,lon,lat,BooreEtAl2014,CampbellBozorgnia2014,CauzziEtAl2014,ChiouYoungs2014,ZhaoEtAl2006Asc
t_0,108.20438000000001,-6.60444,0.0026966548,0.0024687857,0.006230036,0.003520423,0.0034131373
t_1,108.02472,-6.60444,0.0024955587,0.0022217205,0.006051678,0.0032496864,0.0029404017
t_10,107.75522000000001,-6.5152,0.0016917568,0.0016221616,0.0050821663,0.0022620477,0.0022532982
t_100,108.92302999999998,-7.05041,0.0070177093,0.0061786277,0.010381537,0.008501459,0.008366204
t_1000,113.77393999999998,-8.29676,0.0006957256,0.00093873614,0.0033017849,0.0010212896,0.0014186937
t_1001,113.59427,-8.29676,0.0013698313,0.0014224029,0.004583466,0.0018716429,0.0021132359
t_1002,113.50443999999999,-8.29676,0.0020070726,0.0017942769,0.0055343383,0.0026288603,0.0023234894
t_1003,113.41460999999998,-8.20786,0.0021858255,0.0019530449,0.0057245893,0.0028576248,0.0025558542
t_1004,113.6841,-8.20786,0.0014462045,0.00141805,0.004761569,0.0019464085,0.0019848854
t_1005,113.32478000000003,-8.20786,0.0025681637,0.0022023257,0.0061744796,0.0033129829,0.0027852806
t_1006,113.23495000000003,-8.20786,0.0024024022,0.0022104722,0.0059172,0.0031522189,0.0030381193
t_1007,113.50443999999999,-8.20786,0.001820718,0.0017140156,0.0052536833,0.0024185665,0.0023473792
t_1008,113.77393999999998,-8.20786,0.0009411503,0.0010979482,0.003855355,0.0013288751,0.001807266
t_1009,113.14510999999999,-8.20786,0.0023164141,0.002255078,0.005767527,0.00307798,0.0032809202
t_101,109.01285999999999,-7.05041,0.008773946,0.007236988,0.01179497,0.0103425,0.009222213
t_1010,113.59427,-8.20786,0.0016715939,0.0015825374,0.0050773174,0.0022264777,0.0021576923
t_1011,113.32478000000003,-8.11894,0.0021220867,0.0020037948,0.00558405,0.0028106524,0.0028088551
t_1012,113.6841,-8.11894,0.0010666363,0.001215875,0.0040612384,0.0014959266,0.00197718
t_1013,113.77393999999998,-8.11894,0.0011687807,0.0012310464,0.0043094233,0.0016048002,0.001819661
t_1014,113.14510999999999,-8.11894,0.0020342811,0.0021178925,0.00538697,0.0027524198,0.0033114273
t_1015,113.50443999999999,-8.11894,0.0012595643,0.0014227028,0.004333919,0.001758537,0.0023396953
t_1016,113.23495000000003,-8.11894,0.0025655362,0.002295375,0.0061196536,0.0033394105,0.0030650496
t_1017,113.41460999999998,-8.11894,0.0016844423,0.0017138098,0.0049931793,0.002281912,0.0025483547
t_1018,113.59427,-8.11894,0.0010714125,0.0012635819,0.0040260917,0.0015150749,0.0021499493
t_1019,113.41460999999998,-8.03,0.0012767178,0.0014912174,0.0043218094,0.0017952377,0.0025622034
t_102,108.74337000000003,-7.05041,0.0057057436,0.00510277,0.009189475,0.007059509,0.0070376825
t_1020,113.14510999999999,-8.03,0.0016579726,0.0019149379,0.0048425663,0.0023060865,0.0026395975
t_1021,113.6841,-8.03,0.0008133064,0.0010621846,0.0035270918,0.0011828224,0.0015737036
t_1022,113.50443999999999,-8.03,0.0010050017,0.0012722792,0.003853514,0.0014463492,0.0018630307
t_1023,113.59427,-8.03,0.0008075481,0.0010973319,0.0034761925,0.0011859969,0.0017115662
t_1024,113.32478000000003,-8.03,0.0015958924,0.0017345926,0.004811871,0.002196601,0.0027939347
t_1025,113.77393999999998,-8.03,0.0010225252,0.0011513123,0.004017888,0.001429821,0.0018279948
t_1026,113.23495000000003,-8.03,0.0019473623,0.0019968194,0.005297142,0.0026312722,0.0030496067
t_1027,113.6841,-7.94104,0.0007317336,0.0010076876,0.0033385246,0.0010794309,0.0015774749
t_1028,113.14510999999999,-7.94104,0.0014778733,0.0018093432,0.004561882,0.0020876161,0.002648077
t_1029,113.59427,-7.94104,0.0008099929,0.00110021,0.0034805492,0.0011894208,0.0017158603
t_103,108.47387000000003,-7.05041,0.0030460465,0.0032721392,0.0065556485,0.0040453225,0.004308399
t_1030,113.77393999999998,-7.94104,0.00085990666,0.0010552503,0.0036718468,0.0012305937,0.0018321831
t_1031,113.50443999999999,-7.94104,0.0010049306,0.0012736956,0.0038522352,0.0014466383,0.0018679295
t_1032,113.32478000000003,-7.94104,0.0014023938,0.0016272094,0.004498809,0.001964093,0.0022196402
t_1033,113.05527999999998,-7.94104,0.0019136133,0.0021484853,0.0051893145,0.0026315767,0.0028971483
t_1034,113.41460999999998,-7.94104,0.0014807647,0.0016094301,0.0046658213,0.0020422377,0.0025692722
t_1035,113.23495000000003,-7.94104,0.0020380905,0.0020469308,0.005422916,0.0027379638,0.0030589052
t_1036,113.59427,-7.85206,0.0008100287,0.0011002521,0.0034806132,0.0011894711,0.0017159233
