STATION_ID,STATION_NAME,LONGITUDE,LATITUDE,STATION_TYPE,VS30,MMI_VALUE,MMI_STDDEV,PGA_LN_SIGMA,PGA_VALUE,PGV_LN_SIGMA,PGV_VALUE,SA(0.3)_LN_SIGMA,SA(0.3)_VALUE,SA(1.0)_LN_SIGMA,SA(1.0)_VALUE,SA(3.0)_LN_SIGMA,SA(3.0)_VALUE,VS30_TYPE,REFERENCES
BO01,Tunca,-71.0848,-34.3917,seismic,584.56,5.9,0.63,0.0,0.077251,0.0,11.8938,0.0,0.227218,0.0,0.108188,0.0,0.070596,inferred,Stations_USGS
V02A Componente,V02A Componente,-71.517829895,-33.0231246948,seismic,698.13,4.5,0.63,0.0,0.139535,0.0,3.6553,0.0,0.089191,0.0,0.020845,0.0,0.006637,inferred,Stations_USGS
MT09 Componente,MT09 Componente,-70.98867,-33.77622,seismic,900.0,4.1,0.63,0.0,0.034021,0.0,2.7705,0.0,0.103837,0.0,0.036668,0.0,0.006492,inferred,Stations_USGS
C09O Componente,C09O Componente,-71.2001495361,-29.5105876923,seismic,504.9,5.3,0.63,0.0,0.187644,0.0,5.9111,0.0,0.215597,0.0,0.046533,0.0,0.011353,inferred,Stations_USGS
VA03 Componente,VA03 Componente,-70.5508,-32.7637,seismic,604.06,4.8,0.63,0.0,0.138037,0.0,5.5367,0.0,0.210115,0.0,0.049752,0.0,0.010208,inferred,Stations_USGS
BO02,Daracena,-70.7814,-34.7924,seismic,725.95,3.9,0.63,0.0,0.029331,0.0,2.1813,0.0,0.12365,0.0,0.025995,0.0,0.004265,inferred,Stations_USGS
C.GO04 Componente,GO04 Componente,-70.7993,-30.1727,seismic,900.0,7.5,0.63,0.0,0.343522,0.0,38.1136,0.0,0.608574,0.0,0.74129,0.0,0.053812,inferred,Stations_USGS
C.ROC1 Componente,ROC1 Componente,-71.0156,-32.9756,seismic,900.0,5.1,0.63,0.0,0.082405,0.0,5.3793,0.0,0.146643,0.0,0.082672,0.0,0.016993,inferred,Stations_USGS
CO03 Componente,CO03 Componente,-70.6891,-30.8389,seismic,665.68,6.3,0.63,0.0,0.347443,0.0,15.6886,0.0,0.555308,0.0,0.14034,0.0,0.033035,inferred,Stations_USGS
C.LMEL Componente,LMEL Componente,-70.2075,-33.8476,seismic,883.47,3.9,0.63,0.0,0.04394,0.0,2.2518,0.0,0.096627,0.0,0.020439,0.0,0.005018,inferred,Stations_USGS
