lon,lat,slope,vs30,geology,xvf,region,vs30measured,custom_site_id
14.51245,36.92148,0.055203915,466.32275,PLEISTOCENE,110.32167010823116,1,0,t_0
14.43697,36.98539,0.018374003,349.6565,PLEISTOCENE,102.21808557477102,1,0,t_1
14.51664,37.04595,0.01854325,480.80243,PLEISTOCENE,96.8657447343174,1,0,t_2
14.36141,37.04924,0.01667543,423.12662,PLEISTOCENE,94.2299073071656,1,0,t_3
14.44108,37.10982,0.015399406,374.62738,PLEISTOCENE,88.62066445364087,1,0,t_4
14.28576,37.11305,0.014135363,318.757,HOLOCENE,86.27851020023628,4,0,t_5
14.13043,37.11614,0.013793841,338.1182,HOLOCENE,84.02528196398666,4,0,t_6
14.52084,37.17034,0.05222323,486.82272,PLEISTOCENE,83.53657683059627,1,0,t_7
13.97509,37.1191,0.018201869,390.06128,HOLOCENE,81.76364687976512,4,0,t_8
13.89918,37.18272,0.06124849,492.5801,CENOZOIC,73.80739397561788,4,0,t_9
15.04796,36.72207,0.0189184,358.71423,CRETACEOUS,146.42939385788645,1,0,t_10
15.05273,36.84664,0.02001041,383.44617,HOLOCENE,135.43215289451174,1,0,t_11
14.89318,36.72584,0.013755989,458.4008,CRETACEOUS,141.12640057756423,1,0,t_12
14.97291,36.78626,0.027141875,399.20145,CRETACEOUS,137.96920823925524,1,0,t_13
14.81804,36.78996,0.030331647,433.66357,CENOZOIC,132.01066726186957,1,0,t_14
14.89778,36.8504,0.027518481,432.64755,CENOZOIC,128.63163935344144,1,0,t_15
14.74282,36.85403,0.051555425,450.1101,CENOZOIC,122.98930942482367,1,0,t_16
14.97759,36.91079,0.0926947,601.86365,CENOZOIC,125.90638526903184,1,0,t_17
14.82256,36.91449,0.0034172058,311.315,CENOZOIC,119.35573636570408,1,0,t_18
14.66751,36.91805,0.02845379,396.34796,CENOZOIC,114.08534236971072,1,0,t_19
14.90238,36.9749,0.09085469,578.15247,CRETACEOUS,116.44764683214262,1,0,t_20
