# 20000617_M5.87_Iceland median gmf, Stations:Seismic, gmlt:GEM, Rupture:USGS
custom_site_id,lon,lat,"KothaEtAl2020ESHM20SlopeGeology
KothaEtAl2020ESHM20SlopeGeology.dl2l
'PGA' = -0.305692","KothaEtAl2020ESHM20SlopeGeology
KothaEtAl2020ESHM20SlopeGeology.dl2l
'PGA' = -0.787319","KothaEtAl2020ESHM20SlopeGeology
KothaEtAl2020ESHM20SlopeGeology.dl2l
'PGA' = 0.175935","KothaEtAl2020ESHM20SlopeGeology
c3_epsilon = -1.73205100
KothaEtAl2020ESHM20SlopeGeology.dl2l
'PGA' = -0.305692","KothaEtAl2020ESHM20SlopeGeology
c3_epsilon = 1.73205100
KothaEtAl2020ESHM20SlopeGeology.dl2l
'PGA' = -0.305692"
s_0,-19.099999999999994,64.16,0.041122,0.041122,0.041122,0.041122,0.041122
s_1,-21.187000000000012,64.002,0.109184,0.109184,0.109184,0.109184,0.109184
s_10,-21.00200000000001,63.937,0.072041,0.072041,0.072041,0.072041,0.072041
s_11,-21.789999999999992,64.133,0.046327,0.046327,0.046327,0.046327,0.046327
s_12,-19.619,64.167,0.041735,0.041735,0.041735,0.041735,0.041735
s_13,-19.569999999999993,64.19,0.024388,0.024388,0.024388,0.024388,0.024388
s_14,-20.47399999999999,64.004,0.626531,0.626531,0.626531,0.626531,0.626531
s_15,-21.905,64.135,0.038776,0.038776,0.038776,0.038776,0.038776
s_16,-20.649,63.931,0.518367,0.518367,0.518367,0.518367,0.518367
s_17,-19.945999999999998,63.941,0.278571,0.278571,0.278571,0.278571,0.278571
s_18,-21.382000000000005,63.854,0.070612,0.070612,0.070612,0.070612,0.070612
s_19,-20.641999999999996,64.065,0.4,0.4,0.4,0.4,0.4
s_2,-19.239000000000004,64.201,0.015816,0.015816,0.015816,0.015816,0.015816
s_20,-19.840000000000003,64.1,0.090306,0.090306,0.090306,0.090306,0.090306
s_21,-20.159999999999997,64.05,0.156122,0.156122,0.156122,0.156122,0.156122
s_22,-20.389999999999986,63.84,0.477551,0.477551,0.477551,0.477551,0.477551
s_23,-19.125,64.174,0.011327,0.011327,0.011327,0.011327,0.011327
s_3,-21.76400000000001,64.075,0.044286,0.044286,0.044286,0.044286,0.044286
s_4,-21.960000000000008,64.14,0.038367,0.038367,0.038367,0.038367,0.038367
s_5,-20.26400000000001,63.991,0.337755,0.337755,0.337755,0.337755,0.337755
s_6,-20.986999999999995,63.94,0.067551,0.067551,0.067551,0.067551,0.067551
s_7,-19.674000000000007,65.225,0.003296,0.003296,0.003296,0.003296,0.003296
s_8,-21.010999999999996,64.094,0.066633,0.066633,0.066633,0.066633,0.066633
s_9,-21.007000000000005,64.088,0.042755,0.042755,0.042755,0.042755,0.042755
t_0,-18.654930000000007,63.51065,0.017114004,0.015005189,0.01951919,0.013495236,0.02170315
t_1,-18.8193,63.51927,0.014457491,0.01268182,0.016481785,0.011799702,0.017713925
t_10,-19.045709999999985,63.54588,0.018659072,0.016386665,0.021246603,0.016005661,0.021752365
t_100,-19.854770000000002,63.77909,0.08641411,0.07923619,0.094242275,0.08789707,0.08495618
t_1000,-20.064670000000007,63.87785,0.20283678,0.1960834,0.20982276,0.20637305,0.19936112
t_1001,-19.961780000000005,63.88769,0.17623259,0.1703461,0.18232249,0.17821573,0.17427151
t_1002,-20.024400000000014,63.90544,0.21217969,0.20747024,0.21699604,0.21448348,0.20990065
t_1003,-19.921459999999996,63.91527,0.19004105,0.18599407,0.19417608,0.19088048,0.1892053
t_1004,-20.087050000000005,63.92318,0.32669055,0.32134578,0.3321242,0.3299814,0.32343253
t_1005,-19.98409000000001,63.93302,0.24827759,0.24637176,0.25019816,0.2492735,0.24728565
t_1006,-19.881100000000004,63.94283,0.15126283,0.14850879,0.15406793,0.15135078,0.15117493
t_1007,-20.43583000000001,63.8658,0.76605636,0.76042855,0.7717258,0.77950317,0.75284153
t_1008,-20.498559999999998,63.88346,0.7723176,0.7636217,0.78111255,0.79195553,0.7531667
t_1009,-20.395730000000015,63.89344,0.5361661,0.53225774,0.5401031,0.54416895,0.52828085
t_101,-19.752009999999984,63.78889,0.07277968,0.06642949,0.0797369,0.073047906,0.07251243
t_1010,-20.561319999999995,63.90112,0.72182375,0.7142056,0.7295232,0.73916984,0.70488477
t_1011,-20.458470000000005,63.91111,0.7518462,0.74639916,0.7573329,0.7663827,0.73758537
t_1012,-20.355590000000007,63.92107,0.4172371,0.41388872,0.42061254,0.42280105,0.41174635
t_1013,-20.52125000000001,63.92876,0.8049998,0.8004395,0.8095861,0.81815404,0.79205704
t_1014,-20.418360000000007,63.93874,0.6418092,0.6381063,0.6455336,0.6515988,0.6321667
t_1015,-20.481150000000014,63.95639,0.6880503,0.6855617,0.69054794,0.6959248,0.6802649
t_1016,-20.378199999999993,63.96634,0.5334265,0.53101355,0.5358505,0.5392695,0.5276469
t_1017,-20.12729999999999,63.89558,0.2427518,0.23680453,0.24884844,0.24643636,0.23912235
t_1018,-20.292869999999994,63.90339,0.3705281,0.3658986,0.3752162,0.3750726,0.3660387
t_1019,-20.18997999999999,63.9133,0.28161275,0.27678928,0.28652027,0.28506115,0.27820605
t_102,-19.649220000000014,63.79865,0.047049385,0.042735424,0.051798824,0.04653965,0.047564708
t_1020,-20.252679999999998,63.931,0.372948,0.36887473,0.37706622,0.37661287,0.36931875
t_1021,-20.14974000000001,63.94089,0.24930416,0.24630795,0.25233683,0.2513554,0.24726968
t_1022,-20.31541999999999,63.94868,0.41065452,0.40793997,0.41338712,0.41454396,0.40680155
t_1023,-20.212459999999993,63.95859,0.34136817,0.33891085,0.34384328,0.34322372,0.3395226
t_1024,-20.27521999999999,63.97627,0.36950013,0.36847582,0.37052727,0.37075946,0.36824507
t_1025,-20.172210000000007,63.98616,0.27353874,0.27237126,0.2747112,0.27421924,0.27285993
t_1026,-20.338009999999997,63.99393,0.48711315,0.48523334,0.48900023,0.49144882,0.48281574
t_1027,-20.046760000000006,63.95075,0.24786648,0.24581802,0.249932,0.2492052,0.24653493
t_1028,-19.943749999999994,63.96058,0.19736221,0.19636248,0.19836704,0.19753908,0.19718552
t_1029,-20.109469999999988,63.96847,0.3131008,0.31078982,0.31542897,0.3145802,0.31162837
t_103,-19.89502999999999,63.75145,0.08506138,0.07762322,0.09321229,0.08701557,0.08315107
t_1030,-20.006439999999998,63.97831,0.25906292,0.25752038,0.2606147,0.2598493,0.2582789
t_1031,-19.90338,63.98811,0.15791608,0.15583476,0.16002521,0.1581114,0.15772101
t_1032,-20.06916000000001,63.99602,0.2807994,0.2791868,0.2824213,0.28168553,0.27991602
t_1033,-19.966080000000005,64.00584,0.18051572,0.1788498,0.18219717,0.1810888,0.17994446
t_1034,-20.028819999999996,64.02355,0.18766461,0.18621923,0.18912122,0.18849404,0.18683884
t_1035,-19.92568,64.03335,0.1511038,0.14929962,0.15292977,0.15171228,0.15049773
t_1036,-20.091589999999997,64.04124,0.18823023,0.18716265,0.18930389,0.18903634,0.18742755
t_1037,-19.634530000000012,63.98984,0.055181514,0.052430786,0.058076553,0.054624997,0.055743698
t_1038,-19.80028999999999,63.99788,0.098822005,0.09618465,0.10153167,0.09869435,0.09894983
t_1039,-19.697159999999997,64.00762,0.059611615,0.05732975,0.061984304,0.059285957,0.059939064
t_104,-20.060190000000006,63.7594,0.12908816,0.11928872,0.1396926,0.13419975,0.12417126
t_1040,-19.86296999999999,64.01563,0.103688486,0.10191675,0.10549102,0.10380774,0.103569366
t_1041,-19.75981999999999,64.02538,0.08909903,0.08671618,0.09154734,0.088905595,0.08929288
t_1042,-19.656650000000013,64.0351,0.064751334,0.06242336,0.06716613,0.06436732,0.06513764
t_1043,-19.822519999999997,64.04312,0.113049515,0.111170836,0.11495994,0.11309162,0.113007426
t_1044,-19.719330000000014,64.05286,0.08140831,0.07939747,0.08347007,0.08120941,0.08160769
t_1045,-19.61609999999999,64.06256,0.060593348,0.058643244,0.0626083,0.060275026,0.060913354
t_1046,-19.782039999999995,64.0706,0.08257368,0.08145356,0.08370921,0.08255505,0.08259232
t_1047,-20.234980000000007,64.00384,0.3493127,0.34868857,0.34993795,0.35009056,0.34853655
t_1048,-20.131910000000005,64.01371,0.16252665,0.1620119,0.16304305,0.16276406,0.1622896
t_1049,-20.297789999999992,64.0215,0.35285562,0.35077333,0.3549503,0.3570527,0.34870788
t_105,-19.95750000000001,63.76926,0.090173736,0.08301547,0.097949244,0.092813656,0.0876089
t_1050,-20.19470000000001,64.03139,0.22558233,0.22504705,0.22611888,0.22634855,0.22481869
t_1051,-20.257530000000003,64.04904,0.2704159,0.2677023,0.273157,0.27521527,0.26570025
t_1052,-20.154390000000006,64.05891,0.15942201,0.15866226,0.16018541,0.16041657,0.15843362
t_1053,-20.320390000000003,64.06668,0.33812767,0.33173203,0.34464663,0.35010004,0.32656473
t_1054,-20.217240000000004,64.07657,0.18942241,0.18626691,0.19263136,0.19437553,0.18459553
t_1055,-20.280110000000008,64.09421,0.2578602,0.2507743,0.26514634,0.26988983,0.24636677
t_1056,-20.176909999999992,64.10408,0.18891072,0.18381378,0.19414899,0.19605356,0.18202811
t_1057,-19.988439999999997,64.05106,0.15350096,0.15180281,0.1552181,0.15471315,0.15229827
t_1058,-19.885249999999985,64.06085,0.12179382,0.120484985,0.12311688,0.12227052,0.12131899
t_1059,-20.05122,64.06875,0.11794515,0.11642375,0.119486436,0.119491555,0.116418764
t_106,-20.02000000000001,63.78706,0.11710592,0.10889817,0.1259323,0.12098147,0.11335453
t_1060,-19.948019999999985,64.07855,0.14128967,0.139517,0.14308485,0.14285485,0.13974161
t_1061,-20.11404999999999,64.08642,0.14397773,0.14141442,0.14658752,0.14720471,0.14082149
t_1062,-20.01083,64.09624,0.09900071,0.097106144,0.10093224,0.10104585,0.09699696
t_1063,-19.907569999999993,64.10602,0.11579075,0.11439392,0.11720463,0.11715342,0.11444392
t_1064,-20.073669999999993,64.11391,0.131933,0.12830552,0.13566303,0.13616838,0.12782936
t_1065,-19.97039000000001,64.12371,0.09822906,0.09586677,0.10064955,0.10061301,0.095901586
t_1066,-20.03325000000001,64.14138,0.10777885,0.10399331,0.11170219,0.11170959,0.10398642
t_1067,-19.678789999999992,64.08032,0.059204645,0.057908036,0.06053029,0.059112113,0.059297323
t_1068,-19.84478999999999,64.08832,0.083428316,0.08309332,0.08376465,0.083532125,0.08332463
t_1069,-19.74152000000001,64.09805,0.08325329,0.082177036,0.08434363,0.08333489,0.083171755
t_107,-19.917249999999996,63.79691,0.0896406,0.08301089,0.0967998,0.0916624,0.0876634
t_1070,-19.638229999999993,64.10775,0.06909926,0.06787498,0.07034562,0.069043435,0.06915513
t_1071,-19.80429000000001,64.11577,0.082774356,0.082098395,0.083455876,0.08311747,0.08243265
t_1072,-19.700970000000012,64.12549,0.0716765,0.07076561,0.07259912,0.071876846,0.07147671
t_1073,-19.86708999999999,64.13348,0.08831234,0.08683584,0.08981395,0.0895359,0.0871055
t_1074,-19.763750000000016,64.14321,0.062684916,0.06174762,0.06363643,0.06319115,0.06218273
t_1075,-19.660380000000004,64.1529,0.06387896,0.06336939,0.064392634,0.064045474,0.06371288
t_1076,-19.826570000000004,64.16091,0.07739431,0.07551931,0.07931585,0.07864813,0.07616047
t_1077,-20.383289999999988,64.0843,0.55553925,0.5410305,0.570437,0.58398944,0.528475
t_1078,-20.549379999999985,64.09195,0.42739677,0.41780207,0.43721184,0.44519556,0.4103096
t_1079,-20.44622000000001,64.10191,0.71229637,0.68965197,0.7356842,0.75515085,0.6718738
t_108,-20.08252999999999,63.80483,0.13162817,0.12378217,0.13997151,0.13608907,0.12731351
t_1080,-20.50918999999999,64.11949,0.53563684,0.5159384,0.5560874,0.5700364,0.5033132
t_1081,-20.40598,64.12942,0.5440593,0.5205958,0.56858027,0.58329904,0.5074592
t_1082,-20.46896000000001,64.14701,0.3977485,0.37820226,0.41830495,0.42728013,0.37025797
t_1083,-20.36569,64.15692,0.30345803,0.2872773,0.3205501,0.32657644,0.2819762
t_1084,-20.531980000000004,64.16457,0.3059363,0.28915253,0.3236943,0.32862642,0.28481284
t_1085,-20.42868999999999,64.1745,0.24830575,0.23348983,0.2640618,0.2676273,0.23037913
t_1086,-20.49172999999999,64.19207,0.21356063,0.19960323,0.228494,0.23019557,0.19812779
t_1087,-19.858859999999993,63.8975,0.1325595,0.12715504,0.13819365,0.13317037,0.13195142
t_1088,-19.75591,63.90727,0.087114565,0.08242294,0.09207325,0.08691079,0.08731882
t_1089,-19.652929999999998,63.91701,0.060087804,0.056180768,0.064266555,0.05942372,0.060759313
t_109,-19.97976,63.8147,0.15705611,0.14705688,0.16773523,0.16105336,0.15315807
t_1090,-19.818489999999997,63.92506,0.12201106,0.1174355,0.1267649,0.122040756,0.12198137
t_1091,-19.71548999999999,63.93482,0.08346641,0.07908751,0.08808775,0.08297907,0.08395661
t_1092,-19.612449999999995,63.94454,0.05556828,0.052063342,0.059309177,0.054784797,0.05636297
t_1093,-19.77807999999999,63.9526,0.112768516,0.10847476,0.117232226,0.11249602,0.11304168
t_1094,-19.675029999999992,63.96234,0.07340818,0.069626555,0.07739519,0.07279323,0.07402832
t_1095,-19.84071,63.97036,0.10946018,0.10688899,0.11209322,0.109412394,0.109507985
t_1096,-19.73764,63.98012,0.07764793,0.074624956,0.080793366,0.07732044,0.07797681
t_1097,-19.178229999999985,63.93775,0.034477983,0.03131647,0.037958663,0.031982403,0.03716829
t_1098,-19.075109999999995,63.9473,0.022975644,0.02081066,0.02536586,0.020937039,0.025212746
t_1099,-19.240679999999998,63.95563,0.032069407,0.029335763,0.035057783,0.030172322,0.03408577
t_11,-19.107740000000007,63.56393,0.02007816,0.017644858,0.022847025,0.017495034,0.02304268
t_110,-19.87697,63.82453,0.15076737,0.14050183,0.16178297,0.15304574,0.14852293
t_1100,-18.971959999999996,63.95682,0.02177099,0.019652769,0.024117518,0.01945269,0.024365578
t_1101,-19.13754,63.9652,0.029030154,0.026484888,0.03182002,0.026877725,0.031354953
t_1102,-19.034369999999996,63.97473,0.022379955,0.020350507,0.024611792,0.020345272,0.02461812
t_1103,-19.19999999999999,63.98308,0.03215207,0.029568082,0.03496188,0.030225243,0.03420173
t_1104,-19.096810000000005,63.99263,0.025736902,0.023600794,0.02806635,0.023804158,0.027826574
t_1105,-19.26249999999999,64.00095,0.026973808,0.02501856,0.02908186,0.025717948,0.028290994
t_1106,-18.99359000000001,64.00215,0.025287133,0.023088109,0.027695602,0.022940695,0.027873568
t_1107,-19.509389999999996,63.95423,0.04720739,0.043888383,0.050777394,0.046079475,0.048362914
t_1108,-19.406290000000013,63.96388,0.036299147,0.033574857,0.039244488,0.035035852,0.037607994
t_1109,-19.571940000000012,63.97204,0.06028155,0.05662563,0.064173505,0.059303287,0.061275944
t_111,-20.04231999999999,63.83247,0.16758308,0.1587612,0.17689514,0.17191769,0.16335773
t_1110,-19.30315999999999,63.9735,0.033211417,0.030617721,0.036024835,0.0316599,0.03483897
t_1111,-19.468829999999997,63.98171,0.044047974,0.041112725,0.047192786,0.04293159,0.04519339
t_1112,-19.365679999999998,63.99135,0.034772065,0.032327622,0.037401345,0.033540465,0.036048893
t_1113,-19.53139999999999,63.99953,0.061123546,0.057623994,0.06483562,0.060063746,0.06220204
t_1114,-19.428229999999985,64.00918,0.041537326,0.03896906,0.04427486,0.040476114,0.042626366
t_1115,-19.594009999999997,64.01732,0.04940637,0.047086895,0.051840097,0.04886933,0.049949307
t_1116,-19.325029999999998,64.01879,0.032554705,0.030463835,0.03478908,0.031430233,0.033719406
t_1117,-18.724670000000003,64.00313,0.018935047,0.01695804,0.021142537,0.01609491,0.02227636
t_1118,-18.890330000000006,64.01163,0.022821153,0.020712724,0.025144204,0.02024719,0.025722334
t_1119,-18.621370000000013,64.01252,0.01549106,0.013803625,0.017384777,0.012854837,0.01866791
t_112,-19.93950000000001,63.84232,0.13731244,0.12958205,0.14550403,0.13975447,0.13491309
t_1120,-18.787049999999994,64.02108,0.019111345,0.017229078,0.021199249,0.016551454,0.022067156
t_1121,-18.952769999999987,64.02954,0.023113262,0.02118361,0.025218688,0.020924471,0.025531007
t_1122,-18.683729999999997,64.03049,0.018625531,0.016682679,0.020794647,0.0157316,0.022051822
t_1123,-18.849459999999993,64.03901,0.01990209,0.018094596,0.021890137,0.01757903,0.022532143
t_1124,-18.58037999999999,64.03987,0.017653028,0.015723849,0.019818902,0.014542048,0.021429539
t_1125,-18.746129999999994,64.04844,0.019152706,0.017270401,0.021240164,0.016480768,0.022257831
t_1126,-18.91192000000001,64.05692,0.023571702,0.021664253,0.025647094,0.021264032,0.02612981
t_1127,-19.15929,64.01051,0.02483824,0.022988934,0.026836311,0.023360716,0.026409214
t_1128,-19.056039999999996,64.02005,0.029112909,0.02684789,0.031569015,0.026918769,0.03148589
t_1129,-19.2218,64.02838,0.032147154,0.030042805,0.034398902,0.03070736,0.033654455
t_113,-18.63551000000001,63.58401,0.017035883,0.014944711,0.019419666,0.013549942,0.021418639
t_1130,-19.118539999999996,64.03793,0.027937299,0.026052088,0.029958932,0.02632462,0.029648772
t_1131,-19.28434999999999,64.04622,0.038289357,0.03612572,0.040582582,0.037074182,0.039544363
t_1132,-19.015240000000006,64.04744,0.030124038,0.027938368,0.032480698,0.027848702,0.03258528
t_1133,-19.181070000000005,64.05579,0.027091904,0.025554158,0.028722186,0.025973944,0.028257985
t_1134,-19.07775000000001,64.06532,0.032658305,0.030706313,0.034734383,0.030841574,0.034582052
t_1135,-19.243629999999996,64.07363,0.029689865,0.028301805,0.031146003,0.028878076,0.030524474
t_1136,-18.974410000000006,64.07481,0.032538056,0.030316561,0.03492233,0.030028056,0.03525786
t_1137,-19.490819999999985,64.02699,0.043772396,0.041468974,0.04620376,0.043017033,0.044541024
t_1138,-19.387599999999992,64.03662,0.039231185,0.03704818,0.041542817,0.038280345,0.04020564
t_1139,-19.553439999999995,64.04478,0.039772335,0.038075607,0.04154467,0.039352585,0.04019656
t_114,-18.800070000000005,63.59262,0.016080879,0.014117031,0.018317921,0.013247695,0.019519975
t_1140,-19.450199999999995,64.05443,0.036075063,0.034392968,0.037839424,0.035508476,0.03665069
t_1141,-19.346929999999986,64.06405,0.033780783,0.032164276,0.035478532,0.033062875,0.034514282
t_1142,-19.51284000000001,64.07222,0.04176741,0.040222302,0.04337187,0.041381925,0.042156488
t_1143,-19.409549999999996,64.08186,0.036908537,0.035457663,0.03841878,0.036416087,0.037407648
t_1144,-19.57552000000001,64.09,0.055298757,0.053811055,0.05682759,0.05505317,0.05554544
t_1145,-19.30623,64.09145,0.02861994,0.027526617,0.029756688,0.028134488,0.029113768
t_1146,-19.47220999999999,64.09965,0.03438288,0.03334039,0.035457965,0.034118623,0.034649182
t_1147,-19.140299999999996,64.08318,0.031531926,0.030072976,0.033061657,0.03038205,0.032725323
t_1148,-19.036930000000012,64.09269,0.033469457,0.031711422,0.035324953,0.03165086,0.035392545
t_1149,-19.202879999999993,64.10102,0.03124051,0.030162802,0.032356724,0.030588483,0.031906433
t_115,-18.697450000000003,63.60212,0.01928286,0.01692294,0.021971874,0.015577069,0.023870261
t_1150,-19.099490000000003,64.11054,0.03087791,0.029811248,0.03198274,0.029930316,0.031855505
t_1151,-19.26549,64.11884,0.026536262,0.025836227,0.027255263,0.026246585,0.026829135
t_1152,-18.996070000000003,64.12004,0.03344354,0.03181271,0.03515797,0.031545263,0.03545605
t_1153,-19.162090000000006,64.12838,0.034548778,0.033876754,0.035234135,0.03413937,0.034963097
t_1154,-19.05865,64.13789,0.035121307,0.03422259,0.03604362,0.03414647,0.036123976
t_1155,-19.22471999999999,64.1462,0.023779955,0.023477415,0.024086393,0.023695726,0.023864482
t_1156,-19.121260000000007,64.15573,0.03233239,0.032249123,0.032415874,0.032308225,0.032356575
t_1157,-19.368860000000012,64.10926,0.037879243,0.036709905,0.039085835,0.037498612,0.038263742
t_1158,-19.534899999999993,64.11742,0.03411222,0.033414677,0.034824323,0.03398434,0.034240577
t_1159,-19.431539999999984,64.12705,0.028153088,0.027486397,0.02883595,0.02799045,0.028316673
t_116,-18.86206999999999,63.6107,0.017023612,0.014953503,0.0193803,0.014243649,0.020346146
t_1160,-19.597620000000006,64.13517,0.05560051,0.055001594,0.056205943,0.055551935,0.055649124
t_1161,-19.32813999999999,64.13664,0.028770464,0.028152514,0.029401975,0.028602399,0.028939513
t_1162,-19.49423999999999,64.14482,0.035838414,0.035294656,0.036390554,0.035726227,0.035950955
t_1163,-19.390829999999994,64.15443,0.026933635,0.02644285,0.027433528,0.026830675,0.02703699
t_1164,-19.55698000000001,64.16257,0.038851626,0.038665753,0.039038397,0.03880379,0.038899522
t_1165,-19.453550000000007,64.17219,0.032188665,0.031724405,0.032659724,0.032090336,0.0322873
t_1166,-19.350089999999994,64.18179,0.023881448,0.023536148,0.024231816,0.023812542,0.023950554
t_1167,-18.726650000000006,64.12102,0.018781487,0.017024094,0.020720294,0.016186642,0.021792304
t_1168,-18.892629999999997,64.1295,0.027274862,0.025405375,0.029281918,0.02482053,0.029971886
t_1169,-18.623159999999984,64.13039,0.017643493,0.01583313,0.019660851,0.014769217,0.021077137
t_117,-18.594799999999992,63.61158,0.018131824,0.0159084,0.020666003,0.014357748,0.022897953
t_1170,-18.789150000000006,64.13892,0.023563411,0.021565013,0.025746997,0.020716976,0.026800936
t_1171,-18.955179999999984,64.14737,0.026556596,0.025176957,0.028011836,0.024796579,0.028441537
t_1172,-18.685640000000006,64.14831,0.017323986,0.015648648,0.019178685,0.014759499,0.020334056
t_1173,-18.851679999999988,64.15681,0.02201609,0.020389657,0.023772258,0.019773467,0.024513062
t_1174,-18.582099999999997,64.15767,0.01908889,0.01708235,0.021331124,0.015800023,0.023062354
t_1175,-18.74815000000001,64.16622,0.027645288,0.025172014,0.03036157,0.02398963,0.031858012
t_1176,-18.91425000000001,64.17468,0.038188707,0.035866998,0.0406607,0.03507629,0.0415773
t_1177,-19.287379999999985,64.164,0.021639824,0.02139305,0.021889444,0.021606974,0.021672724
t_1178,-19.017769999999985,64.16522,0.0269714,0.026121765,0.02784867,0.0258982,0.028089074
t_1179,-19.183909999999997,64.17355,0.017229397,0.01718975,0.017269135,0.017239314,0.017219486
