# 20000617_M5.87_Iceland median gmf, Stations:None, gmlt:GEM, Rupture:GCMT
custom_site_id,lon,lat,"KothaEtAl2020ESHM20SlopeGeology
KothaEtAl2020ESHM20SlopeGeology.dl2l
'PGA' = -0.305692","KothaEtAl2020ESHM20SlopeGeology
KothaEtAl2020ESHM20SlopeGeology.dl2l
'PGA' = -0.787319","KothaEtAl2020ESHM20SlopeGeology
KothaEtAl2020ESHM20SlopeGeology.dl2l
'PGA' = 0.175935","KothaEtAl2020ESHM20SlopeGeology
c3_epsilon = -1.73205100
KothaEtAl2020ESHM20SlopeGeology.dl2l
'PGA' = -0.305692","KothaEtAl2020ESHM20SlopeGeology
c3_epsilon = 1.73205100
KothaEtAl2020ESHM20SlopeGeology.dl2l
'PGA' = -0.305692"
t_0,-18.654930000000007,63.51065,0.015346872,0.009480951,0.024842072,0.011405207,0.020650784
t_1,-18.8193,63.51927,0.012903336,0.00797139,0.020886706,0.009922568,0.016779536
t_10,-19.045709999999985,63.54588,0.016485965,0.010184658,0.026685929,0.013324653,0.02039731
t_100,-19.854770000000002,63.77909,0.056074534,0.034641583,0.09076818,0.05554517,0.056608945
t_1000,-20.064670000000007,63.87785,0.09485765,0.058600917,0.15354663,0.09874376,0.09112448
t_1001,-19.961780000000005,63.88769,0.07110738,0.043928538,0.11510194,0.07252012,0.06972217
t_1002,-20.024400000000014,63.90544,0.082629964,0.05104693,0.13375361,0.08540473,0.079945356
t_1003,-19.921459999999996,63.91527,0.06382173,0.039427627,0.10330862,0.064618655,0.063034646
t_1004,-20.087050000000005,63.92318,0.13823195,0.08539658,0.22375686,0.14476094,0.13199742
t_1005,-19.98409000000001,63.93302,0.076944,0.047534272,0.12454972,0.07895897,0.07498046
t_1006,-19.881100000000004,63.94283,0.0514448,0.031781435,0.083274,0.051708665,0.051182278
t_1007,-20.43583000000001,63.8658,0.31290483,0.19330555,0.5065009,0.34574774,0.28318173
t_1008,-20.498559999999998,63.88346,0.27261207,0.16841358,0.44127876,0.301675,0.24634902
t_1009,-20.395730000000015,63.89344,0.2360158,0.14580524,0.38204017,0.260042,0.21420945
t_101,-19.752009999999984,63.78889,0.048678823,0.03007268,0.0787967,0.04727696,0.050122257
t_1010,-20.561319999999995,63.90112,0.23101644,0.14271675,0.37394768,0.2548263,0.20943128
t_1011,-20.458470000000005,63.91111,0.26524624,0.16386315,0.42935568,0.29346406,0.23974168
t_1012,-20.355590000000007,63.92107,0.19663867,0.12147894,0.3183002,0.21578425,0.1791918
t_1013,-20.52125000000001,63.92876,0.26338434,0.1627129,0.42634177,0.29122478,0.23820537
t_1014,-20.418360000000007,63.93874,0.24970806,0.154264,0.4042039,0.27581495,0.22607228
t_1015,-20.481150000000014,63.95639,0.25006443,0.15448415,0.40478075,0.2767308,0.22596768
t_1016,-20.378199999999993,63.96634,0.23652498,0.1461198,0.3828644,0.2604525,0.21479566
t_1017,-20.12729999999999,63.89558,0.116659455,0.072069585,0.18883735,0.12302281,0.11062525
t_1018,-20.292869999999994,63.90339,0.1936964,0.119661264,0.31353748,0.21053793,0.17820206
t_1019,-20.18997999999999,63.9133,0.14139873,0.08735294,0.22888294,0.15099041,0.13241635
t_102,-19.649220000000014,63.79865,0.033064134,0.020426277,0.05352111,0.031463433,0.03474627
t_1020,-20.252679999999998,63.931,0.19066237,0.11778691,0.3086263,0.2060131,0.17645545
t_1021,-20.14974000000001,63.94089,0.11749514,0.07258585,0.19019008,0.1246266,0.11077176
t_1022,-20.31541999999999,63.94868,0.20262772,0.12517883,0.32799467,0.22126842,0.1855574
t_1023,-20.212459999999993,63.95859,0.17193723,0.10621894,0.27831578,0.18461679,0.16012849
t_1024,-20.27521999999999,63.97627,0.18621431,0.115039006,0.3014262,0.20222256,0.17147332
t_1025,-20.172210000000007,63.98616,0.14300288,0.088343956,0.2314796,0.15254869,0.13405441
t_1026,-20.338009999999997,63.99393,0.23876902,0.14750612,0.38649684,0.26182562,0.21774283
t_1027,-20.046760000000006,63.95075,0.094900705,0.058627516,0.15361634,0.09868482,0.09126169
t_1028,-19.943749999999994,63.96058,0.062543884,0.0386382,0.10124015,0.0637199,0.061389565
t_1029,-20.109469999999988,63.96847,0.14467965,0.089379825,0.2341938,0.15241306,0.13733864
t_103,-19.89502999999999,63.75145,0.057617158,0.035594583,0.093265235,0.057273936,0.05796244
t_1030,-20.006439999999998,63.97831,0.10203162,0.06303283,0.16515918,0.105347484,0.09882012
t_1031,-19.90338,63.98811,0.06411591,0.03960936,0.1037848,0.06484923,0.06339088
t_1032,-20.06916000000001,63.99602,0.13655676,0.08436169,0.22104523,0.14285745,0.13053396
t_1033,-19.966080000000005,64.00584,0.081854224,0.050567694,0.13249792,0.083910234,0.079848595
t_1034,-20.028819999999996,64.02355,0.10020317,0.06190326,0.16219947,0.10409009,0.09646141
t_1035,-19.92568,64.03335,0.07891143,0.0487497,0.1277344,0.080311775,0.077535495
t_1036,-20.091589999999997,64.04124,0.11901096,0.07352229,0.19264375,0.12524244,0.11308954
t_1037,-19.634530000000012,63.98984,0.035150655,0.021715282,0.056898568,0.033623602,0.036747057
t_1038,-19.80028999999999,63.99788,0.049030866,0.030290164,0.07936655,0.04856579,0.0495004
t_1039,-19.697159999999997,64.00762,0.035756573,0.022089604,0.057879373,0.034678455,0.036868207
t_104,-20.060190000000006,63.7594,0.08437136,0.052122723,0.13657242,0.08664119,0.082160994
t_1040,-19.86296999999999,64.01563,0.050944503,0.031472366,0.082464166,0.051153205,0.05073666
t_1041,-19.75981999999999,64.02538,0.051073384,0.031551987,0.08267279,0.050218545,0.051942773
t_1042,-19.656650000000013,64.0351,0.043406304,0.026815435,0.07026204,0.04178792,0.045087367
t_1043,-19.822519999999997,64.04312,0.06388486,0.039466623,0.103410795,0.06367953,0.06409085
t_1044,-19.719330000000014,64.05286,0.052610643,0.032501668,0.08516116,0.051350947,0.05390124
t_1045,-19.61609999999999,64.06256,0.04514706,0.027890837,0.07307982,0.04314388,0.047243252
t_1046,-19.782039999999995,64.0706,0.05204304,0.032151014,0.08424237,0.051497273,0.052594587
t_1047,-20.234980000000007,64.00384,0.19105497,0.11802945,0.3092618,0.20624031,0.17698771
t_1048,-20.131910000000005,64.01371,0.09380059,0.05794789,0.15183556,0.09939155,0.088524126
t_1049,-20.297789999999992,64.0215,0.1922524,0.1187692,0.3112001,0.20976338,0.17620324
t_105,-19.95750000000001,63.76926,0.058251858,0.035986684,0.094292626,0.058794536,0.057714187
t_1050,-20.19470000000001,64.03139,0.14413324,0.08904227,0.23330933,0.15460925,0.13436708
t_1051,-20.257530000000003,64.04904,0.16760261,0.10354112,0.27129933,0.18184552,0.15447529
t_1052,-20.154390000000006,64.05891,0.11487396,0.07096654,0.18594716,0.12241798,0.10779485
t_1053,-20.320390000000003,64.06668,0.18553275,0.11461795,0.30032295,0.20329697,0.16932078
t_1054,-20.217240000000004,64.07657,0.12873583,0.07953009,0.20838545,0.13883506,0.11937124
t_1055,-20.280110000000008,64.09421,0.15704435,0.09701846,0.25420862,0.17120352,0.1440562
t_1056,-20.176909999999992,64.10408,0.13448463,0.08308157,0.21769106,0.14411692,0.12549612
t_1057,-19.988439999999997,64.05106,0.089339904,0.05519218,0.14461504,0.09214724,0.0866181
t_1058,-19.885249999999985,64.06085,0.07077842,0.04372531,0.11456945,0.071514115,0.0700503
t_1059,-20.05122,64.06875,0.077208646,0.04769776,0.12497809,0.080686994,0.07388024
t_106,-20.02000000000001,63.78706,0.072471246,0.044771105,0.11730964,0.0742528,0.070732445
t_1060,-19.948019999999985,64.07855,0.08789404,0.054298952,0.14227459,0.090008214,0.08582951
t_1061,-20.11404999999999,64.08642,0.101632,0.06278596,0.16451232,0.107579544,0.09601326
t_1062,-20.01083,64.09624,0.06706458,0.041430987,0.108557835,0.069593646,0.06462743
t_1063,-19.907569999999993,64.10602,0.07736805,0.04779624,0.12523612,0.07866005,0.07609728
t_1064,-20.073669999999993,64.11391,0.095984854,0.05929728,0.15537125,0.100902565,0.09130681
t_1065,-19.97039000000001,64.12371,0.070692115,0.04367199,0.11442974,0.072807595,0.068638094
t_1066,-20.03325000000001,64.14138,0.082487084,0.05095866,0.13352233,0.085980415,0.079135686
t_1067,-19.678789999999992,64.08032,0.04283958,0.026465327,0.069344684,0.041506927,0.04421502
t_1068,-19.84478999999999,64.08832,0.052411124,0.032378413,0.0848382,0.05257202,0.05225072
t_1069,-19.74152000000001,64.09805,0.0589324,0.036407106,0.095394224,0.05788909,0.05999451
t_107,-19.917249999999996,63.79691,0.054612372,0.033738293,0.08840137,0.054905042,0.05432126
t_1070,-19.638229999999993,64.10775,0.056468155,0.034884755,0.09140534,0.054302163,0.058720548
t_1071,-19.80429000000001,64.11577,0.058376983,0.036063984,0.09449517,0.058116518,0.058638614
t_1072,-19.700970000000012,64.12549,0.05732939,0.035416804,0.092799425,0.055863228,0.058834035
t_1073,-19.86708999999999,64.13348,0.0647705,0.040013753,0.104844384,0.06531158,0.06423389
t_1074,-19.763750000000016,64.14321,0.050140288,0.03097554,0.08116238,0.04948053,0.050808843
t_1075,-19.660380000000004,64.1529,0.057473455,0.035505805,0.09303262,0.055493645,0.059523895
t_1076,-19.826570000000004,64.16091,0.06305807,0.038955856,0.10207248,0.06297763,0.06313863
t_1077,-20.383289999999988,64.0843,0.24691558,0.15253888,0.3996837,0.27249905,0.22373399
t_1078,-20.549379999999985,64.09195,0.17909624,0.11064161,0.28990412,0.19722095,0.16263717
