# 20120905_M7.6_Nicoya median gmf, Stations:Seismic, gmlt:GEM, Rupture:GCMT
custom_site_id,lon,lat,AbrahamsonEtAl2015SInter,ParkerEtAl2020SInter,ZhaoEtAl2006SInter
m_104,-84.127,9.9839,0.052018844,0.05092772,0.054675568
m_105,-84.1278,9.8936,0.057840757,0.05665022,0.05575354
m_106,-84.0359,9.983,0.094856925,0.09518056,0.09932657
m_109,-84.0367,9.8927,0.07252362,0.07461998,0.07508862
m_113,-84.2205,9.7136,0.06400685,0.07029172,0.06788281
m_114,-84.1262,10.0742,0.09524928,0.096799925,0.08803477
m_120,-84.219,9.8943,0.0788586,0.07782563,0.08141242
m_123,-84.3975,10.3475,0.07534795,0.0803166,0.075377
m_131,-84.1317,9.4419,0.045312185,0.045338232,0.04553733
m_133,-85.8548,11.2602,0.076447,0.107614055,0.097037375
m_139,-83.9457,9.892,0.057194162,0.057539783,0.056006514
m_143,-86.3106,12.166,0.029487517,0.031205213,0.030376662
m_145,-86.2195,11.8944,0.041554507,0.049695317,0.041922245
m_74,-85.4938,10.1737,0.2885012,0.32813218,0.3134398
m_75,-85.5846,10.2645,0.5198464,0.5809548,0.52546453
m_76,-85.6748,10.5361,0.20039284,0.28727174,0.24281913
m_80,-85.6774,9.9032,0.39965272,0.535439,0.46099904
m_81,-85.7665,10.4461,0.2753107,0.40304485,0.32355896
m_83,-84.2174,10.075,0.1342955,0.13561733,0.14618027
m_84,-85.4951,9.9024,0.3621685,0.5382867,0.35197586
m_94,-84.9445,10.4419,0.12247891,0.14725693,0.14057536
m_95,-84.4909,10.0771,0.24439654,0.24792196,0.24546517
m_96,-85.3118,10.0824,0.20729783,0.2736806,0.2290345
m_97,-84.2182,9.9847,0.11530523,0.1157647,0.111237794
m_98,-84.4005,9.9861,0.13375382,0.14274877,0.14708774
m_99,-83.6778,9.3476,0.028834933,0.02898903,0.029047001
s_0,-85.648,9.979,1.58,1.58,1.58
s_1,-85.59,10.286,0.563,0.563,0.563
s_10,-84.623,9.609,0.157,0.157,0.157
s_100,-84.1613,9.79912,0.09028,0.09028,0.09028
s_101,-83.8687,9.82729,0.08602,0.08602,0.08602
s_102,-85.01,10.8981,0.08407,0.08407,0.08407
s_103,-84.0706,9.93624,0.08402,0.08402,0.08402
s_107,-84.4315,10.3242,0.0784,0.0784,0.0784
s_108,-84.0967,9.91474,0.07161,0.07161,0.07161
s_11,-85.091,10.428,0.146,0.146,0.146
s_110,-84.7176,11.0311,0.06128,0.06128,0.06128
s_111,-84.0561,9.75095,0.06123,0.06123,0.06123
s_112,-83.9177,9.83255,0.0598,0.0598,0.0598
s_115,-83.9417,9.89729,0.05511,0.05511,0.05511
s_116,-84.0359,9.86917,0.05479,0.05479,0.05479
s_117,-84.1394,10.3907,0.05278,0.05278,0.05278
s_118,-84.0768,9.93359,0.05197,0.05197,0.05197
s_119,-85.6182,10.837,0.05083,0.05083,0.05083
s_12,-84.214,10.025,0.139,0.139,0.139
s_121,-83.8935,9.82064,0.04712,0.04712,0.04712
s_122,-84.1218,9.99894,0.04709,0.04709,0.04709
s_124,-84.1369,9.44267,0.04578,0.04578,0.04578
s_125,-83.6866,9.90297,0.04512,0.04512,0.04512
s_126,-84.1595,9.42838,0.04372,0.04372,0.04372
s_127,-83.3457,10.0849,0.04212,0.04212,0.04212
s_128,-82.8562,9.6235,0.04046,0.04046,0.04046
s_129,-83.9003,9.86731,0.03776,0.03776,0.03776
s_13,-85.178,10.349,0.132,0.132,0.132
s_130,-83.3357,9.17238,0.03698,0.03698,0.03698
s_132,-83.8036,9.84079,0.03363,0.03363,0.03363
s_134,-83.7353,10.3615,0.03027,0.03027,0.03027
s_135,-83.7031,9.37215,0.028,0.028,0.028
s_136,-83.7055,9.36981,0.02754,0.02754,0.02754
s_137,-83.076,10.003,0.02734,0.02734,0.02734
s_138,-83.1735,9.01749,0.02643,0.02643,0.02643
s_14,-84.266,10.007,0.122,0.122,0.122
s_140,-83.0893,9.98577,0.02618,0.02618,0.02618
s_141,-83.0271,9.99983,0.02605,0.02605,0.02605
s_142,-82.9573,8.43256,0.02127,0.02127,0.02127
s_144,-83.305,8.5304,0.02063,0.02063,0.02063
s_146,-82.967,8.82155,0.01798,0.01798,0.01798
s_147,-82.9376,8.63224,0.01598,0.01598,0.01598
s_148,-82.9417,8.64783,0.01376,0.01376,0.01376
s_149,-83.1713,8.6443,0.00494,0.00494,0.00494
s_15,-84.013,10.45,0.121,0.121,0.121
s_16,-83.976,9.936,0.118,0.118,0.118
s_17,-84.522,9.912,0.117,0.117,0.117
s_18,-84.242,9.915,0.117,0.117,0.117
s_19,-85.461,10.621,0.117,0.117,0.117
