# 20120905_M7.6_Nicoya median gmf, Stations:Seismic, gmlt:GEM, Rupture:USGS
custom_site_id,lon,lat,AbrahamsonEtAl2015SInter,ParkerEtAl2020SInter,ZhaoEtAl2006SInter
m_104,-84.127,9.9839,0.05205961,0.050895892,0.054678846
m_105,-84.1278,9.8936,0.057950504,0.05675066,0.05579966
m_106,-84.0359,9.983,0.09491567,0.09513823,0.099340685
m_109,-84.0367,9.8927,0.07242165,0.074562036,0.07508819
m_113,-84.2205,9.7136,0.06281549,0.06889263,0.0666302
m_114,-84.1262,10.0742,0.09614205,0.097919375,0.08893258
m_120,-84.219,9.8943,0.07886173,0.077847846,0.08137942
m_123,-84.3975,10.3475,0.07762091,0.08344002,0.078079954
m_131,-84.1317,9.4419,0.045243625,0.04527971,0.04546728
m_133,-85.8548,11.2602,0.053112175,0.068239234,0.063693315
m_139,-83.9457,9.892,0.057173084,0.057536103,0.055999406
m_143,-86.3106,12.166,0.021857303,0.019903494,0.020066325
m_145,-86.2195,11.8944,0.029903479,0.031113908,0.027036084
m_74,-85.4938,10.1737,0.29535142,0.33902937,0.32171047
m_75,-85.5846,10.2645,0.5147695,0.58120966,0.52570707
m_76,-85.6748,10.5361,0.14186609,0.19635887,0.17118791
m_80,-85.6774,9.9032,0.3208131,0.41910988,0.37656957
m_81,-85.7665,10.4461,0.181011,0.2549178,0.20122711
m_83,-84.2174,10.075,0.13478579,0.13617162,0.14664063
m_84,-85.4951,9.9024,0.3548138,0.5279114,0.34602994
m_94,-84.9445,10.4419,0.13684037,0.16670784,0.15797772
m_95,-84.4909,10.0771,0.24510553,0.24870989,0.24629575
m_96,-85.3118,10.0824,0.2208577,0.29257083,0.24079983
m_97,-84.2182,9.9847,0.11526064,0.11583539,0.11128817
m_98,-84.4005,9.9861,0.13420348,0.14291212,0.14735304
m_99,-83.6778,9.3476,0.028567396,0.028711136,0.02876547
s_0,-85.648,9.979,1.58,1.58,1.58
s_1,-85.59,10.286,0.563,0.563,0.563
s_10,-84.623,9.609,0.157,0.157,0.157
s_100,-84.1613,9.79912,0.09028,0.09028,0.09028
s_101,-83.8687,9.82729,0.08602,0.08602,0.08602
s_102,-85.01,10.8981,0.08407,0.08407,0.08407
s_103,-84.0706,9.93624,0.08402,0.08402,0.08402
s_107,-84.4315,10.3242,0.0784,0.0784,0.0784
s_108,-84.0967,9.91474,0.07161,0.07161,0.07161
s_11,-85.091,10.428,0.146,0.146,0.146
s_110,-84.7176,11.0311,0.06128,0.06128,0.06128
s_111,-84.0561,9.75095,0.06123,0.06123,0.06123
s_112,-83.9177,9.83255,0.0598,0.0598,0.0598
s_115,-83.9417,9.89729,0.05511,0.05511,0.05511
s_116,-84.0359,9.86917,0.05479,0.05479,0.05479
s_117,-84.1394,10.3907,0.05278,0.05278,0.05278
s_118,-84.0768,9.93359,0.05197,0.05197,0.05197
s_119,-85.6182,10.837,0.05083,0.05083,0.05083
s_12,-84.214,10.025,0.139,0.139,0.139
s_121,-83.8935,9.82064,0.04712,0.04712,0.04712
s_122,-84.1218,9.99894,0.04709,0.04709,0.04709
s_124,-84.1369,9.44267,0.04578,0.04578,0.04578
s_125,-83.6866,9.90297,0.04512,0.04512,0.04512
s_126,-84.1595,9.42838,0.04372,0.04372,0.04372
s_127,-83.3457,10.0849,0.04212,0.04212,0.04212
s_128,-82.8562,9.6235,0.04046,0.04046,0.04046
s_129,-83.9003,9.86731,0.03776,0.03776,0.03776
s_13,-85.178,10.349,0.132,0.132,0.132
s_130,-83.3357,9.17238,0.03698,0.03698,0.03698
s_132,-83.8036,9.84079,0.03363,0.03363,0.03363
s_134,-83.7353,10.3615,0.03027,0.03027,0.03027
s_135,-83.7031,9.37215,0.028,0.028,0.028
s_136,-83.7055,9.36981,0.02754,0.02754,0.02754
s_137,-83.076,10.003,0.02734,0.02734,0.02734
s_138,-83.1735,9.01749,0.02643,0.02643,0.02643
s_14,-84.266,10.007,0.122,0.122,0.122
s_140,-83.0893,9.98577,0.02618,0.02618,0.02618
s_141,-83.0271,9.99983,0.02605,0.02605,0.02605
s_142,-82.9573,8.43256,0.02127,0.02127,0.02127
s_144,-83.305,8.5304,0.02063,0.02063,0.02063
s_146,-82.967,8.82155,0.01798,0.01798,0.01798
s_147,-82.9376,8.63224,0.01598,0.01598,0.01598
s_148,-82.9417,8.64783,0.01376,0.01376,0.01376
s_149,-83.1713,8.6443,0.00494,0.00494,0.00494
s_15,-84.013,10.45,0.121,0.121,0.121
s_16,-83.976,9.936,0.118,0.118,0.118
s_17,-84.522,9.912,0.117,0.117,0.117
s_18,-84.242,9.915,0.117,0.117,0.117
s_19,-85.461,10.621,0.117,0.117,0.117
s_2,-84.936,9.82,0.428,0.428,0.428
s_20,-85.618,10.837,0.115,0.115,0.115
s_21,-84.296,10.005,0.114,0.114,0.114
s_22,-85.632,11.073,0.11,0.11,0.11
s_23,-84.036,9.995,0.1,0.1,0.1
s_24,-84.161,9.799,0.0887,0.0887,0.0887
s_25,-84.077,9.933,0.0851,0.0851,0.0851
s_26,-83.869,9.827,0.0844,0.0844,0.0844
s_27,-84.113,9.943,0.0829,0.0829,0.0829
s_28,-83.907,9.854,0.0827,0.0827,0.0827
s_29,-85.01,10.898,0.0826,0.0826,0.0826
s_3,-84.193,10.137,0.361,0.361,0.361
s_30,-84.071,9.936,0.0823,0.0823,0.0823
s_31,-84.65,10.552,0.081,0.081,0.081
s_32,-84.432,10.324,0.0769,0.0769,0.0769
s_33,-84.097,9.915,0.0701,0.0701,0.0701
s_34,-84.056,9.751,0.0601,0.0601,0.0601
s_35,-84.718,11.031,0.0601,0.0601,0.0601
s_36,-83.918,9.832,0.0587,0.0587,0.0587
s_37,-83.941,9.897,0.054,0.054,0.054
s_38,-84.036,9.869,0.0537,0.0537,0.0537
s_39,-84.184,9.934,0.0532,0.0532,0.0532
s_4,-84.485,10.087,0.263,0.263,0.263
s_40,-84.139,10.391,0.0518,0.0518,0.0518
s_41,-83.927,9.864,0.0468,0.0468,0.0468
s_42,-84.122,9.999,0.0462,0.0462,0.0462
s_43,-83.894,9.821,0.0458,0.0458,0.0458
s_44,-84.137,9.443,0.0442,0.0442,0.0442
s_45,-83.687,9.903,0.0442,0.0442,0.0442
s_46,-84.265,10.03,0.0441,0.0441,0.0441
s_47,-84.16,9.428,0.0429,0.0429,0.0429
s_48,-83.346,10.085,0.0413,0.0413,0.0413
s_49,-82.856,9.623,0.0397,0.0397,0.0397
s_5,-85.453,10.145,0.241,0.241,0.241
s_50,-83.9,9.867,0.037,0.037,0.037
s_51,-83.673,9.902,0.037,0.037,0.037
s_52,-83.336,9.172,0.0362,0.0362,0.0362
s_53,-83.804,9.841,0.033,0.033,0.033
s_54,-83.972,9.649,0.0317,0.0317,0.0317
s_55,-83.735,10.361,0.0298,0.0298,0.0298
s_56,-83.703,9.372,0.0275,0.0275,0.0275
s_57,-83.825,10.205,0.0272,0.0272,0.0272
s_58,-83.076,10.005,0.0268,0.0268,0.0268
s_59,-83.705,9.37,0.0266,0.0266,0.0266
s_6,-84.717,9.911,0.221,0.221,0.221
s_60,-83.174,9.017,0.0259,0.0259,0.0259
s_61,-83.089,9.986,0.0252,0.0252,0.0252
s_62,-83.027,9.999,0.0251,0.0251,0.0251
s_63,-83.532,8.979,0.0226,0.0226,0.0226
s_64,-82.957,8.432,0.0208,0.0208,0.0208
s_65,-83.305,8.53,0.0202,0.0202,0.0202
s_66,-83.505,10.096,0.0182,0.0182,0.0182
s_67,-82.967,8.822,0.0176,0.0176,0.0176
s_68,-82.938,8.632,0.0154,0.0154,0.0154
s_69,-82.942,8.648,0.0132,0.0132,0.0132
s_7,-84.81,9.981,0.212,0.212,0.212
s_70,-83.171,8.644,0.00484,0.00484,0.00484
s_71,-84.069,9.915,0.051,0.051,0.051
s_72,-85.5898,10.2856,0.57392,0.57392,0.57392
s_73,-85.6481,9.9788,0.47761,0.47761,0.47761
s_77,-84.1931,10.1373,0.28956,0.28956,0.28956
s_78,-85.4527,10.145,0.24431,0.24431,0.24431
s_79,-84.7166,9.91057,0.22321,0.22321,0.22321
s_8,-84.963,10.281,0.206,0.206,0.206
s_82,-84.313,10.072,0.16934,0.16934,0.16934
s_85,-84.6228,9.6094,0.16111,0.16111,0.16111
s_86,-85.0912,10.4279,0.14343,0.14343,0.14343
s_87,-84.213,10.013,0.14036,0.14036,0.14036
s_88,-84.2658,10.0072,0.1247,0.1247,0.1247
s_89,-84.0133,10.4498,0.12268,0.12268,0.12268
s_9,-84.433,10.057,0.19,0.19,0.19
s_90,-83.9763,9.9359,0.12009,0.12009,0.12009
s_91,-84.2415,9.91507,0.11933,0.11933,0.11933
s_92,-84.5222,9.91211,0.11903,0.11903,0.11903
s_93,-85.6322,11.0727,0.11206,0.11206,0.11206
t_0,-85.13534,9.5982,0.2112343,0.3478428,0.22714764
t_1,-83.83278,9.24372,0.029482942,0.031857044,0.030489977
t_10,-83.96753,9.33237,0.047660496,0.056433998,0.04501144
t_100,-84.37177,9.5982,0.08014069,0.10122376,0.09539183
t_1000,-83.47345,9.81956,0.027312232,0.028469129,0.026628558
t_1001,-83.42854,9.81956,0.028008223,0.029309211,0.025929494
t_1002,-83.51837,9.81956,0.026314024,0.0270823,0.027427116
t_1003,-83.42854,9.86382,0.031561356,0.03350743,0.032481644
t_1004,-83.51837,9.86382,0.030735256,0.0324386,0.033848427
t_1005,-83.47345,9.86382,0.029236149,0.03070772,0.026202625
t_1006,-83.47345,9.90806,0.030180201,0.031668425,0.032204572
t_1007,-83.42854,9.90806,0.024475751,0.024621159,0.025390496
t_1008,-82.93446,9.5982,0.033397477,0.032612786,0.029589862
t_1009,-82.97938,9.5982,0.026681136,0.02563144,0.02178569
t_101,-84.28194,9.5982,0.07390999,0.09009402,0.080261394
t_1010,-82.88955,9.64248,0.02926329,0.028436715,0.02691469
t_1011,-82.97938,9.64248,0.026638344,0.025679389,0.02206017
t_1012,-82.93446,9.64248,0.029143404,0.02838066,0.030088017
t_1013,-82.93446,9.68676,0.030494278,0.029775936,0.02853387
t_1014,-82.88955,9.68676,0.029982036,0.029158168,0.029887501
t_1015,-82.97938,9.68676,0.02988237,0.029291641,0.027254974
t_1016,-82.93446,9.73103,0.025693076,0.024473798,0.021022273
t_1017,-82.88955,9.73103,0.030221395,0.029044056,0.026576022
t_1018,-82.66497,9.64248,0.020390917,0.017029703,0.018050596
t_1019,-82.84463,9.68676,0.031189712,0.029963141,0.029299615
t_102,-84.32685,9.5982,0.07554354,0.09388792,0.08768127
t_1020,-82.79972,9.68676,0.031003926,0.029025456,0.02607648
t_1021,-82.7548,9.68676,0.023545213,0.020935353,0.022650057
t_1022,-82.7548,9.73103,0.022681806,0.020025218,0.021457244
t_1023,-82.79972,9.73103,0.024141377,0.02191368,0.02373112
t_1024,-82.84463,9.73103,0.03001967,0.028419614,0.025670728
t_1025,-82.79972,9.7753,0.023004768,0.020665433,0.02201227
t_1026,-82.84463,9.7753,0.023928668,0.021963334,0.023442207
t_1027,-82.97938,9.73103,0.028382186,0.027692417,0.02622139
t_1028,-82.88955,9.7753,0.035545688,0.034452606,0.024685271
t_1029,-82.93446,9.7753,0.025517102,0.024275405,0.024931364
t_103,-84.28194,9.64248,0.070903204,0.08540328,0.08470417
t_1030,-82.97938,9.7753,0.028506551,0.027818307,0.025216313
t_1031,-82.88955,9.81956,0.02369199,0.021985875,0.023037096
t_1032,-82.97938,9.81956,0.02959909,0.029036518,0.024433877
t_1033,-82.93446,9.81956,0.027275728,0.02619282,0.023806652
t_1034,-82.88955,9.86382,0.023116725,0.021376913,0.022167802
t_1035,-82.97938,9.86382,0.0323192,0.03211525,0.024171187
t_1036,-82.93446,9.86382,0.023748914,0.022376329,0.023075256
t_1037,-82.84463,9.81956,0.023024008,0.02096898,0.02204602
t_1038,-83.0243,9.5982,0.02634168,0.025455002,0.026440125
t_1039,-83.11413,9.5982,0.024744784,0.024079807,0.020721113
t_104,-84.32685,9.64248,0.07635737,0.09421166,0.091700174
t_1040,-83.0243,9.64248,0.02674192,0.025996098,0.026727583
t_1041,-83.06921,9.64248,0.026003879,0.025372563,0.026326858
t_1042,-83.11413,9.64248,0.022970546,0.022069579,0.02091774
t_1043,-83.06921,9.68676,0.022326875,0.021178124,0.02085598
t_1044,-83.0243,9.68676,0.027696947,0.027152335,0.026536737
t_1045,-83.11413,9.68676,0.025256364,0.024796842,0.020999856
t_1046,-83.0243,9.73103,0.033067252,0.032998413,0.02604947
t_1047,-83.11413,9.73103,0.02516817,0.024744121,0.020994902
t_1048,-83.24887,9.5982,0.028088735,0.02872887,0.02802843
t_1049,-83.20396,9.5982,0.026097937,0.02612416,0.021562219
t_105,-84.37177,9.64248,0.090573415,0.11388127,0.098977864
t_1050,-83.15904,9.64248,0.022341028,0.021526754,0.02124295
t_1051,-83.24887,9.64248,0.027906684,0.02857572,0.028271735
t_1052,-83.20396,9.64248,0.023761384,0.023399057,0.021753429
t_1053,-83.24887,9.68676,0.023227457,0.022971805,0.022570444
t_1054,-83.20396,9.68676,0.022755753,0.02223617,0.02191111
t_1055,-83.15904,9.68676,0.024489474,0.024118418,0.021372022
t_1056,-83.15904,9.73103,0.022913175,0.022272533,0.021451773
t_1057,-83.20396,9.73103,0.025742171,0.025837423,0.022042878
t_1058,-83.33871,9.64248,0.035942268,0.03887468,0.030212622
t_1059,-83.38362,9.64248,0.02882309,0.030375488,0.024781577
t_106,-84.28194,9.68676,0.074263014,0.0884862,0.0708823
t_1060,-83.33871,9.68676,0.024576768,0.02493264,0.024121126
t_1061,-83.29379,9.68676,0.02551439,0.025952742,0.02331545
t_1062,-83.38362,9.68676,0.029188093,0.030843506,0.024972022
t_1063,-83.38362,9.73103,0.026926564,0.02802696,0.025117286
t_1064,-83.33871,9.73103,0.0264564,0.02728451,0.024285836
t_1065,-83.29379,9.73103,0.027902003,0.028848352,0.023486631
t_1066,-83.33871,9.7753,0.024270529,0.024517622,0.024432732
t_1067,-83.29379,9.7753,0.02371344,0.023701467,0.023656601
t_1068,-83.24887,9.73103,0.023227653,0.022984501,0.022731386
t_1069,-83.15904,9.7753,0.022235293,0.021507202,0.02151018
t_107,-84.4616,9.64248,0.101836756,0.1266846,0.11550791
t_1070,-83.20396,9.7753,0.022670886,0.022167277,0.022168167
t_1071,-83.24887,9.7753,0.034138195,0.036094435,0.028900713
t_1072,-83.24887,9.81956,0.030753832,0.03197219,0.029141443
t_1073,-83.20396,9.81956,0.022980737,0.022515027,0.022314463
t_1074,-83.15904,9.81956,0.022071766,0.021332046,0.021579912
t_1075,-83.24887,9.86382,0.023563761,0.023253022,0.023342475
t_1076,-83.20396,9.86382,0.027979288,0.028402781,0.028420804
t_1077,-83.15904,9.86382,0.02314469,0.022614049,0.021690503
t_1078,-83.06921,9.73103,0.023779778,0.02293253,0.020711228
t_1079,-83.06921,9.7753,0.023558129,0.022730624,0.020510951
t_108,-84.50652,9.64248,0.10337798,0.12488721,0.09952817
t_1080,-83.11413,9.7753,0.021888942,0.020950137,0.020950392
t_1081,-83.0243,9.7753,0.027080297,0.026548363,0.0254957
t_1082,-83.06921,9.81956,0.027110634,0.026883582,0.025665347
t_1083,-83.0243,9.81956,0.023837991,0.022914756,0.019824006
t_1084,-83.11413,9.81956,0.023162883,0.022496477,0.020913517
t_1085,-83.06921,9.86382,0.028171442,0.028164612,0.025520965
t_1086,-83.0243,9.86382,0.026842225,0.026434317,0.024704557
t_1087,-83.11413,9.86382,0.026757661,0.026718738,0.0264071
t_1088,-83.38362,9.7753,0.024836076,0.025333857,0.025213271
t_1089,-83.33871,9.81956,0.029093282,0.030352471,0.031030098
t_109,-84.41668,9.64248,0.099492334,0.1252259,0.10678869
t_1090,-83.29379,9.81956,0.023606464,0.023509985,0.023850877
t_1091,-83.38362,9.81956,0.02463341,0.024998618,0.025264759
t_1092,-83.29379,9.86382,0.02346191,0.023224166,0.024114082
t_1093,-83.33871,9.86382,0.023932822,0.023902,0.024768401
t_1094,-83.38362,9.86382,0.025058186,0.025389763,0.025288746
t_1095,-83.29379,9.90806,0.023621667,0.023224989,0.02451887
