# 20120905_M7.6_Nicoya median gmf, Stations:None, gmlt:GEM, Rupture:GFZ
custom_site_id,lon,lat,AbrahamsonEtAl2015SInter,ParkerEtAl2020SInter,ZhaoEtAl2006SInter
t_0,-85.13534,9.5982,0.17505682,0.1386616,0.1967256
t_1,-83.83278,9.24372,0.040029243,0.023397753,0.04287017
t_10,-83.96753,9.33237,0.06589804,0.041763145,0.0663873
t_100,-84.37177,9.5982,0.099458754,0.07215409,0.132129
t_1000,-83.47345,9.81956,0.03648338,0.02059556,0.03774224
t_1001,-83.42854,9.81956,0.036684424,0.020567905,0.03585287
t_1002,-83.51837,9.81956,0.035780117,0.020208295,0.039750468
t_1003,-83.42854,9.86382,0.04237423,0.024292506,0.0457779
t_1004,-83.51837,9.86382,0.043222252,0.025361005,0.050803613
t_1005,-83.47345,9.86382,0.04029506,0.023192575,0.038191944
t_1006,-83.47345,9.90806,0.04339863,0.025269402,0.04871066
t_1007,-83.42854,9.90806,0.03414801,0.018889701,0.0366226
t_1008,-82.93446,9.5982,0.029743476,0.014091573,0.02505451
t_1009,-82.97938,9.5982,0.025804477,0.012106435,0.020767434
t_101,-84.28194,9.5982,0.095432915,0.06757213,0.11648697
t_1010,-82.88955,9.64248,0.023703605,0.010735418,0.019210039
t_1011,-82.97938,9.64248,0.025892464,0.0121957,0.021042863
t_1012,-82.93446,9.64248,0.02615671,0.012196298,0.025377328
t_1013,-82.93446,9.68676,0.028621916,0.013577185,0.02567973
t_1014,-82.88955,9.68676,0.026584776,0.012315798,0.024531234
t_1015,-82.97938,9.68676,0.029736431,0.014360487,0.026890049
t_1016,-82.93446,9.73103,0.025477149,0.0118964035,0.02056451
t_1017,-82.88955,9.73103,0.02899061,0.013645461,0.024791604
t_1018,-82.66497,9.64248,0.0210322,0.008760622,0.019397922
t_1019,-82.84463,9.68676,0.027090475,0.012429126,0.023440488
t_102,-84.32685,9.5982,0.09560564,0.06863461,0.12403369
t_1020,-82.79972,9.68676,0.02792365,0.01270574,0.02240464
t_1021,-82.7548,9.68676,0.022486191,0.00975354,0.021420114
t_1022,-82.7548,9.73103,0.022635402,0.009856716,0.021629436
t_1023,-82.79972,9.73103,0.02334529,0.010350658,0.022629559
t_1024,-82.84463,9.73103,0.028504627,0.013214837,0.023682373
t_1025,-82.79972,9.7753,0.023490958,0.010452623,0.02283562
t_1026,-82.84463,9.7753,0.024243215,0.010982368,0.023904078
t_1027,-82.97938,9.73103,0.029215356,0.014114859,0.027192585
