# 20030521_M6.8_Boumerdes median gmf, Stations:Seismic, gmlt:GEM, Rupture:SemmaneEtAl2005
custom_site_id,lon,lat,AkkarEtAlRjb2014,ChiouYoungs2014
m_0,3.897,36.9197,0.6535622,0.45330095
m_1,3.5015,36.7422,0.6511667,0.57216614
m_10,3.3119,36.7902,0.55839914,0.54156774
m_100,4.593,36.6415,0.0555681,0.07194089
m_101,4.0716,36.3118,0.08146118,0.11792282
m_102,4.4328,36.5204,0.06489507,0.085652806
m_103,4.1537,36.3309,0.080872424,0.1269449
m_104,4.3149,36.3597,0.05675641,0.07847317
m_105,2.7627,36.3501,0.06907409,0.100107536
m_106,2.6179,36.4604,0.060624793,0.08692904
m_107,2.843,36.1981,0.06418957,0.0931004
m_108,2.7442,36.2594,0.056453623,0.081299275
m_109,2.6806,36.3201,0.057898015,0.08397354
m_11,3.8567,36.9137,0.66328263,0.4860634
m_110,2.4942,36.5896,0.05338879,0.07651797
m_111,3.7733,35.8821,0.05510016,0.08246707
m_112,5.064,36.7594,0.035427783,0.049321163
m_113,2.4244,36.4717,0.05277357,0.078169815
m_114,5.1686,36.6462,0.040628944,0.05942239
m_115,2.75,35.8774,0.041449834,0.06024333
m_116,2.1047,36.5802,0.035410065,0.050651636
m_117,5.4767,36.6745,0.023563687,0.03076277
m_118,1.8081,36.533,0.023858653,0.03143487
m_119,1.314,36.5047,0.021509826,0.02598688
m_12,3.5119,36.7614,0.6451247,0.5308725
m_121,3.2239,36.4197,0.14164042,0.16842476
m_122,4.5233,36.4623,0.050195716,0.06772865
m_123,4.7965,36.4434,0.04043475,0.0567562
m_127,4.6163,36.0566,0.040682815,0.05968489
m_128,3.8663,35.6745,0.042932812,0.06389388
m_129,5.2849,36.4858,0.031543322,0.04405775
m_13,3.5582,36.801,0.65554154,0.53791803
m_130,4.5233,35.7028,0.03588469,0.052265055
m_131,1.9651,36.2547,0.024499435,0.032534014
m_132,4.8953,35.8962,0.030437464,0.041998543
m_133,2.1453,35.9811,0.03035508,0.042363998
m_134,2.6105,35.5425,0.03672945,0.054473653
m_135,5.407,36.1745,0.028732767,0.038727403
m_136,5.7849,36.8208,0.023191234,0.029430881
m_137,6.0465,36.8443,0.020058265,0.02355478
m_138,5.0756,35.5991,0.026579177,0.0340065
m_139,5.5058,35.816,0.025145885,0.03123699
m_14,3.7313,36.8825,0.6476411,0.49525526
m_140,1.2965,36.467,0.02120588,0.025409386
m_141,1.3314,36.1557,0.02358872,0.02863471
m_142,6.3314,36.717,0.016073918,0.016694674
m_143,6.2674,36.4528,0.01780211,0.018938666
m_144,6.5465,37.0189,0.016123421,0.015856273
m_145,1.1105,35.8585,0.020122275,0.021551175
m_146,0.907,36.1132,0.016346604,0.016278908
m_147,6.907,36.8774,0.01471101,0.012590614
m_148,0.5581,35.7358,0.017730625,0.015492141
m_15,3.3612,36.6871,0.62909144,0.6247094
m_16,3.6224,36.7206,0.6156733,0.49175623
m_17,3.8836,36.8705,0.6688851,0.45690703
m_18,3.8567,36.8249,0.60495687,0.43461952
m_19,3.2687,36.7266,0.58701515,0.56018454
m_2,3.606,36.7794,0.64789414,0.5531748
m_20,3.8299,36.7974,0.56470543,0.38772282
m_21,3.194,36.7038,0.4371068,0.45934662
m_24,3.4761,36.6427,0.6218621,0.4929753
m_25,3.5806,36.6703,0.5742967,0.39209932
m_26,3.6,36.6799,0.6001344,0.454848
m_27,3.2522,36.8153,0.38507658,0.38965097
