# 20030521_M6.8_Boumerdes median gmf, Stations:Seismic, gmlt:GEM, Rupture:BelabbesEtAl2009
custom_site_id,lon,lat,AkkarEtAlRjb2014,ChiouYoungs2014
m_0,3.897,36.9197,0.5539653,0.48189893
m_1,3.5015,36.7422,1.0184557,0.94129604
m_10,3.3119,36.7902,0.5887747,0.5628585
m_100,4.593,36.6415,0.050584752,0.053648006
m_101,4.0716,36.3118,0.08120329,0.093716234
m_102,4.4328,36.5204,0.06355125,0.06859071
m_103,4.1537,36.3309,0.08431283,0.1049357
m_104,4.3149,36.3597,0.057605453,0.06320787
m_105,2.7627,36.3501,0.056492552,0.06435501
m_106,2.6179,36.4604,0.048500765,0.054703757
m_107,2.843,36.1981,0.052241825,0.059779692
m_108,2.7442,36.2594,0.04622317,0.05189889
m_109,2.6806,36.3201,0.047270793,0.05346171
m_11,3.8567,36.9137,0.73933166,0.64762574
m_110,2.4942,36.5896,0.043433987,0.048463214
m_111,3.7733,35.8821,0.04797654,0.056193523
m_112,5.064,36.7594,0.030075666,0.032441027
m_113,2.4244,36.4717,0.042934597,0.04912751
m_114,5.1686,36.6462,0.035068776,0.039625935
m_115,2.75,35.8774,0.033924073,0.037941094
m_116,2.1047,36.5802,0.02920906,0.031674065
m_117,5.4767,36.6745,0.019938095,0.019782538
m_118,1.8081,36.533,0.01966223,0.019351045
m_119,1.314,36.5047,0.017680777,0.015732566
m_12,3.5119,36.7614,0.98050606,0.88201284
m_121,3.2239,36.4197,0.106137834,0.10946907
m_122,4.5233,36.4623,0.048168644,0.05193296
m_123,4.7965,36.4434,0.036777496,0.040441446
m_127,4.6163,36.0566,0.03899186,0.044779137
m_128,3.8663,35.6745,0.03727063,0.042834226
m_129,5.2849,36.4858,0.02734369,0.029334666
m_13,3.5582,36.801,0.93803996,0.8598504
m_130,4.5233,35.7028,0.03319929,0.03760009
m_131,1.9651,36.2547,0.019956583,0.019760886
m_132,4.8953,35.8962,0.028118936,0.030292388
m_133,2.1453,35.9811,0.025094533,0.026249973
m_134,2.6105,35.5425,0.030869149,0.034365114
m_135,5.407,36.1745,0.025228292,0.026135981
m_136,5.7849,36.8208,0.019329892,0.01841503
m_137,6.0465,36.8443,0.01661001,0.01452132
m_138,5.0756,35.5991,0.024125215,0.024105929
m_139,5.5058,35.816,0.022153843,0.021204721
m_14,3.7313,36.8825,0.8476345,0.7569252
m_140,1.2965,36.467,0.017406184,0.015340599
m_141,1.3314,36.1557,0.019293586,0.017132211
m_142,6.3314,36.717,0.013264822,0.010204753
m_143,6.2674,36.4528,0.0148306675,0.011771594
m_144,6.5465,37.0189,0.013156837,0.009476888
m_145,1.1105,35.8585,0.016328324,0.012659505
m_146,0.907,36.1132,0.013233722,0.009531191
m_147,6.907,36.8774,0.0119560305,0.00745617
m_148,0.5581,35.7358,0.014343462,0.0089074485
m_15,3.3612,36.6871,0.5876912,0.590267
m_16,3.6224,36.7206,0.7617066,0.647337
m_17,3.8836,36.8705,0.74226993,0.6362843
m_18,3.8567,36.8249,0.7983507,0.65806085
m_19,3.2687,36.7266,0.50699645,0.5148418
m_2,3.606,36.7794,0.91258115,0.8478199
m_20,3.8299,36.7974,0.71973777,0.5573307
m_21,3.194,36.7038,0.43717545,0.44857952
m_24,3.4761,36.6427,0.64168155,0.5636284
m_25,3.5806,36.6703,0.59044135,0.4698078
m_26,3.6,36.6799,0.6436463,0.54459757
m_27,3.2522,36.8153,0.40313724,0.38491628
m_28,3.3313,36.6499,0.47143963,0.47889438
m_29,3.8313,36.7362,0.46487764,0.41507366
m_3,3.4224,36.7194,0.80918217,0.76564133
m_30,3.9507,36.7986,0.44926623,0.3895269
m_31,4.006,36.8285,0.32895765,0.29029873
m_32,3.7,36.6391,0.3445898,0.31964162
m_33,4.1313,36.8825,0.18736906,0.18292995
m_34,3.5881,36.5588,0.29144907,0.2850892
m_35,3.9,36.729,0.29394343,0.25028467
m_36,4.0313,36.7998,0.28460908,0.26344356
m_37,3.8224,36.6715,0.27643412,0.25030315
m_38,4.0761,36.789,0.20298767,0.18787865
m_39,3.1284,36.7182,0.34875327,0.35302296
m_4,3.4567,36.7518,0.8189635,0.75621563
m_41,3.0791,36.729,0.29190478,0.29099616
m_42,3.0731,36.7494,0.2355233,0.23260807
m_43,3.0522,36.7698,0.19455934,0.19251835
m_46,3.9836,36.7482,0.30246583,0.29905394
m_47,3.2224,36.6199,0.28337198,0.2874045
m_48,3.9821,36.729,0.27934903,0.2671846
m_49,3.6791,36.5276,0.216285,0.22347952
m_5,3.4761,36.765,1.0136625,0.9867271
m_50,3.4328,36.482,0.16730602,0.16422158
m_51,3.1403,36.6511,0.29328445,0.31324688
m_52,3.0955,36.699,0.30291182,0.30502343
m_53,4.0731,36.7194,0.17140225,0.16318542
m_54,3.7522,36.5168,0.17578813,0.18191145
m_56,3.0418,36.7986,0.18284532,0.18473534
m_57,3.2925,36.4688,0.16766387,0.17587663
m_58,4.3328,36.7986,0.102275215,0.1011226
m_59,3.3104,36.4089,0.13640945,0.14532062
m_6,3.3388,36.7362,0.5871543,0.586989
m_60,4.4313,36.8885,0.09055963,0.096943
m_61,2.9896,36.7074,0.18521942,0.19479193
m_62,4.1552,36.6463,0.10912486,0.106654875
m_63,2.9597,36.7698,0.14767101,0.1550573
m_64,3.3224,36.3705,0.120750725,0.1297885
m_65,4.3731,36.7494,0.114069104,0.11643372
m_66,3.6,36.3189,0.11198308,0.12266787
m_67,4.2134,36.6283,0.11481878,0.11843451
m_68,2.9134,36.801,0.12018316,0.12823178
m_69,2.9104,36.6894,0.13864689,0.15875793
m_7,3.5627,36.7182,0.9180306,0.7388624
m_70,2.9104,36.6595,0.114245616,0.122617595
m_71,4.2134,36.5707,0.099379,0.103873044
m_72,3.9015,36.3705,0.10522505,0.11927555
