# 20030521_M6.8_Boumerdes median gmf, Stations:None, gmlt:GEM, Rupture:SemmaneEtAl2005
custom_site_id,lon,lat,AkkarEtAlRjb2014,ChiouYoungs2014
t_0,7.7128,31.87739,0.005788952,0.00053903996
t_1,7.61152,31.89105,0.006326958,0.00063395035
t_10,7.30727,31.93159,0.005668713,0.0006172891
t_100,8.11723,31.82197,0.0051690806,0.0003941536
t_1000,5.37521,34.13109,0.012456368,0.009317291
t_1001,5.83771,33.71856,0.009704303,0.0049754647
t_1002,5.73336,33.73134,0.010527296,0.0057334104
t_1003,5.85309,33.80573,0.010457177,0.0057018576
t_1004,5.74864,33.81855,0.009042591,0.004874719
t_1005,5.86853,33.89289,0.0103758,0.005842361
t_1006,5.76398,33.90576,0.010533189,0.00615708
t_1007,5.88404,33.98005,0.010496447,0.006143445
t_1008,5.77939,33.99295,0.011436146,0.0071325223
t_1009,5.79487,34.08015,0.011010993,0.006996035
t_101,8.01623,31.83594,0.005095912,0.00040345112
t_1010,5.81041,34.16733,0.009547068,0.0060267304
t_1011,5.7055,34.18024,0.011868944,0.00825343
t_1012,5.60052,34.19306,0.010704072,0.0074273767
t_1013,5.61593,34.28032,0.013531481,0.010618248
t_1014,5.684,34.36113,0.0135948295,0.010839407
t_1015,5.6314,34.36757,0.012612516,0.009827066
t_1016,5.57878,34.37399,0.012666606,0.010024985
t_1017,5.69179,34.40474,0.013018038,0.01028321
t_1018,5.63916,34.41119,0.013734867,0.011286312
t_1019,5.58652,34.41762,0.014540754,0.012584858
t_102,7.91516,31.84983,0.0056566447,0.00048160495
t_1020,5.6996,34.44835,0.013062854,0.010483263
t_1021,5.49547,34.20579,0.011745766,0.0086371405
t_1022,5.39035,34.21844,0.012947124,0.010148352
t_1023,5.51078,34.29309,0.013087717,0.010334064
t_1024,5.40556,34.30578,0.013391633,0.010966953
t_1025,5.52615,34.38039,0.012784228,0.010295399
t_1026,5.4735,34.38676,0.014188209,0.012152675
t_1027,5.42083,34.39312,0.013729667,0.011688943
t_1028,5.36815,34.39945,0.013622332,0.011705172
t_1029,5.53386,34.42403,0.013511189,0.011285292
t_103,7.81401,31.86364,0.0054608807,0.00047918354
t_1030,5.48119,34.43042,0.013967967,0.012002032
t_1031,5.82602,34.25451,0.01275947,0.00919611
t_1032,5.72101,34.26745,0.011582276,0.008245183
t_1033,5.8417,34.34167,0.012254877,0.00892075
t_1034,5.78915,34.34818,0.013439327,0.010396407
t_1035,5.73659,34.35466,0.012360364,0.009289976
t_1036,5.84957,34.38526,0.013849422,0.010991275
t_1037,5.79699,34.39177,0.013437858,0.010522049
