STATION_ID,STATION_NAME,LONGITUDE,LATITUDE,STATION_TYPE,VS30,MMI_VALUE,MMI_STDDEV,PGA_LN_SIGMA,PGA_VALUE,PGV_LN_SIGMA,PGV_VALUE,SA(0.3)_LN_SIGMA,SA(0.3)_VALUE,SA(1.0)_LN_SIGMA,SA(1.0)_VALUE,SA(3.0)_LN_SIGMA,SA(3.0)_VALUE,VS30_TYPE,REFERENCES
MGAN,Stasrv: unknown station,-86.248313,12.148928,seismic,760.0,null,null,,,,,,,,,,,inferred,Stations_USGS
RIOS,"RINCON, Osa",-83.5143,8.7005,seismic,650.7,1.0,0.63,0.0,2e-05,0.0,0.0003,0.0,7e-06,0.0,1e-06,null,,inferred,Stations_USGS
APQN,"BB Volcan Apoyeque, Nicaragua",-86.299168,12.221697,seismic,760.0,2.1,0.63,0.0,0.001587,0.0,0.1039,0.0,0.002074,0.0,0.001251,0.0,0.000296,inferred,Stations_USGS
UTM:(17P 036 103 10000),,-82.2294,9.361,macroseismic,760.0,3.0,0.3,,,,,,,,,,,inferred,Stations_USGS
UTM:(17P 018 109 10000),,-83.8721,9.8935,macroseismic,652.48,4.6,0.3,0.8059,0.051701,0.875,4.2324,1.0131,0.087618,1.0822,0.051112,1.4737,0.011174,inferred,Stations_USGS
UTM:(16P 075 107 10000),,-84.6758,9.717,macroseismic,600.0,5.4,0.3,0.8059,0.108141,0.875,7.5814,1.0131,0.225289,1.0822,0.083268,1.4737,0.017473,inferred,Stations_USGS
UTM:(17P 027 110 10000),,-83.0525,9.9899,macroseismic,760.0,4.1,0.3,0.8059,0.022873,0.875,2.5198,1.0131,0.033892,1.0822,0.033567,1.4737,0.007257,inferred,Stations_USGS
UTM:(16P 080 110 10000),,-84.2182,9.9846,macroseismic,381.51,4.3,0.3,0.8059,0.046341,0.875,3.4013,1.0131,0.06431,1.0822,0.032529,1.4737,0.006491,inferred,Stations_USGS
UTM:(16P 066 117 10000),,-85.4916,10.6257,macroseismic,247.38,3.3,0.3,,,,,,,,,,,inferred,Stations_USGS
UTM:(16P 063 116 10000),,-85.7662,10.5365,macroseismic,517.52,3.6,0.3,,,,,,,,,,,inferred,Stations_USGS
UTM:(16P 081 111 10000),,-84.1263,10.0742,macroseismic,764.47,5.2,0.3,0.8059,0.076671,0.875,6.5532,1.0131,0.179608,1.0822,0.081269,1.4737,0.017434,inferred,Stations_USGS
UTM:(16P 070 106 10000),,-85.1319,9.6294,macroseismic,451.62,5.6,0.3,0.8059,0.099002,0.875,8.7708,1.0131,0.225149,1.0822,0.111193,1.4737,0.023566,inferred,Stations_USGS
UTM:(17P 020 101 10000),,-83.6843,9.1723,macroseismic,900.0,5.5,0.3,0.8059,0.085821,0.875,8.1544,1.0131,0.204129,1.0822,0.107909,1.4737,0.023074,inferred,Stations_USGS
UTM:(16P 077 110 10000),,-84.4916,9.9868,macroseismic,763.96,4.1,0.3,0.8059,0.042408,0.875,2.5198,1.0131,0.051279,1.0822,0.02299,1.4737,0.004111,inferred,Stations_USGS
UTM:(16P 082 109 10000),,-84.0368,9.8927,macroseismic,480.79,4.5,0.3,0.8059,0.051381,0.875,3.9349,1.0131,0.082176,1.0822,0.045618,1.4737,0.009961,inferred,Stations_USGS
UTM:(17P 033 093 10000),,-82.4988,8.4557,macroseismic,760.0,3.3,0.3,,,,,,,,,,,inferred,Stations_USGS
UTM:(17P 019 101 10000),,-83.7752,9.1716,macroseismic,600.0,4.0,0.3,0.8059,0.030532,0.875,2.1544,1.0131,0.037446,1.0822,0.023228,1.4737,0.004312,inferred,Stations_USGS
UTM:(16P 078 110 10000),,-84.4005,9.9861,macroseismic,476.4,4.2,0.3,0.8059,0.044965,0.875,2.9471,1.0131,0.058487,1.0822,0.026892,1.4737,0.005038,inferred,Stations_USGS
UTM:(16P 075 106 10000),,-84.6765,9.6267,macroseismic,212.73,5.4,0.3,0.8059,0.112964,0.875,7.5814,1.0131,0.230516,1.0822,0.081071,1.4737,0.016957,inferred,Stations_USGS
UTM:(16P 073 114 10000),,-84.8539,10.3509,macroseismic,816.81,3.1,0.3,,,,,,,,,,,inferred,Stations_USGS
UTM:(16P 080 109 10000),,-84.219,9.8943,macroseismic,900.0,4.2,0.3,0.8059,0.045376,0.875,2.9471,1.0131,0.059176,1.0822,0.026606,1.4737,0.004957,inferred,Stations_USGS
UTM:(16P 077 111 10000),,-84.4909,10.0772,macroseismic,398.51,4.2,0.3,0.8059,0.043042,0.875,2.9471,1.0131,0.055285,1.0822,0.028313,1.4737,0.005442,inferred,Stations_USGS
UTM:(16P 081 109 10000),,-84.1279,9.8935,macroseismic,844.11,4.3,0.3,0.8059,0.046851,0.875,3.4013,1.0131,0.065223,1.0822,0.032112,1.4737,0.006367,inferred,Stations_USGS
UTM:(17P 018 108 10000),,-83.8713,9.8032,macroseismic,747.07,4.7,0.3,0.8059,0.055961,0.875,4.5523,1.0131,0.102622,1.0822,0.054764,1.4737,0.011923,inferred,Stations_USGS
UTM:(17P 020 100 10000),,-83.6836,9.0819,macroseismic,600.0,4.3,0.3,0.8059,0.040147,0.875,3.4013,1.0131,0.05346,1.0822,0.038514,1.4737,0.008365,inferred,Stations_USGS
UTM:(16P 063 115 10000),,-85.7666,10.4461,macroseismic,283.0,2.5,0.3,,,,,,,,,,,inferred,Stations_USGS
UTM:(16P 068 117 10000),,-85.3089,10.6248,macroseismic,428.44,3.3,0.3,,,,,,,,,,,inferred,Stations_USGS
UTM:(16P 082 110 10000),,-84.036,9.9831,macroseismic,383.67,4.5,0.3,0.8059,0.049955,0.875,3.9349,1.0131,0.079252,1.0822,0.046411,1.4737,0.010155,inferred,Stations_USGS
