# 20110918_M6.9_Sikkim median gmf, Stations:None, gmlt:GEM, Rupture:ISC
custom_site_id,lon,lat,AbrahamsonEtAl2015SSlab,AtkinsonBoore2003SSlabCascadia,Gupta2010SSlab,ZhaoEtAl2006SSlab
t_0,87.07702,23.68422,0.006426056,0.0010952435,0.005614495,0.0017193848
t_1,87.25668000000002,23.68422,0.0068709957,0.0012746304,0.0065340777,0.0017874453
t_10,87.43635,23.68422,0.008193321,0.0013139942,0.0067358655,0.0018665071
t_100,87.97534000000002,23.68422,0.00821935,0.0013845951,0.007097784,0.0019730234
t_1000,85.54989,23.68422,0.0045998073,0.0006537215,0.0033511415,0.0009907777
t_10000,90.40079000000003,30.5541,0.0060854554,0.0012488205,0.006401769,0.001976247
t_10001,90.58044999999998,30.5541,0.0059743836,0.0011371922,0.005829535,0.0017894111
t_10002,90.67027999999999,30.5541,0.004953215,0.0007008912,0.0035929452,0.0013492133
t_10003,90.49062000000004,30.63143,0.005706164,0.0011254438,0.0057693096,0.0017697883
t_10004,90.67027999999999,30.63143,0.0054041217,0.0010260275,0.0052596764,0.0016040863
t_10005,90.40079000000003,30.63143,0.00585998,0.0011787798,0.0060427226,0.001858937
t_10006,90.76011,30.5541,0.0045973514,0.0006692119,0.0034305493,0.0012844675
t_10007,90.93977999999998,30.5541,0.005484497,0.00094551157,0.004846931,0.0014703883
t_10008,90.84995000000004,30.5541,0.005548642,0.0009898477,0.0050742095,0.0015439497
t_10009,90.76011,30.63143,0.0061339177,0.0009799808,0.0050236294,0.0015275659
t_1001,85.46005000000002,23.68422,0.004460644,0.00062847923,0.0032217433,0.0009497474
t_10010,90.84995000000004,30.63143,0.0052749976,0.00093619165,0.004799155,0.0014549444
t_10011,90.93977999999998,30.63143,0.005174363,0.000894546,0.0045856684,0.0013860208
t_10012,90.84995000000004,30.7087,0.004941003,0.0008858018,0.004540844,0.0013715678
t_10013,90.76011,30.7087,0.0050777653,0.0009269381,0.0047517186,0.0014396174
t_10014,90.93977999999998,30.7087,0.005738142,0.0008466623,0.004340205,0.001306959
t_10015,90.76011,30.7859,0.0049056187,0.0008771246,0.004496362,0.0013572322
t_10016,90.58044999999998,30.63143,0.0055541266,0.0010744683,0.005507996,0.0016847448
t_10017,90.67027999999999,30.7087,0.0052166237,0.0009701761,0.0049733673,0.0015112924
t_10018,90.40079000000003,30.7087,0.005643825,0.0011125178,0.0057030474,0.0017482083
t_10019,90.58044999999998,30.7087,0.0053574024,0.0010156416,0.0052064355,0.0015868137
t_1002,85.63972000000001,23.68422,0.0040839207,0.0006794374,0.0034829678,0.00081803073
t_10020,90.49062000000004,30.7087,0.005499885,0.0010633013,0.005450751,0.0016661368
t_10021,90.49062000000004,30.7859,0.005301906,0.0010044791,0.0051492136,0.001568258
t_10022,90.58044999999998,30.7859,0.005168325,0.00096037774,0.004923139,0.001495037
t_10023,90.67027999999999,30.7859,0.005036159,0.0009177477,0.0047046063,0.0014244019
t_10024,90.40079000000003,30.7859,0.0054366663,0.001049876,0.0053819297,0.0016437765
t_10025,90.40079000000003,30.86304,0.005238126,0.0009906805,0.0050784783,0.0015453328
t_10026,91.20927,30.7087,0.0046884064,0.0007401577,0.0037942352,0.0011319051
t_10027,91.11944,30.7087,0.004755405,0.0007739379,0.003967401,0.0011872989
t_10028,91.02960999999999,30.7087,0.0050126314,0.0008094079,0.0041492293,0.0012455949
t_10029,91.20927,30.7859,0.0046389815,0.0007014282,0.0035956984,0.0010685557
t_1003,85.37022000000002,23.68422,0.0045135417,0.0006037589,0.0030950205,0.00090965396
t_10030,91.02960999999999,30.7859,0.0061892457,0.0008601513,0.004409353,0.0011882723
t_10031,91.11944,30.7859,0.0062367623,0.00082269823,0.004217359,0.0011329558
t_10032,91.02960999999999,30.86304,0.0069543505,0.00081497023,0.0041777436,0.0011968806
t_10033,91.20927,30.86304,0.0046401764,0.00066495995,0.0034087526,0.0010090735
t_10034,91.11944,30.86304,0.003828576,0.00044867443,0.0023000184,0.00083803426
t_10035,91.20927,30.94012,0.0033992294,0.00040715258,0.002087167,0.00075507985
t_10036,90.84995000000004,30.7859,0.004776875,0.0008384596,0.0042981557,0.0012934363
t_10037,90.93977999999998,30.7859,0.004650119,0.000801656,0.004109491,0.0012328434
t_10038,90.84995000000004,30.86304,0.004618505,0.0007939512,0.0040699947,0.0012201754
t_10039,90.93977999999998,30.86304,0.004498997,0.0007593266,0.0038925002,0.0011633235
t_1004,85.63972000000001,23.76646,0.003999406,0.0007237531,0.0037101414,0.0008753699
t_10040,90.76011,30.86304,0.0047397316,0.0008303123,0.0042563905,0.0012800113
t_10041,90.84995000000004,30.94012,0.004561874,0.0007520857,0.0038553814,0.0011514507
t_10042,90.93977999999998,30.94012,0.004254457,0.000719495,0.003688313,0.0008698522
t_10043,90.76011,30.94012,0.004821835,0.0007862967,0.0040307553,0.0012075962
t_10044,90.84995000000004,31.01714,0.003948808,0.00071268645,0.0036534108,0.00086103316
t_10045,90.76011,31.01714,0.005430894,0.00074467855,0.0038174102,0.0011393111
t_10046,90.49062000000004,30.86304,0.0055971225,0.0009488022,0.0048638,0.0014758429
t_10047,90.58044999999998,30.86304,0.004557795,0.0009080547,0.004654918,0.0011156389
t_10048,90.67027999999999,30.86304,0.0048624906,0.00086848094,0.0044520525,0.0013429587
t_10049,90.58044999999998,30.94012,0.0065411073,0.00096322864,0.0049377535,0.001341121
t_1005,85.54989,23.76646,0.0060152146,0.0007806558,0.004001839,0.0010710165
t_10050,90.40079000000003,30.94012,0.0056758164,0.0009347681,0.0047918577,0.0014525861
t_10051,90.67027999999999,30.94012,0.0054214643,0.00082185585,0.0042130407,0.0012660837
t_10052,90.49062000000004,30.94012,0.005478449,0.0008961304,0.0045937905,0.0013886404
t_10053,90.49062000000004,31.01714,0.0077876085,0.0009495921,0.004867849,0.0014095594
t_10054,90.58044999999998,31.01714,0.0048296265,0.00081152935,0.0041601043,0.0012490856
t_10055,90.67027999999999,31.01714,0.0047892407,0.0007776356,0.0039863563,0.0011933701
t_10056,91.02960999999999,30.94012,0.0044181203,0.00068843685,0.0035291011,0.0010473465
t_10057,91.11944,30.94012,0.0046737646,0.00065883173,0.0033773377,0.0009990948
t_10058,91.11944,31.01714,0.004322333,0.00062483636,0.0032030689,0.00094383344
t_10059,91.20927,31.01714,0.0038725894,0.00059822586,0.0030666569,0.00071348686
t_1006,85.37022000000002,23.76646,0.004985161,0.00071975484,0.003689645,0.00097087206
t_10060,91.02960999999999,31.01714,0.0045943055,0.00065273663,0.0033460928,0.0009891752
t_10061,91.02960999999999,31.0941,0.00399083,0.00061909837,0.0031736547,0.0009345222
t_10062,91.11944,31.0941,0.00407168,0.00059279444,0.0030388143,0.0008919004
t_10063,91.20927,31.0941,0.005450144,0.00063697255,0.0032652824,0.0008607587
t_10064,91.02960999999999,31.17099,0.0037762886,0.00058739533,0.0030111368,0.0006996022
t_10065,91.20927,31.17099,0.0036673828,0.00053892017,0.0027626408,0.00080494763
t_10066,90.93977999999998,31.01714,0.00455465,0.0006819955,0.0034960809,0.0010368384
t_10067,90.93977999999998,31.0941,0.0040620454,0.0006466747,0.0033150178,0.0007757675
t_10068,90.84995000000004,31.0941,0.004317108,0.00067547295,0.003462645,0.0010262034
t_10069,90.76011,31.0941,0.0038539744,0.00045529657,0.0023339652,0.0008513035
t_1007,85.46005000000002,23.76646,0.0049252585,0.00066831964,0.0034259753,0.0010145461
t_10070,90.84995000000004,31.17099,0.004522782,0.0006401253,0.0032814438,0.0009686666
t_10071,90.76011,31.17099,0.005018701,0.0006676906,0.0034227504,0.0010135213
t_10072,90.93977999999998,31.17099,0.004280179,0.00061333843,0.0031441278,0.00092518015
t_10073,90.84995000000004,31.24782,0.0040514986,0.000606558,0.0031093694,0.0009141892
t_10074,90.76011,31.24782,0.005446929,0.0007092783,0.0036359394,0.000966271
t_10075,90.93977999999998,31.24782,0.0033712897,0.00037555484,0.0019251889,0.0006922626
t_10076,90.40079000000003,31.01714,0.0059027444,0.0008819787,0.0045212456,0.001365251
t_10077,90.49062000000004,31.0941,0.004890798,0.00079924916,0.004097153,0.0012288855
t_10078,90.67027999999999,31.0941,0.003871912,0.0004750193,0.0024350688,0.00089088274
t_10079,90.58044999999998,31.0941,0.0052974527,0.0007670889,0.003932291,0.0011760576
t_1008,85.54989,23.84864,0.0038406511,0.00047808868,0.0024508033,0.0008970501
t_10080,90.40079000000003,31.0941,0.005395208,0.000832156,0.0042658416,0.0012830488
t_10081,90.67027999999999,31.17099,0.0041630096,0.0006960058,0.0035679017,0.00083944574
t_10082,90.49062000000004,31.17099,0.003821124,0.00048732405,0.0024981461,0.0009156191
t_10083,90.58044999999998,31.17099,0.0043283757,0.00072504574,0.0037167675,0.0011071656
t_10084,90.40079000000003,31.17099,0.00448026,0.00078515377,0.0040248963,0.00095511414
t_10085,90.40079000000003,31.24782,0.004306784,0.0007408184,0.0037976222,0.00089749997
t_10086,90.49062000000004,31.24782,0.005149796,0.00071276806,0.0036538292,0.0010870858
t_10087,90.67027999999999,31.24782,0.0042946306,0.0006583941,0.0033750946,0.0009983825
t_10088,90.58044999999998,31.24782,0.0041797184,0.0006852799,0.0035129178,0.0010421958
t_10089,90.40079000000003,31.32459,0.005898655,0.0007843001,0.0040205205,0.0010763786
t_1009,85.63972000000001,23.84864,0.0037673109,0.00049776724,0.0025516807,0.0009366381
t_10090,90.58044999999998,31.32459,0.006623631,0.00072670897,0.0037252938,0.0010584078
t_10091,90.67027999999999,31.32459,0.0057388176,0.0006987759,0.0035821018,0.00095090625
t_10092,90.49062000000004,31.32459,0.0060175457,0.00075523154,0.0038715077,0.0010336448
t_10093,90.40079000000003,31.4013,0.0055660554,0.0007400686,0.0037937788,0.0010113885
t_10094,90.58044999999998,31.4013,0.004893249,0.00068683055,0.0035208669,0.0009232344
t_10095,90.49062000000004,31.4013,0.004896992,0.0006356524,0.0032585147,0.000961398
t_10096,91.5686,31.17099,0.0040267813,0.00045448742,0.0023298173,0.0006697369
t_10097,91.65843000000001,31.24782,0.003609352,0.00041424937,0.002123547,0.0006058343
t_10098,91.5686,31.24782,0.004099365,0.000484728,0.0024848382,0.000634
t_10099,91.74826000000002,31.24782,0.004389882,0.00044574405,0.0022849964,0.0005853912
