STATION_ID,STATION_NAME,LONGITUDE,LATITUDE,STATION_TYPE,PGA_VALUE,PGA_LN_SIGMA,SOIL_TYPE,VS30,VS30_TYPE,VS30_USGS
MZ29,AMATRICE CASEIFICIO STORICO   INGV,13.2925,42.6304,seismic,1.001653,0.0,B (inferred from geology),1000.0,inferred_USGS,1000.0
MZ51,CORNILLO VECCHIO   IMAA CNR,13.285578,42.637948,seismic,0.947251,0.0,E,638.0,E,1000.0
FCC,FORCA CANAPINE,13.1932,42.754501,seismic,0.931142,0.0,A (inferred from geology),1000.0,inferred_USGS,1000.0
T1299,T1299,13.282205,42.634223,seismic,0.868888,0.0,B (inferred from geology),1000.0,inferred_USGS,1000.0
MZ08,AMATRICE RAN   INGV,13.286562,42.63254,seismic,0.793285,0.0,B,670.0,B,1000.0
CLO,CASTELLUCCIO DI NORCIA,13.206,42.829399,seismic,0.782018,0.0,C (inferred from geology),999.0,inferred_USGS,999.0
ACC,ACCUMOLI,13.242,42.695999,seismic,0.546896,0.0,A (inferred from geology),1000.0,inferred_USGS,1000.0
CNE,CASTELSANTANGELO SUL NERA,13.1528,42.894402,seismic,0.536482,0.0,C (inferred from geology),1000.0,inferred_USGS,1000.0
MZ63,COLLECRETA   IDPA CNR IMAA CNR,13.323448,42.629805,seismic,0.534232,0.0,B,562.0,B,1000.0
AMT,AMATRICE,13.286176,42.63246,seismic,0.521618,0.0,B,670.0,B,1000.0
NRC,NORCIA,13.096475,42.792543,seismic,0.476428,0.0,B,498.0,B,686.0
MZ30,AMATRICE ALBERGHIERO   INGV,13.29058,42.626432,seismic,0.474229,0.0,B,452.0,B,1000.0
MZ19,PASCIANO CIMITERO   INGV,13.206917,42.64109,seismic,0.397233,0.0,B (inferred from geology),1000.0,inferred_USGS,1000.0
ACT,ACQUASANTA TERME,13.4125,42.771301,seismic,0.392653,0.0,D (inferred from geology),1000.0,inferred_USGS,1000.0
FOC,FOLIGNO COLFIORITO,12.896506,43.0263,seismic,0.372178,0.0,C (inferred from geology),566.0,inferred_USGS,566.0
MCV,MONTECAVALLO,13.0013,42.993401,seismic,0.35226,0.0,C (inferred from geology),841.0,inferred_USGS,841.0
CIT,CITTAREALE,13.1632,42.5942,seismic,0.319473,0.0,C (inferred from geology),1000.0,inferred_USGS,1000.0
