# 20060527_M6.4_Yogyakarta median gmf, Stations:None, gmlt:GEM, Rupture:USGS
custom_site_id,lon,lat,BooreEtAl2014,CampbellBozorgnia2014,CauzziEtAl2014,ChiouYoungs2014,ZhaoEtAl2006Asc
t_0,108.20438000000001,-6.60444,0.0030030173,0.0029996245,0.0044564046,0.002589485,0.0028752517
t_1,108.02472,-6.60444,0.0027673303,0.002684945,0.004303099,0.0023730765,0.00247097
t_10,107.75522000000001,-6.5152,0.001865944,0.0019461437,0.003580665,0.0016317294,0.001888399
t_100,108.92302999999998,-7.05041,0.007984644,0.0077510844,0.007733103,0.0065064547,0.007139119
t_1000,113.77393999999998,-8.29676,0.0007051708,0.0010459888,0.0022360475,0.00067471876,0.0011120918
t_1001,113.59427,-8.29676,0.001390934,0.0015879871,0.0031135404,0.0012446636,0.0016558757
t_1002,113.50443999999999,-8.29676,0.002039835,0.0020049165,0.003765401,0.0017551243,0.0018202441
t_1003,113.41460999999998,-8.20786,0.0022230383,0.0021842483,0.003901254,0.0019138186,0.002001156
t_1004,113.6841,-8.20786,0.0014667608,0.001581104,0.003229629,0.0012908039,0.00155514
t_1005,113.32478000000003,-8.20786,0.0026143875,0.0024655943,0.0042148293,0.0022265455,0.0021803048
t_1006,113.23495000000003,-8.20786,0.0024481707,0.0024778782,0.0040460513,0.0021238604,0.002377669
t_1007,113.50443999999999,-8.20786,0.0018499834,0.0019149979,0.0035745555,0.0016141537,0.0018383389
t_1008,113.77393999999998,-8.20786,0.0009536996,0.0012231105,0.0026110155,0.0008780617,0.0014162711
t_1009,113.14510999999999,-8.20786,0.0023630348,0.0025310693,0.0039505423,0.002079454,0.0025670547
t_101,109.01285999999999,-7.05041,0.010012542,0.009116938,0.00883438,0.007964054,0.007891306
t_1010,113.59427,-8.20786,0.0016968838,0.0017662565,0.0034491164,0.001481351,0.001690168
t_1011,113.32478000000003,-8.11894,0.002159754,0.0022432106,0.00381175,0.0018873272,0.002198014
t_1012,113.6841,-8.11894,0.0010815589,0.001355586,0.0027546098,0.0009914432,0.0015486705
t_1013,113.77393999999998,-8.11894,0.0011840765,0.0013710462,0.0029185263,0.0010606344,0.0014256022
t_1014,113.14510999999999,-8.11894,0.002074619,0.0023766947,0.0036898078,0.0018586721,0.0025899408
t_1015,113.50443999999999,-8.11894,0.0012795208,0.0015894723,0.0029487386,0.0011726276,0.001831758
t_1016,113.23495000000003,-8.11894,0.0026135999,0.0025723064,0.0041844263,0.0022503687,0.002397886
