# 20060527_M6.4_Yogyakarta median gmf, Stations:All, gmlt:GEM, Rupture:GCMT
custom_site_id,lon,lat,BooreEtAl2014,CampbellBozorgnia2014,CauzziEtAl2014,ChiouYoungs2014,ZhaoEtAl2006Asc
m_0,110.70600000000002,-7.72,0.130159,0.12522456,0.1138542,0.12498914,0.10848324
m_1,110.62900000000002,-7.89,0.23190519,0.20139591,0.15827516,0.18853688,0.16324762
m_10,110.606,-7.71,0.1746216,0.17463285,0.1740851,0.17677361,0.17053023
m_11,110.42000000000002,-7.6,0.09374703,0.11026571,0.097348005,0.099638805,0.10939161
m_12,110.36000000000001,-7.72,0.14797814,0.15478522,0.1471386,0.15188737,0.1496349
m_13,110.82999999999998,-7.97,0.1108701,0.1297844,0.0950119,0.11610867,0.09947441
m_14,110.19999999999999,-7.6,0.06627456,0.071645565,0.059101406,0.06841242,0.058670186
m_15,110.52999999999997,-7.42,0.06619216,0.07461781,0.060092915,0.06995647,0.062233664
m_16,110.84100000000001,-7.68,0.11318513,0.10850002,0.09615652,0.10871801,0.090207234
m_17,110.35000000000002,-8.02,0.25590026,0.27369115,0.2261717,0.24456981,0.2181021
m_18,110.60000000000002,-7.63,0.1184209,0.12879238,0.11515999,0.12260859,0.12029827
m_19,110.45999999999998,-7.49,0.056600034,0.076808184,0.06393894,0.06294454,0.06675383
m_2,110.64600000000002,-7.99,0.275948,0.19278938,0.15194225,0.18889801,0.14177144
m_20,110.20999999999998,-7.75,0.11260997,0.11648607,0.10359138,0.114514776,0.10218272
m_21,110.26600000000002,-7.98,0.2407291,0.22035757,0.23259519,0.233923,0.2188726
m_22,110.81700000000001,-7.57,0.10044781,0.098332986,0.08567603,0.0979789,0.08134938
m_23,106.7536,-6.4057,0.005783915,0.0058546755,0.019206213,0.0056397505,0.009511709
m_24,106.7552,-6.2253,0.0045313262,0.004824627,0.015648728,0.004558737,0.007516786
m_25,110.18430000000001,-7.5081,0.059001293,0.06955806,0.05726454,0.06387094,0.060561564
m_26,110.36490000000003,-7.8702,0.2800069,0.26289654,0.30356023,0.2806222,0.29449043
m_27,110.36529999999999,-7.6893,0.14783677,0.15698421,0.15475105,0.15353872,0.16116746
m_28,110.54660000000001,-7.6895,0.21023528,0.21430527,0.23048986,0.21682693,0.23796263
m_29,110.72800000000001,-7.6897,0.10735193,0.10957966,0.09287365,0.10624946,0.091137454
m_3,110.69799999999998,-7.76,0.15832369,0.14724237,0.14358872,0.15060489,0.13414143
m_30,112.5426,-8.0487,0.014162757,0.016439777,0.019896531,0.017814929,0.017916555
m_4,110.32900000000001,-7.89,0.2634393,0.24943309,0.27825844,0.2640033,0.27063853
m_5,110.68,-7.62,0.10496935,0.10973058,0.09598448,0.10674173,0.095396996
m_6,110.49400000000003,-7.75,0.23936903,0.22977275,0.25076783,0.23985235,0.24417755
m_7,110.22000000000003,-7.59,0.07240976,0.073831365,0.06250537,0.07248188,0.06014876
m_8,110.36099999999999,-7.78,0.18920732,0.18736061,0.18914957,0.19081192,0.1862507
m_9,110.73000000000002,-7.87,0.15973198,0.16014887,0.13509004,0.15704057,0.12939133
t_0,108.20438000000001,-6.60444,0.0043243202,0.005670355,0.0095959045,0.0066942913,0.0050510233
t_1,108.02472,-6.60444,0.004005658,0.0051113106,0.0093350625,0.006171866,0.0043636947
t_10,107.75522000000001,-6.5152,0.0027201788,0.0037483692,0.007857901,0.0042955917,0.0033597804
t_100,108.92302999999998,-7.05041,0.011188658,0.0139528755,0.015784258,0.016207077,0.012155473
t_1000,113.77393999999998,-8.29676,0.0014160076,0.0026726937,0.0056238975,0.0024445099,0.0025781717
t_1001,113.59427,-8.29676,0.0027959845,0.00405793,0.007845765,0.0044895913,0.003848716
t_1002,113.50443999999999,-8.29676,0.004100783,0.005116055,0.009498937,0.006297476,0.004236862
t_1003,113.41460999999998,-8.20786,0.0044648815,0.005570492,0.009846773,0.006845232,0.0046584494
t_1004,113.6841,-8.20786,0.0029402124,0.004027409,0.008124586,0.0046457574,0.0036046857
t_1005,113.32478000000003,-8.20786,0.0052554975,0.006289102,0.010654208,0.007941849,0.0050847866
t_1006,113.23495000000003,-8.20786,0.0049328622,0.0063418006,0.0102472035,0.007593568,0.0055577797
t_1007,113.50443999999999,-8.20786,0.003713304,0.004883776,0.009010879,0.00579018,0.004272695
t_1008,113.77393999999998,-8.20786,0.0019114639,0.003118342,0.0065626195,0.0031730118,0.0032788382
t_1009,113.14510999999999,-8.20786,0.004776349,0.006500298,0.010031904,0.0074508023,0.006019226
t_101,109.01285999999999,-7.05041,0.013971198,0.016249998,0.01789594,0.019631578,0.0133658135
t_1010,113.59427,-8.20786,0.0034033507,0.004500528,0.008685171,0.005320494,0.0039227535
t_1011,113.32478000000003,-8.11894,0.0043357215,0.005724128,0.009626802,0.0067433515,0.005117354
t_1012,113.6841,-8.11894,0.0021647841,0.0034526729,0.006924214,0.0035707909,0.0035840806
t_1013,113.77393999999998,-8.11894,0.0023681174,0.0034868391,0.0073300684,0.0038199204,0.003295436
t_1014,113.14510999999999,-8.11894,0.0041869446,0.006099716,0.009363253,0.0066580838,0.0060638273
t_1015,113.50443999999999,-8.11894,0.0025647061,0.004055706,0.0074270107,0.0042140125,0.004250371
t_1016,113.23495000000003,-8.11894,0.0052537927,0.0065668146,0.010588681,0.008018513,0.0055957073
t_1017,113.41460999999998,-8.11894,0.0034352744,0.004890363,0.00858112,0.0054719457,0.004635446
t_1018,113.59427,-8.11894,0.002178026,0.0035959778,0.0068813376,0.003624454,0.003901251
t_1019,113.41460999999998,-8.03,0.0025979741,0.0042521064,0.00741951,0.0043016076,0.004650451
t_102,108.74337000000003,-7.05041,0.009118372,0.011584345,0.01402503,0.01347472,0.010274432
t_1020,113.14510999999999,-8.03,0.003403834,0.0055084703,0.008407094,0.0055701947,0.0048220926
t_1021,113.6841,-8.03,0.0016469745,0.0030127086,0.0060081123,0.002818896,0.0028470915
t_1022,113.50443999999999,-8.03,0.0020414884,0.0036219954,0.006597149,0.0034597404,0.0033773119
t_1023,113.59427,-8.03,0.0016377507,0.0031186256,0.0059358296,0.0028318511,0.003099456
t_1024,113.32478000000003,-8.03,0.0032540134,0.0049544806,0.008286404,0.00527172,0.00507865
t_1025,113.77393999999998,-8.03,0.0020673997,0.0032567447,0.006828346,0.0033987006,0.0033042529
t_1026,113.23495000000003,-8.03,0.003980859,0.005714971,0.009154939,0.006325588,0.00555452
t_1027,113.6841,-7.94104,0.0014780639,0.0028524622,0.005681137,0.0025664954,0.0028479833
t_1028,113.14510999999999,-7.94104,0.003023801,0.0051918793,0.007906635,0.005028009,0.0048235036
t_1029,113.59427,-7.94104,0.0016384302,0.0031197576,0.005936886,0.0028329808,0.0031005184
t_103,108.47387000000003,-7.05041,0.004883957,0.0074989814,0.01005326,0.007752331,0.006331793
t_1030,113.77393999999998,-7.94104,0.0017346066,0.002980588,0.0062342645,0.0029200427,0.003305192
t_1031,113.50443999999999,-7.94104,0.0020358246,0.0036175372,0.0065874327,0.0034515627,0.003378567
t_1032,113.32478000000003,-7.94104,0.0028514012,0.0046387953,0.007737085,0.004703442,0.004024718
t_1033,113.05527999999998,-7.94104,0.0039373753,0.0061891857,0.009046786,0.0063625295,0.0053007156
t_1034,113.41460999999998,-7.94104,0.0030042592,0.0045747887,0.0080003245,0.004877273,0.004652295
t_1035,113.23495000000003,-7.94104,0.004152837,0.005840388,0.009358717,0.0065601477,0.005556692
t_1036,113.59427,-7.85206,0.0016339815,0.0031123792,0.0059299013,0.0028256231,0.0030935614
t_1037,111.52814999999998,-8.29676,0.023550654,0.03940707,0.029694429,0.031739783,0.031580128
t_1038,111.07898999999998,-8.20786,0.064971894,0.09522191,0.068938725,0.07644937,0.068856016
t_1039,111.25864999999999,-8.20786,0.054061215,0.077078685,0.05500389,0.0646282,0.06428071
t_104,108.83320000000003,-7.05041,0.009582744,0.01238155,0.014459108,0.01413755,0.011175374
t_1040,111.43831999999998,-8.20786,0.032066382,0.051227663,0.037158065,0.04134314,0.03794381
t_1041,111.16881999999998,-8.20786,0.04617531,0.076939404,0.05384332,0.056810904,0.059243407
t_1042,111.52814999999998,-8.20786,0.024362253,0.04114908,0.030665632,0.03267349,0.03298609
t_1043,111.34848,-8.20786,0.03301463,0.057218485,0.039870907,0.04241999,0.04386491
t_1044,110.80948999999998,-8.11894,0.14586228,0.16787332,0.13394378,0.15686926,0.13864818
t_1045,110.98915999999997,-8.11894,0.11688144,0.13043848,0.10712627,0.12502997,0.10619811
t_1046,111.25864999999999,-8.11894,0.07700281,0.08998141,0.06930756,0.08569478,0.06816828
t_1047,111.52814999999998,-8.11894,0.033160117,0.04840344,0.036432948,0.04252646,0.042960167
t_1048,110.89933000000002,-8.11894,0.12165959,0.14448476,0.11406078,0.13259,0.120860524
t_1049,111.16881999999998,-8.11894,0.06366383,0.09005434,0.0653863,0.07469569,0.07892476
t_105,108.56371000000001,-7.05041,0.0055793137,0.008345478,0.0107844155,0.0087477015,0.00868867
t_1050,111.07898999999998,-8.11894,0.11225718,0.11755497,0.099396974,0.11717468,0.09309354
t_1051,111.43831999999998,-8.11894,0.037107624,0.056015935,0.04066972,0.04683782,0.039330263
t_1052,111.34848,-8.11894,0.044596884,0.0672955,0.047471028,0.0548309,0.057718337
t_1053,111.34848,-8.03,0.04720067,0.070075534,0.04938902,0.057530064,0.059076097
t_1054,111.25864999999999,-8.03,0.054244053,0.079572275,0.056703445,0.06493117,0.06921875
t_1055,111.16881999999998,-8.03,0.05713885,0.08734641,0.06235667,0.06818208,0.06430816
t_1056,110.98915999999997,-8.03,0.10829343,0.12868024,0.10123201,0.11807878,0.107005954
t_1057,111.43831999999998,-8.03,0.030035814,0.051590774,0.036673803,0.03909595,0.040134344
t_1058,110.89933000000002,-8.03,0.10167538,0.13427511,0.09870075,0.11301788,0.11504177
t_1059,111.52814999999998,-8.03,0.035049777,0.0501886,0.037755493,0.04456925,0.043722756
t_106,108.65354000000002,-7.05041,0.008553356,0.010766921,0.0135190245,0.01268341,0.009447321
t_1060,111.07898999999998,-8.03,0.075176105,0.10518204,0.07731818,0.08665074,0.09444462
t_1061,110.80948999999998,-8.03,0.13289148,0.15793833,0.11749889,0.14097156,0.12646085
t_1062,110.89933000000002,-7.94104,0.14995277,0.13714744,0.12908483,0.14314538,0.110463716
t_1063,110.98915999999997,-7.94104,0.10318829,0.12555958,0.09734546,0.11317823,0.10546352
t_1064,112.24680000000001,-8.29676,0.011073056,0.015913619,0.016235549,0.016311496,0.015890256
t_1065,112.06714,-8.29676,0.01617734,0.021477107,0.02040288,0.02278563,0.01945755
t_1066,111.70781,-8.29676,0.022467576,0.03289013,0.026831485,0.030469527,0.030887496
t_1067,111.88747000000001,-8.29676,0.017306574,0.02520878,0.022060342,0.024303664,0.024317218
t_1068,111.97730000000001,-8.29676,0.015268085,0.022226764,0.020175803,0.021777658,0.021705348
t_1069,111.61797999999999,-8.29676,0.023094308,0.035992384,0.028207982,0.031208962,0.027740669
t_107,109.10270000000003,-7.05041,0.012419291,0.016012268,0.016932467,0.017880963,0.014372045
t_1070,111.79764,-8.29676,0.019685792,0.028725106,0.02425813,0.027182415,0.027352361
t_1071,112.15697,-8.29676,0.015264106,0.019692248,0.019476628,0.021570286,0.017530495
t_1072,111.88747000000001,-8.20786,0.023882192,0.029868605,0.026378557,0.031894315,0.024998246
t_1073,111.61797999999999,-8.20786,0.035275742,0.044804905,0.035861794,0.04458977,0.036386963
t_1074,111.70781,-8.20786,0.025305867,0.035489663,0.028847573,0.033721782,0.031955462
t_1075,112.15697,-8.20786,0.015580656,0.020130431,0.019772232,0.021949504,0.017973606
t_1076,111.79764,-8.20786,0.035176154,0.038278077,0.0336668,0.04387729,0.028510092
t_1077,111.97730000000001,-8.20786,0.019050863,0.02507766,0.022805123,0.026293416,0.022266405
t_1078,112.06714,-8.20786,0.018978551,0.023511289,0.022327686,0.026062699,0.019938173
t_1079,112.06714,-8.11894,0.024038818,0.026553482,0.025521118,0.03167839,0.02050815
t_108,109.01285999999999,-6.96125,0.014538068,0.016032794,0.018195158,0.02019652,0.012547922
t_1080,112.15697,-8.11894,0.018877,0.022289086,0.021998432,0.025757197,0.01850046
t_1081,111.61797999999999,-8.11894,0.026134485,0.039726414,0.0307077,0.034700558,0.029621918
t_1082,111.79764,-8.11894,0.03649741,0.039398715,0.034557655,0.045230057,0.02913041
t_1083,111.70781,-8.11894,0.033301253,0.040904906,0.033765096,0.042358585,0.032735582
t_1084,111.88747000000001,-8.11894,0.03146675,0.034303255,0.030924197,0.039916012,0.02577128
t_1085,111.97730000000001,-8.11894,0.029821143,0.031235259,0.029344993,0.03795622,0.02445942
t_1086,112.33663000000001,-8.29676,0.010952128,0.015002474,0.015997043,0.016032584,0.014500266
t_1087,112.42646000000002,-8.29676,0.010380682,0.013891632,0.015457377,0.015172063,0.013292841
t_1088,112.60613000000001,-8.29676,0.008964033,0.01168922,0.014138659,0.013184075,0.010976788
t_1089,112.69596000000001,-8.29676,0.0076288544,0.010255858,0.012895368,0.011445938,0.009829854
t_109,108.65354000000002,-6.96125,0.007196567,0.009631171,0.012326631,0.010907937,0.008978532
t_1090,112.78579000000002,-8.29676,0.006157544,0.008770708,0.011459593,0.009494955,0.008805455
t_1091,112.87562000000003,-8.29676,0.004578182,0.0072186342,0.00978696,0.007324219,0.0062813214
t_1092,112.51629000000003,-8.29676,0.010095459,0.013039776,0.015151905,0.01468102,0.012148767
t_1093,112.96545000000003,-8.29676,0.0059811566,0.007890884,0.011240898,0.009162865,0.007180092
t_1094,113.05527999999998,-8.29676,0.0038549567,0.006057168,0.008949228,0.006238918,0.006529181
t_1095,112.33663000000001,-8.20786,0.015167286,0.01785259,0.019161833,0.021021184,0.015076512
t_1096,112.69596000000001,-8.20786,0.010088204,0.011938687,0.015075428,0.0144177545,0.01040328
t_1097,112.78579000000002,-8.20786,0.007311063,0.009643715,0.012585943,0.010962303,0.009057376
t_1098,112.60613000000001,-8.20786,0.012177545,0.013868512,0.016911639,0.016943922,0.011891772
t_1099,112.87562000000003,-8.20786,0.0054276013,0.007909687,0.010710072,0.00847353,0.0080807535
t_11,107.93489,-6.5152,0.00355009,0.0045652622,0.008872407,0.0054915217,0.0038771138
t_110,108.74337000000003,-6.96125,0.008064417,0.010609227,0.013116578,0.012092002,0.009738176
t_1100,112.42646000000002,-8.20786,0.011337294,0.014740343,0.016385052,0.016211485,0.014086817
t_1101,112.24680000000001,-8.20786,0.013823058,0.017956883,0.018342651,0.01967848,0.016354773
t_1102,112.51629000000003,-8.20786,0.008815841,0.012412203,0.014341074,0.012892384,0.013111597
t_1103,114.13326,-8.56335,0.0017791314,0.002579146,0.0066845207,0.002845337,0.0023008254
t_1104,113.9536,-8.47451,0.0012313536,0.0022995493,0.0053691394,0.0021172995,0.0021430545
t_1105,114.04343,-8.47451,0.0012124183,0.0022043937,0.0053941673,0.002067663,0.002495898
t_1106,113.86376999999999,-8.47451,0.0011537586,0.0023037125,0.005130059,0.0020212957,0.0023243406
t_1107,114.13326,-8.47451,0.0014256573,0.002314588,0.0059456024,0.0023540093,0.0023040227
t_1108,114.04343,-8.38564,0.0009927418,0.0020017307,0.0048559746,0.0017409164,0.0019985589
t_1109,113.9536,-8.38564,0.0016983971,0.002718926,0.0063313884,0.0028011645,0.0027357487
t_111,108.47387000000003,-6.96125,0.0050904886,0.0074852183,0.010271577,0.008005989,0.007633195
t_1110,113.86376999999999,-8.38564,0.001253119,0.0024143301,0.005345101,0.0021745495,0.002351447
t_1111,114.13326,-8.38564,0.0016828714,0.0025305704,0.0064684614,0.002720463,0.0023538757
t_1112,114.04343,-8.29676,0.0014817094,0.002459973,0.005965838,0.0024661687,0.0025449893
t_1113,113.86376999999999,-8.29676,0.0013979923,0.002561909,0.005648797,0.0023937242,0.002373587
t_1114,113.9536,-8.29676,0.0018977394,0.0028887289,0.0066976626,0.0030864931,0.0027605502
t_1115,114.13326,-8.29676,0.0014682316,0.0023680346,0.0060175606,0.0024207775,0.002347752
t_112,108.56371000000001,-6.96125,0.006185474,0.008581849,0.011372859,0.009524187,0.008278222
t_113,108.92302999999998,-6.96125,0.013073584,0.014612745,0.01709228,0.018380499,0.011577482
t_114,108.83320000000003,-6.96125,0.012737639,0.013847689,0.016785812,0.017873472,0.010677871
t_115,109.10270000000003,-6.96125,0.014515483,0.016699076,0.018294143,0.020287095,0.013591536
t_116,108.47387000000003,-6.87207,0.0047166883,0.007040356,0.009875393,0.007467987,0.0072721387
t_117,108.65354000000002,-6.87207,0.009121719,0.010567354,0.013963226,0.013274705,0.008606773
t_118,109.01285999999999,-6.87207,0.015154724,0.015906043,0.018528575,0.020799024,0.012543569
t_119,108.74337000000003,-6.87207,0.010399136,0.011713802,0.014989885,0.014918765,0.009309849
t_12,108.11455000000001,-6.42594,0.0042435834,0.005204677,0.0096447095,0.0064660255,0.004256297
t_120,108.83320000000003,-6.87207,0.011527258,0.012806918,0.015872546,0.01636683,0.01006731
t_121,109.10270000000003,-6.87207,0.014795473,0.01626034,0.0183827,0.020507503,0.012686267
t_122,108.56371000000001,-6.87207,0.007054361,0.008950555,0.012184623,0.010609671,0.007868322
t_123,108.92302999999998,-6.87207,0.013052052,0.014146106,0.017021406,0.018265864,0.010881503
t_124,108.47387000000003,-6.78288,0.0043609636,0.006608742,0.009488334,0.006951045,0.006913169
t_125,108.65354000000002,-6.78288,0.00900078,0.01021941,0.013862006,0.013062477,0.008142702
t_126,108.56371000000001,-6.78288,0.0066426867,0.008468779,0.01180954,0.010034429,0.00746258
t_127,108.56371000000001,-6.69367,0.0042566,0.006597064,0.009365876,0.006818778,0.0070639495
t_128,108.47387000000003,-6.60444,0.0073314086,0.0081994375,0.012505631,0.010723592,0.006702253
t_129,108.47387000000003,-6.5152,0.006053566,0.0072295126,0.011333163,0.009066034,0.00593844
t_13,108.20438000000001,-6.42594,0.00509629,0.005960162,0.0105471285,0.007618413,0.0048693023
t_130,108.47387000000003,-6.42594,0.0031921351,0.005098948,0.008136584,0.0052085924,0.005545539
t_131,110.71965999999998,-7.13955,0.04726483,0.060107563,0.045551047,0.05649249,0.04752084
t_132,110.00101000000001,-7.05041,0.025218304,0.03475534,0.028480005,0.03332255,0.03126007
t_133,110.62982999999997,-7.05041,0.059607297,0.06086349,0.050561924,0.066971324,0.044957817
t_134,110.27051,-7.05041,0.03133358,0.042994566,0.033704758,0.0400402,0.037613835
t_135,110.45017000000001,-7.05041,0.033885997,0.04672205,0.03595364,0.042780522,0.040520646
t_136,110.54000000000002,-7.05041,0.053374678,0.057494037,0.047061663,0.0615324,0.041792538
t_137,110.36034000000001,-7.05041,0.034421917,0.046109427,0.035927806,0.043326527,0.039262705
t_138,110.18067000000002,-7.05041,0.033274155,0.04278222,0.034321282,0.04206506,0.035660394
t_139,110.71965999999998,-7.05041,0.053146545,0.057622124,0.04702809,0.061478324,0.04193297
t_14,108.38404000000003,-6.42594,0.00551789,0.0065165283,0.010876594,0.008272812,0.0052374573
t_140,110.09084000000001,-7.05041,0.02822366,0.038179614,0.030829018,0.036653664,0.033509117
t_141,110.18067000000002,-6.96125,0.040602904,0.043482922,0.03737329,0.04908773,0.03202976
t_142,110.54000000000002,-6.96125,0.04715538,0.050310418,0.04220103,0.055598255,0.036604527
