STATION_ID,STATION_NAME,LONGITUDE,LATITUDE,STATION_TYPE,PGA_VALUE,PGA_LN_SIGMA,SOIL_TYPE,VS30,VS30_TYPE,VS30_USGS
MRN,MIRANDOLA (NAPOLI),11.061743,44.878231,seismic,0.297304,0.0,C,208.0,C,230.0
NVL,NOVELLARA,10.731506,44.843001,seismic,0.051206,0.0,C,190.0,C,230.0
MODE,MODENA,10.949167,44.629722,seismic,0.041851,0.0,C,204.0,C,230.0
SRP,SORBOLO (PEZZANI),10.446963,44.848398,seismic,0.040739,0.0,C,218.0,C,230.0
MDC,MEDICINA,11.640462,44.48556,seismic,0.038848,0.0,C (inferred from geology),230.0,inferred_USGS,230.0
MDN,MODENA,10.889912,44.646988,seismic,0.036246,0.0,C,213.0,C,230.0
CPC,COPPARO (COCCANILE),11.875613,44.921448,seismic,0.033167,0.0,D,174.0,D,230.0
ALF,ALFONSINE,12.033444,44.502284,seismic,0.033054,0.0,C,243.0,C,230.0
ARG,ARGENTA,11.82516,44.63053,seismic,0.023791,0.0,D,170.0,D,230.0
GAI,GAINO  TOSCOLANO MADERNO,10.616265,45.659275,seismic,0.023735,0.0,C (inferred from geology),885.0,inferred_USGS,885.0
SANR,SANDRIGO,11.6099,45.64,seismic,0.02349,0.0,C,321.0,C,600.0
ZPP,ZOLA PREDOSA PIANA,11.204494,44.524391,seismic,0.022812,0.0,C,208.0,C,230.0
SSU,SASSUOLO,10.784814,44.507027,seismic,0.022258,0.0,E,489.0,E,600.0
MLD,MELDOLA,12.071035,44.118498,seismic,0.022233,0.0,C,214.0,C,597.0
MNTV,MANTOVA,10.7897,45.1495,seismic,0.021533,0.0,C,237.0,C,233.0
VOBA,VOBARNO,10.504,45.6429,seismic,0.019869,0.0,B,450.0,B,915.0
ASOL,ASOLO,11.9023,45.8003,seismic,0.019182,0.0,A (inferred from geology),769.0,inferred_USGS,769.0
TREG,TREGNAGO,11.1606,45.523,seismic,0.018953,0.0,B,391.0,B,814.0
MNS,MONSELICE,11.722134,45.251733,seismic,0.017719,0.0,C,227.0,C,938.0
OPPE,OPPEANO,11.1724,45.3082,seismic,0.016902,0.0,C,264.0,C,230.0
ISD,ISOLA DELLA SCALA,10.960213,45.273386,seismic,0.016415,0.0,C,252.0,C,599.0
ZOVE,ZOVENCEDO,11.4876,45.4536,seismic,0.016153,0.0,B (inferred from geology),1000.0,inferred_USGS,1000.0
MOGG,,13.1885,46.4048,seismic,0.015675,0.0,C (inferred from geology),809.0,inferred_USGS,809.0
MLC,MALCESINE,10.848521,45.807901,seismic,0.015541,0.0,B,430.0,B,834.0
FAEN,FAENZA,11.877,44.2895,seismic,0.015347,0.0,C (inferred from geology),412.0,inferred_USGS,412.0
CSP,CASTEL SAN PIETRO TERME,11.580113,44.378487,seismic,0.015263,0.0,C,237.0,C,600.0
FOR,FORLI  NUOVA,12.041916,44.199409,seismic,0.015089,0.0,C,296.0,C,600.0
FLP,FELTRE (PASQUER),11.922518,46.026695,seismic,0.015074,0.0,C (inferred from geology),818.0,inferred_USGS,818.0
IMOL,IMOLA,11.74248,44.35955,seismic,0.014918,0.0,C (inferred from geology),230.0,inferred_USGS,230.0
BRH,BRISIGHELLA,11.763964,44.20761,seismic,0.012946,0.0,B,395.0,B,915.0
CNCS,CONCESIO,10.217,45.606,seismic,0.012211,0.0,B,386.0,B,917.0
SNZ1,S. NAZZARO 1,9.894491,45.074268,seismic,0.011829,0.0,C,222.0,C,230.0
CESC,,13.0572,46.355701,seismic,0.011019,0.0,A (inferred from geology),581.0,inferred_USGS,581.0
TGG,TREGNAGO (COLLINA),11.182743,45.562015,seismic,0.010874,0.0,A (inferred from geology),1000.0,inferred_USGS,1000.0
CTL8,CASTELLEONE,9.7622,45.2763,seismic,0.010852,0.0,C (inferred from geology),261.0,inferred_USGS,261.0
ORZI,ORZINUOVI,9.9307,45.4056,seismic,0.010817,0.0,C (inferred from geology),600.0,inferred_USGS,600.0
PTV,PONTEVICO,10.08792,45.274192,seismic,0.010805,0.0,C,245.0,C,433.0
BRIS,BRISIGHELLA,11.76657,44.22454,seismic,0.010554,0.0,B (inferred from geology),714.0,inferred_USGS,714.0
CST,CASTELFRANCO 5,11.902321,45.659581,seismic,0.010472,0.0,B,541.0,B,600.0
MDG,MODIGLIANA,11.788555,44.159257,seismic,0.010408,0.0,B (inferred from geology),1000.0,inferred_USGS,1000.0
MTRZ,MONTERENZIO,11.4248,44.3128,seismic,0.009645,0.0,B (inferred from geology),632.0,inferred_USGS,632.0
FRE8,FREGONA,12.3552,46.015,seismic,0.009062,0.0,A (inferred from geology),1000.0,inferred_USGS,1000.0
CNG,CONEGLIANO 5,12.288142,45.881569,seismic,0.008597,0.0,C,283.0,C,966.0
CRND,CORNUDA,12.0131,45.8361,seismic,0.008544,0.0,C (inferred from geology),600.0,inferred_USGS,600.0
CSN,CESENA,12.241408,44.137005,seismic,0.008417,0.0,B,541.0,B,600.0
MDT,MODIGLIANA  TREBBIO,11.829782,44.135015,seismic,0.00841,0.0,B (inferred from geology),1000.0,inferred_USGS,1000.0
BDG,BEDONIA (GALLARETO),9.622965,44.506794,seismic,0.008299,0.0,B (inferred from geology),803.0,inferred_USGS,803.0
CVT,CIVITELLA DI ROMAGNA,11.936826,44.006148,seismic,0.008251,0.0,B (inferred from geology),1000.0,inferred_USGS,1000.0
LEOD,CAPRIANO DEL COLLE,10.1234,45.4582,seismic,0.008193,0.0,C (inferred from geology),618.0,inferred_USGS,618.0
PAR,PARMA,10.279394,44.828922,seismic,0.007717,0.0,C,335.0,C,230.0
FIVI,FIVIZZANO  MS    ITALY,10.1271,44.2394,seismic,0.007644,0.0,C (inferred from geology),999.0,inferred_USGS,999.0
BOTT,BOTTICINO,10.3095,45.5494,seismic,0.007641,0.0,A (inferred from geology),267.0,inferred_USGS,267.0
ANB,ANCONA 2,13.507411,43.59229,seismic,0.007506,0.0,B (inferred from geology),970.0,inferred_USGS,970.0
ZEN8,SAN ZENO DI MONTAGNA,10.7319,45.6378,seismic,0.00743,0.0,A (inferred from geology),834.0,inferred_USGS,834.0
MOV,MONTEREALE VALCE,12.65508,46.15519,seismic,0.007312,0.0,C (inferred from geology),802.0,inferred_USGS,802.0
RIM,RIMINI,12.485725,44.005657,seismic,0.007128,0.0,B (inferred from geology),600.0,inferred_USGS,600.0
MRR,MARRADI,11.603387,44.064131,seismic,0.007095,0.0,B (inferred from geology),1000.0,inferred_USGS,1000.0
RVR,RIVERGARO,9.598137,44.904452,seismic,0.006992,0.0,C (inferred from geology),522.0,inferred_USGS,522.0
BAG8,BAGOLINO,10.4664,45.8228,seismic,0.006685,0.0,A (inferred from geology),999.0,inferred_USGS,999.0
BGL,BAGNI DI LUCCA,10.576916,43.995831,seismic,0.006492,0.0,B (inferred from geology),1000.0,inferred_USGS,1000.0
PNN,PENNABILLI,12.262846,43.818159,seismic,0.006401,0.0,C,335.0,C,554.0
CARC,,13.77,45.652599,seismic,0.005898,0.0,C (inferred from geology),400.0,inferred_USGS,400.0
BRR,BERCETO (RABBONI),9.987298,44.506389,seismic,0.005889,0.0,B (inferred from geology),609.0,inferred_USGS,609.0
MERA,MERATE,9.4291,45.7054,seismic,0.005872,0.0,C (inferred from geology),583.0,inferred_USGS,583.0
LNG,LANGHIRANO (LESIGNANO BAGNI),10.31334,44.65537,seismic,0.005789,0.0,B,428.0,B,230.0
SENI,SENIGALLIA,13.2331,43.7052,seismic,0.005485,0.0,C,242.0,C,522.0
SMP,S. MARCELLO PISTOIESE,10.803726,44.064114,seismic,0.005418,0.0,B (inferred from geology),1000.0,inferred_USGS,1000.0
OGH6,H TEL DE VILLE DE GRENOBLE SE TOP   38185  GRENOBLE   IS RE   AUVERGNE RH NE ALPES   FRANCE,5.736389,45.186222,seismic,0.005218,0.0,C (inferred from geology),283.0,inferred_USGS,283.0
BGR,BAGNO DI ROMAGNA,11.991291,43.889511,seismic,0.005151,0.0,A,829.0,A,1000.0
ZCCA,ZOCCA,10.9765,44.35085,seismic,0.005043,0.0,B (inferred from geology),1000.0,inferred_USGS,1000.0
STS,S. SOFIA,11.905042,43.94245,seismic,0.004958,0.0,B,456.0,B,813.0
AUL,AULLA,9.97307,44.208759,seismic,0.004877,0.0,A (inferred from geology),982.0,inferred_USGS,982.0
BDT,BADIA TEDALDA,12.188036,43.706772,seismic,0.004866,0.0,B,593.0,B,652.0
PVF,PAVULLO DEL FRIGNANO,10.825229,44.333096,seismic,0.004835,0.0,B,453.0,B,1000.0
STFL,FOURNETS LUISANS   25288   DOUBS   BOURGOGNE FRANCHE COMT    FRANCE,6.56289,47.1121,seismic,0.004791,0.0,A (inferred from geology),594.0,inferred_USGS,594.0
SNS,SANSEPOLCRO,12.143375,43.56739,seismic,0.00473,0.0,C,310.0,C,299.0
POR,,12.6808,45.9524,seismic,0.00461,0.0,C (inferred from geology),232.0,inferred_USGS,232.0
PZS,PIAZZA AL SERCHIO,10.28861,44.188549,seismic,0.004507,0.0,B,453.0,B,641.0
CDCA,CITTA DI CASTELLO,12.2336,43.4584,seismic,0.004482,0.0,C,277.0,C,230.0
SPI,SPILIMBERGO,12.9059,46.1082,seismic,0.004419,0.0,C (inferred from geology),230.0,inferred_USGS,230.0
BRB,BARBERINO DI MUGELLO,11.212867,43.954205,seismic,0.004368,0.0,B (inferred from geology),1000.0,inferred_USGS,1000.0
SSG,SANSEPOLCRO GRAGNANO,12.146323,43.569859,seismic,0.004338,0.0,B (inferred from geology),680.0,inferred_USGS,680.0
STAL,STALIGIAL,12.7104,46.2601,seismic,0.004229,0.0,B (inferred from geology),998.0,inferred_USGS,998.0
STOL,,13.3546,46.3605,seismic,0.004224,0.0,C (inferred from geology),853.0,inferred_USGS,853.0
SEL,SESTRI LEVANTE,9.403355,44.265343,seismic,0.004205,0.0,B,538.0,B,237.0
FVZ,FIVIZZANO,10.131089,44.238247,seismic,0.004191,0.0,E,509.0,E,999.0
CTS,CITTA DI CASTELLO  REGNANO,12.223396,43.491987,seismic,0.004072,0.0,C (inferred from geology),262.0,inferred_USGS,262.0
PIT,PISTOIA,10.944552,43.989647,seismic,0.004053,0.0,B (inferred from geology),1000.0,inferred_USGS,1000.0
VRL,VARESE LIGURE,9.633476,44.3927,seismic,0.003983,0.0,A,855.0,A,231.0
COR1,CORINALDO,13.00033,43.63183,seismic,0.003924,0.0,D (inferred from geology),595.0,inferred_USGS,595.0
SFI,SANTA SOFIA,11.84695,43.90477,seismic,0.003773,0.0,B (inferred from geology),1000.0,inferred_USGS,1000.0
GUMA,GUALDO DI MACERATA,13.3352,43.0627,seismic,0.003576,0.0,B,488.0,B,999.0
FIR,FIRENZE,11.255134,43.774366,seismic,0.003495,0.0,D (inferred from geology),418.0,inferred_USGS,418.0
SNM,SAN MARINO,12.44929,43.934326,seismic,0.00349,0.0,B (inferred from geology),552.0,inferred_USGS,552.0
MRZ,MARZABOTTO,11.190086,44.361374,seismic,0.003485,0.0,B (inferred from geology),621.0,inferred_USGS,621.0
PSR,PASSARIANO,13.014131,45.949318,seismic,0.003446,0.0,C (inferred from geology),597.0,inferred_USGS,597.0
CRM1,CASTELRAIMONDO,13.058016,43.210082,seismic,0.003409,0.0,C (inferred from geology),1000.0,inferred_USGS,1000.0
SSFR,MONTELAGO DI SASSOFERRATO,12.78225,43.43628,seismic,0.003406,0.0,C (inferred from geology),679.0,inferred_USGS,679.0
DCM,DICOMANO,11.518011,43.891235,seismic,0.003405,0.0,A,1000.0,A,1000.0
PRM,PREMILCUORE,11.781402,43.97924,seismic,0.003369,0.0,B (inferred from geology),1000.0,inferred_USGS,1000.0
GNV,GENOVA,8.932087,44.431709,seismic,0.003355,0.0,A,1152.0,A,1000.0
MCT,MACERATA,13.418895,43.292511,seismic,0.003291,0.0,C (inferred from geology),991.0,inferred_USGS,991.0
GEDE,,13.1247,46.254398,seismic,0.003275,0.0,C (inferred from geology),415.0,inferred_USGS,415.0
GESC,,13.1409,46.281898,seismic,0.003239,0.0,C (inferred from geology),386.0,inferred_USGS,386.0
BGN,BAGNONE,9.991797,44.322445,seismic,0.003197,0.0,B,640.0,B,641.0
CPGN,CARPEGNA,12.3205,43.8011,seismic,0.003143,0.0,A (inferred from geology),1000.0,inferred_USGS,1000.0
MASA,,13.4313,46.172199,seismic,0.003042,0.0,B (inferred from geology),960.0,inferred_USGS,960.0
MURB,MONTE URBINO,12.5246,43.263,seismic,0.002922,0.0,B (inferred from geology),1000.0,inferred_USGS,1000.0
PNM,PONTREMOLI,9.88165,44.379951,seismic,0.002918,0.0,D (inferred from geology),999.0,inferred_USGS,999.0
MPAG,MONTE PAGANUCCIO,12.7595,43.6292,seismic,0.002901,0.0,A (inferred from geology),999.0,inferred_USGS,999.0
MAJ,MAJANO  NUOVA,13.068922,46.182339,seismic,0.002864,0.0,C (inferred from geology),445.0,inferred_USGS,445.0
PCRO,PIETRALACROCE  ANCONA,13.53233,43.60768,seismic,0.00274,0.0,B (inferred from geology),488.0,inferred_USGS,488.0
CNF,CASTELNUOVO DI GARFAGNANA,10.411119,44.110523,seismic,0.002714,0.0,B (inferred from geology),813.0,inferred_USGS,813.0
CVF,CIVIDALE DEL FRIULI,13.429,46.0918,seismic,0.002675,0.0,B (inferred from geology),676.0,inferred_USGS,676.0
RNC,RINCINE (LONDA),11.606806,43.870472,seismic,0.002645,0.0,A,859.0,A,237.0
MTL1,MATELICA,13.009601,43.256732,seismic,0.002642,0.0,C (inferred from geology),984.0,inferred_USGS,984.0
TLN,TOLENTINO,13.25838,43.215904,seismic,0.002627,0.0,B (inferred from geology),1000.0,inferred_USGS,1000.0
TGL,TORRIGLIA,9.16589,44.53371,seismic,0.002605,0.0,B (inferred from geology),554.0,inferred_USGS,554.0
CMO,CASTELMONTE,13.514766,46.09115,seismic,0.002591,0.0,B (inferred from geology),817.0,inferred_USGS,817.0
CAPR,CAPRIOLO,9.9345,45.6372,seismic,0.00258,0.0,B,696.0,B,831.0
BBN,BIBBIENA  NUOVA,11.821428,43.747646,seismic,0.002572,0.0,A,1000.0,A,1000.0
SEM,SEMOGO,10.271311,46.484712,seismic,0.002543,0.0,B (inferred from geology),497.0,inferred_USGS,497.0
BORM,BORMIO,10.3764,46.4694,seismic,0.002516,0.0,B (inferred from geology),496.0,inferred_USGS,496.0
VINO,VILLANOVA  ITALY,13.2755,46.25383,seismic,0.002501,0.0,B (inferred from geology),950.0,inferred_USGS,950.0
OVD,OVADA,8.642406,44.636658,seismic,0.002461,0.0,C (inferred from geology),230.0,inferred_USGS,230.0
MMUR,MONTE MURANO,12.9973,43.44183,seismic,0.002453,0.0,A (inferred from geology),998.0,inferred_USGS,998.0
RNS,RONCO SCRIVIA,8.936011,44.595459,seismic,0.00241,0.0,B,709.0,B,771.0
CADA,CAPODARCO,13.7614,43.1942,seismic,0.002408,0.0,B (inferred from geology),579.0,inferred_USGS,579.0
TVR,TAVARNUZZE (IMPRUNETA),11.21878,43.71233,seismic,0.002337,0.0,C (inferred from geology),608.0,inferred_USGS,608.0
BRA,BRANZI,9.761945,46.004179,seismic,0.002298,0.0,C (inferred from geology),988.0,inferred_USGS,988.0
NALS,JARDIN ALSACE LORRAINE   06088  NICE   ALPES MARITIMES   PROVENCE ALPES C TE D AZUR   FRANCE,7.256809,43.698266,seismic,0.002294,0.0,D,171.0,D,401.0
TLM2,TOLMEZZO (AMBIESTA- 2),12.983997,46.381482,seismic,0.002217,0.0,B,458.0,B,867.0
VLC,VILLACOLLEMANDINA  ITALY,10.3864,44.1594,seismic,0.002161,0.0,A (inferred from geology),1000.0,inferred_USGS,1000.0
DRN,DRENCHIA,13.6417,46.1667,seismic,0.00209,0.0,B (inferred from geology),780.0,inferred_USGS,780.0
AUP,AUPA,13.256343,46.506454,seismic,0.001967,0.0,C (inferred from geology),736.0,inferred_USGS,736.0
ATPC,POGGIO CASTELLACCIO,12.457,43.4807,seismic,0.001883,0.0,B (inferred from geology),1000.0,inferred_USGS,1000.0
LSP,LA SPEZIA,9.807919,44.096161,seismic,0.001877,0.0,A (inferred from geology),268.0,inferred_USGS,268.0
BSZ,BORGO S. LORENZO  NUOVA,11.467336,44.031513,seismic,0.001845,0.0,B (inferred from geology),1000.0,inferred_USGS,1000.0
DST2,TRIESTE DST UNIVERSITA  ITALY,13.8013,45.6589,seismic,0.001779,0.0,B (inferred from geology),570.0,inferred_USGS,570.0
FIE,FIESOLE,11.294385,43.807251,seismic,0.00165,0.0,B (inferred from geology),1000.0,inferred_USGS,1000.0
OGBL,73179  LA MOTTE SERVOLEX   SAVOIE   AUVERGNE RH NE ALPES   FRANCE,5.884194,45.6345,seismic,0.001641,0.0,C,196.0,C,220.0
SEF1,SEFRO,12.94762,43.14683,seismic,0.001621,0.0,E,485.0,E,1000.0
SAS,SASSELLO,8.486171,44.483353,seismic,0.001489,0.0,B (inferred from geology),999.0,inferred_USGS,999.0
PIO1,PIORACO,12.983759,43.178198,seismic,0.001443,0.0,D (inferred from geology),835.0,inferred_USGS,835.0
BDI,BAGNI DI LUCCA,10.5956,44.0628,seismic,0.001437,0.0,B (inferred from geology),1000.0,inferred_USGS,1000.0
