custom_site_id,lon,lat,vs30,vs30measured,z1pt0,z2pt5
s_0,11.06174,44.87823,208.0,False,499.3884,2.38175
s_1,10.73151,44.843,190.0,False,499.3884,2.38175
s_2,10.94917,44.62972,204.0,False,499.3884,2.38175
s_3,10.44696,44.8484,218.0,False,499.3884,2.38175
s_4,11.64046,44.48556,230.0,False,499.3884,2.38175
s_5,10.88991,44.64699,213.0,False,499.3884,2.38175
s_6,11.87561,44.92145,174.0,False,499.3884,2.38175
s_7,12.03344,44.50228,243.0,False,499.3884,2.38175
s_8,11.82516,44.63053,170.0,False,499.3884,2.38175
s_9,10.61626,45.65928,885.0,False,17.13375,0.50981
s_10,11.6099,45.64,321.0,False,125.83404,0.79526
s_11,11.20449,44.52439,208.0,False,499.3884,2.38175
s_12,10.78481,44.50703,489.0,False,125.83404,0.79526
s_13,12.07104,44.1185,214.0,False,128.32479,0.79983
s_14,10.7897,45.1495,237.0,False,498.17254,2.3467
s_15,10.504,45.6429,450.0,False,13.95671,0.49074
s_16,11.9023,45.8003,769.0,False,38.73831,0.59871
s_17,11.1606,45.523,391.0,False,28.13655,0.561
s_18,11.72213,45.25173,227.0,False,11.95138,0.47699
s_19,11.1724,45.3082,264.0,False,499.3884,2.38175
s_20,10.96021,45.27339,252.0,False,126.65999,0.79678
s_21,11.4876,45.4536,1000.0,False,7.94573,0.44332
s_22,13.1885,46.4048,809.0,False,29.14988,0.56496
s_23,10.84852,45.8079,430.0,False,24.43586,0.54563
s_24,11.877,44.2895,412.0,False,340.7386,1.22256
s_25,11.58011,44.37849,237.0,False,125.83404,0.79526
s_26,12.04192,44.19941,296.0,False,125.83404,0.79526
s_27,11.92252,46.0267,818.0,False,27.35225,0.55786
s_28,11.74248,44.35955,230.0,False,499.3884,2.38175
s_29,11.76396,44.20761,395.0,False,13.95671,0.49074
s_30,10.217,45.606,386.0,False,13.76868,0.48951
s_31,9.89449,45.07427,222.0,False,499.3884,2.38175
s_32,13.0572,46.3557,581.0,False,142.26418,0.82508
s_33,11.18274,45.56202,1000.0,False,7.94573,0.44332
s_34,9.7622,45.2763,261.0,False,484.66406,2.06099
s_35,9.9307,45.4056,600.0,False,125.83404,0.79526
s_36,10.08792,45.27419,245.0,False,313.92715,1.15497
s_37,11.76657,44.22454,714.0,False,57.33543,0.65175
s_38,11.90232,45.65958,541.0,False,125.83404,0.79526
s_39,11.78856,44.15926,1000.0,False,7.94573,0.44332
s_40,11.4248,44.3128,632.0,False,101.6349,0.74936
s_41,12.3552,46.015,1000.0,False,7.94573,0.44332
s_42,12.28814,45.88157,283.0,False,9.92101,0.46121
s_43,12.0131,45.8361,600.0,False,125.83404,0.79526
s_44,12.24141,44.137,541.0,False,125.83404,0.79526
s_45,11.82978,44.13502,1000.0,False,7.94573,0.44332
s_46,9.62297,44.50679,803.0,False,30.41594,0.5698
s_47,11.93683,44.00615,1000.0,False,7.94573,0.44332
s_48,10.1234,45.4582,618.0,False,111.69543,0.76882
s_49,10.27939,44.82892,335.0,False,499.3884,2.38175
s_50,10.1271,44.2394,999.0,False,7.99726,0.44382
s_51,10.3095,45.5494,267.0,False,481.23432,2.0081
s_52,13.50741,43.59229,970.0,False,9.66296,0.45904
s_53,10.7319,45.6378,834.0,False,24.43586,0.54563
s_54,12.65508,46.15519,802.0,False,30.63242,0.57061
s_55,12.48572,44.00566,600.0,False,125.83404,0.79526
s_56,11.60339,44.06413,1000.0,False,7.94573,0.44332
s_57,9.59814,44.90445,522.0,False,202.95005,0.93261
s_58,10.4664,45.8228,999.0,False,7.99726,0.44382
s_59,10.57692,43.99583,1000.0,False,7.94573,0.44332
s_60,12.26285,43.81816,335.0,False,168.27835,0.87124
s_61,13.77,45.6526,400.0,False,355.71704,1.26461
s_62,9.9873,44.50639,609.0,False,118.593,0.78183
s_63,9.4291,45.7054,583.0,False,140.46129,0.82184
s_64,10.31334,44.65537,428.0,False,499.3884,2.38175
s_65,13.2331,43.7052,242.0,False,202.95005,0.93261
s_66,10.80373,44.06411,1000.0,False,7.94573,0.44332
s_67,5.73639,45.18622,283.0,False,471.11547,1.87875
s_68,11.99129,43.88951,829.0,False,7.94573,0.44332
s_69,10.9765,44.35085,1000.0,False,7.94573,0.44332
s_70,11.90504,43.94245,456.0,False,28.33625,0.56178
s_71,9.97307,44.20876,982.0,False,8.93172,0.45262
s_72,12.18804,43.70677,593.0,False,88.62388,0.72313
s_73,10.82523,44.3331,453.0,False,7.94573,0.44332
s_74,6.56289,47.1121,594.0,False,130.85426,0.80446
s_75,12.14338,43.56739,310.0,False,459.55003,1.76419
s_76,12.6808,45.9524,232.0,False,498.58257,2.35828
s_77,10.28861,44.18855,453.0,False,95.58632,0.73734
s_78,12.2336,43.4584,277.0,False,499.3884,2.38175
s_79,12.9059,46.1082,230.0,False,499.3884,2.38175
s_80,11.21287,43.9542,1000.0,False,7.94573,0.44332
s_81,12.14632,43.56986,680.0,False,72.91555,0.68917
s_82,12.7104,46.2601,998.0,False,8.04916,0.44433
s_83,13.3546,46.3605,853.0,False,21.39063,0.53175
s_84,9.40336,44.26534,538.0,False,496.48439,2.30145
s_85,10.13109,44.23825,509.0,False,7.99726,0.44382
s_86,12.2234,43.49199,262.0,False,484.10601,2.052
s_87,10.94455,43.98965,1000.0,False,7.94573,0.44332
s_88,9.63348,44.3927,855.0,False,498.98784,2.36996
s_89,13.00033,43.63183,595.0,False,130.00679,0.80291
s_90,11.84695,43.90477,1000.0,False,7.94573,0.44332
s_91,13.3352,43.0627,488.0,False,7.99726,0.44382
s_92,11.25513,43.77437,418.0,False,333.14043,1.20251
s_93,12.44929,43.93433,552.0,False,170.32727,0.87485
s_94,11.19009,44.36137,621.0,False,109.47165,0.76457
s_95,13.01413,45.94932,597.0,False,128.32479,0.79983
s_96,13.05802,43.21008,1000.0,False,7.94573,0.44332
s_97,12.78225,43.43628,679.0,False,73.42932,0.69033
s_98,11.51801,43.89124,1000.0,False,7.94573,0.44332
s_99,11.7814,43.97924,1000.0,False,7.94573,0.44332
s_100,8.93209,44.43171,1152.0,False,7.94573,0.44332
s_101,13.4189,43.29251,991.0,False,8.42296,0.44793
s_102,13.1247,46.2544,415.0,False,336.94731,1.21246
s_103,13.1409,46.2819,386.0,False,372.71651,1.31722
s_104,9.9918,44.32244,640.0,False,95.58632,0.73734
s_105,12.3205,43.8011,1000.0,False,7.94573,0.44332
s_106,13.4313,46.1722,960.0,False,10.32226,0.46451
s_107,12.5246,43.263,1000.0,False,7.94573,0.44332
s_108,9.88165,44.37995,999.0,False,7.99726,0.44382
s_109,12.7595,43.6292,999.0,False,7.99726,0.44382
s_110,13.06892,46.18234,445.0,False,298.43653,1.11941
s_111,13.53233,43.60768,488.0,False,243.61281,1.00731
s_112,10.41112,44.11052,813.0,False,28.33625,0.56178
s_113,13.429,46.0918,676.0,False,74.99087,0.69383
s_114,11.60681,43.87047,859.0,False,496.48439,2.30145
s_115,13.0096,43.25673,984.0,False,8.81583,0.45157
s_116,13.25838,43.2159,1000.0,False,7.94573,0.44332
s_117,9.16589,44.53371,554.0,False,168.27835,0.87124
s_118,13.51477,46.09115,817.0,False,27.54617,0.55864
s_119,9.9345,45.6372,696.0,False,24.95685,0.54789
s_120,11.82143,43.74765,1000.0,False,7.94573,0.44332
s_121,10.27131,46.48471,497.0,False,232.53282,0.98647
s_122,10.3764,46.4694,496.0,False,233.75401,0.98874
s_123,13.2755,46.25383,950.0,False,11.03076,0.47011
s_124,8.64241,44.63666,230.0,False,499.3884,2.38175
s_125,12.9973,43.44183,998.0,False,8.04916,0.44433
s_126,8.93601,44.59546,709.0,False,38.18985,0.59693
s_127,13.7614,43.1942,579.0,False,144.08433,0.82834
s_128,11.21878,43.71233,608.0,False,119.38051,0.7833
s_129,9.76195,46.00418,988.0,False,8.58894,0.44948
s_130,7.25681,43.69827,171.0,False,354.48169,1.261
s_131,12.984,46.38148,458.0,False,19.40437,0.52194
s_132,10.3864,44.1594,1000.0,False,7.94573,0.44332
s_133,13.6417,46.1667,780.0,False,35.81764,0.58906
s_134,13.25634,46.50645,736.0,False,49.02145,0.62951
s_135,12.457,43.4807,1000.0,False,7.94573,0.44332
s_136,9.80792,44.09616,268.0,False,480.64358,1.99953
s_137,11.46734,44.03151,1000.0,False,7.94573,0.44332
s_138,13.8013,45.6589,570.0,False,152.48803,0.84332
s_139,11.29438,43.80725,1000.0,False,7.94573,0.44332
s_140,5.88419,45.6345,196.0,False,503.13996,2.50601
s_141,12.94762,43.14683,485.0,False,7.94573,0.44332
s_142,8.48617,44.48335,999.0,False,7.99726,0.44382
s_143,12.98376,43.1782,835.0,False,24.26474,0.54488
s_144,10.5956,44.0628,1000.0,False,7.94573,0.44332
s_145,7.68412,45.03056,680.0,False,72.91555,0.68917
s_146,13.04976,42.9621,1000.0,False,7.94573,0.44332
s_147,13.0558,46.29193,910.0,False,14.43895,0.49382
s_148,13.1162,46.5302,583.0,False,140.46129,0.82184
s_149,11.24579,43.52358,1000.0,False,7.94573,0.44332
s_150,11.41162,43.60146,636.0,False,98.90685,0.74398
s_151,12.8873,46.2476,675.0,False,75.51819,0.69501
s_152,7.63398,45.10089,600.0,False,125.83404,0.79526
s_153,7.48919,43.7836,556.0,False,166.24591,0.86766
s_154,9.41226,45.86125,790.0,False,33.35741,0.58053
s_155,13.1427,43.1927,969.0,False,9.72678,0.45958
s_156,7.29053,43.71499,652.0,False,88.62388,0.72313
s_157,13.89679,45.62817,632.0,False,101.6349,0.74936
s_158,13.17696,43.22878,969.0,False,9.72678,0.45958
s_159,12.40726,43.31516,761.0,False,8.31426,0.44689
s_160,12.2556,43.25444,1000.0,False,7.94573,0.44332
s_161,7.14558,43.6671,398.0,False,358.17993,1.27188
s_162,11.9663,43.3292,391.0,False,366.71255,1.29797
s_163,12.9316,43.18856,835.0,False,24.26474,0.54488
s_164,12.56271,46.45132,966.0,False,9.92101,0.46121
s_165,6.13282,45.90355,240.0,False,54.16392,0.6435
s_166,5.82101,45.20874,373.0,False,387.92341,1.36987
s_167,12.51455,46.27218,800.0,False,31.07015,0.57224
