# 19780916_M7.3_Tabas median gmf, Stations:Seismic, gmlt:USGS, Rupture:Walker_et_al_2003
custom_site_id,lon,lat,AbrahamsonEtAl2014,CampbellBozorgnia2014,ChiouYoungs2014
m_100,56.76213,33.70142,0.24537736,0.21862492,0.22524579
m_101,56.78848,33.73223,0.24782063,0.21850525,0.2280364
m_102,56.8821,33.8282,0.20338035,0.19153883,0.18237843
m_103,56.982,33.02844,0.16840559,0.1744626,0.14596714
m_104,56.91933,33.01659,0.18519977,0.167443,0.16581507
m_105,56.67772,33.71564,0.17328861,0.15956378,0.1566377
m_106,56.64834,33.6564,0.18251812,0.15999302,0.1670583
m_107,56.64823,33.29858,0.13503413,0.12418421,0.12143587
m_108,56.61398,33.45853,0.13096279,0.1271136,0.11721483
m_109,57.12946,33.77962,0.23414546,0.267813,0.2126226
m_110,57.42479,33.37796,0.52644503,0.57200736,0.504671
m_111,57.51184,33.30213,0.41968676,0.4064683,0.4049158
m_112,57.20219,33.75948,0.27914694,0.30500758,0.2588571
m_113,57.39298,33.42891,0.57183844,0.726082,0.48089412
m_114,57.51631,33.32464,0.41957852,0.3881309,0.40912688
m_115,57.12085,33.80806,0.21686704,0.23760217,0.19410756
m_116,57.23418,33.75,0.26211458,0.3068913,0.24452022
m_117,57.23585,33.79858,0.23583741,0.23827232,0.21875124
m_118,56.50162,33.74171,0.106173456,0.10311159,0.09635557
m_119,57.24463,33.80687,0.23699902,0.23068969,0.22752881
m_120,57.25041,33.79621,0.23194234,0.23846756,0.21794535
m_121,57.56518,33.17773,0.43315196,0.3953481,0.37996247
m_122,57.27236,33.82109,0.21539187,0.2046765,0.21047743
m_123,57.31641,33.57109,0.57690996,0.82843024,0.45750612
m_124,57.35271,33.54502,0.66776353,0.8134549,0.5436504
m_125,57.29044,33.62559,0.6548018,0.7681533,0.5203106
m_126,57.226,33.87559,0.18460906,0.17593716,0.16837297
m_127,57.30781,33.6019,0.66480696,0.79555905,0.525049
m_128,57.19543,33.88033,0.18239135,0.1778812,0.16338272
m_129,57.22609,33.89692,0.1729716,0.16427836,0.1563246
m_130,57.38926,33.5782,0.6413381,0.7574925,0.57339174
m_131,57.37917,33.60308,0.6325654,0.733467,0.57484764
m_132,57.40678,33.58768,0.6174109,0.71954304,0.5730747
m_133,57.35636,33.71564,0.31312156,0.3768566,0.3595058
m_134,57.35787,33.7263,0.2931622,0.34467873,0.3309712
m_135,57.17524,33.92536,0.17094857,0.16119242,0.15279847
m_136,57.37377,33.70024,0.3987222,0.41718853,0.41194174
m_137,57.22044,33.93839,0.16459033,0.15153234,0.14825845
m_138,57.37512,33.67417,0.56311524,0.5287041,0.48595366
m_139,57.56476,33.08175,0.46871135,0.4549355,0.3923398
m_140,57.20883,33.94668,0.16420637,0.15088563,0.14758012
