# 20180618_M5.5_Osaka median gmf, Stations:None, gmlt:GEM, Rupture:USGS
custom_site_id,lon,lat,BooreEtAl2014,ChiouYoungs2014,ZhaoEtAl2016Asc
t_0,130.64067999999997,31.09528,2.9262792e-05,1.0647588e-05,9.298802e-05
t_1,130.74383999999998,31.10362,3.9863568e-05,1.4270804e-05,9.926822e-05
t_10,131.1289,31.40285,5.0904557e-05,2.057678e-05,0.00015063235
t_100,131.71992999999998,32.79298,0.00017679563,9.207086e-05,0.00037705415
t_1000,134.16052000000002,34.88516,0.0055857874,0.0036569317,0.007075529
t_1001,134.21485,34.88822,0.006024835,0.003934335,0.0075531015
t_1002,134.26918999999998,34.89125,0.006507317,0.004237332,0.008073785
t_1003,134.15679,34.92992,0.005526637,0.0036194269,0.00701089
t_1004,134.21114999999998,34.93299,0.005957387,0.0038918278,0.0074799797
t_1005,134.26552000000004,34.93603,0.006430111,0.0041889683,0.0079907365
t_1006,134.15305,34.97469,0.005453088,0.0035727469,0.0069304113
t_1007,134.20744000000002,34.97776,0.0058736512,0.0038390025,0.00738908
t_1008,134.26184,34.9808,0.007098884,0.004559474,0.007887674
t_1009,134.43225,34.90021,0.008276115,0.0053348285,0.009952723
t_101,131.82534999999996,32.80081,0.00019345482,0.00010207355,0.0004072299
t_1010,134.31989,34.93904,0.0069500008,0.0045138067,0.008548127
t_1011,134.37428,34.94204,0.0075233695,0.0048699887,0.009158215
t_1012,134.42867,34.945,0.008157236,0.005261602,0.009827695
t_1013,134.31624,34.98382,0.010273567,0.006346195,0.01125309
t_1014,134.37065,34.98682,0.0073967655,0.004791512,0.009023891
t_1015,134.42507999999998,34.98979,0.008010792,0.0051713064,0.009673453
t_1016,134.31258000000003,35.0286,0.006711227,0.0043648537,0.008292658
t_1017,134.36702000000002,35.0316,0.007248508,0.0046994938,0.00886632
t_1018,134.42147,35.03458,0.007839499,0.0050655566,0.00949272
t_1019,134.64283999999998,35.00144,0.011214017,0.0071304757,0.012999965
t_102,130.64522999999997,31.99126,0.0001118022,4.1545954e-05,0.00014655906
t_1020,134.47593,35.03753,0.008491052,0.005467067,0.010178381
t_1021,134.5304,35.04046,0.009211022,0.0059087183,0.010930763
t_1022,134.58487000000002,35.04337,0.011211666,0.0070613776,0.011758363
t_1023,134.63935000000004,35.04625,0.010893952,0.006935664,0.012671397
t_1024,134.52684999999997,35.08526,0.008952305,0.005750225,0.010660992
t_1025,134.58135,35.08817,0.01368909,0.008396394,0.015277131
