STATION_ID,STATION_NAME,LATITUDE,LONGITUDE,STATION_TYPE,REFERENCES,SOIL_TYPE,PGA_VALUE,PGA_LN_SIGMA,SA(0.3)_VALUE,SA(0.3)_LN_SIGMA,SA(0.6)_VALUE,SA(0.6)_LN_SIGMA,SA(1.0)_VALUE,SA(1.0)_LN_SIGMA,VS30,VS30_TYPE,MMI_VALUE,MMI_STDDEV,PGV_LN_SIGMA,PGV_VALUE,SA(3.0)_LN_SIGMA,SA(3.0)_VALUE
6503,6503,38.99011,43.76302,seismic,AFAD,unknown,0.178349167,0.0,0.445842788,0.0,0.359357085,0.0,0.268923533,0.0,,unknown,,,,,,
401,401,39.71978,43.0164,seismic,AFAD,C,0.018335099,0.0,0.035712774,0.0,0.032831631,0.0,0.047466243,0.0,295.0,C,,,,,,
1206,1206,39.29345,41.00883,seismic,AFAD,C,0.011077664,0.0,0.012199207,0.0,0.013339075,0.0,0.026147312,0.0,356.0,C,,,,,,
7201,7201,37.873,41.15112,seismic,AFAD,B,0.008594044,0.0,0.013118911,0.0,0.026772147,0.0,0.024133684,0.0,450.0,B,,,,,,
1211,1211,38.96616,41.0504,seismic,AFAD,B,0.004585064,0.0,0.007969557,0.0,0.013488482,0.0,0.008459855,0.0,463.0,B,,,,,,
2407,2407,39.77665,40.39108,seismic,AFAD,C,0.003432042,0.0,0.003439556,0.0,0.005197404,0.0,0.007895744,0.0,320.0,C,,,,,,
6303,6303,37.7524,39.3291,seismic,AFAD,A,0.003058863,0.0,0.003429505,0.0,0.006622435,0.0,0.007734926,0.0,986.0,A,,,,,,
205,205,37.79177,38.61597,seismic,AFAD,B,0.002968227,0.0,0.003344462,0.0,0.005122261,0.0,0.007416633,0.0,660.0,B,,,,,,
4609,4609,37.57532,36.91505,seismic,AFAD,C,0.002126106,0.0,0.002406587,0.0,0.003343455,0.0,0.006459329,0.0,317.0,C,,,,,,
2307,2307,38.69583,39.93199,seismic,AFAD,C,0.002117371,0.0,0.00224126,0.0,0.003372965,0.0,0.004787977,0.0,329.0,C,,,,,,
4701,4701,37.32632,40.72374,seismic,AFAD,unknown,0.002002727,0.0,0.005291157,0.0,0.004136436,0.0,0.004492837,0.0,709.0,unknown,,,,,,
2304,2304,38.72096,39.86293,seismic,AFAD,B,0.001663763,0.0,0.001851074,0.0,0.002490592,0.0,0.004610976,0.0,489.0,B,,,,,,
6901,6901,40.2623,40.2101,seismic,AFAD,B,0.001343806,0.0,0.00134187,0.0,0.002049033,0.0,0.001919673,0.0,519.0,B,,,,,,
2401,2401,39.74183,39.51152,seismic,AFAD,C,0.00131096,0.0,0.001358881,0.0,0.001429765,0.0,0.002128086,0.0,314.0,C,,,,,,
2902,2902,40.12439,39.43658,seismic,AFAD,B,0.001235127,0.0,0.001270767,0.0,0.001310189,0.0,0.002103017,0.0,594.0,B,,,,,,
2305,2305,38.72778,40.13103,seismic,AFAD,A,0.001145033,0.0,0.001541963,0.0,0.003381416,0.0,0.003931451,0.0,907.0,A,,,,,,
208,208,37.78694,37.65275,seismic,AFAD,B,0.001118478,0.0,0.001199321,0.0,0.001637172,0.0,0.002334105,0.0,469.0,B,,,,,,
4404,4404,38.19588,38.87385,seismic,AFAD,unknown,0.00099231,0.0,0.001366916,0.0,0.002151421,0.0,0.002600576,0.0,1380.0,unknown,,,,,,
6503,"Muradiye, MUR",38.99,43.763,seismic,Stations_USGS,,0.18196,0.0,0.32954,0.0,,,0.23123,0.0,488.22,inferred,7.0,0.63,0.0,26.728,0.0,0.06722
UTM:(38S 033 449 10000),,40.5893,43.0502,macroseismic,Stations_USGS,,0.153313,0.8059,0.352563,1.0131,,,0.369903,1.0822,517.03,inferred,,,0.875,21.1503,1.4737,0.074521
UTM:(38S 026 426 10000),,38.5023,42.3052,macroseismic,Stations_USGS,,0.096033,0.8059,0.214302,1.0131,,,0.135231,1.0822,600.0,inferred,5.6,0.3,0.875,9.4889,1.4737,0.02768
1302,"Merkez, BTLS",38.466,42.15,seismic,Stations_USGS,,0.0914,0.0,0.17314,0.0,,,0.10514,0.0,794.05,inferred,5.4,0.63,0.0,8.365,0.0,0.01057
UTM:(38S 049 426 10000),,38.5334,44.9427,macroseismic,Stations_USGS,,0.085045,0.8059,0.196488,1.0131,,,0.129532,1.0822,313.23,inferred,5.5,0.3,0.875,8.8221,1.4737,0.026707
UTM:(38S 042 437 10000),,39.5213,44.1275,macroseismic,Stations_USGS,,0.07764,0.8059,0.178915,1.0131,,,0.108275,1.0822,612.16,inferred,5.3,0.3,0.875,7.6257,1.4737,0.022399
UTM:(38S 067 447 10000),,40.4073,47.0624,macroseismic,Stations_USGS,,0.061589,0.8059,0.158448,1.0131,,,0.140354,1.0822,286.29,inferred,5.4,0.3,0.875,8.2021,1.4737,0.029587
UTM:(38S 033 402 10000),,36.3559,43.1611,macroseismic,Stations_USGS,,0.050928,0.8059,0.09911,1.0131,,,0.098543,1.0822,302.66,inferred,5.0,0.3,0.875,6.1283,1.4737,0.020925
UTM:(38S 008 420 10000),,37.8979,40.2811,macroseismic,Stations_USGS,,0.04895,0.8059,0.094182,1.0131,,,0.100964,1.0822,257.56,inferred,5.0,0.3,0.875,6.1283,1.4737,0.021502
UTM:(38S 040 451 10000),,40.7805,43.8742,macroseismic,Stations_USGS,,0.048768,0.8059,0.088617,1.0131,,,0.089973,1.0822,257.41,inferred,4.9,0.3,0.875,5.6977,1.4737,0.019134
5326,Qareziaoddin,38.888,45.02,seismic,Stations_USGS,,0.0398,0.0,,,,,,,405.95,inferred,,,,,,
UTM:(38S 018 442 10000),,39.9165,41.3147,macroseismic,Stations_USGS,,0.038238,0.8059,0.051761,1.0131,,,0.065264,1.0822,421.77,inferred,4.5,0.3,0.875,4.2571,1.4737,0.014035
5325,Siah-Cheshmeh,39.066,44.386,seismic,Stations_USGS,,0.0316,0.0,,,,,,,379.03,inferred,,,,,,
UTM:(38S 061 450 10000),,40.6878,46.361,macroseismic,Stations_USGS,,0.027187,0.8059,0.040567,1.0131,,,0.063445,1.0822,378.52,inferred,4.4,0.3,0.875,3.9579,1.4737,0.013768
UTM:(38S 044 368 10000),,33.3026,44.4092,macroseismic,Stations_USGS,,0.023434,0.8059,0.0354,1.0131,,,0.058602,1.0822,232.57,inferred,4.3,0.3,0.875,3.6798,1.4737,0.012754
UTM:(38S 048 461 10000),,41.6866,44.8198,macroseismic,Stations_USGS,,0.023434,0.8059,0.0354,1.0131,,,0.058602,1.0822,538.29,inferred,4.3,0.3,0.875,3.6798,1.4737,0.012754
UTM:(38S 091 448 10000),,40.4121,49.8904,macroseismic,Stations_USGS,,0.023434,0.8059,0.0354,1.0131,,,0.058602,1.0822,272.5,inferred,4.3,0.3,0.875,3.6798,1.4737,0.012754
UTM:(38S 043 452 10000),,40.8735,44.2287,macroseismic,Stations_USGS,,0.023241,0.8059,0.03332,1.0131,,,0.052214,1.0822,480.14,inferred,4.2,0.3,0.875,3.4212,1.4737,0.011348
GNI,"Garni, Armenia",40.148,44.741,seismic,Stations_USGS,,0.019319,0.0,0.010473,0.0,,,0.019429,0.0,574.3,inferred,3.9,0.63,0.0,2.1514,0.0,0.012062
401,"Merkez, AGR",39.72,43.016,seismic,Stations_USGS,,0.01882,0.0,0.03648,0.0,,,0.04232,0.0,298.82,inferred,4.9,0.63,0.0,5.827,0.0,0.02221
UTM:(38S 022 461 10000),,41.6393,41.6983,macroseismic,Stations_USGS,,0.015007,0.8059,0.023522,1.0131,,,0.046181,1.0822,548.82,inferred,4.0,0.3,0.875,2.5515,1.4737,0.010139
5322,Avagiq,39.332,44.16,seismic,Stations_USGS,,0.0143,0.0,,,,,,,461.33,inferred,,,,,,
4901,"Merkez, MUS",38.761,41.504,seismic,Stations_USGS,,0.01051,0.0,0.01605,0.0,,,0.02068,0.0,349.78,inferred,4.0,0.63,0.0,2.545,0.0,0.0086
5329,Qotoor,38.479,44.406,seismic,Stations_USGS,,0.0102,0.0,,,,,,,587.96,inferred,,,,,,
5601,"Merkez, SIRT",37.912,41.931,seismic,Stations_USGS,,0.0101,0.0,0.0183,0.0,,,0.02045,0.0,570.08,inferred,4.5,0.63,0.0,4.221,0.0,0.00863
5323,Makoo,39.294,44.445,seismic,Stations_USGS,,0.0092,0.0,,,,,,,784.95,inferred,,,,,,
7201,"Merkez, BTMN",37.873,41.151,seismic,Stations_USGS,,0.00846,0.0,0.01344,0.0,,,0.02192,0.0,336.51,inferred,4.0,0.63,0.0,2.72,0.0,0.01415
5327,Salmas1,38.201,44.848,seismic,Stations_USGS,,0.0082,0.0,,,,,,,289.89,inferred,,,,,,
1206,"Karliova, KRL",39.293,41.009,seismic,Stations_USGS,,0.00767,0.0,0.00948,0.0,,,0.0224,0.0,628.07,inferred,4.2,0.63,0.0,3.262,0.0,0.02231
5330,Pol Dasht,39.354,45.06,seismic,Stations_USGS,,0.0061,0.0,,,,,,,243.12,inferred,,,,,,
5324,Khoy,38.546,44.956,seismic,Stations_USGS,,0.0061,0.0,,,,,,,313.23,inferred,,,,,,
5328,Seylab,38.313,44.764,seismic,Stations_USGS,,0.0061,0.0,,,,,,,387.17,inferred,,,,,,
1211,"Solhan, SLHAN",38.966,41.05,seismic,Stations_USGS,,0.00468,0.0,0.00814,0.0,,,0.00725,0.0,681.06,inferred,3.8,0.63,0.0,1.998,0.0,0.00959
205,"Kahta, KAHTA",37.792,38.616,seismic,Stations_USGS,,0.00303,0.0,0.00341,0.0,,,0.00759,0.0,253.3,inferred,3.6,0.63,0.0,1.38,0.0,0.00875
MARD,"Mardin, Turkey",37.313,40.778,seismic,Stations_USGS,,0.002755,0.0,0.005033,0.0,,,0.005599,0.0,590.07,inferred,2.8,0.63,0.0,0.4142,0.0,0.001863
KOPT,"Kop Dagi, Turkey",40.018,40.497,seismic,Stations_USGS,,0.002455,0.0,0.004213,0.0,,,0.003508,0.0,494.27,inferred,2.8,0.63,0.0,0.3943,0.0,0.002272
2407,"Tercan, TRCAN",39.777,40.391,seismic,Stations_USGS,,0.00242,0.0,0.00327,0.0,,,0.00643,0.0,574.58,inferred,3.7,0.63,0.0,1.684,0.0,0.00407
6303,"Siverek, SVREK",37.752,39.329,seismic,Stations_USGS,,0.00205,0.0,0.00263,0.0,,,0.0046,0.0,367.45,inferred,3.6,0.63,0.0,1.354,0.0,0.00578
4701,"Merkez, MRD",37.326,40.724,seismic,Stations_USGS,,0.00205,0.0,0.00529,0.0,,,0.00377,0.0,438.73,inferred,3.6,0.63,0.0,1.338,0.0,0.00305
4609,"Merkez, MARAS",37.575,36.915,seismic,Stations_USGS,,0.00177,0.0,0.0019,0.0,,,0.00473,0.0,760.0,inferred,3.2,0.63,0.0,0.77,0.0,0.00392
2401,"Merkez, ERC",39.742,39.512,seismic,Stations_USGS,,0.00157,0.0,0.00162,0.0,,,0.00241,0.0,338.07,inferred,3.3,0.63,0.0,0.902,0.0,0.00336
2304,"Kovancilar, KOVAN",38.722,39.864,seismic,Stations_USGS,,0.00149,0.0,0.00189,0.0,,,0.00472,0.0,511.54,inferred,3.7,0.63,0.0,1.652,0.0,0.00364
6901,"Merkez, BAYB",40.262,40.21,seismic,Stations_USGS,,0.00138,0.0,0.00138,0.0,,,0.00197,0.0,304.29,inferred,3.4,0.63,0.0,0.99,0.0,0.00373
2305,"Beyhan, BEYHN",38.728,40.131,seismic,Stations_USGS,,0.00123,0.0,0.00155,0.0,,,0.00259,0.0,424.42,inferred,3.3,0.63,0.0,0.828,0.0,0.00275
208,"Golbasi, GOLBS",37.787,37.653,seismic,Stations_USGS,,0.00114,0.0,0.00122,0.0,,,0.00239,0.0,447.87,inferred,3.0,0.63,0.0,0.55,0.0,0.00322
2902,"Kelkit, KELKT",40.124,39.437,seismic,Stations_USGS,,0.00108,0.0,0.0011,0.0,,,0.00159,0.0,328.61,inferred,3.4,0.63,0.0,0.978,0.0,0.00217
4404,"Poturge, POT",38.117,38.524,seismic,Stations_USGS,,0.00102,0.0,0.00118,0.0,,,0.00257,0.0,718.74,inferred,3.3,0.63,0.0,0.854,0.0,0.00162
ARTV,"Artvin, Turkey",41.185,41.928,seismic,Stations_USGS,,0.000558,0.0,0.000823,0.0,,,0.002,0.0,900.0,inferred,2.1,0.63,0.0,0.13,0.0,0.000937
KIV,"Kislovodsk, Stavropol'skiy Kray, Russia",43.955,42.686,seismic,Stations_USGS,,0.000138,0.0,0.00014,0.0,,,0.000202,0.0,760.0,inferred,1.9,0.63,0.0,0.0929,0.0,0.000569
BR131,"Keskin Array Site 131, Turkey",39.725,33.639,seismic,Stations_USGS,,7.2e-05,0.0,7.3e-05,0.0,,,8.1e-05,0.0,760.0,inferred,1.5,0.63,0.0,0.0556,0.0,0.000189
TOKA,"Tokat, Turkey",40.323,36.478,seismic,Stations_USGS,,5e-06,0.0,2e-06,0.0,,,1e-06,0.0,760.0,inferred,1.0,0.63,0.0,0.0001,,
2307,"Palu, PALU",38.696,39.932,seismic,Stations_USGS,,,,,,,,,,269.85,inferred,3.6,0.63,,,,
4902,"Malazgirt, MLZ",39.144,42.531,seismic,Stations_USGS,,,,,,,,,,402.01,inferred,5.9,0.63,,,,
UTM:(38S -107 440 10000),,39.583,37.9933,macroseismic,Stations_USGS,,,,,,,,,,731.29,inferred,1.0,0.3,,,,
UTM:(38S 045 444 10000),,40.1541,44.4716,macroseismic,Stations_USGS,,,,,,,,,,418.83,inferred,3.8,0.3,,,,
