STATION_ID,STATION_NAME,LATITUDE,LONGITUDE,STATION_TYPE,REFERENCES,SOIL_TYPE,PGA_VALUE,PGA_LN_SIGMA,SA(0.3)_VALUE,SA(0.3)_LN_SIGMA,SA(0.6)_VALUE,SA(0.6)_LN_SIGMA,SA(1.0)_VALUE,SA(1.0)_LN_SIGMA,VS30,VS30_TYPE,MMI_VALUE,MMI_STDDEV,PGV_LN_SIGMA,PGV_VALUE,SA(3.0)_LN_SIGMA,SA(3.0)_VALUE
ARG2,Prefecture Argostoli Cephalonia Ionian Islands,38.1783,20.4878,seismic,ESM,B (inferred from topography),0.378550537,0.0,1.0025864748299134,0.0,0.5478653088107421,0.0,0.1875468272475065,0.0,,B (inferred from topography),,,,,,
VLMS,VOLIMES,37.87659,20.66284,seismic,ESM,B (inferred from topography),0.1020603789999999,0.0,0.2838008464594607,0.0,0.0866812843334732,0.0,0.0434403023995133,0.0,,B (inferred from topography),,,,,,
VAS2,HealthCenter Vassiliki Lefkas Island,38.630558,20.608081,seismic,ESM,C (inferred from topography),0.083018311,0.0,0.2356164766424597,0.0,0.2415885934960969,0.0,0.2796898923340065,0.0,,C (inferred from topography),,,,,,
MGNA,MEGANISSI,38.65606,20.79116,seismic,ESM,B (inferred from topography),0.029012438,0.0,0.0632118180754109,0.0,0.0202343609526382,0.0,0.0235337719715427,0.0,,B (inferred from topography),,,,,,
MSL1,Prefecture Mesologgi Western Greece,38.3727,21.4243,seismic,ESM,C (inferred from topography),0.025581165,0.0,0.0623120313184673,0.0,0.0418829808731566,0.0,0.0352798857215744,0.0,,C (inferred from topography),,,,,,
KRK1,Prefecture Veterinary Corfu Ionian Islands,39.618861,19.9202,seismic,ESM,B (inferred from topography),0.008186807,0.0,0.0144413770263651,0.0,0.0168201667370528,0.0,0.0046360939598473,0.0,,B (inferred from topography),,,,,,
RIOA,Rio Greece,38.29585,21.79118,seismic,ESM,B (inferred from topography),0.005912766,0.0,0.0113131159549945,0.0,0.0118257734964245,0.0,0.0148025941079569,0.0,,B (inferred from topography),,,,,,
KLV1,Health Center Kalavryta Achaea Peloponnese,38.03256,22.10797,seismic,ESM,B (inferred from topography),0.004709072,0.0,0.0135732808848846,0.0,0.0078966590414332,0.0,0.0077991167934223,0.0,,B (inferred from topography),,,,,,
ART2,Hospital Arta Epirus,39.1474,20.9937,seismic,ESM,A (inferred from topography),0.004140526,0.0,0.0083544988896406,0.0,0.013166369922826,0.0,0.0058957733059999,0.0,,A (inferred from topography),,,,,,
JAN,Ioannina  Greece,39.65616,20.84874,seismic,ESM,B (inferred from topography),0.003846881,0.0,0.006380865155081,0.0,0.0056051876297643,0.0,0.0050166622918705,0.0,,B (inferred from topography),,,,,,
