STATION_NAME,PGA_VALUE,PGA_LN_SIGMA,LATITUDE,LONGITUDE,STATION_ID,STATION_TYPE,REFERENCES
MYG0041103111446,2.7531175273921313,0.0,38.7292,141.0217,MYG004,seismic,Stations_NIED
MYG0121103111446,2.008003752555667,0.0,38.3175,141.0193,MYG012,seismic,Stations_NIED
IBR0031103111446,1.6291343119209951,0.0,36.5914,140.6453,IBR003,seismic,Stations_NIED
MYG0131103111446,1.5470685708167442,0.0,38.2661,140.9286,MYG013,seismic,Stations_NIED
IBR0131103111446,1.381348370748423,0.0,36.1587,140.4892,IBR013,seismic,Stations_NIED
FKS0161103111446,1.3206650589141065,0.0,37.1232,140.191,FKS016,seismic,Stations_NIED
IBR0041103111446,1.3083662616693796,0.0,36.5516,140.4102,IBR004,seismic,Stations_NIED
TCG0141103111446,1.2283848205044556,0.0,36.5428,140.1804,TCG014,seismic,Stations_NIED
TCGH161103111446,1.220292352638263,0.0,36.548,140.0751,TCGH16,seismic,Stations_NIED
TCG0091103111446,1.2092008993897017,0.0,36.7261,139.7159,TCG009,seismic,Stations_NIED
FKS0101103111446,1.137903361494498,0.0,37.2338,141.0018,FKS010,seismic,Stations_NIED
FKS0181103111446,1.0904243549020325,0.0,37.3959,140.3619,FKS018,seismic,Stations_NIED
FKSH101103111446,1.0833516032488175,0.0,37.1616,140.093,FKSH10,seismic,Stations_NIED
CHB0071103111446,1.0566482947795646,0.0,35.7237,140.2246,CHB007,seismic,Stations_NIED
FKS0081103111446,1.0317376474127267,0.0,37.4343,140.567,FKS008,seismic,Stations_NIED
IWT0101103111446,1.0174524429851188,0.0,38.9334,141.1173,IWT010,seismic,Stations_NIED
IBR0051103111446,0.9865111939347296,0.0,36.3851,140.2373,IBR005,seismic,Stations_NIED
MYG0111103111446,0.9391616913013124,0.0,38.302,141.5079,MYG011,seismic,Stations_NIED
MYGH101103111446,0.8879607205314776,0.0,37.9411,140.8924,MYGH10,seismic,Stations_NIED
FKSH191103111446,0.873478710874765,0.0,37.4703,140.7227,FKSH19,seismic,Stations_NIED
TCGH131103111446,0.8560548199436112,0.0,36.7342,140.1781,TCGH13,seismic,Stations_NIED
IBRH111103111446,0.8432849138084885,0.0,36.3701,140.1401,IBRH11,seismic,Stations_NIED
FKS0091103111446,0.80884093956652,0.0,37.2796,140.6344,FKS009,seismic,Stations_NIED
IBR0061103111446,0.8019843677504563,0.0,36.369,140.4528,IBR006,seismic,Stations_NIED
MYG0031103111446,0.7967440461319628,0.0,38.7349,141.3116,MYG003,seismic,Stations_NIED
IBRH151103111446,0.7961475121473707,0.0,36.5566,140.3013,IBRH15,seismic,Stations_NIED
IWTH271103111446,0.7527045423258719,0.0,39.0307,141.532,IWTH27,seismic,Stations_NIED
FKS0051103111446,0.7490437611212812,0.0,37.6389,140.9853,FKS005,seismic,Stations_NIED
IWT0071103111446,0.7108247974588684,0.0,39.2699,141.8567,IWT007,seismic,Stations_NIED
FKS0071103111446,0.7042853573850409,0.0,37.4061,140.9632,FKS007,seismic,Stations_NIED
FKS0171103111446,0.6857336603223334,0.0,37.2844,140.3689,FKS017,seismic,Stations_NIED
FKSH201103111446,0.6734776911585517,0.0,37.4911,140.9871,FKSH20,seismic,Stations_NIED
IBR0191103111446,0.6732349986998629,0.0,36.8808,140.6544,IBR019,seismic,Stations_NIED
MYG0021103111446,0.6710038596258672,0.0,38.7261,141.511,MYG002,seismic,Stations_NIED
IWTH051103111446,0.6676143229339286,0.0,38.8654,141.3512,IWTH05,seismic,Stations_NIED
MYG0071103111446,0.6637383816083995,0.0,38.5877,141.251,MYG007,seismic,Stations_NIED
IBR0181103111446,0.6633651654744496,0.0,35.9766,140.6306,IBR018,seismic,Stations_NIED
FKS0011103111446,0.6312716371033952,0.0,37.7946,140.9192,FKS001,seismic,Stations_NIED
IBRH121103111446,0.6163266762859906,0.0,36.8369,140.3181,IBRH12,seismic,Stations_NIED
TCGH101103111446,0.6121346229344383,0.0,36.8578,140.0225,TCGH10,seismic,Stations_NIED
IBRH181103111446,0.6036138742587948,0.0,36.3631,140.6198,IBRH18,seismic,Stations_NIED
IWT0121103111446,0.6023657416141098,0.0,39.3206,141.1388,IWT012,seismic,Stations_NIED
IBR0021103111446,0.5996655330821442,0.0,36.7126,140.7073,IBR002,seismic,Stations_NIED
IWTH021103111446,0.5984051638429035,0.0,39.825,141.3826,IWTH02,seismic,Stations_NIED
IBRH161103111446,0.5965890492675898,0.0,36.6405,140.3976,IBRH16,seismic,Stations_NIED
FKSH181103111446,0.5890370309942753,0.0,37.4894,140.538,FKSH18,seismic,Stations_NIED
MYG0061103111446,0.582765776284461,0.0,38.5801,140.9654,MYG006,seismic,Stations_NIED
IWT0091103111446,0.5810903825465383,0.0,39.019,141.4053,IWT009,seismic,Stations_NIED
FKS0041103111446,0.5796270897809149,0.0,37.6798,140.7342,FKS004,seismic,Stations_NIED
FKS0021103111446,0.5678646632642145,0.0,37.8453,140.6008,FKS002,seismic,Stations_NIED
IBRH131103111446,0.5672028674419918,0.0,36.7955,140.575,IBRH13,seismic,Stations_NIED
MYGH041103111446,0.5634339963188254,0.0,38.786,141.3254,MYGH04,seismic,Stations_NIED
MYG0091103111446,0.5588146818740354,0.0,38.4466,140.8871,MYG009,seismic,Stations_NIED
IBR0071103111446,0.5566345286106885,0.0,36.3526,140.5954,IBR007,seismic,Stations_NIED
MYGH121103111446,0.5368979213085008,0.0,38.6416,141.4428,MYGH12,seismic,Stations_NIED
FKS0061103111446,0.5357976475146975,0.0,37.5022,140.7593,FKS006,seismic,Stations_NIED
AKTH041103111446,0.5336266716972675,0.0,39.174,140.7129,AKTH04,seismic,Stations_NIED
IWTH261103111446,0.5313496453936878,0.0,38.969,141.0013,IWTH26,seismic,Stations_NIED
IBR0161103111446,0.5269189784482987,0.0,35.9114,140.0494,IBR016,seismic,Stations_NIED
IBR0141103111446,0.5060158157984641,0.0,36.0729,140.1948,IBR014,seismic,Stations_NIED
MYG0141103111446,0.5052704032467772,0.0,38.3173,140.6362,MYG014,seismic,Stations_NIED
FKSH111103111446,0.5019909959058403,0.0,37.2006,140.3386,FKSH11,seismic,Stations_NIED
MYGH051103111446,0.4973155970693364,0.0,38.5793,140.7804,MYGH05,seismic,Stations_NIED
IWTH231103111446,0.49596855195199263,0.0,39.2741,141.8233,IWTH23,seismic,Stations_NIED
CHB0031103111446,0.4820443270637789,0.0,35.7926,140.0577,CHB003,seismic,Stations_NIED
IBRH171103111446,0.48154466611941976,0.0,36.0864,140.314,IBRH17,seismic,Stations_NIED
TCGH121103111446,0.47536416615256055,0.0,36.6959,139.9842,TCGH12,seismic,Stations_NIED
TCGH111103111446,0.47066429412694527,0.0,36.7084,139.7694,TCGH11,seismic,Stations_NIED
MYG0101103111446,0.4672298899216356,0.0,38.4282,141.2809,MYG010,seismic,Stations_NIED
MYGH031103111446,0.46251472215282563,0.0,38.9207,141.6377,MYGH03,seismic,Stations_NIED
FKS0311103111446,0.46036108151101623,0.0,37.3363,140.8087,FKS031,seismic,Stations_NIED
FKS0231103111446,0.45966563505376534,0.0,37.4775,139.9309,FKS023,seismic,Stations_NIED
IWT0131103111446,0.4470242131614779,0.0,39.3367,141.5378,IWT013,seismic,Stations_NIED
