# 20090930_M7.6_Padang median gmf, Stations:All, gmlt:USGS, Rupture:SCARDEC
custom_site_id,lon,lat,AbrahamsonEtAl2015SSlab,AtkinsonBoore2003SSlab,AtkinsonBoore2003SSlabCascadia,ZhaoEtAl2016SSlab
m_0,100.37191999999999,-0.94774,0.4703007,0.46958968,0.47022483,0.47146335
m_1,100.32592,-0.8192,0.47578612,0.46703237,0.459233,0.48784894
m_10,100.36379999999997,-0.92165,0.47216398,0.4730104,0.47298375,0.47346467
m_100,100.37268,-0.94786,0.46971342,0.468972,0.46953523,0.47061136
m_1000,100.35564,-0.96029,0.46997988,0.4641782,0.46228334,0.48569834
m_1001,100.35935,-0.95935,0.45830068,0.4639631,0.4621544,0.44233826
m_1002,100.35199999999998,-0.89053,0.47391298,0.4753322,0.47531402,0.47557533
m_1003,100.46239000000003,-0.94767,0.24625318,0.24664688,0.24643159,0.24808684
m_1004,100.37,-0.31,0.2188625,0.26638937,0.266904,0.25142407
m_1005,100.34578999999997,-0.89715,0.47678325,0.4767511,0.47671416,0.4763967
m_1006,100.36036999999999,-0.9592,0.46058768,0.46398577,0.46220705,0.4509278
m_1007,100.36658,-0.95921,0.4641409,0.46500984,0.4634446,0.4627464
m_1008,100.36511999999999,-0.91093,0.4732011,0.47341618,0.47338906,0.47448602
m_1009,100.35960999999998,-0.90013,0.4761692,0.4762374,0.47622144,0.47630113
m_101,100.36059999999998,-0.95965,0.46160445,0.46467817,0.46342123,0.45266527
m_1010,100.36025000000001,-0.9591,0.46016306,0.4637883,0.46186203,0.44992977
m_1011,100.36385999999999,-0.93464,0.4700677,0.47038245,0.47028065,0.47055244
m_1012,100.38644,-0.95402,0.44122556,0.43788034,0.438692,0.4354605
m_1013,100.37508000000003,-0.92245,0.45074052,0.44309974,0.44302303,0.44487458
m_1014,100.36111,-0.89347,0.47366634,0.47338182,0.473383,0.47348
m_1015,100.20901000000003,-0.5435,0.5156206,0.514739,0.5127135,0.5161709
m_1016,100.36131,-0.96369,0.4629467,0.46749863,0.46795768,0.45010963
m_1017,100.36768999999998,-0.95918,0.46341613,0.46496895,0.46296945,0.46073472
m_1018,100.35854999999998,-0.95942,0.45530835,0.46373552,0.4617464,0.43210712
m_1019,100.37554,-0.93499,0.45558175,0.45152357,0.45131022,0.4531548
m_102,100.46296999999998,-0.95078,0.2476166,0.24750209,0.24739823,0.25029162
m_1020,100.36203,-0.9634,0.46428782,0.46735284,0.46777448,0.45565018
m_1021,100.39677,-0.95521,0.2824386,0.2896152,0.29082924,0.28676856
m_1022,100.35242,-0.91936,0.47303078,0.47303247,0.47300175,0.47250837
m_1023,100.35161,-0.94433,0.46616945,0.4688857,0.46978614,0.4611647
m_1024,100.38458000000003,-0.93898,0.36861637,0.36900014,0.36861724,0.36293972
m_1025,100.36383999999998,-0.96162,0.46611094,0.46658763,0.46661153,0.4648654
m_1026,100.28370999999999,-0.59648,0.5086353,0.50860256,0.5095166,0.49313572
m_1027,100.34305999999998,-0.87924,0.47624758,0.4769005,0.4771702,0.475186
m_1028,100.35976,-0.96539,0.45933965,0.46843103,0.4689868,0.43374535
m_1029,100.37975,-0.9586,0.47162682,0.45455003,0.44577006,0.5151801
m_103,100.44659000000001,-1.0763,0.44587377,0.44422174,0.44394857,0.446991
m_1030,100.46247,-0.94967,0.24699293,0.24711566,0.24699481,0.24898571
m_1031,100.38457,-0.95623,0.45726678,0.4560392,0.4586609,0.4499052
