# 20090930_M7.6_Padang median gmf, Stations:None, gmlt:USGS, Rupture:SCARDEC
custom_site_id,lon,lat,AbrahamsonEtAl2015SSlab,AtkinsonBoore2003SSlab,AtkinsonBoore2003SSlabCascadia,ZhaoEtAl2016SSlab
t_0,97.98054000000002,2.69259,0.026761943,0.0119306035,0.0074781193,0.016556632
t_1,97.80087000000003,2.69259,0.024188079,0.011122187,0.0069714026,0.015714446
t_10,97.71104000000003,2.78232,0.026478412,0.009968378,0.0062481933,0.014533672
t_100,99.05851999999999,2.60285,0.021540467,0.011311433,0.007090023,0.020824349
t_1000,99.59751,0.98673,0.091000736,0.1181106,0.0740319,0.11412225
t_1001,99.50767000000002,0.98673,0.1026501,0.12659869,0.07935224,0.110027514
t_1002,99.32801,0.98673,0.080006406,0.10232639,0.06413833,0.08081301
t_1003,99.23818,1.07655,0.074990675,0.08805403,0.055192396,0.09039105
t_1004,98.96868,1.07655,0.0854763,0.085877955,0.05382843,0.074091725
t_1005,99.50767000000002,1.07655,0.082258485,0.10156407,0.06366051,0.10119117
t_1006,99.14835,1.07655,0.09602739,0.09425136,0.05907689,0.07969587
t_1007,99.32801,1.07655,0.067578875,0.05961964,0.037369676,0.074488744
t_1008,99.05851999999999,1.07655,0.07582474,0.0801679,0.050249353,0.083963126
t_1009,99.41784000000001,1.07655,0.07712915,0.09687503,0.06072141,0.07737305
t_101,99.23818,2.60285,0.027763516,0.018530248,0.011614786,0.027388552
t_1010,99.59751,1.07655,0.07526072,0.10600268,0.06644263,0.08311741
t_1011,102.29245000000003,0.26813,0.05844977,0.05922101,0.037119817,0.05552227
t_1012,102.11279000000002,0.26813,0.062407907,0.07205651,0.04516512,0.06462229
t_1013,102.38227999999998,0.26813,0.057512175,0.053767204,0.03370136,0.05154347
t_1014,102.20262000000002,0.26813,0.0634042,0.06529264,0.04092552,0.059869066
t_1015,101.93313,0.26813,0.07086599,0.08799955,0.055158246,0.07552027
t_1016,102.47210999999999,0.35796,0.05328076,0.04728767,0.02963998,0.04670984
t_1017,101.93313,0.35796,0.069386244,0.08410727,0.05271856,0.07289474
t_1018,102.02296000000001,0.35796,0.0666451,0.07626677,0.04780412,0.06753901
t_1019,102.11279000000002,0.35796,0.066478245,0.0692037,0.04337698,0.06262815
t_102,99.14835,2.69259,0.029591748,0.016590985,0.010399253,0.025210025
t_1020,102.56195000000002,0.35796,0.05194101,0.043085143,0.02700583,0.043502957
t_1021,102.20262000000002,0.35796,0.06323047,0.06284166,0.039389245,0.05812411
t_1022,102.38227999999998,0.35796,0.057913072,0.051944997,0.0325592,0.05034798
t_1023,102.29245000000003,0.35796,0.05869735,0.05711021,0.03579676,0.05399125
t_1024,102.20262000000002,0.44779,0.06277339,0.060278237,0.037782487,0.056450274
t_1025,102.29245000000003,0.44779,0.051831838,0.054894775,0.034408126,0.057220258
t_1026,102.47210999999999,0.44779,0.054167103,0.04562237,0.028596168,0.045586046
t_1027,101.93313,0.44779,0.066330284,0.08008737,0.05019888,0.070160516
t_1028,102.02296000000001,0.44779,0.07080166,0.07281349,0.0456396,0.06533135
t_1029,102.38227999999998,0.44779,0.05709911,0.050026264,0.031356536,0.048916046
t_103,99.41784000000001,2.69259,0.03303642,0.019998856,0.012535312,0.024352415
t_1030,102.56195000000002,0.44779,0.049264483,0.041636772,0.026097989,0.042382933
t_1031,102.11279000000002,0.44779,0.060872924,0.06623144,0.04151396,0.06053412
t_1032,101.93313,0.53761,0.07178493,0.0760007,0.047637347,0.06754167
t_1033,102.47210999999999,0.53761,0.054023486,0.04388943,0.02750996,0.044257753
t_1034,102.38227999999998,0.53761,0.054707997,0.048035864,0.03010895,0.047274515
t_1035,102.56195000000002,0.53761,0.04901925,0.040125184,0.025150524,0.041205294
t_1036,102.11279000000002,0.53761,0.061892703,0.06318223,0.03960271,0.058367338
t_1037,102.29245000000003,0.53761,0.056098837,0.05260441,0.032972522,0.050685067
t_1038,102.20262000000002,0.53761,0.06239179,0.057637878,0.036127508,0.054536015
t_1039,102.02296000000001,0.53761,0.06547347,0.0692862,0.04342869,0.06268603
t_104,99.05851999999999,2.69259,0.024870776,0.01613181,0.010111442,0.024685675
t_1040,101.93313,0.62744,0.06385702,0.07190007,0.04506707,0.064513326
t_1041,102.47210999999999,0.62744,0.049389035,0.04210821,0.026393488,0.042748377
t_1042,102.02296000000001,0.62744,0.059072405,0.065729715,0.04119948,0.060178917
t_1043,102.38227999999998,0.62744,0.052828874,0.0459967,0.028830798,0.04573121
t_1044,102.20262000000002,0.62744,0.058891382,0.05495267,0.034444414,0.052414827
t_1045,102.11279000000002,0.62744,0.062275596,0.060094006,0.03766701,0.056317247
t_1046,102.56195000000002,0.62744,0.047072414,0.03856676,0.024173701,0.039981328
t_1047,102.29245000000003,0.62744,0.055449523,0.050266214,0.031506937,0.048947338
t_1048,102.47210999999999,0.71727,0.04912571,0.040297385,0.02525846,0.041339915
t_1049,102.38227999999998,0.71727,0.051486142,0.043930627,0.027535781,0.04415314
t_105,99.23818,2.69259,0.029863141,0.017028486,0.01067348,0.02570647
t_1050,102.02296000000001,0.71727,0.060073122,0.06218454,0.03897736,0.057654087
t_1051,102.11279000000002,0.71727,0.05798872,0.057001613,0.035728697,0.05391219
t_1052,102.20262000000002,0.71727,0.055567898,0.052252483,0.032751933,0.050424524
t_1053,102.29245000000003,0.71727,0.055122133,0.047905758,0.030027399,0.047320466
t_1054,102.56195000000002,0.71727,0.04748362,0.03697745,0.02317752,0.03884398
t_1055,101.93313,0.71727,0.06463666,0.067832395,0.042517446,0.061664183
t_1056,102.47210999999999,0.80709,0.04113847,0.038474113,0.024115631,0.043597996
t_1057,102.11279000000002,0.80709,0.052488588,0.053935423,0.0338068,0.051667348
t_1058,102.29245000000003,0.80709,0.05077362,0.045545995,0.028548295,0.045388225
t_1059,102.02296000000001,0.80709,0.058842055,0.058685392,0.03678409,0.055134792
t_106,99.50767000000002,2.69259,0.032021113,0.020392613,0.01278212,0.026993532
t_1060,101.93313,0.80709,0.059168134,0.06383709,0.04001318,0.058834333
t_1061,102.38227999999998,0.80709,0.04752904,0.041857515,0.02623635,0.042554155
t_1062,102.56195000000002,0.80709,0.041924,0.03537207,0.022171265,0.037438624
t_1063,102.20262000000002,0.80709,0.05263374,0.04956376,0.03106664,0.04842213
t_1064,102.29245000000003,0.89691,0.046056405,0.043206546,0.027081925,0.04359648
t_1065,102.02296000000001,0.89691,0.053031947,0.05526043,0.034637317,0.05264043
t_1066,102.11279000000002,0.89691,0.054006062,0.050920572,0.03191709,0.049435258
t_1067,102.56195000000002,0.89691,0.044456147,0.03376374,0.021163162,0.03614
t_1068,102.38227999999998,0.89691,0.033221353,0.035466947,0.022230735,0.044732563
t_1069,102.47210999999999,0.89691,0.04279761,0.03665345,0.022974435,0.038464162
t_107,99.32801,2.69259,0.030578718,0.019568773,0.012265736,0.026171485
t_1070,102.20262000000002,0.89691,0.050491516,0.046908792,0.029402498,0.0464232
t_1071,101.93313,0.89691,0.060366042,0.059945386,0.037573855,0.056045216
t_1072,102.56195000000002,0.98673,0.04100907,0.032164335,0.020160653,0.034835193
t_1073,102.38227999999998,0.98673,0.043845065,0.03775698,0.02366613,0.039341215
t_1074,102.02296000000001,0.98673,0.049046,0.0519327,0.032551493,0.05483205
t_1075,102.20262000000002,0.98673,0.048392892,0.044306587,0.027771432,0.044441417
t_1076,102.11279000000002,0.98673,0.048301496,0.047978114,0.030072752,0.047230996
t_1077,101.93313,0.98673,0.057236634,0.056182165,0.035215065,0.05331463
t_1078,102.29245000000003,0.98673,0.033753823,0.036456138,0.022850761,0.045680083
t_1079,102.47210999999999,0.98673,0.030668711,0.031059062,0.019467866,0.04043929
t_108,98.96868,2.69259,0.020689461,0.010107409,0.0063353386,0.01914055
t_1080,102.38227999999998,1.07655,0.043907393,0.03575766,0.022412954,0.037748054
t_1081,100.13648999999998,0.26813,0.15015881,0.23940295,0.15005812,0.23709774
t_1082,99.95682999999997,0.26813,0.17702694,0.30968645,0.21276169,0.284934
t_1083,100.31615999999997,0.26813,0.14632936,0.23583819,0.14782372,0.2339467
t_1084,100.22633000000002,0.26813,0.17056157,0.31994554,0.22070882,0.2959687
t_1085,99.77717000000001,0.26813,0.16750032,0.28792992,0.1961741,0.20970854
t_1086,99.59751,0.35796,0.16277362,0.24081266,0.16135418,0.21680434
t_1087,99.95682999999997,0.35796,0.17667472,0.28203648,0.19173953,0.2564449
t_1088,99.68734,0.35796,0.16399376,0.25169337,0.16927166,0.22697972
t_1089,100.22633000000002,0.35796,0.13332227,0.21111766,0.13232885,0.21212484
t_109,98.87885,2.69259,0.023441711,0.015162773,0.009504049,0.023567377
t_1090,100.04665999999997,0.35796,0.14234352,0.20834279,0.13058956,0.2096771
t_1091,99.86700000000002,0.35796,0.16695134,0.2735962,0.18542984,0.24807526
t_1092,99.77717000000001,0.35796,0.16299921,0.26295936,0.17754498,0.23772289
t_1093,100.31615999999997,0.35796,0.13010892,0.20828061,0.1305506,0.20962225
t_1094,100.13648999999998,0.35796,0.15272279,0.2908817,0.19840433,0.21214357
t_1095,99.59751,0.44779,0.15142857,0.21889389,0.1442353,0.19684422
t_1096,99.95682999999997,0.44779,0.15691052,0.2556689,0.17218222,0.2307458
t_1097,99.86700000000002,0.44779,0.14904544,0.24845804,0.1669101,0.22393425
t_1098,100.22633000000002,0.44779,0.13501273,0.26318705,0.17771299,0.1899111
t_1099,100.04665999999997,0.44779,0.17066954,0.28579485,0.19657454,0.21473357
t_11,97.53138000000001,2.87204,0.015693678,0.007680027,0.004813852,0.0142012695
t_110,99.50767000000002,2.78232,0.028616363,0.016674405,0.010451541,0.025304917
t_1100,100.31615999999997,0.44779,0.1570319,0.28573656,0.19652948,0.23545825
t_1101,99.77717000000001,0.44779,0.13402824,0.16541146,0.10368014,0.17174914
t_1102,99.68734,0.44779,0.13818243,0.22898787,0.1522242,0.16410866
t_1103,100.13648999999998,0.44779,0.12488345,0.18595994,0.11655996,0.1899261
t_1104,99.59751,0.53761,0.113950305,0.13257153,0.083096035,0.1424698
t_1105,100.31615999999997,0.53761,0.12885407,0.23515433,0.15718211,0.21158561
t_1106,100.22633000000002,0.53761,0.14111048,0.23733965,0.1588416,0.21359546
t_1107,99.86700000000002,0.53761,0.12807901,0.22485204,0.14893214,0.16109335
t_1108,99.95682999999997,0.53761,0.12390067,0.15844105,0.09931108,0.16556421
t_1109,100.04665999999997,0.53761,0.15915929,0.2594714,0.1764049,0.1931097
t_111,99.32801,2.78232,0.032294776,0.017980168,0.011269996,0.022486363
t_1110,99.77717000000001,0.53761,0.116990685,0.14711632,0.09221273,0.15548569
t_1111,100.13648999999998,0.53761,0.12807049,0.23735593,0.15885335,0.17027444
t_1112,99.68734,0.53761,0.115825444,0.13985531,0.08766152,0.14899951
t_1113,99.86700000000002,0.62744,0.12270123,0.20298097,0.1319461,0.14547002
t_1114,100.31615999999997,0.62744,0.11840478,0.21168298,0.13862136,0.19041966
t_1115,99.77717000000001,0.62744,0.111815095,0.13078251,0.08197467,0.14086197
t_1116,100.04665999999997,0.62744,0.11037138,0.14282307,0.089521706,0.15165316
t_1117,100.13648999999998,0.62744,0.118224114,0.21353747,0.14005789,0.15294608
t_1118,100.22633000000002,0.62744,0.13820808,0.23673499,0.1571356,0.19205351
t_1119,99.95682999999997,0.62744,0.12697607,0.20815691,0.13590361,0.18730155
t_112,98.87885,2.78232,0.02585882,0.013999311,0.008774789,0.022202052
t_1120,99.68734,0.62744,0.108728565,0.1248133,0.07823316,0.13548462
t_1121,99.95682999999997,0.71727,0.09777617,0.12379165,0.07759279,0.13456218
t_1122,99.68734,0.71727,0.13183035,0.19109757,0.12131603,0.15506054
t_1123,99.77717000000001,0.71727,0.09774027,0.11628349,0.07288666,0.12776232
t_1124,100.31615999999997,0.71727,0.12187814,0.19026259,0.12237809,0.17169604
t_1125,100.22633000000002,0.71727,0.11988722,0.19180948,0.123530194,0.1730315
t_1126,99.86700000000002,0.71727,0.11252297,0.18293022,0.116959564,0.13156526
t_1127,100.04665999999997,0.71727,0.10202785,0.12608506,0.0790303,0.136632
t_1128,100.13648999999998,0.71727,0.1253554,0.19182098,0.12353878,0.17304145
t_1129,99.68734,0.80709,0.09981924,0.15397583,0.09651227,0.1123256
t_113,98.96868,2.78232,0.024569884,0.014437928,0.009049714,0.02271982
t_1130,99.95682999999997,0.80709,0.1001466,0.16837204,0.1064033,0.12167847
t_1131,99.77717000000001,0.80709,0.11499053,0.15998663,0.1004402,0.14599626
t_1132,100.04665999999997,0.80709,0.10429854,0.17089501,0.10821397,0.1551674
t_1133,99.86700000000002,0.80709,0.10540652,0.16469452,0.10377781,0.14994347
t_1134,100.31615999999997,0.80709,0.10636101,0.17086639,0.108193375,0.1551432
t_1135,100.22633000000002,0.80709,0.10771489,0.17216508,0.1091284,0.1562412
t_1136,100.13648999999998,0.80709,0.107826985,0.17217475,0.10913536,0.15624936
t_1137,99.95682999999997,0.89691,0.094438106,0.15052824,0.09435132,0.11026878
t_1138,99.86700000000002,0.89691,0.08253834,0.094973184,0.05952933,0.10821584
t_1139,99.68734,0.89691,0.08175076,0.08879937,0.055659577,0.102466285
t_114,99.05851999999999,2.78232,0.025813581,0.014862925,0.0093161035,0.023217956
t_1140,100.04665999999997,0.89691,0.113692954,0.17154333,0.10752361,0.14051887
t_1141,100.31615999999997,0.89691,0.11590217,0.17151326,0.10750476,0.12844
t_1142,100.22633000000002,0.89691,0.12093407,0.17287812,0.10836025,0.12926777
t_1143,99.77717000000001,0.89691,0.08291618,0.09214469,0.057756428,0.10558741
t_1144,100.13648999999998,0.89691,0.11670872,0.17288826,0.10836662,0.12927394
t_1145,99.95682999999997,0.98673,0.108332224,0.15001968,0.09403255,0.11528336
t_1146,99.86700000000002,0.98673,0.08971516,0.13088056,0.08203613,0.12392195
t_1147,99.68734,0.98673,0.078082584,0.07939213,0.0497631,0.09360865
t_1148,100.31615999999997,0.98673,0.11201258,0.15216836,0.09537935,0.116609596
t_1149,100.13648999999998,0.98673,0.11468731,0.15329513,0.096085615,0.117304035
t_115,99.41784000000001,2.78232,0.034336206,0.01836087,0.011508619,0.022841886
t_1150,100.22633000000002,0.98673,0.10907337,0.15328681,0.0960804,0.117298916
t_1151,102.65178000000003,0.26813,0.04851288,0.040480062,0.025372963,0.041482598
t_1152,103.19076999999999,0.26813,0.035826072,0.023548465,0.014760212,0.02753163
t_1153,102.74160999999998,0.26813,0.04652186,0.036898583,0.023128085,0.03865947
t_1154,103.10093999999998,0.26813,0.037870623,0.025715042,0.016118227,0.02941768
t_1155,102.92126999999999,0.26813,0.036119852,0.030746585,0.019272003,0.03677789
t_1156,103.28059999999999,0.26813,0.035078574,0.021582877,0.013528179,0.025785984
t_1157,102.83143999999999,0.26813,0.043087125,0.033666477,0.021102197,0.03606104
t_1158,103.0111,0.26813,0.042540707,0.028105939,0.017616844,0.03155876
t_1159,102.65178000000003,0.35796,0.04737592,0.039291065,0.024627697,0.040551465
t_116,99.14835,2.78232,0.027449662,0.015271134,0.009571969,0.023693247
t_1160,103.19076999999999,0.35796,0.03802348,0.023011422,0.014423593,0.02714578
t_1161,103.10093999999998,0.35796,0.03510101,0.025105031,0.01573587,0.02889043
t_1162,102.92126999999999,0.35796,0.03609679,0.029954894,0.01877577,0.036059324
t_1163,103.0111,0.35796,0.026928885,0.024430696,0.015313196,0.033721797
t_1164,102.74160999999998,0.35796,0.04454359,0.035862576,0.022478716,0.037832122
t_1165,102.83143999999999,0.35796,0.043811377,0.032761794,0.020535141,0.035324223
t_1166,103.28059999999999,0.35796,0.035736963,0.021109186,0.013231269,0.025442366
t_1167,102.65178000000003,0.44779,0.045682274,0.038028706,0.023836449,0.039556332
t_1168,103.19076999999999,0.44779,0.034134842,0.02243453,0.014061997,0.026546638
t_1169,102.83143999999999,0.44779,0.039989527,0.03179696,0.019930381,0.034533504
t_117,99.23818,2.78232,0.03309714,0.017570226,0.011013043,0.022101544
t_1170,103.10093999999998,0.44779,0.025132021,0.021791808,0.013659138,0.03093811
t_1171,102.74160999999998,0.44779,0.046123073,0.034760073,0.021787666,0.037062783
t_1172,102.92126999999999,0.44779,0.04053483,0.029108867,0.018245481,0.032301977
t_1173,103.0111,0.44779,0.0366453,0.026668416,0.016715802,0.0302361
t_1174,102.65178000000003,0.53761,0.04513189,0.036707707,0.023008443,0.038507413
t_1175,102.83143999999999,0.53761,0.04309325,0.030782452,0.019294485,0.033803858
t_1176,102.74160999999998,0.53761,0.04351172,0.033603482,0.021062711,0.036009874
t_1177,102.92126999999999,0.53761,0.03951001,0.028217377,0.017686693,0.031551976
t_1178,103.0111,0.53761,0.03806488,0.025883636,0.016223902,0.0295629
t_1179,103.10093999999998,0.53761,0.024665019,0.021175034,0.0132725425,0.030276751
t_118,98.96868,2.87204,0.025112668,0.0133228805,0.008350802,0.021395886
t_1180,102.65178000000003,0.62744,0.04515564,0.035341933,0.022152375,0.03741441
t_1181,102.74160999999998,0.62744,0.04341571,0.032404557,0.020311225,0.035032056
t_1182,103.0111,0.62744,0.02539759,0.022338832,0.014002013,0.031521123
t_1183,102.92126999999999,0.62744,0.040508293,0.027288912,0.01710473,0.030864073
t_1184,102.83143999999999,0.62744,0.040607512,0.029728252,0.018633712,0.032820057
t_1185,102.65178000000003,0.71727,0.040582575,0.033945024,0.021276789,0.036287032
t_1186,102.92126999999999,0.71727,0.026094757,0.023468437,0.01471005,0.032714974
t_1187,102.74160999999998,0.71727,0.043538827,0.031174963,0.019540513,0.034129385
t_1188,102.83143999999999,0.71727,0.038709924,0.028644342,0.017954314,0.031911824
t_1189,102.65178000000003,0.80709,0.041238558,0.032529745,0.020389693,0.03513452
t_119,99.41784000000001,2.87204,0.029287014,0.016870327,0.010574346,0.02341949
t_1190,102.74160999999998,0.80709,0.04026798,0.029925708,0.018757477,0.03298471
