STATION_ID,STATION_NAME,LONGITUDE,LATITUDE,STATION_TYPE,PGA_VALUE,PGA_LN_SIGMA,SOIL_TYPE,VS30,VS30_TYPE,VS30_USGS
905,,27.26501,37.85997,seismic,0.179314,0,B,369,B,452
3519,,27.1112,38.4525,seismic,0.150089,0,D,131,D,600
3528,,26.37256,38.30393,seismic,0.149308,0,B,532,B,407
3521,,27.07636,38.46792,seismic,0.110844,0,D,145,D,600
3513,,27.1671,38.4584,seismic,0.106281,0,C,196,C,600
3518,,27.1435,38.4312,seismic,0.106103,0,C,298,C,258
3534,,26.75856,38.66241,seismic,0.092481,0,C,328,C,575
3526,,26.97953,38.57823,seismic,0.088771,0,C,205,C,213
3538,,27.123347,38.318703,seismic,0.085484,0,unknown,554,unknown,554
3527,,26.51277,38.63903,seismic,0.080928,0,C,207,C,448
3523,,26.7706,38.3282,seismic,0.08032,0,B,414,B,410
4822,,27.646,37.4417,seismic,0.080063,0,unknown,625,unknown,625
3536,,26.83839,38.19681,seismic,0.079139,0,A,1141,A,374
3522,,27.1987,38.4357,seismic,0.073721,0,C,249,C,317
3533,,27.13017,38.25717,seismic,0.073635,0,B,415,B,308
921,,27.592227,37.874702,seismic,0.07085,0,unknown,323,unknown,323
3524,,27.1073,38.4969,seismic,0.068335,0,B,459,B,771
911,,27.39092,37.76209,seismic,0.066658,0,C,307,C,464
922,,27.708207,37.85366,seismic,0.060052,0,unknown,271,unknown,271
3520,,27.2111,38.478,seismic,0.058549,0,A,875,A,614
3512,,27.1516,38.4009,seismic,0.057541,0,B,468,B,423
3514,,27.1581,38.4762,seismic,0.056024,0,A,836,A,696
3503,,26.88834,39.0739,seismic,0.055599,0,C,193,C,434
3516,,26.8907,38.3706,seismic,0.048356,0,B,460,B,459
3506,,27.08211,38.39443,seismic,0.043879,0,B,771,B,426
3511,,27.2563,38.4213,seismic,0.041289,0,A,827,A,536
3517,,27.1936,38.3756,seismic,0.040099,0,B,695,B,461
4501,,27.38138,38.61259,seismic,0.040003,0,unknown,340,unknown,468
4508,,27.55679,38.73237,seismic,0.039358,0,C,229,C,226
918,,27.2643,37.3697,seismic,0.038193,0,B,630,B,295
3539,,27.721053,38.102293,seismic,0.037626,0,unknown,332,unknown,332
4507,,27.7061,38.50748,seismic,0.033674,0,C,341,C,336
1026,,26.83862,39.38445,seismic,0.031064,0,unknown,273,unknown,273
920,,27.3749,37.5604,seismic,0.030692,0,A,894,A,328
4502,,27.82326,38.91121,seismic,0.029004,0,unknown,292,unknown,254
4806,,27.78054,37.30253,seismic,0.026045,0,unknown,323,unknown,454
4823,,27.64403,37.4418,seismic,0.025772,0,unknown,575,unknown,575
4814,,27.6567,37.3991,seismic,0.025334,0,B,694,B,527
