calc_id,description,cal_time,gmpe,imt,nominal_bias,abs_nominal_bias,max_gmv,Rupture,GMLT,Recording_Stations
1042,"Median gmf - DRAFT_20111023_M7.1_Van (Rupture:USGS, GMPEs:USGS, Recording Stations:all)",889,ZhaoEtAl2016Asc,PGA,-0.231,0.231,0.5594151,USGS,USGS,all
1046,"Median gmf - DRAFT_20111023_M7.1_Van (Rupture:AFAD, GMPEs:USGS, Recording Stations:all)",1001,ZhaoEtAl2016Asc,PGA,-0.336,0.336,0.31129253,AFAD,USGS,all
1044,"Median gmf - DRAFT_20111023_M7.1_Van (Rupture:ESM, GMPEs:USGS, Recording Stations:all)",1063,ZhaoEtAl2016Asc,PGA,-0.34,0.34,0.6355118,ESM,USGS,all
1038,"Median gmf - DRAFT_20111023_M7.1_Van (Rupture:EFEHR, GMPEs:USGS, Recording Stations:all)",1296,ZhaoEtAl2016Asc,PGA,-0.361,0.361,0.43103224,EFEHR,USGS,all
1040,"Median gmf - DRAFT_20111023_M7.1_Van (Rupture:GCMT, GMPEs:USGS, Recording Stations:all)",1457,ZhaoEtAl2016Asc,PGA,-0.376,0.376,0.4682363,GCMT,USGS,all
1046,"Median gmf - DRAFT_20111023_M7.1_Van (Rupture:AFAD, GMPEs:USGS, Recording Stations:all)",1001,AkkarEtAlRjb2014,PGA,-0.549,0.549,0.365312,AFAD,USGS,all
1042,"Median gmf - DRAFT_20111023_M7.1_Van (Rupture:USGS, GMPEs:USGS, Recording Stations:all)",889,AkkarEtAlRjb2014,PGA,-0.588,0.588,0.34385368,USGS,USGS,all
1038,"Median gmf - DRAFT_20111023_M7.1_Van (Rupture:EFEHR, GMPEs:USGS, Recording Stations:all)",1296,AkkarEtAlRjb2014,PGA,-0.649,0.649,0.33040974,EFEHR,USGS,all
1040,"Median gmf - DRAFT_20111023_M7.1_Van (Rupture:GCMT, GMPEs:USGS, Recording Stations:all)",1457,AkkarEtAlRjb2014,PGA,-0.651,0.651,0.33462387,GCMT,USGS,all
1044,"Median gmf - DRAFT_20111023_M7.1_Van (Rupture:ESM, GMPEs:USGS, Recording Stations:all)",1063,AkkarEtAlRjb2014,PGA,-0.661,0.661,0.3189214,ESM,USGS,all
1046,"Median gmf - DRAFT_20111023_M7.1_Van (Rupture:AFAD, GMPEs:USGS, Recording Stations:all)",1001,CauzziEtAl2014,PGA,-0.902,0.902,0.1754936,AFAD,USGS,all
1042,"Median gmf - DRAFT_20111023_M7.1_Van (Rupture:USGS, GMPEs:USGS, Recording Stations:all)",889,CauzziEtAl2014,PGA,-0.964,0.964,0.22116488,USGS,USGS,all
1041,"Median gmf - DRAFT_20111023_M7.1_Van (Rupture:USGS, GMPEs:USGS, Recording Stations:seismic)",907,ZhaoEtAl2016Asc,PGA,-0.999,0.999,0.26243076,USGS,USGS,seismic
1038,"Median gmf - DRAFT_20111023_M7.1_Van (Rupture:EFEHR, GMPEs:USGS, Recording Stations:all)",1296,CauzziEtAl2014,PGA,-1.027,1.027,0.19284384,EFEHR,USGS,all
1040,"Median gmf - DRAFT_20111023_M7.1_Van (Rupture:GCMT, GMPEs:USGS, Recording Stations:all)",1457,CauzziEtAl2014,PGA,-1.035,1.035,0.20477879,GCMT,USGS,all
1044,"Median gmf - DRAFT_20111023_M7.1_Van (Rupture:ESM, GMPEs:USGS, Recording Stations:all)",1063,CauzziEtAl2014,PGA,-1.045,1.045,0.3178695,ESM,USGS,all
1045,"Median gmf - DRAFT_20111023_M7.1_Van (Rupture:AFAD, GMPEs:USGS, Recording Stations:seismic)",1049,ZhaoEtAl2016Asc,PGA,-1.113,1.113,0.14554383,AFAD,USGS,seismic
1043,"Median gmf - DRAFT_20111023_M7.1_Van (Rupture:ESM, GMPEs:USGS, Recording Stations:seismic)",1029,ZhaoEtAl2016Asc,PGA,-1.121,1.121,0.29603687,ESM,USGS,seismic
1037,"Median gmf - DRAFT_20111023_M7.1_Van (Rupture:EFEHR, GMPEs:USGS, Recording Stations:seismic)",936,ZhaoEtAl2016Asc,PGA,-1.132,1.132,0.20515905,EFEHR,USGS,seismic
1039,"Median gmf - DRAFT_20111023_M7.1_Van (Rupture:GCMT, GMPEs:USGS, Recording Stations:seismic)",1432,ZhaoEtAl2016Asc,PGA,-1.157,1.157,0.21605007,GCMT,USGS,seismic
1045,"Median gmf - DRAFT_20111023_M7.1_Van (Rupture:AFAD, GMPEs:USGS, Recording Stations:seismic)",1049,AkkarEtAlRjb2014,PGA,-1.244,1.244,0.19661981,AFAD,USGS,seismic
1041,"Median gmf - DRAFT_20111023_M7.1_Van (Rupture:USGS, GMPEs:USGS, Recording Stations:seismic)",907,AkkarEtAlRjb2014,PGA,-1.271,1.271,0.18368152,USGS,USGS,seismic
1037,"Median gmf - DRAFT_20111023_M7.1_Van (Rupture:EFEHR, GMPEs:USGS, Recording Stations:seismic)",936,AkkarEtAlRjb2014,PGA,-1.343,1.343,0.18576844,EFEHR,USGS,seismic
1039,"Median gmf - DRAFT_20111023_M7.1_Van (Rupture:GCMT, GMPEs:USGS, Recording Stations:seismic)",1432,AkkarEtAlRjb2014,PGA,-1.343,1.343,0.18672796,GCMT,USGS,seismic
1043,"Median gmf - DRAFT_20111023_M7.1_Van (Rupture:ESM, GMPEs:USGS, Recording Stations:seismic)",1029,AkkarEtAlRjb2014,PGA,-1.353,1.353,0.1779012,ESM,USGS,seismic
1045,"Median gmf - DRAFT_20111023_M7.1_Van (Rupture:AFAD, GMPEs:USGS, Recording Stations:seismic)",1049,CauzziEtAl2014,PGA,-1.642,1.642,0.14561467,AFAD,USGS,seismic
1041,"Median gmf - DRAFT_20111023_M7.1_Van (Rupture:USGS, GMPEs:USGS, Recording Stations:seismic)",907,CauzziEtAl2014,PGA,-1.693,1.693,0.14503126,USGS,USGS,seismic
1037,"Median gmf - DRAFT_20111023_M7.1_Van (Rupture:EFEHR, GMPEs:USGS, Recording Stations:seismic)",936,CauzziEtAl2014,PGA,-1.767,1.767,0.14587879,EFEHR,USGS,seismic
1039,"Median gmf - DRAFT_20111023_M7.1_Van (Rupture:GCMT, GMPEs:USGS, Recording Stations:seismic)",1432,CauzziEtAl2014,PGA,-1.773,1.773,0.15264276,GCMT,USGS,seismic
1043,"Median gmf - DRAFT_20111023_M7.1_Van (Rupture:ESM, GMPEs:USGS, Recording Stations:seismic)",1029,CauzziEtAl2014,PGA,-1.784,1.784,0.16656102,ESM,USGS,seismic
