custom_site_id,lon,lat,vs30,vs30measured,z1pt0,z2pt5
t_0,148.11557,-30.09622,270.0,False,479.4456,1.98259
t_1,147.57658,-30.09622,270.0,False,479.4456,1.98259
t_2,147.84608,-30.09622,270.0,False,479.4456,1.98259
t_3,148.51981,-30.09622,270.0,False,479.4456,1.98259
t_4,148.25032,-30.09622,270.0,False,479.4456,1.98259
t_5,147.71133,-30.09622,270.0,False,479.4456,1.98259
t_6,148.65456,-30.09622,270.0,False,479.4456,1.98259
t_7,148.38506,-30.09622,270.0,False,479.4456,1.98259
t_8,148.78931,-30.09622,270.0,False,479.4456,1.98259
t_9,147.57658,-29.97957,270.0,False,479.4456,1.98259
t_10,148.11557,-29.97957,270.0,False,479.4456,1.98259
t_11,148.92405,-29.97957,270.0,False,479.4456,1.98259
t_12,148.65456,-29.97957,270.0,False,479.4456,1.98259
t_13,148.78931,-29.97957,270.0,False,479.4456,1.98259
t_14,148.51981,-29.97957,270.0,False,479.4456,1.98259
t_15,148.25032,-29.97957,270.0,False,479.4456,1.98259
t_16,147.71133,-29.97957,270.0,False,479.4456,1.98259
t_17,147.84608,-29.97957,270.0,False,479.4456,1.98259
t_18,147.98082,-29.97957,270.0,False,479.4456,1.98259
t_19,148.38506,-29.97957,270.0,False,479.4456,1.98259
t_20,148.38506,-29.86279,270.0,False,479.4456,1.98259
t_21,148.78931,-29.86279,270.0,False,479.4456,1.98259
t_22,147.57658,-29.86279,270.0,False,479.4456,1.98259
t_23,148.51981,-29.86279,270.0,False,479.4456,1.98259
t_24,148.11557,-29.86279,270.0,False,479.4456,1.98259
t_25,148.65456,-29.86279,270.0,False,479.4456,1.98259
t_26,148.25032,-29.86279,270.0,False,479.4456,1.98259
t_27,147.71133,-29.86279,270.0,False,479.4456,1.98259
t_28,147.84608,-29.86279,270.0,False,479.4456,1.98259
t_29,147.98082,-29.86279,270.0,False,479.4456,1.98259
t_30,148.25032,-29.74586,270.0,False,479.4456,1.98259
t_31,147.57658,-29.74586,270.0,False,479.4456,1.98259
t_32,148.51981,-29.74586,270.0,False,479.4456,1.98259
t_33,148.38506,-29.74586,270.0,False,479.4456,1.98259
t_34,148.78931,-29.74586,270.0,False,479.4456,1.98259
t_35,148.65456,-29.74586,270.0,False,479.4456,1.98259
t_36,148.11557,-29.74586,270.0,False,479.4456,1.98259
t_37,147.71133,-29.74586,560.0,False,162.2309,0.86057
t_38,147.84608,-29.74586,270.0,False,479.4456,1.98259
t_39,147.98082,-29.74586,270.0,False,479.4456,1.98259
t_40,148.51981,-29.6288,270.0,False,479.4456,1.98259
t_41,148.25032,-29.6288,270.0,False,479.4456,1.98259
t_42,147.57658,-29.6288,270.0,False,479.4456,1.98259
t_43,148.65456,-29.6288,270.0,False,479.4456,1.98259
t_44,148.11557,-29.6288,270.0,False,479.4456,1.98259
t_45,147.71133,-29.6288,1100.0,False,4.24804,0.39752
t_46,148.38506,-29.6288,270.0,False,479.4456,1.98259
t_47,148.78931,-29.6288,270.0,False,479.4456,1.98259
t_48,147.98082,-29.6288,270.0,False,479.4456,1.98259
t_49,147.84608,-29.6288,270.0,False,479.4456,1.98259
t_50,148.25032,-29.51161,270.0,False,479.4456,1.98259
t_51,148.51981,-29.51161,760.0,False,41.30664,0.60682
t_52,148.11557,-29.51161,270.0,False,479.4456,1.98259
t_53,147.57658,-29.51161,270.0,False,479.4456,1.98259
t_54,147.84608,-29.51161,270.0,False,479.4456,1.98259
t_55,148.78931,-29.51161,270.0,False,479.4456,1.98259
t_56,148.38506,-29.51161,270.0,False,479.4456,1.98259
t_57,148.65456,-29.51161,270.0,False,479.4456,1.98259
t_58,147.98082,-29.51161,270.0,False,479.4456,1.98259
t_59,147.71133,-29.51161,270.0,False,479.4456,1.98259
t_60,148.51981,-29.39427,760.0,False,41.30664,0.60682
t_61,147.57658,-29.39427,270.0,False,479.4456,1.98259
t_62,147.71133,-29.39427,760.0,False,41.30664,0.60682
t_63,147.84608,-29.39427,180.0,False,514.02191,3.15269
t_64,148.11557,-29.39427,270.0,False,479.4456,1.98259
t_65,148.78931,-29.39427,270.0,False,479.4456,1.98259
t_66,147.98082,-29.39427,270.0,False,479.4456,1.98259
t_67,148.38506,-29.39427,270.0,False,479.4456,1.98259
t_68,148.25032,-29.39427,270.0,False,479.4456,1.98259
t_69,148.65456,-29.39427,760.0,False,41.30664,0.60682
t_70,149.59779,-30.56145,412.0,False,340.7386,1.22256
t_71,149.19355,-30.44535,412.0,False,340.7386,1.22256
t_72,149.59779,-30.44535,270.0,False,479.4456,1.98259
t_73,149.73254,-30.44535,412.0,False,340.7386,1.22256
t_74,149.0588,-30.44535,412.0,False,340.7386,1.22256
t_75,149.3283,-30.44535,412.0,False,340.7386,1.22256
t_76,148.92405,-30.44535,412.0,False,340.7386,1.22256
t_77,149.46304,-30.44535,270.0,False,479.4456,1.98259
t_78,149.19355,-30.32911,412.0,False,340.7386,1.22256
t_79,149.73254,-30.32911,270.0,False,479.4456,1.98259
t_80,149.3283,-30.32911,270.0,False,479.4456,1.98259
t_81,148.92405,-30.32911,270.0,False,479.4456,1.98259
t_82,149.59779,-30.32911,270.0,False,479.4456,1.98259
t_83,149.0588,-30.32911,270.0,False,479.4456,1.98259
t_84,149.46304,-30.32911,270.0,False,479.4456,1.98259
t_85,149.73254,-30.21274,270.0,False,479.4456,1.98259
t_86,148.92405,-30.21274,270.0,False,479.4456,1.98259
t_87,149.0588,-30.21274,270.0,False,479.4456,1.98259
t_88,149.59779,-30.21274,270.0,False,479.4456,1.98259
t_89,149.3283,-30.21274,270.0,False,479.4456,1.98259
t_90,149.19355,-30.21274,270.0,False,479.4456,1.98259
t_91,149.46304,-30.21274,270.0,False,479.4456,1.98259
t_92,149.19355,-30.09622,270.0,False,479.4456,1.98259
t_93,149.73254,-30.09622,1100.0,False,4.24804,0.39752
t_94,149.0588,-30.09622,270.0,False,479.4456,1.98259
t_95,148.92405,-30.09622,270.0,False,479.4456,1.98259
t_96,149.3283,-30.09622,270.0,False,479.4456,1.98259
t_97,149.59779,-30.09622,412.0,False,340.7386,1.22256
t_98,149.46304,-30.09622,270.0,False,479.4456,1.98259
t_99,149.19355,-29.97957,270.0,False,479.4456,1.98259
t_100,149.73254,-29.97957,270.0,False,479.4456,1.98259
t_101,149.3283,-29.97957,270.0,False,479.4456,1.98259
t_102,149.0588,-29.97957,270.0,False,479.4456,1.98259
t_103,149.59779,-29.97957,412.0,False,340.7386,1.22256
t_104,149.46304,-29.97957,270.0,False,479.4456,1.98259
t_105,149.0588,-29.86279,270.0,False,479.4456,1.98259
t_106,148.92405,-29.86279,270.0,False,479.4456,1.98259
t_107,149.59779,-29.86279,270.0,False,479.4456,1.98259
