calc_id,description,cal_time,gmpe,imt,nominal_bias,abs_nominal_bias,max_gmv,Rupture,GMLT,Recording_Stations
1088,"Median gmf - DRAFT_20191126_M6.4_Albania (Rupture:ESM, GMPEs:GEM, Recording Stations:seismic)",445,KothaEtAl2020ESHM20SlopeGeology,PGA,0.008,0.008,0.23790799,ESM,GEM,seismic
1084,"Median gmf - DRAFT_20191126_M6.4_Albania (Rupture:GCMT, GMPEs:GEM, Recording Stations:seismic)",300,KothaEtAl2020ESHM20SlopeGeology,PGA,0.015,0.015,0.21973592,GCMT,GEM,seismic
1077,"Median gmf - DRAFT_20191126_M6.4_Albania (Rupture:USGS, GMPEs:USGS, Recording Stations:all)",120,AkkarEtAlRjb2014,PGA,0.018,0.018,0.6555015,USGS,USGS,all
1079,"Median gmf - DRAFT_20191126_M6.4_Albania (Rupture:ESM, GMPEs:USGS, Recording Stations:all)",128,AkkarEtAlRjb2014,PGA,0.024,0.024,0.60065943,ESM,USGS,all
1073,"Median gmf - DRAFT_20191126_M6.4_Albania (Rupture:EFEHR, GMPEs:USGS, Recording Stations:all)",111,AkkarEtAlRjb2014,PGA,0.037,0.037,0.60835105,EFEHR,USGS,all
1075,"Median gmf - DRAFT_20191126_M6.4_Albania (Rupture:GCMT, GMPEs:USGS, Recording Stations:all)",113,AkkarEtAlRjb2014,PGA,0.037,0.037,0.5495773,GCMT,USGS,all
1082,"Median gmf - DRAFT_20191126_M6.4_Albania (Rupture:EFEHR, GMPEs:GEM, Recording Stations:seismic)",329,KothaEtAl2020ESHM20SlopeGeology,PGA,0.062,0.062,0.24828517,EFEHR,GEM,seismic
1081,"Median gmf - DRAFT_20191126_M6.4_Albania (Rupture:EMSC, GMPEs:USGS, Recording Stations:all)",217,ZhaoEtAl2016Asc,PGA,-0.087,0.087,0.4428661,EMSC,USGS,all
1086,"Median gmf - DRAFT_20191126_M6.4_Albania (Rupture:USGS, GMPEs:GEM, Recording Stations:seismic)",378,KothaEtAl2020ESHM20SlopeGeology,PGA,0.088,0.088,0.26642457,USGS,GEM,seismic
1081,"Median gmf - DRAFT_20191126_M6.4_Albania (Rupture:EMSC, GMPEs:USGS, Recording Stations:all)",217,CauzziEtAl2014,PGA,-0.153,0.153,0.38361865,EMSC,USGS,all
1090,"Median gmf - DRAFT_20191126_M6.4_Albania (Rupture:EMSC, GMPEs:GEM, Recording Stations:seismic)",421,KothaEtAl2020ESHM20SlopeGeology,PGA,0.165,0.165,0.25879353,EMSC,GEM,seismic
1081,"Median gmf - DRAFT_20191126_M6.4_Albania (Rupture:EMSC, GMPEs:USGS, Recording Stations:all)",217,AkkarEtAlRjb2014,PGA,0.18,0.18,0.6380842,EMSC,USGS,all
1075,"Median gmf - DRAFT_20191126_M6.4_Albania (Rupture:GCMT, GMPEs:USGS, Recording Stations:all)",113,ZhaoEtAl2016Asc,PGA,-0.186,0.186,0.4415164,GCMT,USGS,all
1090,"Median gmf - DRAFT_20191126_M6.4_Albania (Rupture:EMSC, GMPEs:GEM, Recording Stations:seismic)",421,KothaEtAl2020ESHM20SlopeGeology,PGA,-0.187,0.187,0.25879353,EMSC,GEM,seismic
1079,"Median gmf - DRAFT_20191126_M6.4_Albania (Rupture:ESM, GMPEs:USGS, Recording Stations:all)",128,ZhaoEtAl2016Asc,PGA,-0.19,0.19,0.43395448,ESM,USGS,all
1077,"Median gmf - DRAFT_20191126_M6.4_Albania (Rupture:USGS, GMPEs:USGS, Recording Stations:all)",120,ZhaoEtAl2016Asc,PGA,-0.193,0.193,0.4205384,USGS,USGS,all
1089,"Median gmf - DRAFT_20191126_M6.4_Albania (Rupture:ESM, GMPEs:GEM, Recording Stations:all)",404,KothaEtAl2020ESHM20SlopeGeology,PGA,0.235,0.235,0.48030826,ESM,GEM,all
1087,"Median gmf - DRAFT_20191126_M6.4_Albania (Rupture:USGS, GMPEs:GEM, Recording Stations:all)",449,KothaEtAl2020ESHM20SlopeGeology,PGA,0.241,0.241,0.5290383,USGS,GEM,all
1073,"Median gmf - DRAFT_20191126_M6.4_Albania (Rupture:EFEHR, GMPEs:USGS, Recording Stations:all)",111,CauzziEtAl2014,PGA,-0.248,0.248,0.35159662,EFEHR,USGS,all
1085,"Median gmf - DRAFT_20191126_M6.4_Albania (Rupture:GCMT, GMPEs:GEM, Recording Stations:all)",311,KothaEtAl2020ESHM20SlopeGeology,PGA,0.251,0.251,0.50286615,GCMT,GEM,all
1083,"Median gmf - DRAFT_20191126_M6.4_Albania (Rupture:EFEHR, GMPEs:GEM, Recording Stations:all)",303,KothaEtAl2020ESHM20SlopeGeology,PGA,0.256,0.256,0.49806866,EFEHR,GEM,all
1073,"Median gmf - DRAFT_20191126_M6.4_Albania (Rupture:EFEHR, GMPEs:USGS, Recording Stations:all)",111,ZhaoEtAl2016Asc,PGA,-0.263,0.263,0.40737274,EFEHR,USGS,all
1086,"Median gmf - DRAFT_20191126_M6.4_Albania (Rupture:USGS, GMPEs:GEM, Recording Stations:seismic)",378,KothaEtAl2020ESHM20SlopeGeology,PGA,-0.264,0.264,0.26642457,USGS,GEM,seismic
1090,"Median gmf - DRAFT_20191126_M6.4_Albania (Rupture:EMSC, GMPEs:GEM, Recording Stations:seismic)",421,KothaEtAl2020ESHM20SlopeGeology,PGA,-0.269,0.269,0.25879353,EMSC,GEM,seismic
1082,"Median gmf - DRAFT_20191126_M6.4_Albania (Rupture:EFEHR, GMPEs:GEM, Recording Stations:seismic)",329,KothaEtAl2020ESHM20SlopeGeology,PGA,-0.288,0.288,0.24828517,EFEHR,GEM,seismic
1075,"Median gmf - DRAFT_20191126_M6.4_Albania (Rupture:GCMT, GMPEs:USGS, Recording Stations:all)",113,CauzziEtAl2014,PGA,-0.288,0.288,0.38094214,GCMT,USGS,all
1079,"Median gmf - DRAFT_20191126_M6.4_Albania (Rupture:ESM, GMPEs:USGS, Recording Stations:all)",128,CauzziEtAl2014,PGA,-0.307,0.307,0.3836802,ESM,USGS,all
1077,"Median gmf - DRAFT_20191126_M6.4_Albania (Rupture:USGS, GMPEs:USGS, Recording Stations:all)",120,CauzziEtAl2014,PGA,-0.314,0.314,0.40866014,USGS,USGS,all
1084,"Median gmf - DRAFT_20191126_M6.4_Albania (Rupture:GCMT, GMPEs:GEM, Recording Stations:seismic)",300,KothaEtAl2020ESHM20SlopeGeology,PGA,-0.331,0.331,0.21973592,GCMT,GEM,seismic
1088,"Median gmf - DRAFT_20191126_M6.4_Albania (Rupture:ESM, GMPEs:GEM, Recording Stations:seismic)",445,KothaEtAl2020ESHM20SlopeGeology,PGA,-0.336,0.336,0.23790799,ESM,GEM,seismic
1086,"Median gmf - DRAFT_20191126_M6.4_Albania (Rupture:USGS, GMPEs:GEM, Recording Stations:seismic)",378,KothaEtAl2020ESHM20SlopeGeology,PGA,-0.345,0.345,0.26642457,USGS,GEM,seismic
1088,"Median gmf - DRAFT_20191126_M6.4_Albania (Rupture:ESM, GMPEs:GEM, Recording Stations:seismic)",445,KothaEtAl2020ESHM20SlopeGeology,PGA,0.353,0.353,0.23790799,ESM,GEM,seismic
1091,"Median gmf - DRAFT_20191126_M6.4_Albania (Rupture:EMSC, GMPEs:GEM, Recording Stations:all)",362,KothaEtAl2020ESHM20SlopeGeology,PGA,0.358,0.358,0.518937,EMSC,GEM,all
