# 20100112_M7.0_Haiti median gmf, Stations:Seismic, gmlt:GEM, Rupture:USGS
custom_site_id,lon,lat,AbrahamsonEtAl2014,AkkarEtAlRjb2014,CauzziEtAl2014
m_10,-73.196,19.869,0.018433468,0.011541493,0.010929935
m_100,-71.6725,17.90417,0.048631873,0.023021089,0.022505648
m_101,-72.639,18.441,0.59636015,0.3363121,0.27593973
m_102,-70.517,19.233,0.012875265,0.010123308,0.009030043
m_103,-74.4,18.33333,0.01761646,0.010907914,0.01058084
m_104,-70.41,18.95,0.011469517,0.009343727,0.008364215
m_105,-70.75,19.33333,0.010837898,0.008338706,0.007857987
m_106,-72.33555,18.57849,0.26488936,0.1674745,0.1441481
m_107,-72.84,19.94,0.018688077,0.011803524,0.011049996
m_108,-72.003,19.143,0.05674111,0.028045546,0.026031798
m_109,-72.77056,18.42889,0.60339767,0.3415085,0.28458828
m_11,-72.63389,18.51083,0.51548827,0.32139805,0.25834075
m_110,-74.11316,18.6492,0.02455534,0.0137504665,0.0133779
m_111,-72.28694,18.45056,0.18471707,0.10887818,0.093501516
m_112,-71.73333,19.55,0.031190732,0.017044712,0.01585961
m_113,-72.243,19.573,0.027211785,0.014939333,0.014452813
m_114,-73.35,18.51667,0.093066,0.047551256,0.043810513
m_115,-72.51306,18.77034,0.1587397,0.09667475,0.07566654
m_116,-72.31631,18.54085,0.24185026,0.15104517,0.11645944
m_117,-72.54,18.24,0.17576468,0.092710525,0.0841458
m_118,-72.20417,19.75778,0.02074866,0.01222005,0.011838219
m_119,-73.51667,18.53333,0.06462648,0.0319143,0.03053682
m_12,-72.105,18.835,0.088414244,0.045770478,0.040595572
m_120,-69.9,18.55,0.007882625,0.008056919,0.0070276842
m_121,-70.53,19.4,0.010647417,0.008918059,0.007993943
m_122,-71.583,19.0,0.034986734,0.019301236,0.018217944
m_123,-71.61667,18.56667,0.04056058,0.020206947,0.020162784
m_124,-72.34813,18.5661,0.254014,0.18265544,0.1219023
m_125,-70.6,19.43333,0.011721557,0.009480799,0.008475542
m_126,-70.98738,19.58037,0.013750594,0.010016178,0.009174089
m_127,-72.32452,18.53017,0.25830388,0.16092412,0.12421216
m_128,-72.47168,19.59864,0.028200567,0.015470211,0.0148195075
m_129,-71.07372,19.88465,0.010881569,0.008607627,0.007942947
m_13,-73.036,18.75918,0.094025634,0.058807995,0.047092784
m_130,-71.23333,17.9,0.020040734,0.011834894,0.011554829
m_131,-70.367,18.267,0.0112584215,0.00918874,0.008259814
m_132,-72.80545,18.75835,0.12241936,0.07799844,0.058082927
m_133,-69.833,19.383,0.0040618023,0.0050684107,0.0047058715
m_134,-70.11,18.42,0.007765287,0.0074002664,0.00668677
m_135,-72.53472,18.23417,0.1717794,0.090132445,0.08207487
m_136,-71.17126,17.98489,0.020994622,0.012427395,0.011943723
m_137,-72.28523,18.51353,0.21877573,0.12641194,0.10539725
m_138,-70.417,19.383,0.009303199,0.008254024,0.0074039893
m_139,-73.926,18.094,0.03333034,0.017362192,0.016823549
m_14,-76.95,18.4,0.0011015569,0.0029729363,0.0027309582
m_140,-71.65,19.85,0.018873466,0.012174345,0.011177604
m_141,-73.01667,18.9,0.08102362,0.044133812,0.03810212
m_142,-71.61667,19.03333,0.037903223,0.02041751,0.019145342
m_143,-72.11667,19.33333,0.042290136,0.021728076,0.020365551
m_144,-70.417,18.933,0.011635127,0.009417638,0.008433505
m_145,-72.199,19.439,0.036791276,0.019285666,0.018184
m_146,-73.784,18.272,0.05326664,0.025363794,0.0244838
m_147,-73.20944,19.66278,0.025232544,0.01443557,0.013602886
m_148,-72.86417,18.83167,0.10607199,0.061200313,0.049402785
m_149,-72.34844,18.5294,0.30201367,0.19622763,0.14616974
m_15,-70.65,19.15,0.011005215,0.008515497,0.00795912
m_150,-75.8127,20.0299,0.0032098338,0.005305503,0.004569161
m_151,-72.8504,19.9284,0.021338835,0.013160278,0.01211532
m_152,-72.3946,18.5678,0.33953378,0.2599061,0.14265859
m_153,-72.2998,18.5664,0.23097557,0.14308077,0.11335305
m_154,-72.0079,19.0134,0.057086043,0.028951498,0.026830442
m_155,-71.8316,18.2884,0.056019336,0.026900293,0.026812991
m_156,-70.3214,18.2574,0.010826827,0.0090415925,0.008099348
m_157,-70.1278,18.4327,0.00792476,0.0074739186,0.006757171
m_16,-73.91667,18.07639,0.032473292,0.01695072,0.016514525
m_17,-72.642,19.289,0.063585006,0.029054444,0.028573314
m_18,-71.75,18.05,0.05243222,0.025200864,0.024306118
m_19,-73.67185,20.95306,0.0071700094,0.007847043,0.0067934287
m_20,-72.82387,19.51583,0.03078765,0.016602037,0.015848864
m_21,-72.23058,18.58128,0.1914819,0.10213791,0.09466904
m_22,-70.733,18.45,0.015808765,0.0107743405,0.009976455
m_23,-71.16667,18.31667,0.03560245,0.0177506,0.017583016
m_24,-74.4,18.33,0.017610155,0.010904513,0.010578302
m_25,-72.31705,18.53591,0.24557744,0.15233372,0.11822505
m_26,-72.38333,19.0,0.0870431,0.045230974,0.039602768
m_27,-69.817,18.55,0.006417046,0.007101209,0.0062251594
m_28,-73.655,18.3,0.052076764,0.025180075,0.024748547
m_29,-70.5,19.76667,0.0074120644,0.0071249916,0.0064791376
m_30,-71.417,18.467,0.041484438,0.020812701,0.019903706
m_31,-71.52139,18.87361,0.03950856,0.021391308,0.020206254
m_32,-70.6,19.48333,0.008844578,0.00753657,0.0070221317
m_33,-71.98333,19.36667,0.03583021,0.0188621,0.0178305
m_34,-72.33851,18.53296,0.2804904,0.18026271,0.13529219
m_35,-72.297,18.527,0.23050588,0.13670103,0.11125234
m_36,-72.219,19.605,0.02556585,0.014216015,0.013790422
m_37,-70.33,18.29,0.010744689,0.008952664,0.008042784
m_38,-71.96533,18.49964,0.08033746,0.038685095,0.037810743
m_39,-72.01667,19.15,0.067710556,0.030133737,0.03039686
