STATION_ID,STATION_NAME,LONGITUDE,LATITUDE,STATION_TYPE,PGA_VALUE,PGA_LN_SIGMA
C11O,C11O,-70.959,-30.696,seismic,0.83008,
C23O,C23O,-70.97,-31.784,seismic,0.72626,
C32O,C32O,-70.707,-30.855,seismic,0.54224,
C18O,C18O,-70.669,-30.278,seismic,0.50585,
C26O,C26O,-71.49,-30.259,seismic,0.3643,
CO06,CO06,-71.635,-30.674,seismic,0.36112,
CO03,CO03,-70.689,-30.839,seismic,0.34746,
GO04,GO04,-70.799,-30.173,seismic,0.34353,
C10O,C10O,-71.082,-30.234,seismic,0.31204,
C14O,C14O,-70.491,-30.123,seismic,0.29795,
C20O,C20O,-71.337,-29.968,seismic,0.25536,
C09O,C09O,-71.2,-29.511,seismic,0.18764,
C01O,C01O,-71.238,-29.877,seismic,0.17595,
V02A,V02A,-71.518,-33.023,seismic,0.13954,
C33O,C33O,-71.251,-29.911,seismic,0.13948,
V15A,V15A,-71.232,-32.915,seismic,0.13889,
VA03,VA03,-70.551,-32.764,seismic,0.13802,
C22O,C22O,-71.351,-29.966,seismic,0.12741,
C27O,C27O,-70.745,-29.384,seismic,0.12649,
C19O,C19O,-71.369,-30.093,seismic,0.11842,
R13M,R13M,-70.767,-33.216,seismic,0.11321,
R12M,R12M,-70.622,-33.389,seismic,0.10291,
C28O,C28O,-71.308,-29.291,seismic,0.09701,
R21M,R21M,-70.796,-33.381,seismic,0.08758,
VA06,VA06,-71.298,-32.561,seismic,0.08519,
ROC1,ROC1,-71.016,-32.976,seismic,0.0824,
R18M,R18M,-70.749,-33.508,seismic,0.07125,
MT05,MT05,-70.738,-33.392,seismic,0.06393,
R16M,R16M,-70.659,-33.4,seismic,0.06111,
R19M,R19M,-71.217,-33.699,seismic,0.06081,
V17A,V17A,-71.614,-33.605,seismic,0.0599,
V09A,V09A,-71.604,-33.048,seismic,0.055,
VA01,VA01,-71.637,-33.023,seismic,0.05048,
V01A,V01A,-71.622,-33.053,seismic,0.04983,
R20M,R20M,-70.929,-33.665,seismic,0.04974,
R05M,R05M,-70.534,-33.443,seismic,0.04539,
LMEL,LMEL,-70.207,-33.848,seismic,0.04394,
R23M,R23M,-70.701,-33.585,seismic,0.04122,
R22M,R22M,-70.592,-33.453,seismic,0.03879,
V07A,V07A,-71.669,-33.365,seismic,0.03724,
VA05,VA05,-71.614,-33.657,seismic,0.03722,
R14M,R14M,-70.546,-33.397,seismic,0.03682,
V16A,V16A,-71.605,-33.59,seismic,0.03533,
MT09,MT09,-70.989,-33.776,seismic,0.03402,
R02M,R02M,-70.66,-33.473,seismic,0.03154,
V24A,V24A,-71.613,-33.622,seismic,0.02896,
AC04,AC04,-71.074,-28.205,seismic,0.02764,
MT01,MT01,-71.251,-33.864,seismic,0.02346,
V22A,V22A,-71.636,-33.02,seismic,0.02076,
M02L,M02L,-70.812,-35.0,seismic,0.01696,
M11L,M11L,-71.632,-35.44,seismic,0.01437,
M09L,M09L,-72.281,-35.591,seismic,0.01259,
M03L,M03L,-71.231,-34.976,seismic,0.01053,
M13L,M13L,-71.823,-36.143,seismic,0.00849,
UTM:(19J 0294 6498 1000),,-71.1667,-31.6303,macroseismic,0.95582,0.8059
C11O Componente,C11O Componente,-70.9589,-30.69646,seismic,0.8301,0.0
UTM:(19J 0262 6466 1000),,-71.5117,-31.9126,macroseismic,0.80492,0.8059
UTM:(19J 0290 6614 1000),,-71.1848,-30.5837,macroseismic,0.67314,0.8059
UTM:(19J 0289 6613 1000),,-71.1954,-30.5925,macroseismic,0.52704,0.8059
UTM:(19J 0289 6612 1000),,-71.1956,-30.6016,macroseismic,0.38607,0.8059
CO03 Componente,CO03 Componente,-70.6891,-30.8389,seismic,0.34744,0.0
C.GO04 Componente,GO04 Componente,-70.7993,-30.1727,seismic,0.34352,0.0
UTM:(19H 0353 6296 1000),,-70.5764,-33.4609,macroseismic,0.25741,0.8059
UTM:(19H 0288 6346 1000),,-71.2638,-32.9994,macroseismic,0.21334,0.8059
C09O Componente,C09O Componente,-71.20015,-29.51059,seismic,0.18764,0.0
UTM:(19J 0282 6689 1000),,-71.2527,-29.906,macroseismic,0.18213,0.8059
C01O Componente,C01O Componente,-71.23788,-29.877,seismic,0.17594,0.0
UTM:(19H 0262 6350 1000),,-71.5408,-32.958,macroseismic,0.1695,0.8059
UTM:(19H 0264 6354 1000),,-71.5184,-32.9224,macroseismic,0.16025,0.8059
UTM:(19H 0262 6348 1000),,-71.5414,-32.976,macroseismic,0.15829,0.8059
UTM:(19H 0262 6343 1000),,-71.5427,-33.0211,macroseismic,0.15586,0.8059
UTM:(19H 0348 6299 1000),,-70.6297,-33.4332,macroseismic,0.14847,0.8059
UTM:(19H 0261 6344 1000),,-71.5531,-33.0119,macroseismic,0.14727,0.8059
V02A Componente,V02A Componente,-71.51783,-33.02312,seismic,0.13954,0.0
VA03 Componente,VA03 Componente,-70.5508,-32.7637,seismic,0.13804,0.0
UTM:(19H 0255 6340 1000),,-71.6183,-33.0466,macroseismic,0.12227,0.8059
UTM:(19H 0352 6297 1000),,-70.587,-33.4518,macroseismic,0.11489,0.8059
UTM:(19H 0343 6293 1000),,-70.6845,-33.4866,macroseismic,0.1088,0.8059
UTM:(19H 0353 6295 1000),,-70.5766,-33.47,macroseismic,0.1076,0.8059
UTM:(19H 0256 6340 1000),,-71.6076,-33.0468,macroseismic,0.10123,0.8059
UTM:(19H 0358 6300 1000),,-70.522,-33.4255,macroseismic,0.10092,0.8059
UTM:(19H 0352 6292 1000),,-70.5878,-33.4969,macroseismic,0.09485,0.8059
UTM:(19H 0335 6290 1000),,-70.7711,-33.5124,macroseismic,0.09091,0.8059
UTM:(19H 0348 6297 1000),,-70.63,-33.4512,macroseismic,0.09006,0.8059
UTM:(19H 0355 6303 1000),,-70.5538,-33.3981,macroseismic,0.08973,0.8059
UTM:(19H 0356 6304 1000),,-70.5429,-33.3892,macroseismic,0.08969,0.8059
UTM:(19H 0261 6343 1000),,-71.5533,-33.0209,macroseismic,0.08924,0.8059
UTM:(19H 0346 6298 1000),,-70.6514,-33.4419,macroseismic,0.08494,0.8059
UTM:(19H 0349 6298 1000),,-70.6191,-33.4424,macroseismic,0.0846,0.8059
UTM:(19H 0351 6300 1000),,-70.5973,-33.4246,macroseismic,0.08454,0.8059
UTM:(19H 0352 6301 1000),,-70.5864,-33.4157,macroseismic,0.0845,0.8059
UTM:(19H 0355 6305 1000),,-70.5535,-33.3801,macroseismic,0.08448,0.8059
UTM:(19H 0353 6297 1000),,-70.5763,-33.4519,macroseismic,0.08406,0.8059
UTM:(19H 0261 6342 1000),,-71.5536,-33.0299,macroseismic,0.08359,0.8059
C.ROC1 Componente,ROC1 Componente,-71.0156,-32.9756,seismic,0.0824,0.0
UTM:(19H 0272 6340 1000),,-71.4364,-33.0503,macroseismic,0.08097,0.8059
UTM:(19H 0350 6300 1000),,-70.608,-33.4245,macroseismic,0.07954,0.8059
UTM:(19H 0351 6301 1000),,-70.5971,-33.4156,macroseismic,0.07951,0.8059
UTM:(19H 0354 6304 1000),,-70.5644,-33.3889,macroseismic,0.07942,0.8059
UTM:(19H 0350 6297 1000),,-70.6085,-33.4515,macroseismic,0.0793,0.8059
UTM:(19H 0353 6301 1000),,-70.5756,-33.4159,macroseismic,0.0793,0.8059
UTM:(19H 0354 6302 1000),,-70.5647,-33.407,macroseismic,0.07926,0.8059
UTM:(19H 0356 6303 1000),,-70.543,-33.3982,macroseismic,0.07912,0.8059
UTM:(19H 0351 6295 1000),,-70.5981,-33.4697,macroseismic,0.07904,0.8059
BO01,Tunca,-71.0848,-34.3917,seismic,0.07725,0.0
UTM:(19H 0354 6305 1000),,-70.5642,-33.3799,macroseismic,0.0747,0.8059
UTM:(19H 0353 6302 1000),,-70.5754,-33.4068,macroseismic,0.07458,0.8059
UTM:(19H 0351 6297 1000),,-70.5978,-33.4516,macroseismic,0.07442,0.8059
UTM:(19H 0355 6301 1000),,-70.5541,-33.4161,macroseismic,0.07431,0.8059
UTM:(19H 0345 6297 1000),,-70.6623,-33.4508,macroseismic,0.0705,0.8059
