lon,lat,slope,vs30,geology,xvf,region,vs30measured,custom_site_id
22.93055,37.93862,0.019119427,351.23523,HOLOCENE,5.337200379983558,3,0,s_0
22.63104,38.07778,0.112254046,473.84583,HOLOCENE,12.766974712240472,3,0,s_1
22.92,38.25,0.13916636,723.3176,HOLOCENE,-17.878151789550945,3,0,s_2
22.983,38.25,0.065030634,531.74786,HOLOCENE,-21.274905504810054,3,0,s_3
22.967,38.25,0.061306987,507.5664,HOLOCENE,-20.41222483159823,3,0,s_4
22.75,38.0,0.019775307,371.0199,CENOZOIC,13.177760270127257,3,0,s_5
22.75,37.983,0.013588125,363.6087,HOLOCENE,14.501478491571495,3,0,s_6
23.32,38.0,0.043879766,451.99844,CENOZOIC,-26.17762689880585,3,0,s_7
22.72,38.0,0.0371855,482.94275,CENOZOIC,14.795259058128924,3,0,s_8
22.718,37.984,0.06350176,538.56885,HOLOCENE,16.214320559165866,3,0,s_9
22.717,37.983,0.07024138,471.00015,PLEISTOCENE,16.35029196030743,3,0,s_10
23.12,38.32,0.034392845,452.13263,HOLOCENE,-34.83639535306315,3,0,s_11
23.317,38.217,0.041599672,476.50186,HOLOCENE,-40.26255758515923,3,0,s_12
23.17,38.32,0.080829896,576.603,HOLOCENE,-37.60626754834684,3,0,s_13
22.62,38.07,0.040294826,499.53268,HOLOCENE,14.043358967463572,3,0,s_14
23.0,38.47,0.0,205.03279,HOLOCENE,-41.42811207870085,3,0,s_15
22.77,37.97,0.011672451,318.51483,HOLOCENE,14.199732801876864,3,0,s_16
22.78,37.95,0.010599107,313.56628,HOLOCENE,14.98162286496526,3,0,s_17
23.12,38.28,0.0141649395,375.63736,HOLOCENE,-31.509832177375607,3,0,s_18
23.27,38.22,0.06303934,526.05505,HOLOCENE,-37.15316980516392,3,0,s_19
23.22,38.27,0.024320533,378.0626,HOLOCENE,-37.093588911395045,3,0,s_20
23.333,38.167,0.16133144,779.5425,JURASSIC-TRIASSIC,-38.09502427776666,3,0,s_21
22.633,38.0,0.068270534,575.4449,CENOZOIC,19.48365763499496,3,0,s_22
23.317,38.317,0.04002608,457.08154,HOLOCENE,-46.89516737961353,3,0,s_23
23.47,38.22,0.05344189,503.82574,JURASSIC-TRIASSIC,-51.23406674431594,3,0,s_24
22.534,37.984,0.19483615,871.7987,PLEISTOCENE,26.21646773196188,3,0,s_25
22.917,37.933,0.013764543,336.06503,HOLOCENE,6.663998721745349,3,0,s_26
23.35,38.42,0.019231737,414.01077,HOLOCENE,-56.50522853893294,3,0,s_27
23.53,38.2,0.005269035,374.01105,PLEISTOCENE,-54.14901630219039,3,0,s_28
22.667,38.417,0.0302712,501.13928,JURASSIC-TRIASSIC,-18.91227157461073,3,0,s_29
23.07,38.52,0.061200805,497.3795,JURASSIC-TRIASSIC,-49.56432125570088,3,0,s_30
23.0,37.917,0.01896618,390.23688,PLEISTOCENE,1.8756631461750624,3,0,s_31
23.62,38.28,0.03550534,430.79395,PLEISTOCENE,-65.74456089848452,3,0,s_32
22.92,37.9,0.023031326,393.4343,HOLOCENE,8.63952112651323,3,0,s_33
23.2,38.23,0.09820821,578.42334,JURASSIC-TRIASSIC,-32.90100039050074,3,0,s_34
23.667,37.95,0.0022642568,243.9347,HOLOCENE,-47.42720985436011,3,0,s_35
