custom_site_id,lon,lat,vs30,vs30measured,z1pt0,z2pt5
t_0,-8.48918,31.41207,294.0,False,463.321,1.79856
t_1,-7.95019,31.41207,413.0,False,339.47667,1.21918
t_2,-8.12985,31.41207,409.0,False,344.51276,1.23283
t_3,-8.30951,31.41207,470.0,False,266.28213,1.05156
t_4,-7.59086,31.41207,693.0,False,66.53557,0.6744
t_5,-7.77052,31.41207,521.0,False,204.09495,0.93465
t_6,-7.4112,31.41207,802.0,False,30.63242,0.57061
t_7,-7.4112,31.56528,596.0,False,129.16364,0.80137
t_8,-7.77052,31.56528,318.0,False,443.92425,1.64413
t_9,-7.59086,31.56528,494.0,False,236.20409,0.99332
t_10,-6.69255,31.41207,900.0,False,15.45801,0.5001
t_11,-6.51288,31.41207,747.0,False,45.3217,0.61892
t_12,-7.23154,31.41207,900.0,False,15.45801,0.5001
t_13,-6.87221,31.41207,825.0,False,26.034,0.55245
t_14,-6.33322,31.41207,900.0,False,15.45801,0.5001
t_15,-7.05187,31.41207,897.0,False,15.77857,0.50202
t_16,-6.69255,31.56528,705.0,False,61.11829,0.66128
t_17,-6.33322,31.56528,900.0,False,15.45801,0.5001
t_18,-7.05187,31.56528,623.0,False,108.00986,0.76176
t_19,-6.51288,31.56528,900.0,False,15.45801,0.5001
t_20,-8.48918,31.56528,334.0,False,429.20744,1.55435
t_21,-8.30951,31.56528,282.0,False,471.78997,1.88638
t_22,-8.12985,31.56528,290.0,False,466.23506,1.82697
t_23,-7.95019,31.56528,300.0,False,458.77871,1.75747
t_24,-8.12985,31.71823,271.0,False,478.83832,1.97423
t_25,-7.4112,31.71823,300.0,False,458.77871,1.75747
t_26,-8.30951,31.71823,316.0,False,445.66493,1.65604
t_27,-7.95019,31.71823,262.0,False,484.10601,2.052
t_28,-7.77052,31.71823,494.0,False,236.20409,0.99332
t_29,-7.59086,31.71823,268.0,False,480.64358,1.99953
t_30,-6.87221,31.56528,703.0,False,61.99094,0.66343
t_31,-7.23154,31.56528,664.0,False,81.5484,0.7082
t_32,-6.33322,31.71823,893.0,False,16.2171,0.50459
t_33,-6.69255,31.71823,900.0,False,15.45801,0.5001
t_34,-6.87221,31.71823,744.0,False,46.30231,0.62178
t_35,-6.51288,31.71823,900.0,False,15.45801,0.5001
t_36,-7.05187,31.71823,575.0,False,147.77634,0.83494
t_37,-7.23154,31.71823,527.0,False,197.2782,0.92249
t_38,-6.87221,31.87094,494.0,False,236.20409,0.99332
t_39,-6.51288,31.87094,424.0,False,325.48616,1.18306
t_40,-8.48918,31.71823,304.0,False,455.63642,1.73104
t_41,-8.48918,31.87094,277.0,False,475.07785,1.92538
t_42,-7.59086,31.87094,312.0,False,449.07909,1.68035
t_43,-7.77052,31.87094,294.0,False,463.321,1.79856
t_44,-8.30951,31.87094,379.0,False,380.98135,1.34509
t_45,-7.4112,31.87094,276.0,False,475.71855,1.93336
t_46,-7.95019,31.87094,441.0,False,303.60477,1.13103
t_47,-8.12985,31.87094,281.0,False,472.45882,1.89406
t_48,-7.4112,32.02339,456.0,False,284.2359,1.08857
t_49,-8.12985,32.02339,225.0,False,501.32121,2.4424
t_50,-6.33322,31.87094,701.0,False,62.87551,0.6656
t_51,-6.69255,31.87094,582.0,False,141.36057,0.82346
t_52,-7.05187,31.87094,462.0,False,276.51759,1.07242
t_53,-7.23154,31.87094,291.0,False,465.5151,1.81978
t_54,-6.87221,32.02339,590.0,False,134.28726,0.8107
t_55,-7.05187,32.02339,459.0,False,280.37316,1.08044
t_56,-7.23154,32.02339,259.0,False,485.764,2.07921
t_57,-6.33322,32.02339,586.0,False,137.78935,0.81703
t_58,-6.69255,32.02339,602.0,False,124.195,0.79224
t_59,-6.51288,32.02339,453.0,False,288.10433,1.09682
t_60,-8.30951,32.02339,242.0,False,494.26425,2.24713
t_61,-7.95019,32.02339,231.0,False,498.98784,2.36996
t_62,-7.77052,32.02339,274.0,False,476.98318,1.94952
t_63,-7.59086,32.02339,313.0,False,448.23398,1.67421
t_64,-8.48918,32.02339,205.0,False,507.9474,2.71686
t_65,-8.48918,32.17559,389.0,False,369.12368,1.3056
t_66,-8.30951,32.17559,393.0,False,364.28917,1.29041
t_67,-7.77052,32.17559,269.0,False,480.04735,1.99103
t_68,-7.4112,32.17559,230.0,False,499.3884,2.38175
t_69,-8.12985,32.17559,290.0,False,466.23506,1.82697
t_70,-7.05187,32.17559,286.0,False,469.05795,1.85623
t_71,-6.69255,32.17559,886.0,False,17.0162,0.50915
t_72,-7.23154,32.17559,270.0,False,479.4456,1.98259
t_73,-6.51288,32.17559,900.0,False,15.45801,0.5001
t_74,-6.87221,32.17559,527.0,False,197.2782,0.92249
t_75,-6.33322,32.17559,722.0,False,54.16392,0.6435
t_76,-6.87221,32.32753,253.0,False,488.93588,2.13572
t_77,-6.51288,32.32753,229.0,False,499.78425,2.39366
t_78,-7.23154,32.32753,252.0,False,489.44607,2.14542
t_79,-6.69255,32.32753,235.0,False,497.33812,2.32387
t_80,-7.59086,32.17559,201.0,False,509.07399,2.7788
t_81,-7.95019,32.17559,230.0,False,499.3884,2.38175
t_82,-7.59086,32.32753,294.0,False,463.321,1.79856
t_83,-8.12985,32.32753,381.0,False,378.63755,1.33701
t_84,-8.48918,32.32753,236.0,False,496.91369,2.31261
t_85,-8.30951,32.32753,282.0,False,471.78997,1.88638
t_86,-7.95019,32.32753,272.0,False,478.2255,1.96592
