# 2023_M6.9_Marrakesh median gmf, Stations:Seismic, gmlt:GEM, Rupture:USGS
custom_site_id,lon,lat,AkkarEtAlRjb2014,ChiouYoungs2014
m_1,-11.1085,28.4377,0.007692893,0.0045825434
m_10,-9.7529,31.5021,0.030163841,0.05119563
m_100,-8.133,27.675,0.0063552163,0.003917109
m_101,-8.0972,31.7538,0.06325727,0.10213635
m_102,-8.0773,31.6364,0.07866703,0.120742634
m_103,-8.0771,31.6544,0.07577868,0.11748749
m_104,-8.0683,31.4829,0.11682564,0.16156054
m_105,-8.0669,31.6182,0.08151853,0.124335304
m_106,-8.0668,31.6273,0.07958096,0.12166877
m_107,-8.0666,31.6453,0.07640715,0.11780031
m_108,-8.0662,31.6904,0.069550835,0.109402716
m_109,-8.0567,31.5821,0.08721764,0.12985721
m_11,-9.753,31.5112,0.033148468,0.057936694
m_110,-8.0565,31.6091,0.0828715,0.12636347
m_111,-8.0564,31.6182,0.08117026,0.124360144
m_112,-8.0563,31.6272,0.07904659,0.121126875
m_113,-8.0561,31.6452,0.07565178,0.11665933
m_114,-8.0469,31.5098,0.10474925,0.14917326
m_115,-8.046,31.6,0.0831824,0.12574562
m_116,-8.0457,31.6271,0.0785506,0.12071509
m_117,-8.0455,31.6542,0.07378098,0.11456051
m_118,-8.0452,31.6812,0.0701926,0.110566966
m_119,-8.0356,31.5909,0.083829544,0.12613994
m_12,-9.742,31.4481,0.03283475,0.056815177
m_120,-8.0349,31.6541,0.07165474,0.11055947
m_121,-8.025,31.5909,0.08315185,0.12557755
m_122,-8.0249,31.5999,0.082027875,0.12492032
m_123,-8.0246,31.636,0.07658776,0.11948435
m_124,-8.0244,31.654,0.07263478,0.11320407
m_125,-8.0242,31.672,0.06875702,0.1072544
m_126,-8.0142,31.6178,0.078826725,0.122100145
m_127,-8.0141,31.6269,0.0775112,0.12079661
m_128,-8.014,31.6359,0.07606233,0.1190156
m_129,-8.0139,31.6449,0.07349883,0.11442516
m_13,-9.7184,29.6886,0.01921356,0.030936789
m_130,-8.0138,31.6539,0.072158046,0.11277268
m_131,-8.0286,29.1275,0.01839651,0.028056119
m_132,-8.0044,31.5456,0.09023272,0.1335232
m_133,-8.0036,31.6268,0.0768836,0.12011617
m_134,-8.0035,31.6358,0.075461686,0.11835515
m_135,-8.0034,31.6448,0.073496975,0.115146615
m_136,-8.0033,31.6538,0.07217748,0.11350308
m_137,-8.0032,31.6629,0.06917906,0.10813299
m_138,-8.0031,31.6719,0.06796206,0.10661274
m_139,-7.9935,31.5816,0.08294038,0.12625241
m_14,-9.7314,31.4481,0.032875437,0.056796823
m_140,-7.9934,31.5906,0.081246674,0.12419724
m_141,-7.9932,31.6087,0.07937298,0.12358163
m_142,-7.9931,31.6177,0.0778693,0.12171881
m_143,-7.993,31.6267,0.076299764,0.119584486
m_144,-7.9929,31.6357,0.07490574,0.117843695
m_145,-7.9927,31.6538,0.07165825,0.11301308
m_146,-7.9829,31.5905,0.08052627,0.12356885
m_147,-7.9828,31.5996,0.079684764,0.12340233
m_148,-7.9827,31.6086,0.07902417,0.12387608
m_149,-7.9826,31.6176,0.077553466,0.12203272
m_15,-9.7142,30.5459,0.023428844,0.04180011
m_150,-7.9825,31.6266,0.07562425,0.118815236
m_151,-7.9824,31.6356,0.07425843,0.117096625
m_152,-7.9821,31.6627,0.06843386,0.10767474
m_153,-7.9761,31.2476,0.21705528,0.28163296
m_154,-7.9722,31.5995,0.07914768,0.12319482
m_155,-7.972,31.6175,0.07648554,0.1202235
m_156,-7.9719,31.6265,0.075384505,0.11925942
m_157,-7.9718,31.6356,0.07403306,0.11753874
m_158,-7.9713,31.6807,0.06711706,0.10751445
m_159,-7.9652,31.2836,0.17235917,0.22574544
m_16,-9.7037,30.537,0.024757294,0.0447065
m_160,-7.9623,31.5453,0.08680361,0.13115636
m_161,-7.9618,31.5904,0.07902805,0.12223394
m_162,-7.9609,31.6715,0.06623406,0.10511199
m_163,-7.9512,31.5993,0.07786501,0.12226682
m_164,-7.9503,31.6715,0.06535921,0.10384768
m_165,-7.94,31.6533,0.06974912,0.11235655
m_166,-7.9311,31.5089,0.09026352,0.13591012
m_167,-7.93,31.6081,0.074787095,0.1184675
m_168,-7.9295,31.6532,0.06918868,0.11178717
m_169,-7.9208,31.4908,0.091799326,0.13756941
m_17,-9.7037,30.546,0.023631273,0.04223382
m_170,-7.9192,31.6261,0.07251356,0.11708396
m_171,-7.9189,31.6532,0.068832494,0.111817636
m_172,-7.9083,31.6621,0.066501215,0.10793564
m_173,-7.8977,31.662,0.06594269,0.10734599
m_174,-7.8872,31.6619,0.0657202,0.10760375
m_175,-7.8766,31.6618,0.065153144,0.10699046
m_176,-7.8468,31.5172,0.078689806,0.12405065
m_177,-7.8451,31.6525,0.064645834,0.10717321
m_178,-7.7752,31.3542,0.07014652,0.10864225
m_179,-7.7646,31.354,0.07204766,0.113612026
m_18,-9.6932,30.537,0.024984553,0.045197446
m_180,-7.7179,31.6964,0.053723145,0.091995284
m_181,-7.2095,31.7985,0.032031983,0.05641646
m_182,-7.1787,31.2118,0.030781485,0.05680011
m_183,-7.1296,31.0397,0.0327133,0.06138231
m_184,-6.9225,30.9282,0.031338345,0.05911336
m_185,-6.9223,30.9373,0.03134174,0.05912064
m_186,-6.9122,30.9191,0.030538928,0.05734634
m_187,-6.8913,30.9187,0.031360436,0.059212558
m_188,-6.8911,30.9277,0.031020153,0.058437686
m_189,-6.8155,31.9367,0.019113185,0.02989948
m_19,-9.7002,31.4934,0.033433042,0.05779495
m_190,-6.5822,31.9595,0.018407334,0.02772374
m_191,-6.5717,31.9593,0.017726557,0.026440008
m_192,-6.5528,31.0661,0.023654504,0.04135201
m_193,-6.1344,31.3911,0.01269823,0.017612344
m_194,-9.2709,32.3341,0.020597715,0.03217199
m_195,-9.2495,32.262,0.023596495,0.038056485
m_196,-9.239,32.289,0.025032002,0.040888675
m_197,-9.2283,32.28,0.02529712,0.041429047
m_198,-9.2283,32.2891,0.025119416,0.041066926
m_199,-9.2177,32.2891,0.02623246,0.043402854
m_2,-10.1593,29.3877,0.010407846,0.012518031
m_20,-9.6826,30.51,0.024547638,0.044266652
m_200,-9.1857,32.235,0.026417201,0.043667093
m_202,-9.0267,32.7313,0.017228879,0.024736797
m_203,-8.8454,32.659,0.022609156,0.035611413
m_204,-8.8353,32.3523,0.02796935,0.047035586
m_205,-8.5382,32.2523,0.031523827,0.05350773
m_206,-8.5331,33.2265,0.015293069,0.019139074
m_207,-8.5276,32.2523,0.031578023,0.053605817
m_208,-8.5224,33.2355,0.015616486,0.019621935
m_209,-8.5117,33.2265,0.015703134,0.019823855
m_21,-9.6899,31.5296,0.031446666,0.05350289
m_210,-8.5115,33.2625,0.012637948,0.014901498
m_211,-8.5009,33.2354,0.015143031,0.018859461
m_212,-8.4903,33.2083,0.017084807,0.02242433
m_213,-8.4295,32.6488,0.024318332,0.039508373
m_214,-8.4189,32.6488,0.024990689,0.041312344
m_215,-8.344,32.6845,0.024072351,0.039043687
