# 20170919_M7.1_Puebla median gmf, Stations:Seismic, gmlt:USGS, Rupture:GCMT
custom_site_id,lon,lat,AbrahamsonEtAl2015SSlab,AtkinsonBoore2003SSlab,AtkinsonBoore2003SSlabCascadia,ZhaoEtAl2016SSlab
m_137,-98.2064,19.0496,0.12983021,0.12968399,0.1295128,0.13563175
m_138,-99.1381,19.3494,0.1505588,0.15074521,0.15074469,0.15117174
m_139,-99.2422,18.9788,0.10822933,0.27334064,0.27663225,0.16318387
m_140,-98.9477,19.2772,0.15366867,0.16829997,0.16854976,0.13772269
m_141,-99.0999,19.2952,0.16084832,0.15968631,0.15966964,0.1590439
m_142,-99.157,19.2862,0.096548826,0.09592393,0.09591996,0.101390295
m_143,-99.2427,19.3222,0.081973426,0.093108855,0.09298923,0.08785344
m_144,-99.0333,19.3043,0.1278987,0.12810071,0.12789315,0.15404384
m_145,-99.138,19.2862,0.14910512,0.14738967,0.14740142,0.17035744
m_146,-99.1571,19.3494,0.121458106,0.12589955,0.12590022,0.11883817
m_147,-99.1667,19.4127,0.10612336,0.105097994,0.10509877,0.10492757
m_148,-99.1667,19.4217,0.108936965,0.109157816,0.10915878,0.10873496
m_149,-99.1572,19.4398,0.110355236,0.11139104,0.11139359,0.11181737
m_150,-99.1667,19.4398,0.10997781,0.10972928,0.109732375,0.11022712
m_151,-98.2445,19.0316,0.12227796,0.14007333,0.14256945,0.10532986
m_152,-99.1856,19.3042,0.07931724,0.09034631,0.09035254,0.07596757
m_153,-99.1857,19.3494,0.08567926,0.09930005,0.09930312,0.08611207
m_154,-99.1952,19.3584,0.08162749,0.083235994,0.08323943,0.08391938
m_155,-99.1572,19.4127,0.120214425,0.120095365,0.120095335,0.12016662
m_156,-99.1667,19.4308,0.11527227,0.11486924,0.114870206,0.114638075
m_157,-99.1666,19.3585,0.10351611,0.108044535,0.10804539,0.10146044
m_158,-99.1571,19.3765,0.13027878,0.12979,0.12978977,0.13059445
m_159,-99.2422,18.9607,0.11191945,0.28490734,0.28908592,0.16724555
m_160,-99.2809,19.3583,0.078712046,0.086412944,0.08624382,0.08228475
m_161,-99.0998,18.988,0.106037095,0.20569727,0.20142291,0.1496271
m_162,-99.1476,19.3585,0.13289146,0.13370582,0.13370548,0.13439283
m_163,-99.2047,19.3494,0.07874072,0.086084634,0.08608659,0.08215076
m_164,-99.1381,19.4217,0.10822203,0.1090398,0.10903976,0.10904141
m_165,-99.1857,19.4036,0.07228189,0.068193175,0.06819453,0.07648812
m_166,-98.2256,19.0135,0.102963,0.12508142,0.12873921,0.09048554
m_167,-99.1476,19.3494,0.13932417,0.14102373,0.14102359,0.13910864
m_169,-99.081,19.4308,0.11648537,0.119133525,0.11914039,0.119472116
m_170,-99.1762,19.4036,0.08521394,0.08558182,0.08558228,0.08523773
m_171,-99.1476,19.4308,0.11522268,0.113624014,0.11362407,0.1136401
m_172,-99.2618,19.3583,0.08434932,0.083894454,0.08385185,0.08228418
m_173,-99.138,19.3404,0.17472968,0.1750047,0.17500415,0.1755216
m_174,-98.2158,19.0767,0.18100026,0.19149981,0.19002199,0.19352509
m_175,-99.1571,19.3585,0.115241766,0.11800075,0.11800092,0.11631403
m_176,-99.1476,19.3675,0.14825635,0.1486896,0.14868923,0.14969368
m_177,-99.1476,19.3856,0.12199285,0.12301146,0.1230113,0.123349786
m_178,-99.1857,19.3584,0.085706644,0.094963774,0.09496686,0.088202424
m_179,-99.2232,18.9156,0.12236148,0.31812224,0.32648337,0.18094513
m_180,-99.2326,18.9065,0.122612186,0.31960708,0.3275391,0.18047567
m_181,-99.1858,19.4398,0.07110509,0.07097567,0.070969306,0.06968156
m_182,-99.2714,19.3674,0.0803429,0.081401676,0.08134326,0.07999283
m_183,-98.1969,19.0495,0.1635347,0.16239858,0.16201966,0.17582741
m_184,-99.1856,19.3223,0.077943645,0.08956589,0.089572586,0.076793455
m_185,-99.1952,19.3404,0.07926712,0.08818312,0.088185884,0.07973289
m_186,-99.1762,19.3675,0.08979757,0.09296003,0.09296125,0.09626969
m_187,-99.1762,19.3765,0.08779364,0.08844212,0.088442825,0.08628361
m_188,-99.1667,19.4036,0.09582762,0.0963067,0.09630702,0.09706764
m_189,-99.1381,19.4308,0.10343753,0.10150496,0.10150484,0.101470195
m_190,-99.2523,19.3403,0.0863009,0.089668505,0.08957808,0.085789986
m_191,-99.1572,19.4579,0.09962501,0.09937731,0.099389106,0.10020061
m_192,-99.1762,19.4488,0.093069695,0.09184579,0.09184514,0.09204485
m_193,-99.1761,19.3404,0.09115382,0.10863757,0.10863942,0.090670735
m_194,-99.1572,19.4308,0.107251965,0.10750957,0.10750989,0.10761267
m_195,-99.2523,19.3764,0.07879116,0.07887258,0.07885555,0.07852704
m_196,-99.2143,19.4397,0.06349932,0.06252231,0.062450487,0.06709191
