# 20090930_M7.6_Padang median gmf, Stations:All, gmlt:GEM, Rupture:JMA
custom_site_id,lon,lat,AbrahamsonEtAl2015SSlab,KuehnEtAl2020SSlab,ParkerEtAl2020SSlab,ZhaoEtAl2006SSlab
m_0,100.37191999999999,-0.94774,0.471058,0.4713646,0.46986783,0.47289938
m_1,100.32592,-0.8192,0.45187542,0.45682117,0.49256945,0.46480045
m_10,100.36379999999997,-0.92165,0.4744474,0.47419792,0.4691486,0.4731605
m_100,100.37268,-0.94786,0.47007316,0.47034588,0.4694476,0.47186536
m_1000,100.35564,-0.96029,0.4682706,0.46923205,0.47350222,0.4810533
m_1001,100.35935,-0.95935,0.4466309,0.44501016,0.4648135,0.43522474
m_1002,100.35199999999998,-0.89053,0.47671577,0.47634235,0.47151944,0.47539553
m_1003,100.46239000000003,-0.94767,0.24560598,0.2457691,0.24610378,0.24742207
m_1004,100.37,-0.31,0.19437617,0.20500337,0.20751177,0.17208557
m_1005,100.34578999999997,-0.89715,0.4763166,0.4765519,0.4775783,0.4765979
m_1006,100.36036999999999,-0.9592,0.45120212,0.44998407,0.46627071,0.444511
m_1007,100.36658,-0.95921,0.4587637,0.4581119,0.46794227,0.4577297
m_1008,100.36511999999999,-0.91093,0.47567388,0.47537917,0.46940282,0.4742791
m_1009,100.35960999999998,-0.90013,0.47585216,0.475817,0.47658506,0.47608885
m_101,100.36059999999998,-0.95965,0.45449305,0.45345595,0.46565306,0.4481781
m_1010,100.36025000000001,-0.9591,0.44999707,0.44870582,0.46636274,0.4429236
m_1011,100.36385999999999,-0.93464,0.4707719,0.47068167,0.4687569,0.47013786
m_1012,100.38644,-0.95402,0.44438815,0.44420394,0.43353346,0.44236767
m_1013,100.37508000000003,-0.92245,0.4357199,0.43649024,0.4597853,0.44612354
m_1014,100.36111,-0.89347,0.4730151,0.47303188,0.47413662,0.47335908
m_1015,100.20901000000003,-0.5435,0.5150108,0.5154803,0.5154865,0.51445
m_1016,100.36131,-0.96369,0.46070603,0.45999765,0.46311623,0.45070562
m_1017,100.36768999999998,-0.95918,0.45602015,0.45511162,0.46861577,0.453991
m_1018,100.35854999999998,-0.95942,0.44040555,0.43829656,0.46321237,0.4235346
m_1019,100.37554,-0.93499,0.4492378,0.4493447,0.45963162,0.45385006
m_102,100.46296999999998,-0.95078,0.24771392,0.2479174,0.24748743,0.25016955
m_1020,100.36203,-0.9634,0.46322516,0.4627623,0.4641173,0.45655334
m_1021,100.39677,-0.95521,0.28223178,0.28261378,0.28643215,0.28090402
m_1022,100.35242,-0.91936,0.47207907,0.4722726,0.4748992,0.47256577
m_1023,100.35161,-0.94433,0.46873504,0.46941775,0.4644963,0.46428773
m_1024,100.38458000000003,-0.93898,0.36680636,0.36676636,0.3714869,0.36824465
m_1025,100.36383999999998,-0.96162,0.46606484,0.46594086,0.46600437,0.46521443
m_1026,100.28370999999999,-0.59648,0.5091005,0.50933677,0.5076826,0.50948703
m_1027,100.34305999999998,-0.87924,0.47816473,0.47882488,0.47400585,0.47677928
m_1028,100.35976,-0.96539,0.4535965,0.45232266,0.46078467,0.4334504
m_1029,100.37975,-0.9586,0.45479077,0.45514488,0.48858288,0.4853553
m_103,100.44659000000001,-1.0763,0.44647485,0.4470077,0.44605407,0.446897
m_1030,100.46247,-0.94967,0.24680588,0.24694964,0.24685293,0.24871236
m_1031,100.38457,-0.95623,0.46483418,0.46495768,0.44647813,0.4604428
m_1032,100.33780000000002,-0.51013,0.50007224,0.5013589,0.50175077,0.49656448
m_1033,100.37101999999999,-0.89352,0.46084324,0.46081215,0.45799512,0.46049777
m_1034,100.36536000000001,-0.96003,0.46297523,0.46263427,0.46707535,0.46263272
m_1035,100.46242000000001,-0.94943,0.24664845,0.24678887,0.24674964,0.24851565
m_1036,100.46249,-0.94909,0.24646385,0.24661247,0.24663268,0.24830723
m_1037,100.25887,-0.55837,0.5181356,0.51873344,0.50889534,0.5112716
m_1038,100.35998999999998,-0.95931,0.45028374,0.4489612,0.4657018,0.44211105
m_1039,100.36270999999999,-0.93324,0.4705626,0.47050196,0.46969295,0.47033185
m_104,100.36259000000001,-0.95876,0.45420316,0.45332626,0.46803695,0.4522127
m_1040,100.34910000000002,-0.90534,0.47521383,0.4750358,0.47249693,0.47434294
m_1041,100.36469999999997,-0.90405,0.47666755,0.4765619,0.4748054,0.47660553
m_1042,100.37536,-0.94809,0.4691278,0.46911588,0.4618137,0.46754643
m_1043,100.35602,-0.91239,0.4716198,0.4718533,0.47941473,0.47393906
m_1044,100.35212999999999,-0.92863,0.47224295,0.4724314,0.4707803,0.47110885
m_1045,100.39272,-0.94729,0.28818643,0.2884699,0.2976215,0.28933817
m_1046,100.29160000000002,-0.67874,0.5055868,0.50589275,0.48750272,0.49969038
m_1047,100.37596000000002,-0.93765,0.45198268,0.4519709,0.45982412,0.45558557
m_1048,100.35807,-0.92345,0.46949297,0.46979338,0.47737554,0.47197044
m_1049,100.36361999999997,-0.94387,0.4662563,0.46650913,0.47382456,0.46909893
m_105,100.37551000000002,-0.948,0.46845275,0.46842712,0.4614501,0.46689656
m_1050,100.36234000000002,-0.96332,0.46405375,0.46367246,0.4644555,0.45843592
m_1051,100.36237,-0.95892,0.45505422,0.45421726,0.46772528,0.4528921
m_1052,100.64638000000002,-0.90144,0.23864435,0.2391547,0.24005684,0.2381932
m_1053,100.36412000000001,-0.96126,0.46577793,0.4656363,0.46623468,0.4652482
m_1054,100.36358000000001,-0.91686,0.47568765,0.47535232,0.46886897,0.4739708
m_1055,100.64624000000003,-0.90184,0.23870187,0.23921745,0.2401232,0.23827267
m_1056,100.26926000000003,-0.56601,0.5161406,0.5164922,0.5087705,0.5107812
m_1057,100.37790000000001,-0.94858,0.46243903,0.46238896,0.45549417,0.46120626
m_1058,100.35953,-0.95936,0.44794172,0.44642013,0.4650478,0.43753004
m_1059,100.28172,-0.65793,0.49974,0.50020254,0.5144203,0.5048976
m_106,100.36336,-0.89487,0.47421116,0.47419912,0.47439724,0.4744001
m_1060,100.32862,-0.55132,0.49935117,0.5007113,0.50330526,0.49816093
m_1061,100.36397,-0.94431,0.46712187,0.46733838,0.47272003,0.4694094
m_1062,100.36171000000002,-0.89446,0.47411945,0.47411674,0.47480798,0.47437805
m_1063,100.35910000000001,-0.93976,0.4721023,0.47170013,0.4629086,0.46873772
m_1064,100.38697000000002,-0.97009,0.45283306,0.45268348,0.45587847,0.45532444
m_1065,100.35627999999997,-0.95957,0.46947914,0.47069255,0.4762483,0.4889253
m_1066,100.41395,-1.06447,0.45511624,0.45629168,0.45534632,0.46333233
m_1067,100.38434999999998,-0.93886,0.36936498,0.36931556,0.374018,0.3708538
m_1068,100.36401000000001,-0.94461,0.46767476,0.46787766,0.47208652,0.46967646
m_1069,100.35656,-0.92348,0.47028518,0.47047648,0.47553954,0.47176442
m_107,100.34771999999998,-0.91028,0.47152013,0.4720105,0.48006636,0.47392195
m_1070,100.29113999999998,-0.67795,0.5059532,0.5061433,0.4879804,0.5002521
m_1071,100.37326000000002,-0.92339,0.4641592,0.46372893,0.45185494,0.46112004
m_1072,100.15685000000002,-0.65333,0.5134234,0.51408726,0.51240295,0.51337755
m_1073,100.37592000000001,-0.94812,0.46769094,0.4676672,0.4608235,0.46626368
m_1074,100.36274000000003,-0.96004,0.46163997,0.46121016,0.46650866,0.4602707
m_1075,100.38493,-0.95351,0.45305294,0.45292932,0.4420442,0.45138553
m_1076,100.37383,-0.92289,0.4613551,0.46088156,0.4480883,0.4578986
m_1077,100.46166,-0.95174,0.24837384,0.24851939,0.24803555,0.25153217
m_1078,100.46263999999996,-0.95083,0.24764827,0.2478211,0.24743825,0.25000194
m_1079,100.37437,-0.94799,0.46720892,0.4674266,0.468307,0.46931005
m_108,100.34884,-0.90575,0.4753248,0.47513154,0.47209933,0.47427353
m_1080,100.24094000000002,-0.66525,0.50927705,0.5097828,0.5077829,0.508521
m_1081,100.36252999999999,-0.96167,0.46437266,0.46408325,0.46526656,0.46167925
m_1082,100.40127999999999,-0.92131,0.24529642,0.24562675,0.24837135,0.24458002
m_1083,100.34636999999998,-0.90647,0.47582564,0.47573707,0.4717733,0.47442815
m_1084,100.37319000000002,-0.90111,0.46151456,0.46123475,0.45367983,0.45998305
m_1085,100.46242000000001,-0.94643,0.24478704,0.24499948,0.24562751,0.24681906
m_1086,100.38407999999998,-0.97214,0.46423587,0.46433854,0.46382314,0.46527228
m_1087,100.35820999999999,-0.93949,0.46951774,0.4695064,0.4680499,0.4687012
