# 20090930_M7.6_Padang median gmf, Stations:All, gmlt:USGS, Rupture:IPGP
custom_site_id,lon,lat,AbrahamsonEtAl2015SSlab,AtkinsonBoore2003SSlab,AtkinsonBoore2003SSlabCascadia,ZhaoEtAl2016SSlab
m_0,100.37191999999999,-0.94774,0.46979913,0.46930107,0.4700342,0.47101992
m_1,100.32592,-0.8192,0.48525754,0.46791196,0.46031538,0.49183896
m_10,100.36379999999997,-0.92165,0.4711406,0.47301847,0.47297698,0.47345716
m_100,100.37268,-0.94786,0.4694296,0.46871606,0.4693664,0.4702304
m_1000,100.35564,-0.96029,0.47069523,0.46502718,0.46287704,0.48527035
m_1001,100.35935,-0.95935,0.46489513,0.46474636,0.46263245,0.44492874
m_1002,100.35199999999998,-0.89053,0.47274154,0.47533512,0.47530618,0.47554284
m_1003,100.46239000000003,-0.94767,0.24665341,0.24678646,0.24661502,0.24823625
m_1004,100.37,-0.31,0.20718084,0.24405257,0.23596811,0.21869642
m_1005,100.34578999999997,-0.89715,0.47701624,0.476792,0.4767863,0.47653082
m_1006,100.36036999999999,-0.9592,0.46582338,0.46475428,0.4626711,0.45289013
m_1007,100.36658,-0.95921,0.46713075,0.46570393,0.46386668,0.46379474
m_1008,100.36511999999999,-0.91093,0.47210047,0.4734244,0.47337973,0.4744759
m_1009,100.35960999999998,-0.90013,0.47629985,0.47623655,0.476205,0.47626632
m_101,100.36059999999998,-0.95965,0.46557817,0.46522006,0.46374562,0.45423093
m_1010,100.36025000000001,-0.9591,0.4658387,0.46462104,0.46236593,0.4520413
m_1011,100.36385999999999,-0.93464,0.46974003,0.47042575,0.47030047,0.4705862
m_1012,100.38644,-0.95402,0.43954954,0.43748996,0.4384417,0.43485186
m_1013,100.37508000000003,-0.92245,0.45795503,0.44313577,0.4430383,0.4448032
m_1014,100.36111,-0.89347,0.4739411,0.47337827,0.47337332,0.47346133
m_1015,100.20901000000003,-0.5435,0.5152382,0.51265085,0.51089,0.51530725
m_1016,100.36131,-0.96369,0.46438232,0.46732047,0.46787402,0.45115897
m_1017,100.36768999999998,-0.95918,0.46757472,0.46586436,0.46351674,0.46221104
m_1018,100.35854999999998,-0.95942,0.46382636,0.46459955,0.46228054,0.43550798
m_1019,100.37554,-0.93499,0.45869124,0.4516239,0.45136696,0.45316118
m_102,100.46296999999998,-0.95078,0.24757862,0.24759616,0.24752156,0.2501964
m_1020,100.36203,-0.9634,0.46501496,0.46718517,0.46768755,0.45628905
m_1021,100.39677,-0.95521,0.2824872,0.2889928,0.29042247,0.2871976
m_1022,100.35242,-0.91936,0.47350138,0.47306368,0.47305772,0.4726227
m_1023,100.35161,-0.94433,0.4650893,0.4685923,0.46980402,0.4616571
m_1024,100.38458000000003,-0.93898,0.36958495,0.36918145,0.3687215,0.36248103
m_1025,100.36383999999998,-0.96162,0.4661631,0.46658042,0.4666038,0.46494475
m_1026,100.28370999999999,-0.59648,0.50863844,0.5090929,0.5098123,0.49330977
m_1027,100.34305999999998,-0.87924,0.4756362,0.4769668,0.47737086,0.47562474
m_1028,100.35976,-0.96539,0.46296147,0.46825323,0.4689763,0.43611413
m_1029,100.37975,-0.9586,0.48065144,0.45866242,0.4482777,0.51675683
m_103,100.44659000000001,-1.0763,0.4457649,0.4445998,0.44445047,0.44739363
m_1030,100.46247,-0.94967,0.24711739,0.24720687,0.24711429,0.24897324
m_1031,100.38457,-0.95623,0.4531956,0.45478758,0.45786196,0.44872704
m_1032,100.33780000000002,-0.51013,0.50131106,0.49810752,0.49596712,0.50060755
m_1033,100.37101999999999,-0.89352,0.46042395,0.45926848,0.4593151,0.46016353
m_1034,100.36536000000001,-0.96003,0.46673298,0.4660868,0.46516553,0.46529713
m_1035,100.46242000000001,-0.94943,0.24704914,0.24714646,0.24704674,0.24883243
m_1036,100.46249,-0.94909,0.24696706,0.24706799,0.24695478,0.2487226
m_1037,100.25887,-0.55837,0.5118989,0.52110785,0.5297071,0.51329637
m_1038,100.35998999999998,-0.95931,0.46548885,0.46483344,0.4628434,0.45049968
m_1039,100.36270999999999,-0.93324,0.47020394,0.470641,0.4705432,0.4707012
m_104,100.36259000000001,-0.95876,0.4668494,0.46457142,0.46215174,0.46081874
m_1040,100.34910000000002,-0.90534,0.47303507,0.4745302,0.47451308,0.47445628
m_1041,100.36469999999997,-0.90405,0.47632682,0.47579315,0.47574982,0.47672653
m_1042,100.37536,-0.94809,0.46408218,0.46521324,0.4656102,0.46636125
m_1043,100.35602,-0.91239,0.47712228,0.47419873,0.47416988,0.47417518
m_1044,100.35212999999999,-0.92863,0.4707015,0.47219482,0.4722175,0.47108558
m_1045,100.39272,-0.94729,0.29300037,0.29727057,0.29729524,0.30370826
m_1046,100.29160000000002,-0.67874,0.4950797,0.5016615,0.50163853,0.5012791
m_1047,100.37596000000002,-0.93765,0.459498,0.45356333,0.45323774,0.45521715
m_1048,100.35807,-0.92345,0.475394,0.472238,0.4722072,0.47217268
m_1049,100.36361999999997,-0.94387,0.47183022,0.46900737,0.46903318,0.4693193
m_105,100.37551000000002,-0.948,0.4637183,0.4647106,0.4650558,0.46582988
m_1050,100.36234000000002,-0.96332,0.46523696,0.4671705,0.46765915,0.4579446
m_1051,100.36237,-0.95892,0.46671167,0.4647173,0.46252424,0.4606716
m_1052,100.64638000000002,-0.90144,0.24146499,0.24414478,0.24343273,0.24400587
m_1053,100.36412000000001,-0.96126,0.46629903,0.4664895,0.46635687,0.46537304
m_1054,100.36358000000001,-0.91686,0.4713274,0.47355992,0.47351742,0.4742676
m_1055,100.64624000000003,-0.90184,0.24152742,0.24418394,0.2434654,0.2440524
m_1056,100.26926000000003,-0.56601,0.5110565,0.5232231,0.5348066,0.51272756
m_1057,100.37790000000001,-0.94858,0.45834443,0.45845166,0.45880875,0.45929834
m_1058,100.35953,-0.95936,0.46506244,0.46480268,0.46276313,0.44668785
m_1059,100.28172,-0.65793,0.5099708,0.50508684,0.50500464,0.50421584
