# 20230206_M7.8_KahramanmarasGaziantep median gmf, Stations:Seismic, gmlt:Adjusted, Rupture:GCMT
custom_site_id,lon,lat,AkkarEtAlRjb2014,CauzziEtAl2014,KaleEtAl2015Turkey,ZhaoEtAl2016Asc
m_243,35.83510000000001,34.4392,0.015342295,0.015227136,0.013104936,0.006916908
m_244,35.288399999999996,37.0467,0.06109774,0.058609165,0.0627285,0.048662607
m_245,35.501900000000006,33.8424,0.010902227,0.010836218,0.0081517445,0.0042630346
m_246,35.806899999999985,35.5305,0.02176459,0.0219908,0.022207143,0.025277847
m_247,35.5138,33.8782,0.010384646,0.010452441,0.007801799,0.004422044
m_248,35.8348,34.4302,0.012172082,0.012419093,0.0102134375,0.008098027
m_249,35.567999999999984,33.8861,0.010047847,0.010203606,0.007569483,0.004509157
m_250,35.578599999999994,33.8769,0.008057873,0.008638138,0.006051677,0.00335636
m_251,35.502999999999986,33.8785,0.010884644,0.0108475145,0.008187031,0.004412474
m_252,35.88329999999999,34.8887,0.016801283,0.01680254,0.015445199,0.013016363
m_253,35.59100000000001,33.9307,0.009581517,0.009877511,0.0072752684,0.0047286903
m_254,35.50319999999999,33.8875,0.010912213,0.010876048,0.008220902,0.004450489
m_256,35.57939999999999,33.9039,0.009500819,0.009791831,0.0071764165,0.0045976713
m_257,35.5351,33.8688,0.010371913,0.010439146,0.007786208,0.004403685
m_258,35.49189999999999,33.8697,0.010849867,0.010811535,0.008144335,0.004364749
m_259,33.90699999999998,35.2622,0.016973818,0.0168055,0.015202806,0.008496008
m_261,34.52889999999999,36.7434,0.03301602,0.033135068,0.033140887,0.032930743
m_262,35.33189999999999,37.0008,0.050157,0.049659267,0.050784793,0.043462023
m_263,35.612599999999986,33.9303,0.008532502,0.009056841,0.0064779078,0.003557699
m_264,35.5462,33.8776,0.010009502,0.010163417,0.0075225607,0.0044515724
m_265,35.65780000000001,33.9924,0.008089831,0.008760827,0.0062210355,0.0038121874
m_267,35.52510000000001,33.896,0.010444707,0.010514995,0.007875403,0.004508889
m_268,35.6018,33.9305,0.00958769,0.009884053,0.007282839,0.0047387597
m_269,35.5035,33.8965,0.010939991,0.010904801,0.008255053,0.004488944
m_270,35.5248,33.887,0.010418024,0.010487198,0.00784269,0.004470203
m_271,35.481600000000014,33.8879,0.010897384,0.010860731,0.00820268,0.0044300626
m_272,35.4708,33.8881,0.009177453,0.009508099,0.0068796542,0.0044197435
m_273,34.5291,36.7524,0.033559375,0.033668112,0.03367634,0.03338184
m_274,35.59049999999999,33.9127,0.009531667,0.009824576,0.0072141807,0.0046475506
m_275,35.52429999999998,33.869,0.010365126,0.01043209,0.007777899,0.004393955
m_276,35.51349999999999,33.8692,0.010358281,0.010424974,0.0077695223,0.004384153
m_277,35.513000000000005,33.8512,0.010463748,0.010494865,0.007826937,0.0043094694
m_278,31.008800000000008,36.8628,0.0068315715,0.006997882,0.0041327258,0.0014168329
m_279,42.907899999999984,36.861,0.008886018,0.008932019,0.006085088,0.002700585
