calc_id,description,cal_time,gmpe,imt,nominal_bias,max_gmv,Rupture,GMLT,Recording_Stations,abs_bias
245,"Median gmf - 20140401_M8.2_Iquique (Rupture:Hayes_2017, GMPEs:GEM, Recording Stations:all)",18,AbrahamsonEtAl2015SInterHigh,PGA,0.002,1.0457462,Hayes_2017,GEM,all,0.002
237,"Median gmf - 20140401_M8.2_Iquique (Rupture:USGS, GMPEs:GEM, Recording Stations:all)",33,AbrahamsonEtAl2015SInterHigh,PGA,-0.004,1.0457462,USGS,GEM,all,0.004
240,"Median gmf - 20140401_M8.2_Iquique (Rupture:USGS, GMPEs:USGS, Recording Stations:seismic)",17,AtkinsonBoore2003SInter,PGA,0.006,1.0457462,USGS,USGS,seismic,0.006
242,"Median gmf - 20140401_M8.2_Iquique (Rupture:GCMT, GMPEs:GEM, Recording Stations:seismic)",32,AbrahamsonEtAl2015SInterHigh,PGA,-0.021,1.0457462,GCMT,GEM,seismic,0.021
244,"Median gmf - 20140401_M8.2_Iquique (Rupture:GCMT, GMPEs:USGS, Recording Stations:seismic)",25,AtkinsonBoore2003SInter,PGA,0.037,1.0457462,GCMT,USGS,seismic,0.037
247,"Median gmf - 20140401_M8.2_Iquique (Rupture:Hayes_2017, GMPEs:USGS, Recording Stations:all)",14,AtkinsonBoore2003SInter,PGA,0.06,1.0457462,Hayes_2017,USGS,all,0.06
248,"Median gmf - 20140401_M8.2_Iquique (Rupture:Hayes_2017, GMPEs:USGS, Recording Stations:seismic)",13,AtkinsonBoore2003SInter,PGA,-0.062,1.0457462,Hayes_2017,USGS,seismic,0.062
246,"Median gmf - 20140401_M8.2_Iquique (Rupture:Hayes_2017, GMPEs:GEM, Recording Stations:seismic)",15,MontalvaEtAl2017SInter,PGA,0.067,1.0457462,Hayes_2017,GEM,seismic,0.067
248,"Median gmf - 20140401_M8.2_Iquique (Rupture:Hayes_2017, GMPEs:USGS, Recording Stations:seismic)",13,MontalvaEtAl2017SInter,PGA,0.067,1.0457462,Hayes_2017,USGS,seismic,0.067
242,"Median gmf - 20140401_M8.2_Iquique (Rupture:GCMT, GMPEs:GEM, Recording Stations:seismic)",32,MontalvaEtAl2017SInter,PGA,0.088,1.0457462,GCMT,GEM,seismic,0.088
244,"Median gmf - 20140401_M8.2_Iquique (Rupture:GCMT, GMPEs:USGS, Recording Stations:seismic)",25,MontalvaEtAl2017SInter,PGA,0.088,1.0457462,GCMT,USGS,seismic,0.088
238,"Median gmf - 20140401_M8.2_Iquique (Rupture:USGS, GMPEs:GEM, Recording Stations:seismic)",18,MontalvaEtAl2017SInter,PGA,0.088,1.0457462,USGS,GEM,seismic,0.088
240,"Median gmf - 20140401_M8.2_Iquique (Rupture:USGS, GMPEs:USGS, Recording Stations:seismic)",17,MontalvaEtAl2017SInter,PGA,0.088,1.0457462,USGS,USGS,seismic,0.088
241,"Median gmf - 20140401_M8.2_Iquique (Rupture:GCMT, GMPEs:GEM, Recording Stations:all)",28,AbrahamsonEtAl2015SInterHigh,PGA,0.103,1.0457462,GCMT,GEM,all,0.103
238,"Median gmf - 20140401_M8.2_Iquique (Rupture:USGS, GMPEs:GEM, Recording Stations:seismic)",18,AbrahamsonEtAl2015SInterHigh,PGA,-0.112,1.0457462,USGS,GEM,seismic,0.112
246,"Median gmf - 20140401_M8.2_Iquique (Rupture:Hayes_2017, GMPEs:GEM, Recording Stations:seismic)",15,AbrahamsonEtAl2015SInterHigh,PGA,-0.119,1.0457462,Hayes_2017,GEM,seismic,0.119
239,"Median gmf - 20140401_M8.2_Iquique (Rupture:USGS, GMPEs:USGS, Recording Stations:all)",17,AtkinsonBoore2003SInter,PGA,0.119,1.0457462,USGS,USGS,all,0.119
243,"Median gmf - 20140401_M8.2_Iquique (Rupture:GCMT, GMPEs:USGS, Recording Stations:all)",27,AtkinsonBoore2003SInter,PGA,0.159,1.0457462,GCMT,USGS,all,0.159
246,"Median gmf - 20140401_M8.2_Iquique (Rupture:Hayes_2017, GMPEs:GEM, Recording Stations:seismic)",15,ZhaoEtAl2006SInter,PGA,0.165,1.0457462,Hayes_2017,GEM,seismic,0.165
245,"Median gmf - 20140401_M8.2_Iquique (Rupture:Hayes_2017, GMPEs:GEM, Recording Stations:all)",18,MontalvaEtAl2017SInter,PGA,0.182,1.0457462,Hayes_2017,GEM,all,0.182
247,"Median gmf - 20140401_M8.2_Iquique (Rupture:Hayes_2017, GMPEs:USGS, Recording Stations:all)",14,MontalvaEtAl2017SInter,PGA,0.182,1.0457462,Hayes_2017,USGS,all,0.182
237,"Median gmf - 20140401_M8.2_Iquique (Rupture:USGS, GMPEs:GEM, Recording Stations:all)",33,MontalvaEtAl2017SInter,PGA,0.189,1.0457462,USGS,GEM,all,0.189
239,"Median gmf - 20140401_M8.2_Iquique (Rupture:USGS, GMPEs:USGS, Recording Stations:all)",17,MontalvaEtAl2017SInter,PGA,0.189,1.0457462,USGS,USGS,all,0.189
241,"Median gmf - 20140401_M8.2_Iquique (Rupture:GCMT, GMPEs:GEM, Recording Stations:all)",28,MontalvaEtAl2017SInter,PGA,0.205,1.0457462,GCMT,GEM,all,0.205
243,"Median gmf - 20140401_M8.2_Iquique (Rupture:GCMT, GMPEs:USGS, Recording Stations:all)",27,MontalvaEtAl2017SInter,PGA,0.205,1.0457462,GCMT,USGS,all,0.205
238,"Median gmf - 20140401_M8.2_Iquique (Rupture:USGS, GMPEs:GEM, Recording Stations:seismic)",18,ZhaoEtAl2006SInter,PGA,0.229,1.0457462,USGS,GEM,seismic,0.229
245,"Median gmf - 20140401_M8.2_Iquique (Rupture:Hayes_2017, GMPEs:GEM, Recording Stations:all)",18,ZhaoEtAl2006SInter,PGA,0.267,1.0457462,Hayes_2017,GEM,all,0.267
242,"Median gmf - 20140401_M8.2_Iquique (Rupture:GCMT, GMPEs:GEM, Recording Stations:seismic)",32,ZhaoEtAl2006SInter,PGA,0.273,1.0457462,GCMT,GEM,seismic,0.273
237,"Median gmf - 20140401_M8.2_Iquique (Rupture:USGS, GMPEs:GEM, Recording Stations:all)",33,ZhaoEtAl2006SInter,PGA,0.312,1.0457462,USGS,GEM,all,0.312
248,"Median gmf - 20140401_M8.2_Iquique (Rupture:Hayes_2017, GMPEs:USGS, Recording Stations:seismic)",13,ZhaoEtAl2016SInter,PGA,0.357,1.0457462,Hayes_2017,USGS,seismic,0.357
241,"Median gmf - 20140401_M8.2_Iquique (Rupture:GCMT, GMPEs:GEM, Recording Stations:all)",28,ZhaoEtAl2006SInter,PGA,0.377,1.0457462,GCMT,GEM,all,0.377
240,"Median gmf - 20140401_M8.2_Iquique (Rupture:USGS, GMPEs:USGS, Recording Stations:seismic)",17,ZhaoEtAl2016SInter,PGA,0.389,1.0457462,USGS,USGS,seismic,0.389
247,"Median gmf - 20140401_M8.2_Iquique (Rupture:Hayes_2017, GMPEs:USGS, Recording Stations:all)",14,ZhaoEtAl2016SInter,PGA,0.44,1.0457462,Hayes_2017,USGS,all,0.44
239,"Median gmf - 20140401_M8.2_Iquique (Rupture:USGS, GMPEs:USGS, Recording Stations:all)",17,ZhaoEtAl2016SInter,PGA,0.446,1.0457462,USGS,USGS,all,0.446
244,"Median gmf - 20140401_M8.2_Iquique (Rupture:GCMT, GMPEs:USGS, Recording Stations:seismic)",25,ZhaoEtAl2016SInter,PGA,0.476,1.0457462,GCMT,USGS,seismic,0.476
243,"Median gmf - 20140401_M8.2_Iquique (Rupture:GCMT, GMPEs:USGS, Recording Stations:all)",27,ZhaoEtAl2016SInter,PGA,0.562,1.0457462,GCMT,USGS,all,0.562
