# 19810000_Sequence_GulfOfCorinth/19810225_M6.4_GulfofCorinth median gmf, Stations:Seismic, gmlt:USGS, Rupture:ESM
custom_site_id,lon,lat,AkkarEtAlRjb2014,CauzziEtAl2014,ZhaoEtAl2016Asc
s_0,22.930499999999995,37.9386,0.12071,0.12071,0.12071
s_1,23.045000000000016,38.059,0.33952424,0.118951656,0.19975743
s_10,23.204999999999984,38.315,0.10823459,0.08075144,0.15951672
s_100,22.638000000000005,38.751,0.015382149,0.023902044,0.052108943
s_101,23.074000000000012,38.847,0.013796059,0.02219791,0.041456006
s_102,22.449000000000012,38.666,0.012184779,0.020028591,0.038376488
s_103,23.973000000000013,37.728,0.018249568,0.029340768,0.061269887
s_104,22.417,37.448,0.016629795,0.026352532,0.0488774
s_105,23.90299999999999,38.614,0.0139815975,0.023189718,0.043964893
s_106,24.050999999999988,38.431,0.019204969,0.030416036,0.060207568
s_107,21.920000000000016,38.284,0.011497722,0.018323936,0.039248485
s_108,21.833,38.05,0.009296186,0.015477607,0.027401006
s_109,21.802999999999997,37.667,0.009228157,0.015175173,0.031736366
s_11,23.50800000000001,38.35,0.06535408,0.076086104,0.13243198
s_110,21.716000000000008,38.353,0.0089369565,0.014438198,0.030668247
s_111,21.85300000000001,38.649,0.0072460803,0.012320476,0.022693418
s_112,22.99000000000001,37.685,0.0361226,0.05240536,0.07974299
s_113,21.528999999999996,38.361,0.009169836,0.014159342,0.025175676
s_114,23.655,37.989,0.04582452,0.061252743,0.12395188
s_115,22.74000000000001,37.688,0.0359025,0.053604644,0.076415114
s_116,22.775000000000006,37.667,0.03576787,0.053425252,0.076303855
s_117,23.050999999999988,38.584,0.030781822,0.041257452,0.085376434
s_118,22.757000000000005,38.515,0.028530348,0.039126404,0.08017907
s_119,21.308999999999997,37.814,0.008678149,0.013073199,0.016989153
s_12,23.289999999999992,38.216,0.2383737,0.09755312,0.1513854
s_120,23.138000000000005,38.614,0.028197138,0.038607717,0.08389152
s_121,23.730999999999995,37.948,0.03983709,0.056672927,0.10594937
s_122,23.086000000000013,37.566,0.026518814,0.041039072,0.08643821
s_123,22.771000000000015,38.567,0.026238525,0.03682026,0.07445753
s_124,23.02199999999999,38.648,0.023554297,0.033788096,0.075290926
s_125,23.786,37.973,0.030997576,0.046267238,0.099345945
s_126,23.795999999999992,37.957,0.024759537,0.039021347,0.07252075
s_127,23.77199999999999,37.884,0.027272906,0.041892365,0.07014264
s_128,22.701999999999998,37.569,0.02492475,0.03869753,0.07321161
s_129,23.818000000000012,37.962,0.024224205,0.038325876,0.07036664
s_13,23.173000000000002,38.303,0.12332019,0.09174454,0.15999094
s_130,23.833,38.073,0.03191371,0.047394123,0.096594885
s_131,23.019000000000005,38.683,0.024316134,0.034730915,0.07093642
s_132,23.835000000000008,38.067,0.030745964,0.04599934,0.09614012
s_133,23.84299999999999,38.108,0.026342286,0.040818814,0.071652144
s_134,22.406000000000006,37.769,0.01663865,0.027978927,0.051332958
s_135,22.905,38.715,0.018273724,0.027775176,0.047615346
s_136,22.25399999999999,38.133,0.01572219,0.025280766,0.046703666
s_137,23.634000000000015,38.628,0.021779045,0.03262854,0.072475806
s_138,22.437000000000012,38.55,0.014809151,0.02354364,0.04354952
s_139,22.324000000000012,38.454,0.015101457,0.023828961,0.042624287
s_14,23.254999999999995,38.271,0.17299023,0.10070527,0.17711435
s_140,23.292,37.446,0.020222047,0.03221662,0.06638919
s_141,23.939999999999998,38.212,0.025134612,0.038987543,0.08041355
s_142,23.501000000000005,38.733,0.021819811,0.032023795,0.06525729
s_143,22.236999999999995,37.851,0.013369448,0.02284258,0.04359303
s_144,23.901999999999987,38.395,0.024815874,0.03822675,0.07521216
s_145,22.317000000000007,37.68,0.015585085,0.025691563,0.05687962
s_146,23.899,38.43,0.023367323,0.036106694,0.07293443
s_147,23.170000000000016,37.382,0.0220224,0.034493502,0.05171929
s_148,22.269000000000005,37.717,0.014618797,0.024351923,0.0415778
s_149,23.768,38.611,0.021130856,0.032047693,0.06680327
s_15,23.355999999999995,38.17,0.2162063,0.10893499,0.20794085
s_150,22.355999999999995,38.582,0.0128683,0.020898685,0.038922906
s_151,22.158999999999992,37.897,0.012316698,0.020999037,0.04014903
s_152,23.437000000000012,38.82,0.017133292,0.026247693,0.05772148
s_153,22.12100000000001,38.083,0.012635444,0.020937784,0.03923943
s_154,22.792,37.35,0.014123341,0.023627898,0.04077316
s_155,24.001000000000005,37.794,0.019665755,0.031268973,0.063202344
s_156,22.451999999999998,37.464,0.017238487,0.027343202,0.051382266
s_157,22.76599999999999,37.336,0.012138949,0.020956853,0.039420336
s_158,22.204000000000008,37.666,0.011126031,0.01937322,0.03700628
s_159,22.086000000000013,37.851,0.012271156,0.020498568,0.035935182
s_16,23.117999999999995,38.359,0.072382584,0.06869374,0.1377945
s_160,22.056999999999988,37.938,0.011684298,0.019587371,0.03562609
s_161,23.087999999999994,38.936,0.0156235965,0.023960158,0.048183333
s_162,22.019000000000005,38.168,0.011303312,0.018635666,0.03403725
s_163,22.033999999999992,37.949,0.010901575,0.01848145,0.034685448
s_164,22.24000000000001,37.551,0.012749967,0.021142608,0.046337448
s_165,22.474999999999994,38.829,0.016915243,0.025618123,0.03592728
s_166,22.820999999999998,38.968,0.009850416,0.016529288,0.031425454
s_167,21.954999999999984,37.949,0.010350277,0.017389182,0.03143598
s_168,24.158000000000015,38.398,0.0147129055,0.024301216,0.053961888
s_169,22.894000000000005,37.167,0.010212104,0.01750965,0.031493433
s_17,23.339,38.318,0.10328281,0.083843924,0.16037653
s_170,21.888000000000005,38.23,0.009015207,0.015217202,0.028736409
s_171,21.920000000000016,38.398,0.012234335,0.01907375,0.037588228
s_172,24.13499999999999,38.579,0.0132322665,0.021672836,0.04801128
s_173,22.388000000000005,37.287,0.011589062,0.018949853,0.0391198
s_174,24.11699999999999,38.628,0.011832418,0.019734591,0.03497521
s_175,22.158999999999992,37.403,0.010697449,0.017614711,0.037046917
s_176,24.337999999999994,38.044,0.01162954,0.019713908,0.03469749
s_177,21.956999999999994,37.612,0.008918311,0.015284882,0.027117424
s_178,21.855999999999995,37.682,0.009482697,0.015723016,0.03385748
s_179,21.781000000000006,37.913,0.0082212165,0.013977685,0.025397504
s_18,23.367999999999995,38.411,0.059555292,0.06455017,0.1299541
s_180,22.170000000000016,37.313,0.009535134,0.01584533,0.03409085
s_181,22.212999999999994,37.252,0.007891834,0.013658319,0.024739359
s_182,21.802999999999997,37.699,0.008142365,0.013851584,0.024164936
s_183,22.288999999999987,39.0,0.008947602,0.014453398,0.030695405
