# 19881016_M5.88_Elia median gmf, Stations:None, gmlt:USGS, Rupture:GCMT
custom_site_id,lon,lat,AbrahamsonEtAl2015SInter,AtkinsonBoore2003SInter,LinLee2008SInter,ZhaoEtAl2016SInter
t_0,21.029020000000003,38.50107,0.011765863,0.0072933785,0.021431886,0.038229067
t_1,21.101730000000003,38.43494,0.012822382,0.008209297,0.023934096,0.042541586
t_10,20.88336000000001,38.63319,0.008368852,0.005477315,0.016649466,0.021640314
t_100,20.86652000000001,39.31397,0.0031770568,0.0015112951,0.005924997,0.007400123
t_1000,23.755799999999994,38.20062,0.0014143044,0.00046991155,0.0025232292,0.004473654
t_1001,22.74911,37.99101,0.003767036,0.0015040055,0.0073719877,0.009236349
t_1002,22.671099999999996,37.99622,0.0032854292,0.0014709173,0.0057009025,0.009910816
t_1003,22.713390000000004,38.02449,0.0033102827,0.0013946702,0.005479556,0.0095173335
t_1004,22.677660000000003,38.05795,0.003545155,0.0014497369,0.0056481883,0.009801693
t_1005,22.593079999999986,38.00139,0.0034626238,0.0016181568,0.006132462,0.010665915
t_1006,22.515050000000002,38.00653,0.0034714646,0.0017849846,0.0066147163,0.008421519
t_1007,22.63535999999999,38.02968,0.003046162,0.0015315297,0.005884612,0.0074761068
t_1008,22.55731,38.03484,0.0030313137,0.0010886608,0.0063360827,0.008054106
t_1009,22.47926000000001,38.03996,0.003866877,0.0018614476,0.00684105,0.011902246
t_101,20.787509999999997,39.31834,0.0028720878,0.0009678761,0.005876333,0.0073541477
t_1010,22.59960000000001,38.06312,0.00389723,0.0015930338,0.006070827,0.010537482
t_1011,22.521529999999984,38.06826,0.0031102845,0.0011331232,0.0065422324,0.008310229
t_1012,22.443449999999984,38.07337,0.003487941,0.0012517903,0.007069987,0.008990374
t_1013,22.56380999999999,38.09656,0.0033355537,0.0016551489,0.0062588397,0.007938603
t_1014,22.989840000000015,38.03691,0.0026375223,0.00101704,0.004331294,0.007535347
t_1015,22.9118,38.04222,0.002536309,0.0011078295,0.004613726,0.005863847
t_1016,23.110270000000014,38.05974,0.0020425937,0.0008924121,0.0039387275,0.0050203963
t_1017,23.03223,38.0651,0.002505829,0.0009690065,0.004182409,0.007278081
t_1018,22.954180000000008,38.07043,0.002960529,0.0010540229,0.004449389,0.007732472
t_1019,23.386840000000007,38.07155,0.00184621,0.0006735139,0.0032233454,0.0056551876
t_102,20.829830000000015,39.34685,0.002705129,0.0009279059,0.0056940997,0.007120983
t_1020,23.30879999999999,38.07703,0.001648271,0.0004695675,0.0034024902,0.004356443
t_1021,23.230760000000004,38.08248,0.002220805,0.0007863684,0.003596984,0.0062846
t_1022,23.42935,38.09964,0.0019148632,0.0006446552,0.003127172,0.00549179
t_1023,23.351290000000006,38.10514,0.0017254374,0.00069545384,0.0032978065,0.0042261933
t_1024,23.273230000000012,38.1106,0.0016980701,0.0004850189,0.003482767,0.0044538537
t_1025,23.3938,38.13323,0.0018477848,0.00066505687,0.0031969976,0.0056074183
t_1026,23.31572,38.13871,0.0018514481,0.0007176603,0.003372927,0.0043171817
t_1027,22.485720000000015,38.10168,0.0032052428,0.0011779362,0.0067500705,0.008567634
t_1028,23.04576,38.18847,0.0024242331,0.000938026,0.0040918747,0.0071113524
t_1029,23.08823000000001,38.21662,0.0020701024,0.0008922809,0.003946958,0.0050198757
t_103,20.98218,39.27667,0.0030544053,0.0010275849,0.0061875065,0.0077009806
t_1030,22.85374999999999,38.23256,0.0024662316,0.0011414019,0.0047356165,0.0059935437
t_1031,22.775569999999988,38.23781,0.0028057776,0.0012430858,0.005050386,0.006384019
t_1032,22.81799000000001,38.26602,0.002575354,0.0011758166,0.004845815,0.0061260792
t_1033,22.860420000000005,38.29421,0.0022019695,0.000718492,0.0046521532,0.005883123
t_1034,23.010069999999985,38.22197,0.0021755535,0.0009671474,0.0041868375,0.0053154672
t_1035,22.931909999999988,38.22728,0.0025193596,0.0010498374,0.004448827,0.0077102026
t_1036,23.130709999999993,38.24476,0.0021635804,0.0008489711,0.0038086101,0.0066281855
t_1037,23.052539999999993,38.25012,0.0025669648,0.000919015,0.0040349043,0.00700871
t_1038,22.97435999999999,38.25545,0.0025743044,0.0009962176,0.00428155,0.0074240007
t_1039,22.896180000000015,38.26075,0.0021610747,0.0006982517,0.0045509245,0.005761697
t_104,20.9032,39.28108,0.0037480881,0.0015888985,0.006166022,0.010516326
t_1040,23.09503000000001,38.27827,0.0023287614,0.0008735236,0.0038900957,0.006762011
t_1041,23.01683,38.28361,0.0022449568,0.0009456461,0.004122444,0.00523087
t_1042,22.93862999999999,38.28893,0.00216303,0.0006618609,0.004375631,0.0055423975
t_1043,23.13754,38.30639,0.002470655,0.00083053357,0.0037520851,0.0065273577
t_1044,22.62575000000001,38.30985,0.003422644,0.0014369384,0.0056515653,0.009735689
t_1045,22.54750999999999,38.315,0.0029407379,0.0010137265,0.0060534985,0.007620629
t_1046,23.237629999999996,38.14416,0.0017341889,0.0005006499,0.0035637352,0.0045519476
t_1047,23.436329999999998,38.16131,0.0021656328,0.00071363745,0.004315709,0.0054427343
t_1048,23.358229999999992,38.16681,0.0019194108,0.00068567076,0.0032673264,0.0057236953
t_1049,23.28012000000001,38.17228,0.0016354468,0.00047783824,0.0034485636,0.004408641
t_105,21.024540000000002,39.30514,0.003271848,0.0015161539,0.005964672,0.0074183764
t_1050,23.20201,38.17771,0.0017262707,0.0005164132,0.0036451775,0.0046504405
t_1051,23.40075999999999,38.19489,0.0016389061,0.00065517507,0.0031658262,0.0040600244
t_1052,23.322640000000007,38.20038,0.0016580056,0.00045611896,0.0033380026,0.0042712796
t_1053,23.24450999999999,38.20582,0.0016776834,0.00049240893,0.0035244946,0.0045002853
t_1054,23.16637,38.21124,0.0018490325,0.00053226185,0.0037268833,0.0047490536
t_1055,23.990080000000006,38.18352,0.001423951,0.000382615,0.0022041507,0.0039394745
t_1056,23.912000000000006,38.18925,0.0014318251,0.00040939674,0.002303437,0.0041057323
t_1057,23.954669999999993,38.2172,0.0012899354,0.000393163,0.0022439316,0.0040052338
t_1058,23.876560000000012,38.22292,0.0013697325,0.00042074398,0.002345678,0.0041754977
t_1059,23.677689999999984,38.20626,0.0014799485,0.0005041211,0.0026450704,0.0046775867
t_106,20.94552999999999,39.30957,0.0027802777,0.0009794814,0.0059546507,0.0074216933
t_1060,23.59957,38.21186,0.0017352303,0.00054133736,0.002775916,0.0048966077
t_1061,23.521450000000016,38.21743,0.0019071923,0.00058187556,0.0029166378,0.00513221
t_1062,23.79844,38.22861,0.0012056216,0.0002909546,0.0024544783,0.0031868261
t_1063,23.720320000000015,38.23426,0.0012337205,0.00031189405,0.0025709763,0.003329344
t_1064,23.642179999999996,38.23988,0.0015086307,0.0005183075,0.002695933,0.0047614044
t_1065,23.564040000000006,38.24547,0.0017497066,0.0005566423,0.0028301356,0.0049859015
t_1066,23.485890000000012,38.25102,0.0017201178,0.0005984069,0.0029745214,0.005227484
t_1067,23.841110000000015,38.25658,0.0013101473,0.00043217806,0.0023880773,0.0031048402
t_1068,23.762969999999996,38.26225,0.0014511287,0.00046293228,0.0024995084,0.004431713
t_1069,23.919250000000005,38.25088,0.0013080545,0.00040379874,0.00228388,0.0040711705
t_107,20.987889999999993,39.33804,0.0027996283,0.0009347213,0.005748935,0.0071608005
t_1070,23.883800000000008,38.28454,0.0011837175,0.00041451107,0.002323962,0.0030257143
t_1071,23.44332,38.22296,0.001477762,0.0004042465,0.003068259,0.0039391075
t_1072,23.36518000000001,38.22846,0.0017481061,0.0006744308,0.0032319073,0.0041396525
t_1073,23.287030000000016,38.23393,0.002341141,0.0007273214,0.0034088574,0.0059570526
t_1074,23.20886999999999,38.23936,0.0022906,0.00078530464,0.003600557,0.006278731
t_1075,23.407730000000015,38.25653,0.0019164768,0.00064397405,0.0031301226,0.00548792
t_1076,23.32956999999999,38.26202,0.0024355864,0.00077840657,0.004589868,0.0057691536
t_1077,23.25139999999999,38.26747,0.0022487761,0.0007482358,0.0034796975,0.006073487
t_1078,23.173220000000015,38.27288,0.0025899834,0.0009065406,0.0051131654,0.0064034783
t_1079,23.45031,38.28459,0.0020554059,0.0006149897,0.003032435,0.00532262
t_108,20.908860000000004,39.34246,0.0029438813,0.0014454602,0.005730491,0.0071523087
t_1080,23.37213,38.29009,0.0021967627,0.0006618684,0.0031919288,0.005589384
t_1081,23.68481,38.26789,0.0017377847,0.00049630925,0.0026188768,0.0046312492
t_1082,23.606660000000005,38.27349,0.0016591119,0.0005325648,0.0027468891,0.004845228
t_1083,23.528490000000005,38.27906,0.0018027109,0.0005720132,0.0028844322,0.005075156
t_1084,23.80564000000001,38.29022,0.0014621806,0.00044368114,0.0024305796,0.00431539
t_1085,23.72747000000001,38.29588,0.001442577,0.00047529553,0.0025446296,0.004505928
t_1086,23.649290000000008,38.3015,0.001886866,0.00057178224,0.0037158774,0.0047100163
t_1087,23.571110000000004,38.30708,0.001683291,0.0005468691,0.0027978686,0.0049289316
t_1088,23.492909999999995,38.31264,0.0019983274,0.00058741425,0.0029386976,0.0051641804
t_1089,23.770139999999998,38.32386,0.0017738182,0.0005107785,0.0034474232,0.0043852977
t_109,21.03027,39.3665,0.0025880893,0.00089163764,0.00554918,0.006908662
t_1090,23.293939999999992,38.29556,0.0022050627,0.0007130847,0.0033641187,0.0058775167
t_1091,23.21574000000001,38.30099,0.0021788059,0.00076912635,0.0035503458,0.0061893254
t_1092,23.414710000000014,38.31815,0.0018986745,0.0006315758,0.003090232,0.00541736
t_1093,23.336510000000004,38.32364,0.0019505596,0.00067973725,0.0032535319,0.0056902813
t_1094,23.258289999999988,38.32909,0.0022503717,0.0007323518,0.0034298575,0.005985101
t_1095,23.18007,38.33451,0.0023133839,0.0007898977,0.0036205165,0.0063040666
t_1096,23.45732000000001,38.3462,0.0019269753,0.0006027921,0.0029927648,0.005252683
t_1097,23.37908999999999,38.35171,0.0021760687,0.0006481122,0.0031477523,0.0055114226
t_1098,23.30086,38.35717,0.0025870278,0.00078264036,0.004612986,0.0042164843
t_1099,23.222620000000006,38.36261,0.0019443092,0.0007514862,0.0034950778,0.004454994
t_11,21.00399999999999,38.65734,0.0074084923,0.0032570679,0.015753662,0.020120129
t_110,20.951220000000006,39.37094,0.0029578058,0.0013817126,0.0055405227,0.006911424
t_1100,23.69194999999999,38.32949,0.0016025599,0.00048769402,0.0025897417,0.0045799916
t_1101,23.613740000000007,38.3351,0.0017863151,0.00052291935,0.0027146994,0.004788563
t_1102,23.535539999999997,38.34067,0.0017559708,0.00056117587,0.0028487314,0.0050122696
t_1103,23.65639999999999,38.3631,0.0015153133,0.00050010014,0.002634759,0.0046537523
t_1104,23.578180000000003,38.36868,0.001754891,0.00053621957,0.0027624115,0.0048666513
t_1105,23.49994000000001,38.37424,0.0019487613,0.0005754519,0.0028993776,0.005095068
t_1106,23.620839999999987,38.39669,0.0019952445,0.00057500566,0.0037335383,0.0034421592
t_1107,23.54258999999999,38.40226,0.0018227975,0.0005494717,0.0028098538,0.0049441196
t_1108,23.46432999999999,38.40779,0.0017195465,0.0005896434,0.0029496385,0.0051770327
t_1109,23.66353000000001,38.42467,0.001929395,0.000549653,0.003623304,0.004593006
t_111,20.99360999999999,39.3994,0.002539335,0.00085237384,0.005355552,0.006677929
t_1110,23.585260000000005,38.43026,0.0016546752,0.00052478636,0.0027240354,0.004799546
t_1111,23.50698,38.43582,0.0015952722,0.00056263315,0.0028568935,0.005020738
t_1112,21.945040000000006,38.19832,0.0057002236,0.0024267233,0.012098353,0.015566898
t_1113,22.065429999999992,38.22182,0.005160939,0.001994442,0.010326509,0.013171132
t_1114,21.98723000000001,38.22673,0.005377804,0.0022310133,0.011319857,0.014484795
t_1115,21.909019999999998,38.2316,0.0058697993,0.0025031168,0.012447613,0.015988257
t_1116,22.029439999999994,38.25512,0.0061696377,0.0031828885,0.010607658,0.018469863
t_1117,21.951220000000006,38.26002,0.006378756,0.0035557435,0.011621564,0.014843339
t_1118,21.99342999999999,38.28841,0.0060507976,0.0032684477,0.010869468,0.018889504
t_1119,21.915179999999992,38.29329,0.007064124,0.0036447814,0.01189725,0.02072966
t_112,20.914530000000013,39.40382,0.00286241,0.0013182589,0.0053396835,0.0066706594
t_1120,21.957400000000007,38.32169,0.005210862,0.0021590707,0.01110754,0.014085995
t_1121,22.35508999999999,38.35854,0.0038002916,0.0019323712,0.0071380907,0.008966684
t_1122,22.27680000000001,38.36357,0.0038687545,0.0013696621,0.0076913144,0.009661706
t_1123,22.319140000000004,38.39187,0.0037054208,0.0019767566,0.0072797583,0.009130298
t_1124,22.19851,38.36856,0.0042639268,0.002332791,0.008304071,0.010434805
t_1125,22.120209999999986,38.37352,0.004652901,0.0025694,0.008983398,0.011295256
t_1126,22.24082999999999,38.39688,0.0039743576,0.002167578,0.007839684,0.009831092
t_1127,22.162509999999997,38.40186,0.0041229804,0.0015368123,0.008457994,0.01060773
t_1128,22.084190000000007,38.40681,0.004257494,0.0016897626,0.00914078,0.011468312
t_1129,22.5899,38.34325,0.0028224185,0.00095279986,0.005774699,0.007266299
t_113,20.350130000000007,39.31105,0.0028755432,0.0013938505,0.005504247,0.006957364
t_1130,22.63230999999999,38.37149,0.0029638777,0.001388283,0.0055133416,0.0069362964
t_1131,22.55402000000001,38.37663,0.003241843,0.0015130574,0.005893889,0.007406744
t_1132,22.59644,38.40487,0.0027432868,0.00091799843,0.00562125,0.007063057
t_1133,22.518129999999985,38.41,0.003681517,0.0015486114,0.0060081156,0.0103099905
t_1134,22.638869999999997,38.4331,0.0025391155,0.0008634555,0.0053660916,0.006743147
t_1135,22.560550000000006,38.43825,0.0028737492,0.000938571,0.005724462,0.00718328
t_1136,22.005859999999984,38.41172,0.0052582696,0.0028805682,0.009894484,0.012420604
t_1137,21.927520000000015,38.4166,0.006349606,0.0031727653,0.010725086,0.018420178
t_1138,22.048149999999993,38.44008,0.004452876,0.0017156338,0.009278429,0.01161346
t_1139,21.96978999999999,38.44498,0.0048100227,0.0018836728,0.010027436,0.012553626
t_114,20.313279999999992,39.34382,0.003132547,0.0013136307,0.005260086,0.009097011
t_1140,22.012079999999997,38.47334,0.0045266696,0.0017360981,0.009394194,0.011728194
t_1141,21.93370999999999,38.47822,0.0046774317,0.0019007412,0.010133091,0.012648887
t_1142,22.361500000000007,38.42016,0.0036420734,0.0018447154,0.006898836,0.008642818
t_1143,22.283169999999984,38.42519,0.0036852062,0.0013025597,0.0074115572,0.009280004
t_1144,22.403880000000015,38.44844,0.0036349474,0.0017238876,0.0065458,0.011204777
t_1145,22.325530000000015,38.45349,0.0037299872,0.0018806289,0.007016256,0.008775633
t_1146,22.247180000000014,38.4585,0.003515528,0.0013260818,0.007532001,0.009413944
t_1147,22.367919999999998,38.48177,0.0042546093,0.0017557021,0.0066506774,0.011366431
t_1148,22.28954999999999,38.4868,0.0033847676,0.0012349661,0.0071232915,0.008894226
t_1149,22.410320000000013,38.51004,0.003091519,0.0010597712,0.0063121533,0.007887269
t_115,20.355490000000003,39.37244,0.0027407233,0.0012786184,0.0051588165,0.0065197074
t_1150,22.33193,38.51509,0.0032114817,0.0011519297,0.0067461696,0.00841834
t_1151,22.253539999999987,38.5201,0.0034864554,0.001252994,0.007218829,0.008997249
t_1152,22.20483999999999,38.43019,0.0039683967,0.0014262812,0.007975561,0.0099828765
t_1153,22.126499999999993,38.43515,0.004393737,0.0024216338,0.008596125,0.010758425
t_1154,22.16882000000001,38.46348,0.0041793142,0.0022452285,0.00809739,0.0101151625
t_1155,22.090460000000007,38.46843,0.004048249,0.0015859612,0.0087166745,0.010884752
t_1156,22.21117000000001,38.4918,0.0041909697,0.0020855567,0.007639648,0.009530364
t_1157,22.13279,38.49676,0.0041904896,0.0022755042,0.008203348,0.010225763
t_1158,22.17514,38.52509,0.0037828004,0.0013636699,0.0077331425,0.009627668
t_1159,22.096730000000008,38.53003,0.004049772,0.0014846512,0.008292108,0.010313188
t_116,20.27641,39.37658,0.002733123,0.0012388647,0.0050308406,0.006367875
t_1160,22.217510000000004,38.55339,0.003394647,0.0012680652,0.0073016663,0.009083302
t_1161,22.139080000000007,38.55836,0.004134245,0.0021330647,0.007811381,0.009704636
t_1162,22.37433999999999,38.54336,0.0034824598,0.0016666206,0.0063975207,0.007981382
t_1163,22.29593,38.54839,0.0033479251,0.0011678573,0.0068311724,0.008509803
t_1164,22.416769999999985,38.57162,0.002838892,0.0010065208,0.0060746777,0.0075788163
t_1165,22.338339999999988,38.57667,0.003254855,0.0016884903,0.0064734006,0.008062874
t_1166,22.259899999999988,38.58169,0.0032288411,0.0011811665,0.0069047716,0.008586162
t_1167,22.380769999999984,38.60493,0.0028659734,0.0010190514,0.006142647,0.0076515134
t_1168,22.30232000000001,38.60996,0.0031048318,0.0011019657,0.006539028,0.008130828
t_1169,22.42322999999999,38.63318,0.0027242359,0.000953735,0.005836252,0.0072717513
t_117,20.31862000000001,39.4052,0.002379278,0.0007794895,0.004938612,0.0062469267
t_1170,22.344760000000008,38.63823,0.0029140876,0.0010294794,0.006201273,0.0077119577
t_1171,22.266279999999995,38.64325,0.003297996,0.0017211251,0.006593601,0.008184334
t_1172,22.573610000000002,38.56142,0.0026714427,0.00085923984,0.005366453,0.006718346
t_1173,22.495190000000008,38.56654,0.0037234372,0.0014399407,0.005706439,0.0097511755
t_1174,22.616089999999986,38.58963,0.002453941,0.0008074997,0.0051201964,0.0064130076
t_1175,22.53765999999999,38.59476,0.0026303434,0.0008722194,0.0054350873,0.0067946697
t_1176,22.459219999999988,38.59986,0.0032746631,0.0014599127,0.0057752747,0.009854137
t_1177,22.580150000000003,38.62298,0.0024272078,0.0008191274,0.005182259,0.006481786
t_1178,22.501689999999996,38.62809,0.0027690483,0.0013687448,0.005497137,0.006862303
t_1179,22.622659999999996,38.65117,0.0029797615,0.0011926468,0.0049464325,0.00846489
t_118,20.23952,39.40933,0.002788628,0.0011691345,0.0048154322,0.008341322
t_1180,22.544190000000015,38.65631,0.0026718595,0.0012846442,0.0052383146,0.006542682
t_1181,22.4657,38.66141,0.0027007794,0.00089367555,0.005552061,0.0069206124
t_1182,22.181460000000015,38.58667,0.0034195185,0.0012799716,0.0073707784,0.009151235
t_1183,22.103010000000012,38.59162,0.003991173,0.0021481442,0.007873106,0.009759902
t_1184,22.223860000000002,38.61496,0.003234278,0.0011916894,0.006966123,0.008646492
t_1185,22.145389999999992,38.61993,0.00363544,0.0012885568,0.007425335,0.009200195
t_1186,22.066910000000007,38.62486,0.003977636,0.00215715,0.007917657,0.009792897
t_1187,22.187790000000007,38.64823,0.0033381898,0.0011992798,0.0070144725,0.008689987
t_1188,22.10929999999999,38.65318,0.0034541688,0.0012936863,0.007464571,0.0092294365
t_1189,22.23021,38.67652,0.0030780127,0.0011179524,0.0066366405,0.008222923
t_119,20.360860000000002,39.4338,0.0025767833,0.0011750942,0.0048435316,0.006123301
t_1190,22.151700000000005,38.68148,0.0032900514,0.0012038329,0.007049263,0.008716068
t_1191,22.073180000000008,38.68642,0.0034514868,0.0012952987,0.007488023,0.009238626
t_1192,22.782209999999992,38.29946,0.002341978,0.0007811201,0.004954755,0.006256611
t_1193,22.824639999999988,38.32766,0.0024481602,0.0011437016,0.004752003,0.0060024126
t_1194,22.746399999999994,38.33289,0.0025828953,0.0012431957,0.0050619044,0.006384439
t_1195,22.867109999999997,38.35584,0.0025624696,0.0010817458,0.004560308,0.007879733
t_1196,22.788849999999996,38.36109,0.0024191167,0.00075796025,0.0048499373,0.0061188685
