# {20100904_M7.0_Canterbury} median gmf, Stations:None, gmlt:GEM, Rupture:GCMT
custom_site_id,lon,lat,McVerry2006Asc
t_0,168.79623000000004,-46.60355,0.0014325813
t_1,168.88606,-46.60355,0.0009236984
t_10,169.24539,-46.60355,0.0010883821
t_100,168.52674000000002,-46.1698,0.0015656679
t_1000,167.89792,-45.79527,0.0010646186
t_1001,168.07758,-45.79527,0.0012007166
t_1002,168.16741000000002,-45.79527,0.0017235536
t_1003,167.80809,-45.79527,0.0010017762
t_1004,167.89792,-45.7326,0.001508566
t_1005,167.80809,-45.7326,0.0010485974
t_1006,168.07758,-45.7326,0.0017042432
t_1007,167.98775,-45.7326,0.0011856725
t_1008,168.16741000000002,-45.7326,0.0021599995
t_1009,168.07758,-45.66986,0.0017869563
t_101,168.34708,-46.1698,0.0016866731
t_1010,168.25724000000002,-45.66986,0.0024057822
t_1011,168.52674000000002,-45.66986,0.0017840412
t_1012,168.34708,-45.60706,0.0026805378
t_1013,168.25724000000002,-45.60706,0.002118368
t_1014,168.43691,-45.60706,0.0028455583
t_1015,168.52674000000002,-45.60706,0.0018776946
t_1016,168.52674000000002,-45.54418,0.0026711319
t_1017,168.43691,-45.54418,0.0018580848
t_1018,168.25724000000002,-45.54418,0.0016423872
t_1019,168.34708,-45.54418,0.0017473624
t_102,166.90976999999998,-46.23198,0.0006495838
t_1020,167.53859,-45.66986,0.0009072896
t_1021,167.71826,-45.66986,0.0016662355
t_1022,167.62842,-45.66986,0.0013077947
t_1023,167.44876,-45.60706,0.0008867639
t_1024,167.62842,-45.60706,0.0010088475
t_1025,167.71826,-45.60706,0.0014548105
t_1026,167.53859,-45.60706,0.0012795827
t_1027,167.53859,-45.54418,0.0015948644
t_1028,167.44876,-45.54418,0.00092312775
t_1029,167.71826,-45.54418,0.0018142231
t_103,166.9996,-46.23198,0.00068951474
t_1030,168.16741000000002,-45.66986,0.001899602
t_1031,167.98775,-45.66986,0.0012421658
t_1032,167.89792,-45.66986,0.0011674454
t_1033,167.80809,-45.66986,0.0010967621
t_1034,167.89792,-45.60706,0.0012210741
t_1035,168.07758,-45.60706,0.0018721981
t_1036,167.98775,-45.60706,0.0013003103
t_1037,167.80809,-45.60706,0.0015504125
t_1038,168.16741000000002,-45.60706,0.0019919549
t_1039,167.98775,-45.54418,0.0013600587
t_104,166.9996,-46.1698,0.00044339357
t_1040,168.16741000000002,-45.54418,0.0015429872
t_1041,168.07758,-45.54418,0.001448947
t_1042,167.80809,-45.54418,0.0019339216
t_1043,167.89792,-45.54418,0.0017261225
t_1044,167.80809,-45.48123,0.0016890819
t_1045,167.89792,-45.48123,0.0018023552
t_1046,168.16741000000002,-45.48123,0.0016153131
t_1047,168.07758,-45.48123,0.002049959
t_1048,167.98775,-45.48123,0.0019225392
t_1049,167.80809,-45.41821,0.0017606309
t_105,166.90976999999998,-46.1698,0.00041737428
t_1050,167.62842,-45.54418,0.0017012989
