# {20100904_M7.0_Canterbury} median gmf, Stations:Seismic, gmlt:USGS, Rupture:SCARDEC
custom_site_id,lon,lat,AbrahamsonEtAl2014,BooreEtAl2014,Bradley2013,CampbellBozorgnia2014,ChiouYoungs2014
m_103,171.75,-43.91,0.11040438,0.10991235,0.11125641,0.11006683,0.10963272
m_105,171.25,-44.1,0.10293377,0.106181405,0.111199886,0.09146639,0.095361754
m_108,172.73000000000002,-43.16,0.13472319,0.13461585,0.14347418,0.12230959,0.1240274
m_111,171.22000000000003,-44.38,0.09524912,0.10311875,0.095791206,0.08426652,0.095893726
m_112,171.1882,-44.3881,0.08266156,0.08679196,0.085309155,0.0752839,0.08221656
m_113,171.26999999999998,-44.25,0.09540227,0.09852729,0.10172729,0.08378752,0.08984912
m_115,171.13,-44.27,0.08060767,0.08230509,0.08863171,0.07461541,0.07607748
m_116,170.97000000000003,-42.71,0.030045846,0.029990587,0.03033166,0.029832289,0.029926991
m_117,170.93899999999996,-42.6774,0.025448427,0.023571897,0.02726858,0.027036065,0.024262527
m_120,170.98000000000002,-45.07,0.021330645,0.02047157,0.022192756,0.02148437,0.021153666
m_121,170.9364,-45.1084,0.026487583,0.027506242,0.026525179,0.024407852,0.027037097
m_136,171.5414,-41.7756,0.01923587,0.018681718,0.020160323,0.018774655,0.019433348
m_137,171.57,-41.74,0.013446111,0.01191216,0.014218168,0.015094773,0.013065105
m_55,172.4241,-43.5691,0.3600986,0.35955575,0.36508754,0.36196914,0.36043572
m_56,172.17470000000003,-43.4819,0.5478714,0.55184793,0.59149134,0.53209966,0.56042534
m_57,172.12,-43.48,0.5063391,0.49882784,0.51643646,0.50500584,0.5025499
m_58,172.38,-43.58,0.38129157,0.38098323,0.38595146,0.38147494,0.38337064
m_61,172.3,-43.76,0.18969706,0.19065532,0.19534108,0.18313171,0.1852138
m_63,172.4262,-43.6591,0.3352734,0.33643013,0.3393739,0.3225791,0.33012104
m_65,172.72000000000003,-43.6,0.3833087,0.38450727,0.3776141,0.3802581,0.38318416
m_66,172.48000000000002,-43.65,0.3527715,0.35600835,0.35664433,0.34025264,0.34716707
m_67,172.64,-43.53,0.23109756,0.23168261,0.23069754,0.23074642,0.23145184
m_70,172.6642,-43.2957,0.19426641,0.19438504,0.19779904,0.18814588,0.18895255
m_71,172.68,-43.36,0.28680208,0.28527343,0.28938425,0.28192824,0.2826942
m_72,172.6716,-43.5657,0.31328294,0.30588478,0.31244147,0.32543373,0.3078851
m_74,172.6667,-43.3857,0.3235479,0.32361022,0.3242745,0.32245156,0.3225367
m_75,172.66999999999996,-43.32,0.2226632,0.2219016,0.22646825,0.2170347,0.2171919
m_82,172.18,-43.3,0.20111305,0.19980457,0.21384689,0.18416949,0.192726
m_84,172.57,-43.31,0.19974478,0.20022388,0.20206915,0.19921148,0.1977386
m_87,172.541,-43.2974,0.19324791,0.19306952,0.19626935,0.18975091,0.18998997
m_93,171.64999999999998,-43.63,0.22752717,0.24534835,0.2855506,0.2241711,0.23984478
m_94,171.6821,-43.666,0.17879324,0.1863383,0.21106613,0.17522566,0.1836977
s_0,172.089,-43.586,0.79142,0.79142,0.79142,0.79142,0.79142
s_1,172.10199999999998,-43.49,0.51879,0.51879,0.51879,0.51879,0.51879
s_10,172.628,-43.536,0.20592,0.20592,0.20592,0.20592,0.20592
s_100,171.72333000000003,-43.22833,0.11333,0.11333,0.11333,0.11333,0.11333
s_101,171.7475,-43.90417,0.11191,0.11191,0.11191,0.11191,0.11191
s_102,171.79361,-43.73111,0.10839,0.10839,0.10839,0.10839,0.10839
s_104,172.54305999999997,-42.87111,0.09837,0.09837,0.09837,0.09837,0.09837
s_106,172.09361,-43.89833,0.08113,0.08113,0.08113,0.08113,0.08113
s_107,171.5675,-42.95056,0.0799,0.0799,0.0799,0.0799,0.0799
s_109,171.24444,-44.40444,0.07417,0.07417,0.07417,0.07417,0.07417
s_11,172.52999999999997,-43.483,0.1915,0.1915,0.1915,0.1915,0.1915
s_110,171.61082999999996,-43.83889,0.06996,0.06996,0.06996,0.06996,0.06996
s_114,171.42167,-43.82472,0.05783,0.05783,0.05783,0.05783,0.05783
s_118,171.13556,-42.89333,0.05371,0.05371,0.05371,0.05371,0.05371
s_119,171.05389000000002,-43.71639,0.0487,0.0487,0.0487,0.0487,0.0487
s_12,172.62,-43.529,0.17579,0.17579,0.17579,0.17579,0.17579
s_122,170.49278000000004,-45.90389,0.04102,0.04102,0.04102,0.04102,0.04102
s_123,171.47278,-42.72833,0.04091,0.04091,0.04091,0.04091,0.04091
s_124,172.83028000000002,-42.525,0.0403,0.0403,0.0403,0.0403,0.0403
s_125,170.50972000000002,-45.90028,0.03859,0.03859,0.03859,0.03859,0.03859
s_126,170.55583000000001,-43.15056,0.03681,0.03681,0.03681,0.03681,0.03681
s_127,171.21028,-42.45083,0.03525,0.03525,0.03525,0.03525,0.03525
s_128,170.73694,-43.07333,0.03165,0.03165,0.03165,0.03165,0.03165
s_129,172.27083,-42.78333,0.03132,0.03132,0.03132,0.03132,0.03132
s_13,172.596,-43.274,0.16632,0.16632,0.16632,0.16632,0.16632
s_130,170.96389,-42.71861,0.02899,0.02899,0.02899,0.02899,0.02899
s_131,170.96916999999996,-45.10139,0.02394,0.02394,0.02394,0.02394,0.02394
s_132,170.01972,-43.465,0.02166,0.02166,0.02166,0.02166,0.02166
s_133,171.59972,-41.7575,0.02155,0.02155,0.02155,0.02155,0.02155
s_134,172.18028000000004,-42.33639,0.02118,0.02118,0.02118,0.02118,0.02118
s_135,170.18417,-43.39083,0.02102,0.02102,0.02102,0.02102,0.02102
s_138,170.09833000000003,-44.25611,0.01963,0.01963,0.01963,0.01963,0.01963
s_139,170.19556,-46.07333,0.01962,0.01962,0.01962,0.01962,0.01962
s_14,171.92899999999997,-43.338,0.16262,0.16262,0.16262,0.16262,0.16262
s_140,170.09694000000002,-43.73806,0.01931,0.01931,0.01931,0.01931,0.01931
s_141,169.04417,-43.88472,0.01615,0.01615,0.01615,0.01615,0.01615
s_142,171.86417,-42.12167,0.01606,0.01606,0.01606,0.01606,0.01606
s_143,169.23278,-44.23222,0.01514,0.01514,0.01514,0.01514,0.01514
s_144,169.14278000000002,-44.69611,0.01498,0.01498,0.01498,0.01498,0.01498
s_145,170.73667,-43.07611,0.01444,0.01444,0.01444,0.01444,0.01444
s_146,170.64444000000003,-45.04556,0.01295,0.01295,0.01295,0.01295,0.01295
s_147,169.81528000000003,-43.53389,0.01164,0.01164,0.01164,0.01164,0.01164
s_148,168.66056000000003,-43.99917,0.01158,0.01158,0.01158,0.01158,0.01158
s_149,170.51389,-45.86417,0.00998,0.00998,0.00998,0.00998,0.00998
s_15,172.70500000000004,-42.963,0.1541,0.1541,0.1541,0.1541,0.1541
s_150,174.94389,-41.24389,0.00825,0.00825,0.00825,0.00825,0.00825
s_151,169.71916999999996,-46.25056,0.00808,0.00808,0.00808,0.00808,0.00808
s_152,170.18444,-44.38722,0.00791,0.00791,0.00791,0.00791,0.00791
s_153,168.23778,-45.66944,0.00771,0.00771,0.00771,0.00771,0.00771
s_154,174.13833,-41.82917,0.0073,0.0073,0.0073,0.0073,0.0073
s_155,173.35082999999997,-41.62194,0.00671,0.00671,0.00671,0.00671,0.00671
s_156,173.00944000000004,-41.12639,0.0064,0.0064,0.0064,0.0064,0.0064
s_157,174.89333,-41.2325,0.00595,0.00595,0.00595,0.00595,0.00595
s_158,174.90305999999998,-41.21333,0.0059,0.0059,0.0059,0.0059,0.0059
s_159,174.91583000000003,-41.20611,0.00581,0.00581,0.00581,0.00581,0.00581
s_16,172.038,-43.326,0.14484,0.14484,0.14484,0.14484,0.14484
s_160,174.87917,-41.22611,0.0058,0.0058,0.0058,0.0058,0.0058
s_161,168.34694000000002,-46.41306,0.00571,0.00571,0.00571,0.00571,0.00571
s_162,173.54083000000003,-42.41611,0.00554,0.00554,0.00554,0.00554,0.00554
s_163,173.28361,-41.2725,0.00554,0.00554,0.00554,0.00554,0.00554
s_164,174.27417000000003,-39.58694,0.00546,0.00546,0.00546,0.00546,0.00546
s_165,169.63111000000004,-45.95556,0.00542,0.00542,0.00542,0.00542,0.00542
s_166,174.02306,-41.28139,0.0054,0.0054,0.0054,0.0054,0.0054
s_167,170.59778,-45.88583,0.00534,0.00534,0.00534,0.00534,0.00534
s_168,169.01750000000004,-44.82861,0.00481,0.00481,0.00481,0.00481,0.00481
s_169,174.56806,-39.26278,0.00472,0.00472,0.00472,0.00472,0.00472
s_17,170.829,-44.099,0.1248,0.1248,0.1248,0.1248,0.1248
s_170,174.77528,-41.3025,0.00471,0.00471,0.00471,0.00471,0.00471
s_171,169.30806,-45.23278,0.00461,0.00461,0.00461,0.00461,0.00461
s_172,174.80889000000002,-41.32806,0.00429,0.00429,0.00429,0.00429,0.00429
s_173,167.92638999999997,-44.675,0.00425,0.00425,0.00425,0.00425,0.00425
s_174,174.76806,-41.28583,0.00408,0.00408,0.00408,0.00408,0.00408
s_175,174.78111,-41.29833,0.00394,0.00394,0.00394,0.00394,0.00394
s_176,174.81833,-41.31667,0.00392,0.00392,0.00392,0.00392,0.00392
s_177,174.92083000000002,-41.23528,0.00362,0.00362,0.00362,0.00362,0.00362
s_178,169.13889,-46.53861,0.00336,0.00336,0.00336,0.00336,0.00336
s_179,174.78111,-41.29389,0.00333,0.00333,0.00333,0.00333,0.00333
s_18,171.724,-43.227,0.11739,0.11739,0.11739,0.11739,0.11739
s_180,174.89999999999998,-41.29111,0.0031,0.0031,0.0031,0.0031,0.0031
s_181,174.77860999999996,-41.28972,0.00284,0.00284,0.00284,0.00284,0.00284
s_182,175.70861000000002,-40.65111,0.0024,0.0024,0.0024,0.0024,0.0024
s_183,172.52889,-40.82722,0.00204,0.00204,0.00204,0.00204,0.00204
s_184,173.37944,-41.21889,0.00202,0.00202,0.00202,0.00202,0.00202
s_185,167.94698,-45.89404,0.00196,0.00196,0.00196,0.00196,0.00196
s_186,174.7043,-41.3087,0.00178,0.00178,0.00178,0.00178,0.00178
s_187,175.46139,-41.2125,0.00173,0.00173,0.00173,0.00173,0.00173
s_188,167.15360999999996,-45.46639,0.0013,0.0013,0.0013,0.0013,0.0013
s_189,166.68056,-46.16778,0.00118,0.00118,0.00118,0.00118,0.00118
s_19,171.748,-43.902,0.11186,0.11186,0.11186,0.11186,0.11186
s_190,176.86194,-40.0325,0.00096,0.00096,0.00096,0.00096,0.00096
s_191,176.24611,-40.68139,0.00071,0.00071,0.00071,0.00071,0.00071
s_192,176.49235,-39.16742,0.00044,0.00044,0.00044,0.00044,0.00044
s_193,176.6175,-43.73722,0.00032,0.00032,0.00032,0.00032,0.00032
s_194,175.50167,-37.73278,0.00022,0.00022,0.00022,0.00022,0.00022
s_195,177.11068999999998,-38.26102,0.00021,0.00021,0.00021,0.00021,0.00021
s_196,177.52750000000003,-38.33583,0.00019,0.00019,0.00019,0.00019,0.00019
s_197,177.78250000000003,-37.75778,0.00015,0.00015,0.00015,0.00015,0.00015
s_2,172.46799999999996,-43.623,0.46605,0.46605,0.46605,0.46605,0.46605
s_20,172.543,-42.87,0.09864,0.09864,0.09864,0.09864,0.09864
s_21,172.094,-43.897,0.08507,0.08507,0.08507,0.08507,0.08507
s_22,171.56799999999998,-42.949,0.08011,0.08011,0.08011,0.08011,0.08011
s_23,171.24400000000003,-44.403,0.07679,0.07679,0.07679,0.07679,0.07679
s_24,171.13599999999997,-42.892,0.05308,0.05308,0.05308,0.05308,0.05308
s_25,171.05399999999997,-43.715,0.04969,0.04969,0.04969,0.04969,0.04969
s_26,170.493,-45.902,0.04075,0.04075,0.04075,0.04075,0.04075
s_27,171.473,-42.727,0.04042,0.04042,0.04042,0.04042,0.04042
s_28,173.27499999999998,-42.813,0.04008,0.04008,0.04008,0.04008,0.04008
s_29,170.73699999999997,-43.072,0.03275,0.03275,0.03275,0.03275,0.03275
s_3,172.19799999999998,-43.667,0.26178,0.26178,0.26178,0.26178,0.26178
s_30,172.27099999999996,-42.782,0.0295,0.0295,0.0295,0.0295,0.0295
s_31,170.01999999999998,-43.463,0.02425,0.02425,0.02425,0.02425,0.02425
s_32,170.18399999999997,-43.389,0.02116,0.02116,0.02116,0.02116,0.02116
s_33,171.40800000000002,-42.524,0.01791,0.01791,0.01791,0.01791,0.01791
s_34,170.35699999999997,-44.655,0.017,0.017,0.017,0.017,0.017
s_35,170.471,-45.905,0.01592,0.01592,0.01592,0.01592,0.01592
s_36,170.73699999999997,-43.074,0.01518,0.01518,0.01518,0.01518,0.01518
s_37,170.19299999999998,-44.563,0.01433,0.01433,0.01433,0.01433,0.01433
s_38,174.89999999999998,-41.289,0.01191,0.01191,0.01191,0.01191,0.01191
s_39,170.502,-45.874,0.01124,0.01124,0.01124,0.01124,0.01124
s_4,172.635,-43.522,0.25693,0.25693,0.25693,0.25693,0.25693
s_40,169.719,-46.249,0.01106,0.01106,0.01106,0.01106,0.01106
s_41,175.327,-41.119,0.0107,0.0107,0.0107,0.0107,0.0107
s_42,170.514,-45.863,0.0095,0.0095,0.0095,0.0095,0.0095
s_43,174.94399999999996,-41.242,0.00853,0.00853,0.00853,0.00853,0.00853
s_44,173.12900000000002,-41.389,0.00677,0.00677,0.00677,0.00677,0.00677
s_45,173.539,-42.416,0.00581,0.00581,0.00581,0.00581,0.00581
s_46,174.776,-41.301,0.00492,0.00492,0.00492,0.00492,0.00492
s_47,172.90499999999997,-41.762,0.00456,0.00456,0.00456,0.00456,0.00456
s_48,175.226,-40.461,0.00452,0.00452,0.00452,0.00452,0.00452
s_49,175.57299999999998,-40.214,0.00448,0.00448,0.00448,0.00448,0.00448
s_5,172.62400000000002,-43.566,0.24653,0.24653,0.24653,0.24653,0.24653
s_50,175.709,-40.649,0.00323,0.00323,0.00323,0.00323,0.00323
s_51,174.779,-41.288,0.00293,0.00293,0.00293,0.00293,0.00293
s_52,176.101,-40.202,0.00251,0.00251,0.00251,0.00251,0.00251
s_53,172.08943999999997,-43.58806,0.75202,0.75202,0.75202,0.75202,0.75202
s_54,172.70916999999997,-43.58111,0.61832,0.61832,0.61832,0.61832,0.61832
s_59,171.95972,-43.54139,0.4613,0.4613,0.4613,0.4613,0.4613
s_6,172.495,-43.369,0.24647,0.24647,0.24647,0.24647,0.24647
s_60,172.10194,-43.49139,0.45838,0.45838,0.45838,0.45838,0.45838
s_62,172.46778,-43.62472,0.41026,0.41026,0.41026,0.41026,0.41026
s_64,172.38083,-43.59444,0.38157,0.38157,0.38157,0.38157,0.38157
s_68,172.66361,-43.37806,0.34371,0.34371,0.34371,0.34371,0.34371
s_69,172.72222,-43.60556,0.3323,0.3323,0.3323,0.3323,0.3323
s_7,172.647,-43.538,0.2304,0.2304,0.2304,0.2304,0.2304
s_73,172.47194000000002,-43.55167,0.29769,0.29769,0.29769,0.29769,0.29769
s_76,172.19777999999997,-43.66917,0.25024,0.25024,0.25024,0.25024,0.25024
s_77,172.62417,-43.56722,0.24827,0.24827,0.24827,0.24827,0.24827
s_78,172.635,-43.52361,0.2463,0.2463,0.2463,0.2463,0.2463
s_79,172.68277999999998,-43.5275,0.23173,0.23173,0.23173,0.23173,0.23173
s_8,172.60699999999997,-43.493,0.22693,0.22693,0.22693,0.22693,0.22693
s_80,172.64639,-43.53944,0.20217,0.20217,0.20217,0.20217,0.20217
s_81,172.52999999999997,-43.48472,0.20049,0.20049,0.20049,0.20049,0.20049
s_83,172.62611000000004,-43.53556,0.19781,0.19781,0.19781,0.19781,0.19781
s_85,172.02306,-43.75306,0.1933,0.1933,0.1933,0.1933,0.1933
s_86,172.71778,-43.49722,0.18737,0.18737,0.18737,0.18737,0.18737
s_88,172.66332999999997,-43.50694,0.1794,0.1794,0.1794,0.1794,0.1794
s_89,172.61972000000003,-43.53111,0.1743,0.1743,0.1743,0.1743,0.1743
s_9,172.623,-43.575,0.21667,0.21667,0.21667,0.21667,0.21667
s_90,172.60667,-43.49444,0.17312,0.17312,0.17312,0.17312,0.17312
s_91,172.59582999999998,-43.27611,0.16269,0.16269,0.16269,0.16269,0.16269
s_92,171.92889000000002,-43.33972,0.1605,0.1605,0.1605,0.1605,0.1605
s_95,172.70500000000004,-42.96472,0.15069,0.15069,0.15069,0.15069,0.15069
s_96,172.03805999999997,-43.3275,0.14681,0.14681,0.14681,0.14681,0.14681
s_97,172.25221999999997,-43.81028,0.1437,0.1437,0.1437,0.1437,0.1437
s_98,170.82861000000003,-44.10194,0.12428,0.12428,0.12428,0.12428,0.12428
s_99,171.23667,-43.92361,0.1192,0.1192,0.1192,0.1192,0.1192
t_0,168.79623000000004,-46.60355,0.0036781332,0.0034262054,0.002971027,0.0033936854,0.004225122
t_1,168.88606,-46.60355,0.0017362072,0.0013304282,0.0015274272,0.0019617537,0.0018153401
t_10,169.24539,-46.60355,0.0018542592,0.00146111,0.0018392212,0.0021519347,0.0018788399
t_100,168.52674000000002,-46.1698,0.0028670526,0.002385361,0.0025197936,0.002891531,0.0031412607
t_1000,167.89792,-45.79527,0.0016794542,0.0013502535,0.0016890239,0.0019222633,0.0017004565
t_1001,168.07758,-45.79527,0.002106786,0.0017063742,0.0021626696,0.0024180522,0.0021178091
t_1002,168.16741000000002,-45.79527,0.0038792917,0.0035669422,0.003617035,0.0037848079,0.0041201464
t_1003,167.80809,-45.79527,0.0016815587,0.0013279368,0.0016296234,0.0018927191,0.0017342826
t_1004,167.89792,-45.7326,0.0026974834,0.0023435373,0.0024376945,0.0027106511,0.0028886085
t_1005,167.80809,-45.7326,0.0016933526,0.0012930237,0.0016391685,0.0019523577,0.0017538263
t_1006,168.07758,-45.7326,0.003207994,0.0027856922,0.0030195154,0.003352711,0.0033228563
t_1007,167.98775,-45.7326,0.0020475115,0.0016195596,0.002069123,0.0023606047,0.0020787416
t_1008,168.16741000000002,-45.7326,0.005913469,0.0055691195,0.0055242055,0.005382674,0.0063145375
t_1009,168.07758,-45.66986,0.0035457192,0.0030583523,0.0033395756,0.0037090054,0.0036803798
t_101,168.34708,-46.1698,0.0036021897,0.0032148953,0.0030805003,0.0033139777,0.0040410715
t_1010,168.25724000000002,-45.66986,0.008646801,0.0074401805,0.008447289,0.00804424,0.0088991225
t_1011,168.52674000000002,-45.66986,0.0030122348,0.00232052,0.003122531,0.0033688527,0.0031336742
t_1012,168.34708,-45.60706,0.007042645,0.006556821,0.0066320533,0.0062558125,0.0076697995
t_1013,168.25724000000002,-45.60706,0.005064422,0.0045278007,0.0049328306,0.0052189287,0.005215966
t_1014,168.43691,-45.60706,0.006157231,0.005655351,0.005776192,0.0055228667,0.006789445
t_1015,168.52674000000002,-45.60706,0.0031194128,0.0024036618,0.0032548683,0.0034730232,0.0032499502
t_1016,168.52674000000002,-45.54418,0.004527549,0.0038472638,0.004336765,0.0044263215,0.0049257046
t_1017,168.43691,-45.54418,0.0033782576,0.0026509664,0.0035140906,0.003695153,0.0035183206
t_1018,168.25724000000002,-45.54418,0.0031924287,0.0025103162,0.0033347344,0.0036296276,0.00325847
t_1019,168.34708,-45.54418,0.0035928567,0.0028811235,0.003526559,0.0038954513,0.0037204134
t_102,166.90976999999998,-46.23198,0.0020253998,0.0018681363,0.0014977934,0.0019115189,0.0023177664
t_1020,167.53859,-45.66986,0.0015164202,0.0011199586,0.0013916268,0.0017455613,0.0016029491
t_1021,167.71826,-45.66986,0.0029713293,0.0025978868,0.0025375783,0.0028075902,0.0033196497
t_1022,167.62842,-45.66986,0.0019535164,0.0015224084,0.0016691203,0.0020899065,0.002096759
t_1023,167.44876,-45.60706,0.0014836311,0.0011108904,0.0013619759,0.001695241,0.001566316
t_1024,167.62842,-45.60706,0.0018592811,0.0014150437,0.0016378636,0.0020448763,0.001980227
t_1025,167.71826,-45.60706,0.0023517983,0.0018911302,0.0020445208,0.0024353676,0.0025531733
t_1026,167.53859,-45.60706,0.001831149,0.0014114494,0.0015615285,0.001981921,0.001959122
t_1027,167.53859,-45.54418,0.0026736583,0.0022981474,0.0022624717,0.0025616237,0.0029886493
t_1028,167.44876,-45.54418,0.001506056,0.0011370665,0.0014005045,0.0017180744,0.0015854854
t_1029,167.71826,-45.54418,0.0031472677,0.002718497,0.0027114558,0.002977805,0.0035286366
t_103,166.9996,-46.23198,0.002069527,0.001869475,0.001495115,0.0019696876,0.0023881048
t_1030,168.16741000000002,-45.66986,0.0045486195,0.0040561347,0.004431409,0.0048396266,0.004586862
t_1031,167.98775,-45.66986,0.0023008431,0.0018057002,0.0023035728,0.002618151,0.0023597851
t_1032,167.89792,-45.66986,0.0022676,0.0017959145,0.002064081,0.002474515,0.0023707964
t_1033,167.80809,-45.66986,0.0018536405,0.0014077699,0.0017835881,0.002110176,0.0019372382
t_1034,167.89792,-45.60706,0.0021110894,0.0016066515,0.00206783,0.0024002583,0.0022021949
t_1035,168.07758,-45.60706,0.003861723,0.0033507699,0.0036089031,0.0039230725,0.004087939
t_1036,167.98775,-45.60706,0.0023556158,0.0018174339,0.0023532752,0.0026873846,0.0024328192
t_1037,167.80809,-45.60706,0.0024622215,0.001978792,0.002175763,0.0025690466,0.0026508656
t_1038,168.16741000000002,-45.60706,0.003842558,0.003221656,0.0037080555,0.004189441,0.003890193
t_1039,167.98775,-45.54418,0.00237151,0.0018056211,0.002364673,0.0026968603,0.0024692605
t_104,166.9996,-46.1698,0.0008863431,0.0006377271,0.0007349988,0.0010673219,0.0009297659
t_1040,168.16741000000002,-45.54418,0.0030606457,0.0024104107,0.0031531109,0.0034512235,0.003137895
t_1041,168.07758,-45.54418,0.0028912495,0.0022768765,0.0028370116,0.0031898606,0.0030020664
t_1042,167.80809,-45.54418,0.0040109428,0.0035898685,0.0034599039,0.0035681985,0.004555481
t_1043,167.89792,-45.54418,0.0032077406,0.0027048795,0.0028677671,0.003171559,0.0035183816
t_1044,167.80809,-45.48123,0.0027425394,0.0022143216,0.002434239,0.002801794,0.002991641
t_1045,167.89792,-45.48123,0.003268432,0.0027371077,0.002927776,0.0032211705,0.0036006323
t_1046,168.16741000000002,-45.48123,0.002839123,0.002182156,0.002908737,0.0031925412,0.0029518697
t_1047,168.07758,-45.48123,0.0031356046,0.0025009129,0.002912474,0.003306669,0.0033239252
t_1048,167.98775,-45.48123,0.0028651943,0.0022617546,0.0026228398,0.003029162,0.003050778
t_1049,167.80809,-45.41821,0.0027662718,0.0022146634,0.0024674356,0.002834563,0.003016085
t_105,166.90976999999998,-46.1698,0.0008824237,0.00065792666,0.0007521702,0.0010460893,0.0009178008
t_1050,167.62842,-45.54418,0.0035437744,0.0031988253,0.002979104,0.003145985,0.004047265
t_1051,167.71826,-45.48123,0.0029047062,0.0024283384,0.0025328763,0.0028483418,0.003224956
t_1052,167.53859,-45.48123,0.0037499473,0.0034942403,0.0031301728,0.0032348728,0.0043165353
t_1053,167.44876,-45.48123,0.0019618191,0.001584186,0.0016874286,0.002046111,0.0021079972
t_1054,167.62842,-45.48123,0.0030672185,0.0026533436,0.00262752,0.0028888802,0.0034486544
t_1055,167.53859,-45.41821,0.0018413966,0.0013982677,0.0017334579,0.0020401783,0.0019572824
t_1056,167.44876,-45.41821,0.001637444,0.0012495932,0.0015436456,0.0018418765,0.0017267269
t_1057,167.71826,-45.41821,0.004825545,0.0045718313,0.004097475,0.0042717373,0.0056240633
t_1058,167.62842,-45.41821,0.0018956859,0.0014168078,0.0018031928,0.0021287876,0.0020138845
t_1059,167.53859,-45.35512,0.0022564705,0.0017875168,0.0019676383,0.0023507797,0.0024434573
t_106,166.73010999999997,-46.1698,0.000900673,0.00078132673,0.000899926,0.001010584,0.000898462
t_1060,168.52674000000002,-45.48123,0.004147498,0.0034030431,0.004003076,0.004174706,0.00446554
t_1061,168.34708,-45.48123,0.003260059,0.0025407465,0.0033842898,0.003574187,0.003403957
t_1062,168.43691,-45.48123,0.0031678723,0.0024341638,0.0033186616,0.0035117485,0.0033106601
t_1063,168.25724000000002,-45.48123,0.0030122877,0.0023243485,0.0031188466,0.0033766872,0.0031277414
t_1064,168.25724000000002,-45.41821,0.0029465405,0.0022489184,0.003044873,0.00327514,0.0030894883
t_1065,168.52674000000002,-45.41821,0.0032940467,0.0025219826,0.0034812195,0.0036051918,0.0034672362
t_1066,168.43691,-45.41821,0.0033923455,0.0026334813,0.0035246431,0.003648422,0.0035805253
t_1067,168.34708,-45.41821,0.0031933628,0.0024628374,0.0033169417,0.0034851013,0.0033591005
t_1068,168.34708,-45.35512,0.0036799868,0.0029233187,0.0035351387,0.0037996753,0.0039329114
t_1069,168.43691,-45.35512,0.0032482538,0.0024817358,0.00342253,0.0035517162,0.003425128
t_107,166.81993999999997,-46.1698,0.0008703748,0.000684586,0.000785761,0.0010157097,0.0008904186
t_1070,167.98775,-45.41821,0.0024109825,0.0018083121,0.0024071296,0.0027120376,0.0025425262
t_1071,168.07758,-45.41821,0.0045897164,0.0040680873,0.0041829725,0.0042154477,0.005136988
t_1072,168.16741000000002,-45.41821,0.0030227501,0.0023427575,0.0029911753,0.00327224,0.0031911847
t_1073,167.89792,-45.41821,0.0030886044,0.0025170438,0.0027853535,0.0031122665,0.00338129
t_1074,167.89792,-45.35512,0.0029470858,0.002343084,0.0026746113,0.003029476,0.0032009748
t_1075,167.80809,-45.35512,0.0034769734,0.0029511412,0.0030877094,0.003317631,0.0038923074
