# {20100904_M7.0_Canterbury} median gmf, Stations:None, gmlt:GEM, Rupture:SCARDEC
custom_site_id,lon,lat,McVerry2006Asc
t_0,168.79623000000004,-46.60355,0.0015871468
t_1,168.88606,-46.60355,0.0010207727
t_10,169.24539,-46.60355,0.0011861027
t_100,168.52674000000002,-46.1698,0.0017855165
t_1000,167.89792,-45.79527,0.0012578061
t_1001,168.07758,-45.79527,0.0014127479
t_1002,168.16741000000002,-45.79527,0.0020234105
t_1003,167.80809,-45.79527,0.0011858365
t_1004,167.89792,-45.7326,0.0017878348
t_1005,167.80809,-45.7326,0.0012450463
t_1006,168.07758,-45.7326,0.0020115946
t_1007,167.98775,-45.7326,0.0014024022
t_1008,168.16741000000002,-45.7326,0.0025395819
t_1009,168.07758,-45.66986,0.0021160576
t_101,168.34708,-46.1698,0.0019320606
t_1010,168.25724000000002,-45.66986,0.0028309498
t_1011,168.52674000000002,-45.66986,0.0020878292
t_1012,168.34708,-45.60706,0.003156979
t_1013,168.25724000000002,-45.60706,0.0025060654
t_1014,168.43691,-45.60706,0.003342913
t_1015,168.52674000000002,-45.60706,0.0022052347
t_1016,168.52674000000002,-45.54418,0.003148437
t_1017,168.43691,-45.54418,0.002195584
t_1018,168.25724000000002,-45.54418,0.0019496685
t_1019,168.34708,-45.54418,0.0020696407
t_102,166.90976999999998,-46.23198,0.00076669024
t_1020,167.53859,-45.66986,0.0010859326
t_1021,167.71826,-45.66986,0.001985015
t_1022,167.62842,-45.66986,0.0015628553
t_1023,167.44876,-45.60706,0.0010660187
t_1024,167.62842,-45.60706,0.0012092276
t_1025,167.71826,-45.60706,0.0017410014
t_1026,167.53859,-45.60706,0.0015360487
t_1027,167.53859,-45.54418,0.0019173566
t_1028,167.44876,-45.54418,0.0011129676
t_1029,167.71826,-45.54418,0.002174217
t_103,166.9996,-46.23198,0.00081258634
t_1030,168.16741000000002,-45.66986,0.0022446746
t_1031,167.98775,-45.66986,0.0014739061
t_1032,167.89792,-45.66986,0.0013879046
t_1033,167.80809,-45.66986,0.0013062509
t_1034,167.89792,-45.60706,0.0014562651
t_1035,168.07758,-45.60706,0.002224278
t_1036,167.98775,-45.60706,0.0015478781
t_1037,167.80809,-45.60706,0.0018523055
t_1038,168.16741000000002,-45.60706,0.0023616632
t_1039,167.98775,-45.54418,0.0016242902
t_104,166.9996,-46.1698,0.0005241187
t_1040,168.16741000000002,-45.54418,0.001835562
t_1041,168.07758,-45.54418,0.0017271577
t_1042,167.80809,-45.54418,0.00231372
t_1043,167.89792,-45.54418,0.0020651908
t_1044,167.80809,-45.48123,0.0020307505
t_1045,167.89792,-45.48123,0.0021633792
t_1046,168.16741000000002,-45.48123,0.0019281956
t_1047,168.07758,-45.48123,0.002451795
t_1048,167.98775,-45.48123,0.0023036294
t_1049,167.80809,-45.41821,0.0021235412
t_105,166.90976999999998,-46.1698,0.00049408077
t_1050,167.62842,-45.54418,0.0020421827
t_1051,167.71826,-45.48123,0.0019054428
t_1052,167.53859,-45.48123,0.0020009086
t_1053,167.44876,-45.48123,0.0015703957
t_1054,167.62842,-45.48123,0.0021328565
t_1055,167.53859,-45.41821,0.0012920537
t_1056,167.44876,-45.41821,0.0012099864
t_1057,167.71826,-45.41821,0.002373272
t_1058,167.62842,-45.41821,0.0013792277
t_1059,167.53859,-45.35512,0.0018212177
t_106,166.73010999999997,-46.1698,0.00043856358
t_1060,168.52674000000002,-45.48123,0.003320673
t_1061,168.34708,-45.48123,0.002178372
t_1062,168.43691,-45.48123,0.0023132856
t_1063,168.25724000000002,-45.48123,0.0020500543
t_1064,168.25724000000002,-45.41821,0.0021537924
t_1065,168.52674000000002,-45.41821,0.0025871857
t_1066,168.43691,-45.41821,0.0024353114
t_1067,168.34708,-45.41821,0.0022909131
t_1068,168.34708,-45.35512,0.0032560194
t_1069,168.43691,-45.35512,0.0025615601
