# {20100904_M7.0_Canterbury} median gmf, Stations:Seismic, gmlt:USGS, Rupture:GCMT
custom_site_id,lon,lat,AbrahamsonEtAl2014,BooreEtAl2014,Bradley2013,CampbellBozorgnia2014,ChiouYoungs2014
m_103,171.75,-43.91,0.110999405,0.11031782,0.11177941,0.11057475,0.11012517
m_105,171.25,-44.1,0.100988895,0.10445221,0.108591534,0.09098672,0.09374832
m_108,172.73000000000002,-43.16,0.15002292,0.15124159,0.15962858,0.13460413,0.13671593
m_111,171.22000000000003,-44.38,0.09443683,0.10259576,0.09487669,0.08350799,0.09521506
m_112,171.1882,-44.3881,0.08145321,0.08578627,0.08398454,0.07411661,0.08120016
m_113,171.26999999999998,-44.25,0.094687104,0.09823513,0.100552425,0.08294988,0.08926268
m_115,171.13,-44.27,0.07778688,0.079686336,0.08531468,0.07165402,0.073776424
m_116,170.97000000000003,-42.71,0.029733533,0.029693807,0.030022977,0.029502505,0.029667433
m_117,170.93899999999996,-42.6774,0.024054373,0.02220052,0.025782984,0.025513675,0.0231452
m_120,170.98000000000002,-45.07,0.021325508,0.020516867,0.022191813,0.02149397,0.021150121
m_121,170.9364,-45.1084,0.026428236,0.027516516,0.02645603,0.024367763,0.02698602
m_136,171.5414,-41.7756,0.018884763,0.018463327,0.019770607,0.01846049,0.019118613
m_137,171.57,-41.74,0.013294251,0.011835879,0.014048469,0.014942464,0.012929356
m_55,172.4241,-43.5691,0.3758304,0.3900849,0.383977,0.37614214,0.37736094
m_56,172.17470000000003,-43.4819,0.43506688,0.42901915,0.45741305,0.4295153,0.43392697
m_57,172.12,-43.48,0.46782637,0.46033388,0.477306,0.4672715,0.4648801
m_58,172.38,-43.58,0.3912759,0.40783477,0.39781204,0.38991123,0.39414346
m_61,172.3,-43.76,0.18856084,0.18679075,0.19265671,0.18198676,0.18383944
m_63,172.4262,-43.6591,0.32981583,0.32560125,0.33359155,0.32014072,0.32689255
m_65,172.72000000000003,-43.6,0.3838484,0.38511068,0.3781668,0.38014552,0.38371462
m_66,172.48000000000002,-43.65,0.36023164,0.35868892,0.36649057,0.34955883,0.35816276
m_67,172.64,-43.53,0.22958998,0.23048368,0.2292065,0.22976607,0.23035164
m_70,172.6642,-43.2957,0.20586239,0.20658708,0.20985821,0.19878018,0.1995924
m_71,172.68,-43.36,0.2969718,0.296275,0.29976758,0.291522,0.29223967
m_72,172.6716,-43.5657,0.33096382,0.31373218,0.32718563,0.33658707,0.31809917
m_74,172.6667,-43.3857,0.3261449,0.32628864,0.3271212,0.32472414,0.32526383
m_75,172.66999999999996,-43.32,0.23577994,0.23553878,0.24014786,0.22918265,0.22924682
m_82,172.18,-43.3,0.18210393,0.18273537,0.18946546,0.16486779,0.17119837
m_84,172.57,-43.31,0.20190744,0.2009843,0.20453513,0.20136079,0.1997623
m_87,172.541,-43.2974,0.19216248,0.19185792,0.19498424,0.18882301,0.18877102
m_93,171.64999999999998,-43.63,0.24110281,0.24459562,0.29077795,0.23174088,0.24542914
m_94,171.6821,-43.666,0.2014342,0.20251366,0.23350783,0.19610813,0.20481259
s_0,172.089,-43.586,0.79142,0.79142,0.79142,0.79142,0.79142
s_1,172.10199999999998,-43.49,0.51879,0.51879,0.51879,0.51879,0.51879
s_10,172.628,-43.536,0.20592,0.20592,0.20592,0.20592,0.20592
s_100,171.72333000000003,-43.22833,0.11333,0.11333,0.11333,0.11333,0.11333
s_101,171.7475,-43.90417,0.11191,0.11191,0.11191,0.11191,0.11191
s_102,171.79361,-43.73111,0.10839,0.10839,0.10839,0.10839,0.10839
s_104,172.54305999999997,-42.87111,0.09837,0.09837,0.09837,0.09837,0.09837
s_106,172.09361,-43.89833,0.08113,0.08113,0.08113,0.08113,0.08113
s_107,171.5675,-42.95056,0.0799,0.0799,0.0799,0.0799,0.0799
s_109,171.24444,-44.40444,0.07417,0.07417,0.07417,0.07417,0.07417
s_11,172.52999999999997,-43.483,0.1915,0.1915,0.1915,0.1915,0.1915
s_110,171.61082999999996,-43.83889,0.06996,0.06996,0.06996,0.06996,0.06996
s_114,171.42167,-43.82472,0.05783,0.05783,0.05783,0.05783,0.05783
s_118,171.13556,-42.89333,0.05371,0.05371,0.05371,0.05371,0.05371
s_119,171.05389000000002,-43.71639,0.0487,0.0487,0.0487,0.0487,0.0487
s_12,172.62,-43.529,0.17579,0.17579,0.17579,0.17579,0.17579
s_122,170.49278000000004,-45.90389,0.04102,0.04102,0.04102,0.04102,0.04102
s_123,171.47278,-42.72833,0.04091,0.04091,0.04091,0.04091,0.04091
s_124,172.83028000000002,-42.525,0.0403,0.0403,0.0403,0.0403,0.0403
s_125,170.50972000000002,-45.90028,0.03859,0.03859,0.03859,0.03859,0.03859
s_126,170.55583000000001,-43.15056,0.03681,0.03681,0.03681,0.03681,0.03681
s_127,171.21028,-42.45083,0.03525,0.03525,0.03525,0.03525,0.03525
s_128,170.73694,-43.07333,0.03165,0.03165,0.03165,0.03165,0.03165
s_129,172.27083,-42.78333,0.03132,0.03132,0.03132,0.03132,0.03132
s_13,172.596,-43.274,0.16632,0.16632,0.16632,0.16632,0.16632
s_130,170.96389,-42.71861,0.02899,0.02899,0.02899,0.02899,0.02899
s_131,170.96916999999996,-45.10139,0.02394,0.02394,0.02394,0.02394,0.02394
s_132,170.01972,-43.465,0.02166,0.02166,0.02166,0.02166,0.02166
s_133,171.59972,-41.7575,0.02155,0.02155,0.02155,0.02155,0.02155
s_134,172.18028000000004,-42.33639,0.02118,0.02118,0.02118,0.02118,0.02118
s_135,170.18417,-43.39083,0.02102,0.02102,0.02102,0.02102,0.02102
s_138,170.09833000000003,-44.25611,0.01963,0.01963,0.01963,0.01963,0.01963
s_139,170.19556,-46.07333,0.01962,0.01962,0.01962,0.01962,0.01962
s_14,171.92899999999997,-43.338,0.16262,0.16262,0.16262,0.16262,0.16262
s_140,170.09694000000002,-43.73806,0.01931,0.01931,0.01931,0.01931,0.01931
s_141,169.04417,-43.88472,0.01615,0.01615,0.01615,0.01615,0.01615
s_142,171.86417,-42.12167,0.01606,0.01606,0.01606,0.01606,0.01606
s_143,169.23278,-44.23222,0.01514,0.01514,0.01514,0.01514,0.01514
s_144,169.14278000000002,-44.69611,0.01498,0.01498,0.01498,0.01498,0.01498
s_145,170.73667,-43.07611,0.01444,0.01444,0.01444,0.01444,0.01444
s_146,170.64444000000003,-45.04556,0.01295,0.01295,0.01295,0.01295,0.01295
s_147,169.81528000000003,-43.53389,0.01164,0.01164,0.01164,0.01164,0.01164
s_148,168.66056000000003,-43.99917,0.01158,0.01158,0.01158,0.01158,0.01158
s_149,170.51389,-45.86417,0.00998,0.00998,0.00998,0.00998,0.00998
s_15,172.70500000000004,-42.963,0.1541,0.1541,0.1541,0.1541,0.1541
s_150,174.94389,-41.24389,0.00825,0.00825,0.00825,0.00825,0.00825
