# 20000620_M6.46_Iceland median gmf, Stations:None, gmlt:GEM, Rupture:USGS
custom_site_id,lon,lat,"KothaEtAl2020ESHM20SlopeGeology
KothaEtAl2020ESHM20SlopeGeology.dl2l
'PGA' = -0.305692","KothaEtAl2020ESHM20SlopeGeology
KothaEtAl2020ESHM20SlopeGeology.dl2l
'PGA' = -0.787319","KothaEtAl2020ESHM20SlopeGeology
KothaEtAl2020ESHM20SlopeGeology.dl2l
'PGA' = 0.175935","KothaEtAl2020ESHM20SlopeGeology
c3_epsilon = -1.73205100
KothaEtAl2020ESHM20SlopeGeology.dl2l
'PGA' = -0.305692","KothaEtAl2020ESHM20SlopeGeology
c3_epsilon = 1.73205100
KothaEtAl2020ESHM20SlopeGeology.dl2l
'PGA' = -0.305692"
t_0,-18.704800000000006,63.50936,0.013843677,0.008552312,0.022408841,0.01016795,0.018848184
t_1,-18.76669000000001,63.52749,0.010579873,0.006536007,0.017125702,0.007896996,0.014174214
t_10,-18.41828000000001,63.58345,0.0141640445,0.008750227,0.022927422,0.01000974,0.020042494
t_100,-18.728049999999996,63.67405,0.018983517,0.011727589,0.030728731,0.014520319,0.024818595
t_1000,-17.90601000000001,63.98546,0.0086360285,0.005335144,0.01397919,0.005701735,0.013080402
t_1001,-18.071519999999992,63.99438,0.008522442,0.0052649723,0.013795326,0.0058302465,0.0124577945
t_1002,-17.80261999999999,63.9946,0.0075782635,0.0046816804,0.0122669805,0.004894172,0.011734381
t_1003,-17.968140000000005,64.00357,0.009230465,0.0057023726,0.014941407,0.0061765704,0.013794302
t_1004,-17.67850999999999,63.95829,0.0073166853,0.0045200833,0.011843562,0.004598762,0.011640934
t_1005,-17.575140000000005,63.96737,0.005447834,0.003365549,0.008818441,0.003349742,0.008860054
t_1006,-17.471730000000008,63.9764,0.008109829,0.00501007,0.0131274285,0.0048780143,0.013482808
t_1007,-17.740549999999985,63.97646,0.007236178,0.0044703474,0.011713244,0.0046105883,0.011356961
t_1008,-17.368300000000005,63.98541,0.0071151545,0.004395582,0.011517342,0.0041864538,0.012092673
t_1009,-17.63714999999999,63.98555,0.0060154623,0.0037162171,0.009737264,0.0037492719,0.009651418
t_101,-18.892859999999985,63.68261,0.015238972,0.009414294,0.024667414,0.012066365,0.019245753
t_1010,-17.53372999999999,63.9946,0.005841702,0.0036088717,0.0094559975,0.003561515,0.009581733
t_1011,-17.430270000000007,64.00362,0.006680328,0.004126956,0.010813487,0.003983796,0.0112020755
t_1012,-17.699209999999994,64.00371,0.0065825735,0.0040665655,0.01065525,0.0041582305,0.010420364
t_1013,-17.595759999999984,64.01278,0.00701949,0.0043364824,0.011362489,0.0043371883,0.011360641
t_1014,-16.707060000000013,63.94779,0.0035452633,0.0021901838,0.005738739,0.0018090497,0.006947787
t_1015,-16.768810000000002,63.96614,0.0035120274,0.0021696514,0.0056849397,0.0018167419,0.006789262
t_1016,-16.66529,63.97492,0.0038139587,0.0023561777,0.0061736777,0.0019299749,0.0075370315
t_1017,-16.975760000000008,63.94847,0.0060730674,0.0037518041,0.00983051,0.0032826692,0.011235414
t_1018,-17.24445,63.94893,0.0064779925,0.004001958,0.010485965,0.0037091335,0.011313799
t_1019,-16.872299999999996,63.95732,0.00518953,0.0032059746,0.008400323,0.0027441732,0.009813966
t_102,-18.79011,63.69212,0.015408953,0.009519303,0.024942562,0.011973081,0.019830804
t_1020,-17.14103,63.95787,0.0062411274,0.0038556277,0.01010255,0.0034959337,0.011141994
t_1021,-17.03757999999999,63.96677,0.006182996,0.0038197155,0.010008452,0.0033880756,0.011283526
t_1022,-17.306360000000012,63.96718,0.0067461915,0.004167645,0.0109201,0.003915891,0.011622157
t_1023,-16.9341,63.97564,0.005512813,0.0034056916,0.008923623,0.0029550765,0.010284373
t_1024,-17.202910000000003,63.97613,0.006029347,0.0037247946,0.00975974,0.003423608,0.010618338
t_1025,-16.83059,63.98447,0.0035263444,0.0021784962,0.0057081147,0.0018490558,0.0067251115
t_1026,-17.099440000000016,63.98505,0.0060264845,0.0037230263,0.009755106,0.0033474015,0.010849764
