# 20000620_M6.46_Iceland median gmf, Stations:None, gmlt:GEM, Rupture:EFEHR
custom_site_id,lon,lat,"KothaEtAl2020ESHM20SlopeGeology
KothaEtAl2020ESHM20SlopeGeology.dl2l
'PGA' = -0.305692","KothaEtAl2020ESHM20SlopeGeology
KothaEtAl2020ESHM20SlopeGeology.dl2l
'PGA' = -0.787319","KothaEtAl2020ESHM20SlopeGeology
KothaEtAl2020ESHM20SlopeGeology.dl2l
'PGA' = 0.175935","KothaEtAl2020ESHM20SlopeGeology
c3_epsilon = -1.73205100
KothaEtAl2020ESHM20SlopeGeology.dl2l
'PGA' = -0.305692","KothaEtAl2020ESHM20SlopeGeology
c3_epsilon = 1.73205100
KothaEtAl2020ESHM20SlopeGeology.dl2l
'PGA' = -0.305692"
t_0,-18.704800000000006,63.50936,0.013305757,0.0082199965,0.021538109,0.009749751,0.01815874
t_1,-18.76669000000001,63.52749,0.010170789,0.006283284,0.016463516,0.007573639,0.013658553
t_10,-18.41828000000001,63.58345,0.013576356,0.008387166,0.021976126,0.009565421,0.019269139
t_100,-18.728049999999996,63.67405,0.018200422,0.01124381,0.029461129,0.013877005,0.023870807
t_1000,-17.90601000000001,63.98546,0.008215607,0.005075417,0.013298652,0.0053959647,0.012508644
t_1001,-18.071519999999992,63.99438,0.008106009,0.00500771,0.0131212445,0.005515976,0.011912196
t_1002,-17.80261999999999,63.9946,0.0072062938,0.004451886,0.01166487,0.004629261,0.011217918
t_1003,-17.968140000000005,64.00357,0.008775806,0.005421495,0.014205448,0.005840583,0.013186144
t_1004,-17.67850999999999,63.95829,0.0069645513,0.0043025427,0.01127356,0.004355879,0.011135519
t_1005,-17.575140000000005,63.96737,0.0051833102,0.0032021322,0.008390254,0.0031710502,0.008472494
t_1006,-17.471730000000008,63.9764,0.0077127963,0.0047647916,0.012484749,0.0046153776,0.012888919
t_1007,-17.740549999999985,63.97646,0.006884597,0.0042531486,0.011144138,0.0043641576,0.010860669
t_1008,-17.368300000000005,63.98541,0.006764127,0.004178725,0.010949132,0.0039590974,0.011556525
t_1009,-17.63714999999999,63.98555,0.0057207644,0.0035341592,0.009260234,0.0035470014,0.009226708
t_101,-18.892859999999985,63.68261,0.0146217,0.009032956,0.023668231,0.0115421,0.01852298
t_1010,-17.53372999999999,63.9946,0.005553305,0.0034307067,0.008989167,0.0033677053,0.009157333
t_1011,-17.430270000000007,64.00362,0.006348145,0.0039217407,0.01027578,0.0037652506,0.010702859
t_1012,-17.699209999999994,64.00371,0.0062570046,0.0038654364,0.01012825,0.0039312127,0.009958786
t_1013,-17.595759999999984,64.01278,0.006669836,0.004120474,0.010796503,0.0040985034,0.01085438
t_1014,-16.707060000000013,63.94779,0.0033695363,0.0020816235,0.0054542883,0.0017108107,0.006636488
