# 20170919_M7.1_Puebla median gmf, Stations:None, gmlt:GEM, Rupture:Melgar_et_al_2018
custom_site_id,lon,lat,AbrahamsonEtAl2015SSlab,Kanno2006Deep,ParkerEtAl2020SSlab
t_0,-97.41356,21.28735,0.016549828,0.0045269458,0.013169251
t_1,-97.50339,21.37103,0.01691481,0.0046492117,0.013560538
t_10,-97.59322,20.65826,0.021185474,0.0077445135,0.018191976
t_100,-97.50339,20.44797,0.024160525,0.009535326,0.021073582
t_1000,-96.9644,18.79806,0.031589143,0.019385993,0.037162192
t_10000,-100.55766,21.53825,0.00861543,0.0018674211,0.0068517574
t_10001,-100.64749,21.53825,0.00827224,0.0017374476,0.006514528
t_10002,-100.46783,21.62178,0.00874272,0.0018704694,0.0069330996
t_10003,-100.73733,21.62178,0.008751522,0.0017781863,0.006868443
t_10004,-100.64749,21.62178,0.007843553,0.0015632396,0.006077017
t_10005,-100.55766,21.62178,0.009362827,0.0020185444,0.007473225
t_10006,-100.46783,21.70527,0.0074407323,0.0014546247,0.005704521
t_10007,-100.64749,21.70527,0.009224337,0.0018783535,0.007260497
t_10008,-100.73733,21.70527,0.008628297,0.0016852601,0.0067034755
t_10009,-100.82716,21.70527,0.0068763834,0.0012192163,0.005137726
t_1001,-97.18898,18.79806,0.04719601,0.033760704,0.05931292
t_10010,-100.55766,21.70527,0.008219426,0.0016352489,0.0063847178
t_10011,-100.46783,21.78871,0.0076908562,0.0014665287,0.0058816783
t_10012,-100.82716,21.78871,0.0076352614,0.0013540137,0.005758119
t_10013,-100.64749,21.78871,0.008526167,0.001629999,0.0065825894
t_10014,-100.73733,21.78871,0.0071477215,0.0012631885,0.0053536906
t_10015,-100.55766,21.78871,0.009165545,0.0018282789,0.0071719596
t_10016,-100.46783,21.8721,0.0073099015,0.0013208414,0.0055004703
t_10017,-100.82716,21.8721,0.0075233276,0.0012808237,0.005617122
t_10018,-100.64749,21.8721,0.006623424,0.0011203816,0.004876387
t_10019,-100.73733,21.8721,0.0067935055,0.0011383536,0.0050078765
t_1002,-96.87457,18.79806,0.03098872,0.0188113,0.036308084
t_10020,-100.55766,21.8721,0.006430618,0.0010955901,0.004722735
t_10021,-100.46783,21.95544,0.007586458,0.0013376076,0.0056957924
t_10022,-100.82716,21.95544,0.0072438563,0.0011738939,0.005335651
t_10023,-100.64749,21.95544,0.0063807196,0.0010272766,0.004632886
t_10024,-100.73733,21.95544,0.00662319,0.0010607175,0.004825176
t_10025,-100.55766,21.95544,0.0071707233,0.0012209152,0.005322549
t_10026,-100.55766,22.03873,0.006398184,0.0010096657,0.0046246676
t_10027,-100.46783,22.03873,0.0077525782,0.0013263546,0.005791799
