# 19970510_M7.2_Qayen median gmf, Stations:None, gmlt:GEM, Rupture:USGS
custom_site_id,lon,lat,AkkarEtAlRjb2014,BooreEtAl2014,CampbellBozorgnia2014,ZhaoEtAl2006Asc
t_0,57.47338,36.6132,0.011117834,0.003719622,0.00386849,0.0043695183
t_1,57.29372,36.6132,0.01044421,0.0032030763,0.0034741887,0.0040285173
t_10,57.92254,36.68527,0.011550517,0.0042573134,0.0043559633,0.004971703
t_100,58.55136,36.82921,0.00760917,0.0024069413,0.0033627816,0.004216498
t_1000,58.3717,35.88878,0.010734738,0.0059411647,0.00733419,0.009202448
t_1001,58.19203,35.88878,0.016037801,0.010446194,0.009411948,0.010791761
t_1002,58.55136,35.88878,0.01256136,0.007695372,0.008638747,0.009952208
t_1003,58.28186,35.88878,0.016790655,0.011501952,0.010066378,0.011266755
t_1004,58.46153,35.96152,0.012749167,0.007519968,0.008156275,0.0113144
t_1005,58.28186,35.96152,0.010730916,0.005663736,0.0068418127,0.00828607
t_1006,58.19203,35.96152,0.011937742,0.006477252,0.007187527,0.010034831
t_1007,58.01237,35.96152,0.014861051,0.008694319,0.008055952,0.009300399
t_1008,58.1022,35.96152,0.015486396,0.009492655,0.008580781,0.009720019
t_1009,58.64119,35.96152,0.017256595,0.012359588,0.010834336,0.012289669
t_101,58.64119,36.82921,0.008415647,0.00281893,0.0036748422,0.004313012
t_1010,58.73102,35.96152,0.017396359,0.012641904,0.0111151915,0.012701634
t_1011,58.55136,35.96152,0.01589671,0.010624398,0.009880799,0.011737996
t_1012,58.3717,35.96152,0.0104152635,0.0055277506,0.00687715,0.008624629
t_1013,58.3717,36.0342,0.016110377,0.010395491,0.009213743,0.010317577
t_1014,58.19203,36.0342,0.015097494,0.009016765,0.008292996,0.0095375795
t_1015,58.64119,36.0342,0.016502487,0.011191048,0.010001535,0.011468938
t_1016,58.1022,36.0342,0.0145260515,0.008314359,0.007821534,0.009150758
t_1017,59.71917,35.3777,0.026748331,0.029876305,0.025814569,0.031045329
t_1018,59.98866,35.3777,0.017857013,0.016465088,0.019105032,0.024067923
t_1019,59.809,35.3777,0.025864435,0.028262101,0.025116388,0.030755222
t_102,58.01237,36.82921,0.008719266,0.00264382,0.0033032782,0.0045167916
t_1020,59.62934,35.3777,0.026859188,0.030102203,0.025829317,0.030836783
t_1021,60.16833,35.3777,0.0207963,0.02037117,0.020855369,0.029422874
t_1022,60.07849,35.3777,0.018681139,0.017522635,0.01955565,0.023741918
t_1023,59.89883,35.3777,0.026636096,0.029662542,0.02569688,0.03098558
t_1024,59.53951,35.3777,0.02699889,0.030414449,0.025817668,0.030475546
t_1025,60.07849,35.45091,0.016712,0.014708558,0.017143028,0.021662738
t_1026,60.16833,35.45091,0.025190147,0.026969243,0.023001147,0.027179044
t_1027,59.71917,35.45091,0.017744606,0.016089633,0.018113162,0.02215418
t_1028,59.89883,35.45091,0.019397516,0.018272635,0.019261923,0.022114703
t_1029,59.62934,35.45091,0.018395286,0.016922126,0.018509367,0.022016333
t_103,58.3717,36.82921,0.0113463,0.0042038346,0.004377744,0.005121716
t_1030,59.809,35.45091,0.016969956,0.015101031,0.017575141,0.022187252
t_1031,59.53951,35.45091,0.015573155,0.012941802,0.016106546,0.021777205
t_1032,59.98866,35.45091,0.01762112,0.015901549,0.017921096,0.021938387
t_1033,59.71917,35.52405,0.017246628,0.015174167,0.016821608,0.020223442
t_1034,59.62934,35.52405,0.022087846,0.021686893,0.020037867,0.025381945
t_1035,59.53951,35.52405,0.01910593,0.017514268,0.017909726,0.025125302
t_1036,60.07849,35.52405,0.016190453,0.013801526,0.015892401,0.019805664
t_1037,59.809,35.52405,0.017072424,0.01495936,0.016715381,0.020251507
t_1038,60.16833,35.52405,0.024244785,0.025190458,0.021313712,0.024878073
t_1039,59.89883,35.52405,0.014892394,0.0121971015,0.01507251,0.020189935
t_104,58.55136,36.90108,0.011029698,0.0039879624,0.004237699,0.0049943766
t_1040,59.98866,35.52405,0.01964453,0.018255077,0.018339517,0.025298337
t_1041,59.809,35.59713,0.019270753,0.017454362,0.01727118,0.0233825
t_1042,59.53951,35.59713,0.02203112,0.021267807,0.018953921,0.023006646
t_1043,60.16833,35.59713,0.022749798,0.022393133,0.01928445,0.02281117
t_1044,59.62934,35.59713,0.01562646,0.012898117,0.014827612,0.018398616
t_1045,60.07849,35.59713,0.023481864,0.023746543,0.020005666,0.023154678
t_1046,59.71917,35.59713,0.014765715,0.01191083,0.014289146,0.018498575
t_1047,59.89883,35.59713,0.021386057,0.020347828,0.018645901,0.023316143
t_1048,59.98866,35.59713,0.023198867,0.023218665,0.01987955,0.023410726
t_1049,59.809,35.67014,0.01590033,0.012954512,0.014293703,0.016973224
t_105,58.1022,36.90108,0.009059225,0.0027437084,0.0033277618,0.004386056
t_1050,59.62934,35.67014,0.013443319,0.010012135,0.012527721,0.01686684
t_1051,59.71917,35.67014,0.015220912,0.012164256,0.013847491,0.016952666
t_1052,60.07849,35.67014,0.022544827,0.021967286,0.01848379,0.02124567
t_1053,59.89883,35.67014,0.022552224,0.021984234,0.018634116,0.021606095
t_1054,59.98866,35.67014,0.02281298,0.022485828,0.018792216,0.021465836
t_1055,59.53951,35.67014,0.015247781,0.012149531,0.013747342,0.016717456
t_1056,60.16833,35.67014,0.021446874,0.020049877,0.017532008,0.020949809
t_1057,59.53951,35.74309,0.013853575,0.010340997,0.012194785,0.015359824
t_1058,59.809,35.74309,0.021706097,0.020387024,0.017268272,0.019886121
t_1059,60.16833,35.74309,0.013021836,0.0094165625,0.011540312,0.015097353
t_106,58.46153,36.90108,0.006956059,0.0020065103,0.0029624358,0.003865004
