# 19970510_M7.2_Qayen median gmf, Stations:None, gmlt:GEM, Rupture:Zarei_et_al_2019
custom_site_id,lon,lat,AkkarEtAlRjb2014,BooreEtAl2014,CampbellBozorgnia2014,ZhaoEtAl2006Asc
t_0,61.63697,30.61264,0.010686244,0.003701423,0.0039935247,0.003773575
t_1,61.7268,30.68992,0.010513474,0.0036493195,0.0040156413,0.00390017
t_10,61.18781,30.22531,0.009689731,0.0027722951,0.003186404,0.003075541
t_100,61.63697,31.15231,0.010700832,0.0046929684,0.0053882943,0.0058720456
t_1000,57.50472,32.14641,0.009540781,0.004551841,0.0059134644,0.006059498
t_1001,57.41489,32.14641,0.009475913,0.004366076,0.0056390106,0.007183643
t_1002,57.59455,32.22244,0.013704265,0.008233298,0.008356121,0.008608446
t_1003,57.50472,32.22244,0.0125124995,0.00692741,0.007449554,0.007985377
t_1004,57.41489,32.22244,0.009705401,0.0046159513,0.0059014936,0.007488751
t_1005,57.59455,32.2984,0.013935841,0.008602296,0.008700668,0.008986955
t_1006,57.41489,32.2984,0.009720508,0.00472008,0.006070799,0.0077957194
t_1007,57.50472,32.2984,0.013301703,0.0077687777,0.008036283,0.008416326
t_1008,57.50472,32.3743,0.011272737,0.0061528254,0.007254375,0.008664315
t_1009,57.59455,32.3743,0.013857795,0.008653426,0.008881131,0.009367806
t_101,61.63697,31.22915,0.012326926,0.006077223,0.006312022,0.006334399
t_1010,57.77421,32.14641,0.013602586,0.008385651,0.00872379,0.0092254095
t_1011,57.86404,32.22244,0.014109703,0.009266089,0.009623531,0.010310671
t_1012,57.68438,32.22244,0.0142267505,0.008975254,0.00896959,0.009177477
t_1013,57.77421,32.22244,0.013481437,0.008425587,0.008922923,0.00967538
t_1014,57.86404,32.2984,0.014069603,0.009390815,0.009890694,0.01081728
t_1015,57.68438,32.2984,0.013732523,0.008606694,0.008947105,0.009490925
t_1016,57.77421,32.2984,0.013775889,0.00886957,0.009341745,0.010133144
t_1017,57.68438,32.3743,0.0136621855,0.008681244,0.009152303,0.009908532
t_1018,57.86404,32.3743,0.014562692,0.0100697605,0.010456532,0.011331757
t_1019,57.77421,32.3743,0.01400817,0.009256454,0.009731807,0.01059649
t_102,61.63697,31.30594,0.01389316,0.007959628,0.0075136814,0.007212002
t_1020,58.40303,32.3743,0.018351156,0.016199611,0.015886012,0.016862316
t_1021,58.22337,32.45014,0.01728098,0.014469656,0.014481223,0.015600296
t_1022,58.3132,32.45014,0.012722471,0.009438765,0.01206707,0.013229536
t_1023,58.40303,32.45014,0.015467981,0.012739618,0.0144529715,0.017870741
t_1024,58.3132,32.52591,0.013951332,0.010941964,0.0133193275,0.013961332
t_1025,58.22337,32.52591,0.013636605,0.010372411,0.012544767,0.013009226
t_1026,58.40303,32.52591,0.016228165,0.013857694,0.01547767,0.018909188
t_1027,58.3132,32.60162,0.014871547,0.012164302,0.014387615,0.014705668
t_1028,58.22337,32.60162,0.018333629,0.016249983,0.016079541,0.017254818
t_1029,58.40303,32.60162,0.020174092,0.019426346,0.0188315,0.019971201
t_103,61.63697,31.38266,0.014274359,0.008586943,0.008031765,0.0076937675
t_1030,57.14539,31.61244,0.009688639,0.0034461292,0.0041078264,0.0044152723
t_1031,57.23522,31.61244,0.009067857,0.003223598,0.0040554972,0.004664071
t_1032,57.05556,31.68891,0.009773667,0.0034709221,0.00410582,0.004368278
t_1033,57.32505,31.68891,0.010987492,0.0045770495,0.0050525507,0.0052237236
t_1034,57.14539,31.68891,0.01062875,0.004089987,0.004564905,0.0046722717
t_1035,57.23522,31.68891,0.0073393574,0.0024406828,0.003590376,0.003871362
t_1036,57.05556,31.76532,0.010440801,0.003946032,0.0044597406,0.0046132226
t_1037,57.32505,31.76532,0.009316212,0.0036565722,0.0045886002,0.0054153744
t_1038,57.14539,31.76532,0.008439981,0.0029648908,0.0039411634,0.0048322747
t_1039,57.23522,31.76532,0.011323742,0.004788854,0.0051506953,0.005172912
t_104,61.54714,31.15231,0.009652938,0.0041073635,0.005106983,0.006089133
t_1040,56.96573,31.76532,0.00970976,0.0034080928,0.004045392,0.004307252
t_1041,56.8759,31.76532,0.009128497,0.002998216,0.0037043197,0.00406523
t_1042,56.8759,31.84167,0.010557763,0.0038603554,0.004282819,0.0042799255
t_1043,56.96573,31.84167,0.0093499785,0.003298213,0.0040427744,0.004489772
t_1044,56.78606,31.84167,0.009937006,0.0033810725,0.003911544,0.0040346943
t_1045,56.78606,31.91795,0.007347738,0.0022111246,0.0031982516,0.0032849438
t_1046,56.8759,31.91795,0.0075697494,0.0023954352,0.0034105899,0.0034880757
t_1047,56.96573,31.91795,0.010056769,0.0037706234,0.0043988223,0.0046751243
t_1048,56.96573,31.99417,0.010176466,0.0039257114,0.0045604664,0.004862756
t_1049,56.78606,31.99417,0.010250576,0.003709846,0.004224028,0.004352137
t_105,61.4573,31.15231,0.008931438,0.0037404231,0.004943375,0.0063053835
t_1050,57.05556,31.84167,0.00963795,0.0035717026,0.0043090405,0.004761241
t_1051,57.14539,31.84167,0.009728337,0.0037452797,0.0045178942,0.0050481586
t_1052,57.32505,31.84167,0.009280239,0.003731448,0.0047225053,0.0056708436
t_1053,57.23522,31.84167,0.010734921,0.004492497,0.005074768,0.005351158
t_1054,57.05556,31.91795,0.009642863,0.0036607273,0.0044355756,0.00496318
t_1055,57.23522,31.91795,0.008115983,0.0030500286,0.0042430544,0.004428959
t_1056,57.32505,31.91795,0.009344142,0.0038642327,0.004895697,0.00593236
t_1057,57.14539,31.91795,0.0086408,0.003226557,0.004259353,0.005268227
t_1058,57.05556,31.99417,0.008363556,0.0030439408,0.0041043977,0.0051679844
t_1059,57.23522,31.99417,0.011281022,0.005079022,0.0055936025,0.0058353
t_106,61.36747,31.22915,0.013426666,0.0074087754,0.0072968337,0.0070576803
t_1060,57.32505,31.99417,0.009211132,0.0038769615,0.004994492,0.006199238
t_1061,57.14539,31.99417,0.00789846,0.0029034175,0.0041089505,0.0043503935
t_1062,57.05556,32.07032,0.008856855,0.0033827485,0.0043974314,0.0053749243
t_1063,57.32505,32.07032,0.009489423,0.0041420497,0.005255771,0.00647059
t_1064,57.23522,32.07032,0.009481596,0.004001643,0.005034435,0.006083113
t_1065,57.14539,32.07032,0.009304071,0.0037627919,0.004758649,0.0057182633
t_1066,57.05556,32.14641,0.009284566,0.003701519,0.0046739853,0.0055832327
t_1067,57.14539,32.14641,0.009400221,0.0039030677,0.0049254172,0.005946617
t_1068,57.23522,32.14641,0.009509653,0.0041075,0.005187122,0.0063335802
t_1069,57.32505,32.14641,0.010995894,0.0052538305,0.0060342797,0.006745455
t_107,61.54714,31.22915,0.010949172,0.005122388,0.005872693,0.0065044253
t_1070,56.8759,31.99417,0.008727692,0.0030131533,0.0038882575,0.0045752493
t_1071,56.96573,32.07032,0.0089247,0.0033004247,0.0042357994,0.0050519914
t_1072,56.78606,32.07032,0.009358149,0.003290846,0.0040287804,0.0044630007
t_1073,56.8759,32.07032,0.008302984,0.0028653995,0.0038469268,0.004748379
t_1074,56.96573,32.14641,0.0089351,0.0033773943,0.0043492625,0.0052421233
t_1075,56.78606,32.14641,0.009547072,0.0034610704,0.0041910666,0.0046216836
t_1076,56.8759,32.14641,0.0080112815,0.0027799692,0.0038446228,0.0049220244
t_1077,56.96573,32.22244,0.009103195,0.003541548,0.004519841,0.005432344
t_1078,56.8759,32.22244,0.008486232,0.003083106,0.0041070473,0.005095448
t_1079,56.78606,32.22244,0.010496156,0.004081386,0.0046209325,0.0048327735
t_108,61.4573,31.22915,0.010122034,0.0046466696,0.005669634,0.006743336
t_1080,57.23522,32.22244,0.00978797,0.004373029,0.0054403427,0.0065856464
t_1081,57.14539,32.22244,0.009590021,0.0041018715,0.0051298593,0.0061759506
t_1082,57.05556,32.22244,0.009267239,0.0037678776,0.004786566,0.005792024
t_1083,57.32505,32.22244,0.010295947,0.0048669386,0.005898927,0.0070226886
t_1084,57.32505,32.2984,0.012846974,0.0069556544,0.007193881,0.007381711
t_1085,57.23522,32.2984,0.0122601,0.006259561,0.006636501,0.006913729
t_1086,57.05556,32.2984,0.009597721,0.0040427684,0.0050330744,0.006000293
t_1087,57.14539,32.2984,0.012110519,0.005956875,0.006300766,0.0064760013
t_1088,57.05556,32.3743,0.009692425,0.004177007,0.005188287,0.006207001
t_1089,57.32505,32.3743,0.010925015,0.0055142147,0.006487893,0.0075788456
t_109,61.36747,31.30594,0.013675302,0.007841209,0.007725863,0.0075578173
