# 19970510_M7.2_Qayen median gmf, Stations:Seismic, gmlt:USGS, Rupture:Sudhaus_And_Jonsson_et_al_2010, Max_dist:50km
custom_site_id,lon,lat,AbrahamsonEtAl2014,BooreEtAl2014,CampbellBozorgnia2014,ChiouYoungs2014
m_27,60.05,33.48,0.5467893,0.5600543,0.49616736,0.6705714
m_28,60.0,33.6,0.50845426,0.5472562,0.45937097,0.5973579
m_29,60.0865,33.3711,0.49338615,0.4814205,0.5009716,0.5316414
m_30,59.7769,33.5736,0.22014442,0.24685362,0.20543048,0.24344005
m_31,59.8736,33.5985,0.33658478,0.37835854,0.3208403,0.3878838
m_32,60.26,32.9492,0.15228623,0.1702075,0.13955757,0.159759
m_33,60.1706,33.4153,0.3577019,0.38121065,0.35715076,0.40473777
m_34,59.9789,33.3886,0.2863071,0.30530372,0.30156046,0.31729496
m_35,59.7047,33.8817,0.26241773,0.2903379,0.25484717,0.29673603
m_36,59.95,33.7,0.48267245,0.4780035,0.47544247,0.5223505
m_37,59.7778,33.6456,0.25912383,0.28935364,0.2354496,0.29149026
m_38,59.801,33.33,0.15642002,0.17601946,0.14407022,0.16482373
m_39,59.85,33.85,0.5160815,0.54203504,0.4749347,0.5966346
m_40,59.71,33.88,0.2522264,0.2702213,0.26017293,0.28015402
m_41,59.76,33.62,0.2294756,0.25724608,0.21289885,0.25489864
m_42,59.48,33.03,0.05417109,0.05837724,0.056378726,0.055223342
m_44,59.8529,34.3651,0.08552579,0.097184695,0.07711082,0.088100806
m_45,59.1844,33.7267,0.08195251,0.093976535,0.07419449,0.084801406
m_46,60.245,34.4024,0.06544928,0.07439049,0.062039364,0.06899598
m_47,60.91,33.5,0.07103926,0.08152187,0.0649003,0.0750371
m_50,59.0817,33.5488,0.05449851,0.06091373,0.055142164,0.057395622
m_51,59.2,32.8667,0.041668154,0.047108844,0.039959546,0.046313003
m_52,59.513,32.7088,0.0517641,0.05867462,0.05092987,0.055725094
m_53,58.7731,34.0591,0.035014074,0.037834194,0.03580039,0.038268816
m_54,59.2206,32.8841,0.043157566,0.04882567,0.041528843,0.04772323
m_55,58.7078,34.0223,0.03277751,0.035374008,0.033281725,0.036182318
m_56,58.884,33.3083,0.047197416,0.055029858,0.041791312,0.053308696
m_57,58.6808,34.3666,0.03523077,0.04027905,0.031782217,0.040922653
m_58,60.7756,34.74,0.031060899,0.035350826,0.027739644,0.03676342
m_59,59.0347,32.7035,0.02933424,0.03240579,0.028205553,0.03378549
