# 19970510_M7.2_Qayen median gmf, Stations:Seismic, gmlt:GEM, Rupture:Zarei_et_al_2019, Max_dist:50km
custom_site_id,lon,lat,AkkarEtAlRjb2014,BooreEtAl2014,CampbellBozorgnia2014,ZhaoEtAl2006Asc
m_27,60.05,33.48,0.3067586,0.2405054,0.31826046,0.36988592
m_28,60.0,33.6,0.49469125,0.40406626,0.43297786,0.4949876
m_29,60.0865,33.3711,0.14321774,0.12297572,0.18194981,0.18792158
m_30,59.7769,33.5736,0.22435695,0.20175853,0.24254844,0.29324088
m_31,59.8736,33.5985,0.38368493,0.31515092,0.3582417,0.42316875
m_32,60.26,32.9492,0.05217578,0.056827687,0.07298234,0.07698264
m_33,60.1706,33.4153,0.15829736,0.14648467,0.18787466,0.23256199
m_34,59.9789,33.3886,0.18480691,0.15632704,0.21804523,0.27146173
m_35,59.7047,33.8817,0.35665482,0.28621826,0.34327418,0.39693886
m_36,59.95,33.7,0.4842599,0.359335,0.4514276,0.48930666
m_37,59.7778,33.6456,0.2564541,0.23440476,0.26762813,0.33582926
m_38,59.801,33.33,0.12821804,0.12857261,0.15543768,0.18943791
m_39,59.85,33.85,0.5318925,0.43199754,0.45833793,0.5085576
m_40,59.71,33.88,0.3582255,0.26883456,0.3565371,0.40298972
m_41,59.76,33.62,0.2314733,0.20879583,0.24808928,0.3004009
m_42,59.48,33.03,0.041782655,0.04186886,0.06268865,0.05835096
m_44,59.8529,34.3651,0.14007537,0.13545223,0.1411141,0.14326014
m_45,59.1844,33.7267,0.06733108,0.076352246,0.0901268,0.09697804
m_46,60.245,34.4024,0.0653652,0.07260501,0.086961575,0.0936786
m_47,60.91,33.5,0.047133446,0.05362981,0.064483926,0.06224412
m_50,59.0817,33.5488,0.045972325,0.048259668,0.066221945,0.07179551
m_51,59.2,32.8667,0.034435306,0.034692444,0.044402152,0.045938455
m_52,59.513,32.7088,0.034942742,0.035334535,0.045433626,0.047113024
m_53,58.7731,34.0591,0.039884433,0.040216144,0.05924349,0.06666164
m_54,59.2206,32.8841,0.03543018,0.036,0.046176378,0.047739696
m_55,58.7078,34.0223,0.036558744,0.03636125,0.052961573,0.059899427
m_56,58.884,33.3083,0.039389007,0.043932118,0.05030647,0.04746799
m_57,58.6808,34.3666,0.044171836,0.048605137,0.059600204,0.05883108
m_58,60.7756,34.74,0.0324536,0.032628704,0.038911458,0.0382961
m_59,59.0347,32.7035,0.026037192,0.02340857,0.030911818,0.033492066
m_60,58.868,32.7625,0.028502055,0.026972454,0.031788677,0.031172052
m_64,56.6808,34.3666,0.014323619,0.0067867115,0.008301082,0.007605544
m_73,59.4362,36.3245,0.013049123,0.006646825,0.009473762,0.0104980115
s_0,59.862,34.353,0.12901,0.12901,0.12901,0.12901
s_1,60.252,34.404,0.0662672,0.07551531,0.08805277,0.09366897
s_10,59.406,35.16,0.03444987,0.034921203,0.043743107,0.044292156
s_11,58.679,34.365,0.044910587,0.050307818,0.060479295,0.058717128
s_12,58.781,35.013,0.032997023,0.03353474,0.039618213,0.038668107
s_13,58.906,33.294,0.03941564,0.04332488,0.050465047,0.04828222
s_14,58.811,34.022,0.051434346,0.058608815,0.071567625,0.07015314
s_15,58.722,34.028,0.033059195,0.031381994,0.05021373,0.048508633
s_16,58.78,36.2,0.016188359,0.009316115,0.011311873,0.01074527
s_17,61.497,31.032,0.008343259,0.0024639536,0.004243777,0.004074371
s_18,58.525,33.859,0.03639044,0.03841815,0.04545108,0.044277012
s_19,58.388,34.116,0.033603545,0.03412354,0.04108118,0.040376797
s_2,60.136,34.571,0.06512125,0.07415289,0.08652461,0.091639966
s_20,61.45,30.88,0.007959636,0.0021543915,0.0037848477,0.003632252
s_21,58.281,34.091,0.031158216,0.030809011,0.036445394,0.035772987
s_22,59.594,36.284,0.016505225,0.009728428,0.011755956,0.011159711
s_23,58.886,32.779,0.02936802,0.028316103,0.03307408,0.03213972
s_24,59.561,36.315,0.016119448,0.009255814,0.011293154,0.010785787
s_25,57.072,30.288,0.007799537,0.0010515038,0.0017727198,0.0016510457
s_26,57.966,35.271,0.01961994,0.014103223,0.016833184,0.016357398
s_3,59.427,32.921,0.045718312,0.0510026,0.062026408,0.060698245
s_4,59.62,34.97,0.047757763,0.05479227,0.06553133,0.062889405
s_43,59.86,34.35,0.18725,0.18725,0.18725,0.18725
s_48,60.25,34.4,0.06502701,0.07224557,0.08661682,0.09321793
s_49,60.14,34.57,0.059072807,0.06311833,0.08054485,0.09034628
s_5,59.521,32.706,0.03820714,0.040878024,0.048748292,0.047652144
s_6,59.208,32.876,0.038477823,0.041624382,0.04894778,0.04727958
s_61,59.43,32.92,0.03914114,0.04002256,0.055438265,0.060102884
s_62,59.22,35.27,0.029027188,0.027457874,0.03466064,0.035729285
s_63,59.21,32.88,0.035055134,0.03550806,0.045507632,0.047061376
s_65,59.52,32.71,0.035087448,0.03552413,0.045692343,0.047376018
s_66,58.68,34.37,0.044094805,0.048504043,0.059464976,0.05869814
s_67,58.18,34.52,0.025978334,0.023260223,0.029181486,0.03009432
s_68,58.72,34.03,0.039454725,0.040346954,0.0562116,0.06111308
s_69,58.91,33.29,0.039742306,0.044149928,0.05096982,0.048387963
s_7,59.221,35.274,0.031517804,0.03145213,0.036963366,0.0359413
s_70,58.81,34.02,0.048386585,0.052617263,0.06814579,0.069218434
s_71,58.53,33.86,0.03234986,0.03179246,0.041606966,0.04407802
s_72,61.5,31.03,0.012988654,0.004990505,0.006069319,0.0055338508
s_74,58.78,35.01,0.03307892,0.03366427,0.039745238,0.038765084
s_75,59.41,35.16,0.03624562,0.037999738,0.045593947,0.04482581
s_76,58.39,34.12,0.029517358,0.028005648,0.037351593,0.040497225
s_77,58.28,34.09,0.028015664,0.026052691,0.03352263,0.03533477
s_78,59.59,36.28,0.015515187,0.008789755,0.011185528,0.011084752
s_79,58.47,35.48,0.018719193,0.013536174,0.017849654,0.019176267
s_8,58.465,35.478,0.02144521,0.016713265,0.019847853,0.019367848
s_80,57.97,35.27,0.01754812,0.011843385,0.015432678,0.01623888
s_81,58.89,32.78,0.028691636,0.027159391,0.032471742,0.031929098
s_82,59.56,36.31,0.015980175,0.009132354,0.011242523,0.0108436
s_83,57.07,30.29,0.008437336,0.0012008505,0.0018980231,0.0016518838
s_9,58.182,34.521,0.027476713,0.025400622,0.030520461,0.030149482
t_0,61.63697,30.61264,0.010851927,0.0029380086,0.003955634,0.0034682588
t_1,61.7268,30.68992,0.010676478,0.0028966514,0.003977517,0.0035846112
t_10,61.18781,30.22531,0.009839963,0.0022005122,0.0031561179,0.0028267018
t_100,61.63697,31.15231,0.010866742,0.003725049,0.0053370763,0.0053969445
t_1000,57.50472,32.14641,0.009688705,0.003613029,0.005857084,0.0055692303
t_1001,57.41489,32.14641,0.00962283,0.0034655777,0.005585256,0.0066024214
t_1002,57.59455,32.22244,0.01391674,0.006535189,0.008277113,0.007911946
t_1003,57.50472,32.22244,0.012706497,0.0054986393,0.0073789107,0.0073392875
t_1004,57.41489,32.22244,0.009855877,0.0036639164,0.0058452454,0.0068828436
t_1005,57.59455,32.2984,0.014151907,0.0068280823,0.0086184265,0.008259829
t_1006,57.41489,32.2984,0.009871218,0.003746569,0.0060129287,0.0071649756
t_1007,57.50472,32.2984,0.013507937,0.006166476,0.007960217,0.0077353697
t_1008,57.50472,32.3743,0.011447513,0.004883812,0.0071853604,0.007963293
t_1009,57.59455,32.3743,0.014072651,0.006868666,0.008797125,0.008609866
t_101,61.63697,31.22915,0.012518046,0.0048238025,0.006252241,0.0058218893
t_1010,57.77421,32.14641,0.013813485,0.00665612,0.008641211,0.008478991
t_1011,57.86404,32.22244,0.014328464,0.007354968,0.009532468,0.009476446
t_1012,57.68438,32.22244,0.014447327,0.007124118,0.008884872,0.008434936
t_1013,57.77421,32.22244,0.013690458,0.006687819,0.008838392,0.008892555
t_1014,57.86404,32.2984,0.014287743,0.0074539697,0.009797043,0.009942064
t_1015,57.68438,32.2984,0.013945436,0.006831573,0.008862421,0.008723023
t_1016,57.77421,32.2984,0.013989475,0.0070402306,0.009253278,0.009313282
t_1017,57.68438,32.3743,0.013874008,0.0068907468,0.009065623,0.009106842
t_1018,57.86404,32.3743,0.014788476,0.007992883,0.010357616,0.010414916
t_1019,57.77421,32.3743,0.014225357,0.0073473207,0.009639665,0.009739139
t_102,61.63697,31.30594,0.014108564,0.006317963,0.0074429554,0.0066284863
t_1020,58.40303,32.3743,0.018635679,0.012858459,0.015736721,0.015498003
t_1021,58.22337,32.45014,0.01754891,0.011485306,0.0143447975,0.014338092
t_1022,58.3132,32.45014,0.012919724,0.0074920305,0.011951952,0.012159147
t_1023,58.40303,32.45014,0.015707802,0.010112085,0.014315751,0.016424838
t_1024,58.3132,32.52591,0.0141676385,0.008685196,0.013192472,0.0128317345
t_1025,58.22337,32.52591,0.013848032,0.008233113,0.0124253165,0.011956662
t_1026,58.40303,32.52591,0.016479772,0.01099956,0.01533087,0.017379263
t_1027,58.3132,32.60162,0.01510212,0.009655428,0.014250751,0.013515847
t_1028,58.22337,32.60162,0.018617878,0.012898441,0.015928335,0.015858747
t_1029,58.40303,32.60162,0.020486878,0.015419684,0.018655084,0.018355351
t_103,61.63697,31.38266,0.014495674,0.006815896,0.007956242,0.0070712725
t_1030,57.14539,31.61244,0.009838855,0.0027353687,0.004068744,0.004058037
t_1031,57.23522,31.61244,0.009208448,0.0025587345,0.0040168697,0.0042867055
t_1032,57.05556,31.68891,0.009925202,0.0027550482,0.0040667634,0.0040148455
t_1033,57.32505,31.68891,0.011157846,0.0036330384,0.0050045787,0.0048010773
t_1034,57.14539,31.68891,0.010793541,0.0032464317,0.0045215474,0.004294243
t_1035,57.23522,31.68891,0.007453149,0.0019372946,0.003556106,0.003558134
t_1036,57.05556,31.76532,0.010602679,0.003132167,0.004417367,0.0042399713
