# 19970510_M7.2_Qayen median gmf, Stations:Seismic, gmlt:USGS, Rupture:GCMT, Max_dist:50km
custom_site_id,lon,lat,AbrahamsonEtAl2014,BooreEtAl2014,CampbellBozorgnia2014,ChiouYoungs2014
m_27,60.05,33.48,0.5386499,0.63489264,0.5050223,0.5345196
m_28,60.0,33.6,0.53532267,0.6712491,0.48513877,0.5541465
m_29,60.0865,33.3711,0.5040488,0.51683253,0.5105354,0.46703544
m_30,59.7769,33.5736,0.28752223,0.25378922,0.24723767,0.2749527
m_31,59.8736,33.5985,0.38627264,0.36548582,0.34048215,0.39200166
m_32,60.26,32.9492,0.20140016,0.17150307,0.17147923,0.18161163
m_33,60.1706,33.4153,0.47774234,0.4829247,0.4431402,0.48019218
m_34,59.9789,33.3886,0.3752043,0.3203068,0.3599382,0.3568195
m_35,59.7047,33.8817,0.35032868,0.31435075,0.3136136,0.34571925
m_36,59.95,33.7,0.53806543,0.612464,0.5220858,0.5115327
m_37,59.7778,33.6456,0.31370658,0.29106462,0.26465586,0.31044355
m_38,59.801,33.33,0.22823389,0.19532052,0.19562593,0.2090311
m_39,59.85,33.85,0.52427936,0.588705,0.48718658,0.5295073
m_40,59.71,33.88,0.34175014,0.2893939,0.3223946,0.3257752
m_41,59.76,33.62,0.2928475,0.26082763,0.2504171,0.28168947
m_42,59.48,33.03,0.08691655,0.06760272,0.08475448,0.07641702
m_44,59.8529,34.3651,0.17638089,0.17285103,0.17386732,0.17390686
m_45,59.1844,33.7267,0.11940107,0.10221588,0.10256641,0.10828448
m_46,60.245,34.4024,0.11784007,0.1010464,0.104012325,0.10745895
m_47,60.91,33.5,0.11027221,0.095423594,0.09480137,0.10153961
m_50,59.0817,33.5488,0.08089361,0.0656488,0.07711422,0.07438583
m_51,59.2,32.8667,0.06662105,0.05488091,0.059880417,0.06402183
m_52,59.513,32.7088,0.08053442,0.06665321,0.073962145,0.07529086
m_53,58.7731,34.0591,0.056001753,0.04376738,0.053596634,0.05288253
m_54,59.2206,32.8841,0.068948604,0.056861777,0.062171012,0.065934025
m_55,58.7078,34.0223,0.05217835,0.04070194,0.049588226,0.04979707
m_56,58.884,33.3083,0.07072639,0.0610828,0.058678787,0.0697315
m_57,58.6808,34.3666,0.057159726,0.04799617,0.048494443,0.057228044
m_58,60.7756,34.74,0.054131113,0.045409713,0.045654397,0.054680374
m_59,59.0347,32.7035,0.047092885,0.03766418,0.04246532,0.046845026
m_60,58.868,32.7625,0.049103506,0.041056268,0.04109271,0.050320167
m_64,56.6808,34.3666,0.010061838,0.0077869766,0.008386375,0.011948731
m_73,59.4362,36.3245,0.009417872,0.0068147685,0.008619011,0.010771039
s_0,59.862,34.353,0.18949704,0.18805295,0.18513063,0.18942638
s_1,60.252,34.404,0.1214175,0.10543047,0.10510119,0.11111537
s_10,59.406,35.16,0.03982182,0.03246617,0.03409671,0.041386444
s_11,58.679,34.365,0.058913987,0.0499244,0.04934176,0.05908748
s_12,58.781,35.013,0.037630275,0.031188672,0.031070083,0.039972898
s_13,58.906,33.294,0.070265055,0.060248088,0.058946595,0.06899792
s_14,58.811,34.022,0.07758495,0.06621504,0.066677265,0.07463695
s_15,58.722,34.028,0.046602096,0.0349026,0.04670334,0.04361173
s_16,58.78,36.2,0.011973302,0.009298073,0.010020131,0.014027631
s_17,61.497,31.032,0.007819496,0.0053852107,0.0075267083,0.008787093
s_18,58.525,33.859,0.056183234,0.04740028,0.047091845,0.056640737
s_19,58.388,34.116,0.04587995,0.038081087,0.038630515,0.04726512
s_2,60.136,34.571,0.10142772,0.08777092,0.0909575,0.09474259
s_20,61.45,30.88,0.0068774456,0.0046900907,0.006672963,0.007765303
s_21,58.281,34.091,0.042074688,0.034956414,0.034996547,0.04400081
s_22,59.594,36.284,0.012930301,0.010100484,0.010770344,0.015094659
s_23,58.886,32.779,0.051166154,0.043007124,0.042630866,0.052279983
s_24,59.561,36.315,0.012351887,0.009597039,0.010345765,0.014433879
s_25,57.072,30.288,0.0026013127,0.0017751772,0.0024930947,0.0031247456
s_26,57.966,35.271,0.01763846,0.013985785,0.014642251,0.020123426
s_3,59.427,32.921,0.09931219,0.08509287,0.08782078,0.09219499
s_4,59.62,34.97,0.060150303,0.051364396,0.049951725,0.060455263
s_43,59.86,34.35,0.18725,0.18725,0.18725,0.18725
s_48,60.25,34.4,0.117748514,0.10093465,0.1038955,0.10735352
s_49,60.14,34.57,0.089020796,0.07389478,0.0849168,0.08228074
s_5,59.521,32.706,0.089820154,0.07678572,0.07865522,0.08451671
s_6,59.208,32.876,0.07663161,0.06557165,0.065328315,0.07404133
s_61,59.43,32.92,0.08332931,0.06738012,0.07998035,0.076064624
s_62,59.22,35.27,0.03199337,0.02564667,0.027519412,0.03396208
