# 20230817_M6.1_ElCalvario median gmf, Stations:Seismic, gmlt:Adjusted, Rupture:SGC
custom_site_id,lon,lat,AbrahamsonEtAl2014,AkkarEtAlRjb2014,BooreEtAl2014,CampbellBozorgnia2014,CauzziEtAl2014,ChiouYoungs2014
m_22,-74.1119,4.6632,0.0392934,0.032322593,0.041823726,0.03703404,0.033471685,0.037945833
m_23,-74.1029,4.6542,0.037413597,0.031958565,0.040057465,0.035428822,0.033343405,0.03674508
m_24,-74.0939,4.6361,0.03223634,0.03034263,0.030309469,0.031955257,0.030328475,0.031492468
m_25,-74.0759,4.636,0.02851933,0.028580533,0.024096625,0.029361153,0.028201304,0.027838264
m_26,-74.0578,4.6541,0.02658877,0.024870925,0.021508645,0.02923439,0.025724113,0.024437802
m_27,-74.0578,4.6812,0.042500384,0.03491405,0.042793803,0.040075973,0.035598177,0.040349573
m_28,-74.0578,4.6903,0.04580405,0.036020465,0.048695065,0.042311214,0.03734391,0.04345408
m_29,-74.0577,4.7355,0.055908322,0.03832793,0.060101602,0.04955227,0.040809743,0.051813573
t_0,-71.89413,2.17577,0.0045492915,0.0063021886,0.004690833,0.0038549474,0.0056416066,0.0049005053
t_1,-71.8043,2.17577,0.0048384643,0.0066920086,0.005161453,0.004285137,0.005952833,0.005279912
t_10,-71.8043,2.26554,0.0036398226,0.005222063,0.0035252054,0.0033082385,0.00485526,0.003834679
t_100,-71.89413,6.11723,0.0057618674,0.006378126,0.0056735235,0.005150783,0.0061246883,0.006059277
t_1000,-72.52295,3.25253,0.019329224,0.013206111,0.020566152,0.01552312,0.013170654,0.019772412
t_1001,-72.16363,3.25253,0.014677107,0.011298964,0.015950477,0.011919954,0.010973214,0.01556374
t_1002,-72.34329,3.25253,0.013901225,0.010484575,0.014152713,0.011785958,0.010485275,0.014238958
t_1003,-72.52295,3.34221,0.02246315,0.014560048,0.024485802,0.018081648,0.014678533,0.02300291
t_1004,-72.25346,3.34221,0.017371444,0.012446135,0.01898324,0.014095971,0.012268487,0.018240947
t_1005,-72.34329,3.34221,0.018026836,0.012688333,0.019381871,0.0143528,0.012552679,0.018677358
t_1006,-72.70262,3.34221,0.026930152,0.01639122,0.02936078,0.021684546,0.016800873,0.027058417
t_1007,-72.61278,3.34221,0.020512741,0.013482028,0.021127507,0.017208066,0.013748656,0.020424154
t_1008,-72.43312,3.34221,0.023271525,0.014529224,0.026675323,0.019696193,0.015160124,0.024584869
t_1009,-72.16363,3.34221,0.011909203,0.009443551,0.01194949,0.010285302,0.009458812,0.012236157
t_101,-71.53481,6.11723,0.006604335,0.0077130753,0.007280566,0.005876102,0.0070526535,0.0072964723
t_1010,-72.34329,3.43188,0.021247258,0.01400808,0.02358691,0.017443376,0.014128979,0.022139281
t_1011,-72.70262,3.43188,0.027124086,0.016481742,0.02877179,0.022010325,0.016908629,0.026721654
t_1012,-72.25346,3.43188,0.018264921,0.012812174,0.019837053,0.014695855,0.012679992,0.019019604
t_1013,-72.61278,3.43188,0.027442962,0.016541502,0.030247724,0.022337262,0.017049203,0.027721573
t_1014,-72.52295,3.43188,0.020239066,0.013362925,0.020853221,0.016967293,0.013612557,0.020182012
t_1015,-72.43312,3.43188,0.022604229,0.0145981535,0.02483578,0.018342916,0.01475254,0.023251817
t_1016,-72.16363,3.43188,0.016732056,0.012168994,0.018184992,0.013510319,0.011952035,0.017560834
t_1017,-72.61278,3.52155,0.029568933,0.017410064,0.032523815,0.024041384,0.018062443,0.029571699
t_1018,-72.70262,3.52155,0.031946465,0.018430166,0.03483607,0.025808256,0.019204248,0.03147188
t_1019,-72.25346,3.52155,0.020830974,0.013831537,0.023169875,0.017141853,0.013937054,0.021767516
t_102,-71.26531,6.11723,0.0051228185,0.0069146617,0.0055885813,0.004652183,0.006213517,0.005641489
t_1020,-72.6577,3.52155,0.031994794,0.018258404,0.035639804,0.026361518,0.01923513,0.031993926
t_1021,-72.74753,3.52155,0.03332664,0.019015336,0.03622057,0.026874295,0.019873707,0.032589424
t_1022,-72.34329,3.52155,0.022440912,0.01451595,0.02477455,0.018299716,0.014682306,0.023167077
t_1023,-72.79245,3.52155,0.028972942,0.017091963,0.029587515,0.024783371,0.017929029,0.027597068
t_1024,-72.52295,3.52155,0.028045887,0.01664986,0.031405363,0.023181966,0.01735552,0.028573323
t_1025,-72.43312,3.52155,0.0232459,0.014883115,0.02512121,0.018541845,0.015042657,0.023573706
t_1026,-72.16363,3.52155,0.017808152,0.012622357,0.019368459,0.0143591,0.012464982,0.018596292
t_1027,-72.70262,3.56638,0.03450037,0.01933008,0.03816995,0.028303102,0.020441454,0.034022152
t_1028,-72.6577,3.56638,0.026295701,0.015960412,0.02699302,0.022278933,0.016588928,0.025420737
t_1029,-72.61278,3.56638,0.030674761,0.017867314,0.033688117,0.024920782,0.018592795,0.030511567
t_103,-71.8043,6.11723,0.0056493552,0.006441878,0.0056259306,0.0049847746,0.0060979263,0.0059701293
t_1030,-72.74753,3.56638,0.037000913,0.020199526,0.041307367,0.030667236,0.02166799,0.03641557
t_1031,-72.79245,3.56638,0.04047211,0.021158539,0.046165854,0.034272347,0.023428721,0.040023156
t_1032,-72.52295,3.61121,0.027668444,0.016716097,0.029898053,0.02209468,0.017155912,0.027527219
t_1033,-72.43312,3.61121,0.027708963,0.01647317,0.031180626,0.02300673,0.017207842,0.028351238
t_1034,-72.16363,3.61121,0.018843401,0.01305669,0.0205113,0.015180437,0.01295887,0.019578664
t_1035,-72.70262,3.61121,0.037494756,0.02021415,0.042330228,0.031393986,0.021930143,0.037141174
t_1036,-72.6577,3.61121,0.031281166,0.018233383,0.03343424,0.025254728,0.018906206,0.030458523
t_1037,-72.61278,3.61121,0.03364691,0.01879805,0.037807062,0.027972221,0.020046594,0.033648934
t_1038,-72.74753,3.61121,0.036990345,0.020447114,0.040495187,0.030133847,0.021656841,0.0358937
t_1039,-72.34329,3.61121,0.019013127,0.01279244,0.019509133,0.016031409,0.013018334,0.019014888
t_104,-72.0738,6.20654,0.005229691,0.005722504,0.0049366686,0.0049095284,0.005701725,0.0054135406
