# 20230817_M6.1_ElCalvario median gmf, Stations:None, gmlt:Adjusted, Rupture:SGC
custom_site_id,lon,lat,AbrahamsonEtAl2014,AkkarEtAlRjb2014,BooreEtAl2014,CampbellBozorgnia2014,CauzziEtAl2014,ChiouYoungs2014
t_0,-71.89413,2.17577,0.0030637116,0.003740274,0.0027965712,0.0028392668,0.003927312,0.0033728732
t_1,-71.8043,2.17577,0.0032631177,0.0039737574,0.003078796,0.0031596778,0.0041460125,0.0036382216
t_10,-71.8043,2.26554,0.0024493271,0.0031003424,0.0021021978,0.0024353117,0.0033810232,0.0026367516
t_100,-71.89413,6.11723,0.0036742408,0.0036698768,0.0031747208,0.0036039825,0.0041414187,0.0039491244
t_1000,-72.52295,3.25253,0.013065442,0.007826607,0.012247552,0.011468386,0.009156828,0.013675576
t_1001,-72.16363,3.25253,0.00993472,0.0067066117,0.009511734,0.008815208,0.007640028,0.010774386
t_1002,-72.34329,3.25253,0.0093690995,0.00621898,0.008433335,0.008689068,0.0072956528,0.009814003
t_1003,-72.52295,3.34221,0.01525282,0.0086416425,0.014602166,0.013407324,0.010219133,0.015979137
t_1004,-72.25346,3.34221,0.011782935,0.007391615,0.011327765,0.010442631,0.008546569,0.012654664
t_1005,-72.34329,3.34221,0.012213656,0.007534157,0.011563745,0.010625464,0.00874304,0.012946695
t_1006,-72.70262,3.34221,0.018314628,0.009726744,0.017506031,0.016100222,0.011694471,0.018826468
t_1007,-72.61278,3.34221,0.01385747,0.008000696,0.01259658,0.012714628,0.009570384,0.014115403
t_1008,-72.43312,3.34221,0.015890148,0.008625223,0.015911436,0.014654353,0.010556693,0.017136563
t_1009,-72.16363,3.34221,0.008030565,0.005608475,0.0071301907,0.0075869616,0.006589399,0.008435543
t_101,-71.53481,6.11723,0.004332468,0.004502957,0.004211526,0.0042194333,0.004834349,0.0048893783
t_1010,-72.34329,3.43188,0.014467053,0.0083247805,0.014086454,0.012960762,0.009849299,0.0154127395
t_1011,-72.70262,3.43188,0.018412506,0.009787759,0.01716712,0.016327834,0.011777732,0.018564275
t_1012,-72.25346,3.43188,0.012400802,0.007614885,0.011848677,0.010897891,0.008840351,0.013209481
t_1013,-72.61278,3.43188,0.01870732,0.00982448,0.018050589,0.016614906,0.011877309,0.019326763
t_1014,-72.52295,3.43188,0.013688334,0.0079380525,0.012447268,0.012550269,0.009485012,0.013963972
t_1015,-72.43312,3.43188,0.015380832,0.008673695,0.014828426,0.013624483,0.010281715,0.016182482
t_1016,-72.16363,3.43188,0.011353086,0.007231832,0.010860561,0.0100131,0.008332189,0.012187692
t_1017,-72.61278,3.52155,0.020186516,0.010346485,0.019421874,0.017907042,0.01259067,0.020647768
t_1018,-72.70262,3.52155,0.021801857,0.010949882,0.020795738,0.019221725,0.013382778,0.021971539
t_1019,-72.25346,3.52155,0.014211597,0.008230144,0.0138611775,0.012758694,0.009728829,0.015182062
t_102,-71.26531,6.11723,0.003440153,0.0040948256,0.0033159931,0.0034157827,0.004316511,0.0038693994
t_1020,-72.6577,3.52155,0.02189588,0.010849159,0.021278802,0.019667648,0.013406099,0.022379978
t_1021,-72.74753,3.52155,0.022744462,0.011296282,0.021619383,0.020018142,0.013847598,0.022753663
t_1022,-72.34329,3.52155,0.015304236,0.00863555,0.014816156,0.013618325,0.010246362,0.016157014
t_1023,-72.79245,3.52155,0.019617612,0.010152578,0.017658103,0.0183574,0.012491112,0.019115523
t_1024,-72.52295,3.52155,0.019181982,0.009897887,0.018762218,0.017285243,0.0121021755,0.019973006
t_1025,-72.43312,3.52155,0.015818154,0.008850867,0.01501576,0.013778854,0.010493675,0.016413061
t_1026,-72.16363,3.52155,0.012111298,0.007509893,0.01158612,0.010663958,0.008700864,0.012936363
t_1027,-72.70262,3.56638,0.023621023,0.011486802,0.02279129,0.021128735,0.0142478,0.02381387
t_1028,-72.6577,3.56638,0.017816022,0.009485992,0.01612208,0.016509179,0.011564704,0.017620401
t_1029,-72.61278,3.56638,0.02095712,0.010621347,0.02012451,0.01857511,0.012964349,0.02132034
t_103,-71.8043,6.11723,0.0035760568,0.0036902395,0.0031207665,0.0034635311,0.0041062925,0.003862842
t_1030,-72.74753,3.56638,0.025389722,0.012001611,0.024660127,0.022929119,0.015100158,0.025530864
t_1031,-72.79245,3.56638,0.02790596,0.012569544,0.02755618,0.025705919,0.016324561,0.028147332
t_1032,-72.52295,3.61121,0.018875025,0.009946483,0.017883603,0.016455684,0.011974897,0.019214412
t_1033,-72.43312,3.61121,0.019010406,0.009809367,0.018671189,0.017199345,0.012021247,0.019873662
t_1034,-72.16363,3.61121,0.012870937,0.00778646,0.012310932,0.011317166,0.009069003,0.013678084
t_1035,-72.70262,3.61121,0.025789162,0.012014558,0.025281804,0.023509867,0.015288629,0.026082288
t_1036,-72.6577,3.61121,0.021313548,0.0108397305,0.019974476,0.01879434,0.013183775,0.021237815
t_1037,-72.61278,3.61121,0.023097869,0.011178307,0.022594701,0.020918783,0.013982959,0.023597328
t_1038,-72.74753,3.61121,0.025320308,0.012150515,0.024179844,0.022499116,0.015094699,0.02512593
t_1039,-72.34329,3.61121,0.012918767,0.007623578,0.011701017,0.011907458,0.009102526,0.013214603
t_104,-72.0738,6.20654,0.0033705865,0.0033142893,0.0027996846,0.0034700187,0.003879184,0.003565029
t_1040,-72.25346,3.61121,0.014783065,0.008456173,0.01429726,0.013141952,0.009996221,0.015644176
t_1041,-73.15177,5.49163,0.0189492,0.009874263,0.016848717,0.018357202,0.012257305,0.018333996
t_1042,-73.24161,5.49163,0.016270634,0.00853943,0.0136598535,0.0169878,0.011083535,0.015291828
t_1043,-72.88228,5.49163,0.011783365,0.006626654,0.009640654,0.0125113055,0.008665787,0.01126007
t_1044,-72.88228,5.58105,0.011723102,0.00677414,0.00993514,0.011957226,0.008583817,0.011519894
t_1045,-73.06194,5.58105,0.011138832,0.0062838546,0.008936475,0.01213612,0.0083543,0.010539191
t_1046,-72.79245,5.58105,0.010497827,0.0062186443,0.008773776,0.010841813,0.0079287775,0.010328334
t_1047,-73.15177,5.58105,0.016430888,0.00886659,0.01455913,0.015923545,0.010967481,0.016114429
t_1048,-72.97211,5.58105,0.012380082,0.0070166853,0.010456319,0.012701355,0.008946136,0.01206244
t_1049,-73.24161,5.58105,0.016963812,0.009058689,0.01498012,0.01654412,0.011257741,0.01653229
t_105,-71.71447,6.20654,0.0042249304,0.0044049006,0.003989632,0.003954164,0.0046860133,0.0047073765
t_1050,-73.06194,5.67045,0.010384199,0.006042478,0.008446361,0.011063712,0.0078917295,0.010007608
t_1051,-72.79245,5.67045,0.011006033,0.00666664,0.009623639,0.010756763,0.008161107,0.011144171
t_1052,-73.15177,5.67045,0.0154452715,0.008565636,0.013907291,0.014571733,0.010407928,0.015441849
t_1053,-73.24161,5.67045,0.016094,0.008818285,0.0144938575,0.015196644,0.010738144,0.016021186
t_1054,-72.97211,5.67045,0.017231476,0.009407003,0.016398173,0.014999158,0.011181832,0.017754272
t_1055,-72.88228,5.67045,0.008833185,0.005360778,0.007087148,0.009544229,0.007031681,0.008565483
t_1056,-73.06194,5.75983,0.011102276,0.006619086,0.009566059,0.011067548,0.008227833,0.011110384
t_1057,-73.15177,5.75983,0.012296634,0.0071818405,0.010769703,0.012019791,0.008839613,0.012329767
t_1058,-73.24161,5.75983,0.013801532,0.007889027,0.012340497,0.013124748,0.009583636,0.013889214
t_1059,-72.97211,5.75983,0.01719764,0.009274068,0.016932752,0.0154774375,0.011155069,0.018178325
t_106,-71.98396,6.20654,0.0038843174,0.0038580217,0.003409996,0.0037302054,0.0042997235,0.004199292
t_1060,-72.88228,5.75983,0.0075563993,0.004789219,0.005985082,0.008292078,0.006310641,0.007370133
t_1061,-73.06194,5.8492,0.00777323,0.004921207,0.0062163426,0.008407148,0.0064244736,0.007612994
t_1062,-73.15177,5.8492,0.008690708,0.00538887,0.007100836,0.009171668,0.006935099,0.008557348
t_1063,-72.97211,5.8492,0.0068352437,0.0044464576,0.005353182,0.0076193637,0.005898568,0.0066761584
t_1064,-73.24161,5.8492,0.009233836,0.005648689,0.007613462,0.0096619865,0.0072371555,0.009101604
t_1065,-72.88228,5.8492,0.008515296,0.005505733,0.0072175227,0.008616586,0.006834673,0.008631683
