STATION_ID,STATION_NAME,LONGITUDE,LATITUDE,STATION_TYPE,VS30,MMI_VALUE,MMI_STDDEV,PGA_LN_SIGMA,PGA_VALUE,PGV_LN_SIGMA,PGV_VALUE,SA(0.3)_LN_SIGMA,SA(0.3)_VALUE,SA(1.0)_LN_SIGMA,SA(1.0)_VALUE,SA(3.0)_LN_SIGMA,SA(3.0)_VALUE,VS30_TYPE,REFERENCES
OXZ,Oxford,172.0381,-43.3275,seismic,315.75,4.7,0.63,0.0,0.056,0.0,4.18,0.0,0.0977,0.0,0.0546,0.0,0.0066,inferred,Stations_USGS
DORC,Dorie,172.0936,-43.8983,seismic,259.59,4.3,0.63,0.0,0.0463,0.0,3.07,0.0,0.0877,0.0,0.0482,0.0,0.011,inferred,Stations_USGS
DKHS,Dunedin Kings High School,170.4928,-45.9039,seismic,760.0,3.6,0.63,0.0,0.0134,0.0,0.97,0.0,0.0381,0.0,0.0092,0.0,0.0022,inferred,Stations_USGS
PEEC,Peel Forest,171.2367,-43.9236,seismic,545.55,4.1,0.63,0.0,0.0371,0.0,2.11,0.0,0.0669,0.0,0.0249,0.0,0.0041,inferred,Stations_USGS
DSLC,Dunsandel School,172.1978,-43.6692,seismic,255.14,4.9,0.63,0.0,0.0676,0.0,4.97,0.0,0.1676,0.0,0.0486,0.0,0.0129,inferred,Stations_USGS
CSHS,Castle Hill Station,171.7233,-43.2283,seismic,573.46,4.2,0.63,0.0,0.048,0.0,2.48,0.0,0.1181,0.0,0.0467,0.0,0.0067,inferred,Stations_USGS
EAZ,Earnscleugh,169.3081,-45.2328,seismic,760.0,2.4,0.63,0.0,0.002,0.0,0.16,0.0,0.0042,0.0,0.0023,0.0,0.0008,inferred,Stations_USGS
PPHS,Christchurch Papanui High School,172.6067,-43.4944,seismic,242.18,7.9,0.63,0.0,0.2161,0.0,33.14,0.0,0.5407,0.0,0.3642,0.0,0.0916,inferred,Stations_USGS
KARS,Karamea School,172.1164,-41.2511,seismic,760.0,3.8,0.63,0.0,0.0054,0.0,1.44,0.0,0.0068,0.0,0.0092,0.0,0.0049,inferred,Stations_USGS
URZ,"Urewera, North Island, New Zealand",177.11069,-38.26102,seismic,760.0,1.0,0.63,0.0,3e-05,0.0,0.0158,0.0,7e-05,0.0,7.8e-05,0.0,0.000104,inferred,Stations_USGS
DCZ,Deep Cove,167.15349,-45.46634,seismic,760.0,2.1,0.63,0.0,0.000391,0.0,0.0702,0.0,0.000535,0.0,0.001047,0.0,0.000299,inferred,Stations_USGS
CHHC,Christchurch Hospital,172.6272,-43.5375,seismic,213.39,8.4,0.63,0.0,0.3607,0.0,66.07,0.0,1.1101,0.0,0.7661,0.0,0.3432,inferred,Stations_USGS
OAMS,Oamaru North Otago Museum,170.9692,-45.1014,seismic,760.0,3.4,0.63,0.0,0.0077,0.0,0.72,0.0,0.0169,0.0,0.0094,0.0,0.0026,inferred,Stations_USGS
APPS,Arthurs Pass Police Station,171.5675,-42.9506,seismic,601.88,3.9,0.63,0.0,0.0181,0.0,1.74,0.0,0.0587,0.0,0.0201,0.0,0.0018,inferred,Stations_USGS
DFHS,Darfield High School,172.1019,-43.4914,seismic,282.75,4.9,0.63,0.0,0.0643,0.0,5.08,0.0,0.2427,0.0,0.0477,0.0,0.0117,inferred,Stations_USGS
LPLS,Lake Paringa Heritage Lodge,169.4231,-43.7164,seismic,760.0,3.0,0.63,0.0,0.0032,0.0,0.28,0.0,0.0041,0.0,0.0067,0.0,0.0009,inferred,Stations_USGS
IFPS,Inchbonnie Fitzsimmons Farm,171.4728,-42.7283,seismic,455.36,3.7,0.63,0.0,0.0103,0.0,1.25,0.0,0.0166,0.0,0.0278,0.0,0.0033,inferred,Stations_USGS
BDCS,Balclutha District Council,169.7192,-46.2506,seismic,760.0,2.5,0.63,0.0,0.0028,0.0,0.18,0.0,0.0026,0.0,0.0019,0.0,0.0007,inferred,Stations_USGS
REHS,Christchurch Resthaven,172.635,-43.5236,seismic,228.52,8.8,0.63,0.0,0.7134,0.0,86.56,0.0,0.9337,0.0,1.6646,0.0,0.4541,inferred,Stations_USGS
KOWC,Kowai,171.8547,-43.3231,seismic,390.39,5.4,0.63,0.0,0.0882,0.0,7.43,0.0,0.2427,0.0,0.1228,0.0,0.0055,inferred,Stations_USGS
PGMS,Petone Municipal Building,174.8792,-41.2261,seismic,760.0,2.5,0.63,0.0,0.0014,0.0,0.18,0.0,0.0037,0.0,0.0021,0.0,0.0005,inferred,Stations_USGS
LHES,Lower Hutt Emergency Management Office,174.9031,-41.2133,seismic,760.0,2.2,0.63,0.0,0.0013,0.0,0.11,0.0,0.0032,0.0,0.0018,0.0,0.0002,inferred,Stations_USGS
CACS,Christchurch Canterbury Aero Club,172.53,-43.4847,seismic,259.29,6.7,0.63,0.0,0.2176,0.0,18.12,0.0,0.5814,0.0,0.1403,0.0,0.0919,inferred,Stations_USGS
TEPS,Wellington Te Papa Museum,174.7811,-41.2939,seismic,760.0,2.3,0.63,0.0,0.0007,0.0,0.11,0.0,0.0013,0.0,0.0022,0.0,0.0001,inferred,Stations_USGS
HPSC,Hulverstone Drive Pumping Station,172.7019,-43.5033,seismic,203.7,7.6,0.63,0.0,0.2372,0.0,35.51,0.0,0.3228,0.0,0.5065,0.0,0.1444,inferred,Stations_USGS
GMTS,Greymouth Telecom,171.2103,-42.4508,seismic,481.47,3.3,0.63,0.0,0.0078,0.0,0.62,0.0,0.035,0.0,0.0045,0.0,0.0027,inferred,Stations_USGS
ASHS,Ashley School,172.5958,-43.2761,seismic,297.0,5.3,0.63,0.0,0.0887,0.0,6.87,0.0,0.268,0.0,0.0405,0.0,0.0268,inferred,Stations_USGS
GORS,Gore District Council,168.9417,-46.1042,seismic,760.0,3.2,0.63,0.0,0.0054,0.0,0.58,0.0,0.009,0.0,0.0098,0.0,0.0008,inferred,Stations_USGS
SWNC,Swannanoa School,172.4953,-43.3711,seismic,269.62,6.3,0.63,0.0,0.2008,0.0,13.29,0.0,0.722,0.0,0.0685,0.0,0.031,inferred,Stations_USGS
MOLS,Molesworth Station,173.2572,-42.0897,seismic,458.94,2.7,0.63,0.0,0.0028,0.0,0.15,0.0,0.01,0.0,0.0017,0.0,0.0004,inferred,Stations_USGS
MLZ,Mavora Lakes,168.11835,-45.36817,seismic,760.0,2.3,0.63,0.0,0.000675,0.0,0.1396,0.0,0.001188,0.0,0.002575,0.0,0.00092,inferred,Stations_USGS
FDCS,Fairlie District Council Garage,170.8286,-44.1019,seismic,336.11,4.1,0.63,0.0,0.0196,0.0,2.27,0.0,0.0368,0.0,0.0269,0.0,0.0085,inferred,Stations_USGS
TPLC,Templeton School,172.4719,-43.5517,seismic,253.22,5.9,0.63,0.0,0.1203,0.0,10.64,0.0,0.3876,0.0,0.1163,0.0,0.037,inferred,Stations_USGS
ODZ,Otahua Downs,170.6444,-45.0456,seismic,760.0,3.0,0.63,0.0,0.005,0.0,0.39,0.0,0.015,0.0,0.0046,0.0,0.0007,inferred,Stations_USGS
DUNS,Dunedin Corstorphine Substation,170.4706,-45.9067,seismic,760.0,2.9,0.63,0.0,0.0056,0.0,0.32,0.0,0.0126,0.0,0.0056,0.0,0.0012,inferred,Stations_USGS
RHSC,Riccarton High School,172.5642,-43.5378,seismic,233.43,7.4,0.63,0.0,0.2933,0.0,30.01,0.0,0.784,0.0,0.273,0.0,0.1285,inferred,Stations_USGS
