# 19970228_M6.1_Golestan median gmf, Stations:Seismic, gmlt:USGS, Rupture:GCMT, Max_dist:150km
custom_site_id,lon,lat,AbrahamsonEtAl2014,BooreEtAl2014,CampbellBozorgnia2014,ChiouYoungs2014
m_23,48.0361,38.0924,0.09384849,0.095895484,0.09562838,0.09536372
m_24,48.02,38.09,0.087792695,0.09028847,0.08972432,0.08949381
m_25,48.07,38.09,0.10400404,0.105304554,0.10486561,0.10451468
m_26,48.1,38.08,0.106628455,0.10525768,0.11008634,0.105919465
m_29,48.0667,38.15,0.1514911,0.17831816,0.15448435,0.1561262
m_30,47.9961,38.0342,0.06823035,0.068573184,0.068412684,0.06838067
m_31,47.933,38.183,0.08903573,0.10760641,0.1058386,0.094353445
m_32,48.017,38.036,0.061661005,0.061701298,0.061311737,0.061698608
m_34,48.2833,38.25,0.13609481,0.13592887,0.13582763,0.13610627
m_40,47.5481,37.9264,0.04677572,0.047105763,0.04575126,0.046795882
m_45,47.715,37.4211,0.015746772,0.0154380575,0.016219372,0.015627498
m_53,46.8333,37.85,0.015639445,0.015087721,0.015410905,0.01659265
m_54,47.0508,37.4778,0.014146721,0.013575949,0.013872393,0.015363119
s_0,48.062,37.918,0.6155,0.6155,0.6155,0.6155
s_1,48.258,38.222,0.16843,0.16843,0.16843,0.16843
s_10,47.667,38.394,0.0261,0.0261,0.0261,0.0261
s_11,47.043,38.863,0.02517,0.02517,0.02517,0.02517
s_12,48.627,38.265,0.02509,0.02509,0.02509,0.02509
s_13,47.73,39.03,0.02182,0.02182,0.02182,0.02182
s_14,47.67,38.39,0.02067,0.02067,0.02067,0.02067
s_15,48.537,37.608,0.01923,0.01923,0.01923,0.01923
s_16,48.343,37.683,0.01671,0.01671,0.01671,0.01671
s_17,47.119,38.247,0.0151,0.0151,0.0151,0.0151
s_18,49.127,37.37,0.01319,0.01319,0.01319,0.01319
s_19,47.705,37.431,0.01259,0.01259,0.01259,0.01259
s_2,48.276,38.226,0.11447,0.11447,0.11447,0.11447
s_20,48.319,39.364,0.01143,0.01143,0.01143,0.01143
s_21,46.432,37.833,0.00906,0.00906,0.00906,0.00906
s_22,46.589,38.154,0.00834,0.00834,0.00834,0.00834
s_27,48.06,37.92,0.58568,0.58568,0.58568,0.58568
s_28,48.05,37.87,0.5602,0.5602,0.5602,0.5602
s_3,48.477,38.423,0.07385,0.07385,0.07385,0.07385
s_33,48.26,38.241,0.17167,0.17167,0.17167,0.17167
s_35,48.26,38.22,0.16761,0.16761,0.16761,0.16761
s_36,48.3,38.25,0.16633,0.16633,0.16633,0.16633
s_37,48.28,38.26,0.11633,0.11633,0.11633,0.11633
s_38,48.28,38.23,0.11555,0.11555,0.11555,0.11555
s_39,48.48,38.42,0.10944,0.10944,0.10944,0.10944
s_4,47.369,38.858,0.06157,0.06157,0.06157,0.06157
s_41,47.54,37.94,0.06269,0.06269,0.06269,0.06269
s_42,47.37,38.86,0.06129,0.06129,0.06129,0.06129
s_43,48.02,38.04,0.05702,0.05702,0.05702,0.05702
s_44,48.09,38.63,0.0465,0.0465,0.0465,0.0465
s_46,48.06,39.05,0.04522,0.04522,0.04522,0.04522
s_47,48.07,39.02,0.0449,0.0449,0.0449,0.0449
s_48,48.87,38.42,0.04444,0.04444,0.04444,0.04444
s_49,48.88,38.43,0.04398,0.04398,0.04398,0.04398
s_5,48.42,37.92,0.06009,0.06009,0.06009,0.06009
s_50,47.04,38.86,0.02487,0.02487,0.02487,0.02487
s_51,48.63,38.26,0.02476,0.02476,0.02476,0.02476
s_52,48.58,38.32,0.02439,0.02439,0.02439,0.02439
s_55,48.54,37.61,0.01923,0.01923,0.01923,0.01923
s_56,48.52,37.62,0.01918,0.01918,0.01918,0.01918
s_57,47.12,38.25,0.01789,0.01789,0.01789,0.01789
s_58,48.34,37.68,0.01783,0.01783,0.01783,0.01783
s_59,47.12,38.33,0.01776,0.01776,0.01776,0.01776
s_6,48.057,39.05,0.04539,0.04539,0.04539,0.04539
s_60,47.71,37.42,0.01663,0.01663,0.01663,0.01663
s_61,47.71,37.43,0.0166,0.0166,0.0166,0.0166
s_62,49.13,37.37,0.01281,0.01281,0.01281,0.01281
s_63,46.59,38.15,0.01202,0.01202,0.01202,0.01202
s_64,48.37,39.38,0.01153,0.01153,0.01153,0.01153
s_65,48.32,39.36,0.01153,0.01153,0.01153,0.01153
s_66,46.43,37.83,0.01115,0.01115,0.01115,0.01115
s_67,47.67,36.74,0.005444534,0.0047802906,0.00581862,0.0060842503
s_7,48.869,38.422,0.04444,0.04444,0.04444,0.04444
s_8,47.541,37.935,0.04397,0.04397,0.04397,0.04397
s_9,48.094,38.63,0.03698,0.03698,0.03698,0.03698
t_0,49.94646,35.05893,0.0006908627,0.0006124959,0.00075545715,0.0007931912
t_1,50.12613,35.05893,0.0006064403,0.00052660925,0.00068195385,0.00068824785
t_10,49.7668,35.05893,0.00043503137,0.0003338933,0.0005674864,0.00047299155
t_100,51.29394,35.05893,0.00041728656,0.00036724808,0.00046900808,0.000460088
t_1000,47.07185,35.57204,0.0013379796,0.0011832833,0.0014378647,0.00157689
t_1001,46.98202,35.57204,0.0013298527,0.0011810025,0.0014232451,0.0015695661
t_1002,46.89219,35.57204,0.0010258429,0.00084705435,0.0011905734,0.0011722952
t_1003,46.98202,35.64507,0.0012023398,0.001012154,0.0013589661,0.0013864827
t_1004,47.07185,35.64507,0.0013130814,0.0011296644,0.0014508227,0.0015298134
t_1005,46.89219,35.64507,0.0012007052,0.0010178288,0.0013484588,0.0013886979
t_1006,46.98202,35.71804,0.0014669214,0.0012873863,0.0015851149,0.0017252221
t_1007,47.07185,35.71804,0.001583956,0.0014134533,0.0016791733,0.001876655
t_1008,46.89219,35.71804,0.0012284606,0.0010272627,0.0013986818,0.0014135154
t_1009,46.6227,35.57204,0.0009457465,0.00077902566,0.0011024646,0.0010778809
t_101,51.2041,35.05893,0.0004419158,0.0003911521,0.0004922582,0.0004899086
t_1010,46.53286,35.64507,0.0009787384,0.00080599653,0.0011407484,0.0011164232
t_1011,46.6227,35.64507,0.0010133227,0.0008360281,0.0011775435,0.0011574082
t_1012,46.71253,35.64507,0.0010619783,0.0008808838,0.0012244843,0.0012160328
t_1013,46.80236,35.64507,0.0012147919,0.0010419888,0.0013491872,0.0014122989
t_1014,46.6227,35.71804,0.0010988176,0.0009107244,0.0012677055,0.0012587677
t_1015,46.71253,35.71804,0.0013213014,0.0011491145,0.0014447521,0.0015466374
t_1016,46.80236,35.71804,0.0012984298,0.0011132171,0.0014396879,0.0015103185
t_1017,46.53286,35.71804,0.0010543257,0.00087096624,0.0012224588,0.0012057085
t_1018,46.80236,35.79094,0.0014028513,0.0012062014,0.0015478199,0.0016346582
t_1019,46.53286,35.79094,0.0009843796,0.0007881521,0.001197202,0.0011160263
t_102,51.11427,35.05893,0.00040644416,0.00034852218,0.00047116738,0.00044669586
t_1020,46.71253,35.79094,0.0012250787,0.0010197749,0.0014033709,0.0014075249
t_1021,46.6227,35.79094,0.0011585514,0.00095763337,0.0013409428,0.0013273484
t_1022,46.53286,35.86377,0.0010678223,0.0008589061,0.0012892246,0.0012136005
t_1023,46.71253,35.86377,0.0014819588,0.001280371,0.0016253166,0.0017308885
t_1024,46.80236,35.86377,0.0014230384,0.0012023019,0.0015959047,0.0016451539
t_1025,46.6227,35.86377,0.0010990177,0.00088369,0.0013274698,0.0012493833
t_1026,46.71253,35.93654,0.0012499113,0.0010134104,0.0014902524,0.0014256644
t_1027,46.53286,35.93654,0.001157384,0.0009349492,0.001387913,0.0013180904
t_1028,46.80236,35.93654,0.0013150915,0.0010718732,0.0015551298,0.0015025733
t_1029,46.17354,35.05893,0.00045972428,0.0003617115,0.0005777688,0.0005024503
t_103,51.29394,35.13243,0.00039157472,0.00033471515,0.00045625167,0.00042885097
t_1030,46.17354,35.13243,0.00049222924,0.00038852153,0.0006151019,0.00054055214
t_1031,46.17354,35.20587,0.0005267385,0.00041700288,0.00065471063,0.0005810643
t_1032,46.17354,35.27923,0.0005633435,0.00044722683,0.0006967147,0.00062408496
t_1033,46.17354,35.35253,0.000612255,0.00048928685,0.00074908865,0.0006818552
t_1034,46.17354,35.42577,0.0007967169,0.000676498,0.0009069139,0.00091271574
t_1035,46.26337,35.27923,0.00062616635,0.0005070803,0.00075228116,0.0006995392
t_1036,46.3532,35.27923,0.00063436874,0.0005118867,0.0007654015,0.00070872833
t_1037,46.44303,35.27923,0.00064774085,0.0005220612,0.00078243995,0.0007242888
t_1038,46.3532,35.35253,0.0008108969,0.00069271255,0.00091712835,0.0009314247
t_1039,46.44303,35.35253,0.00070114166,0.0005679969,0.00083991844,0.00078761746
t_104,51.2041,35.13243,0.00028917246,0.00022319602,0.0003772343,0.00030409265
t_1040,46.26337,35.35253,0.00061873003,0.00049240363,0.0007616015,0.0006891573
t_1041,46.3532,35.42577,0.000642554,0.00050582923,0.0008040718,0.0007163134
t_1042,46.44303,35.42577,0.0007515755,0.00061038823,0.0008962009,0.00084719266
t_1043,46.26337,35.42577,0.0009151928,0.0008029336,0.0010033579,0.0010646238
t_1044,46.3532,35.49894,0.00080503337,0.0006600505,0.00094682566,0.00091171975
t_1045,46.17354,35.49894,0.0007588444,0.00062228995,0.0008934804,0.0008574882
t_1046,46.17354,35.57204,0.00088767445,0.0007507167,0.001009845,0.0010192683
t_1047,46.17354,35.64507,0.0009899492,0.00085032685,0.0011056283,0.0011468099
t_1048,46.08371,35.64507,0.0011096768,0.0009957126,0.0011801658,0.0013080402
t_1049,46.08371,35.71804,0.0011033649,0.0009721548,0.0011970721,0.0012933107
t_105,51.11427,35.13243,0.00048016445,0.00042507797,0.00053300307,0.0005362886
t_1050,45.99387,35.71804,0.0008416811,0.0006899116,0.0009894323,0.0009546783
t_1051,46.17354,35.71804,0.0008409517,0.0006776398,0.001013242,0.0009506713
t_1052,46.44303,35.49894,0.00083178474,0.00068280025,0.00097615964,0.0009433924
t_1053,46.26337,35.49894,0.00082233927,0.00068476284,0.00095136894,0.00093662506
t_1054,46.3532,35.57204,0.0008889559,0.0007366721,0.0010298524,0.0010130105
t_1055,46.44303,35.57204,0.0008738884,0.00071526866,0.0010286694,0.0009921201
t_1056,46.26337,35.57204,0.00081169343,0.0006618194,0.000961526,0.0009184132
t_1057,46.26337,35.64507,0.00086429133,0.00070544955,0.0010214412,0.0009802774
t_1058,46.3532,35.64507,0.0009454406,0.00078359497,0.0010934272,0.0010793105
t_1059,46.44303,35.64507,0.00095388497,0.0007861502,0.0011110158,0.0010875596
t_106,51.11427,35.20587,0.00047417826,0.00041319244,0.0005363782,0.00052860676
t_1060,46.26337,35.71804,0.0009171451,0.0007487178,0.0010829247,0.0010421791
t_1061,46.3532,35.71804,0.0009872942,0.00081455195,0.0011477126,0.0011269697
t_1062,46.44303,35.71804,0.0010742218,0.0008992792,0.0012248057,0.0012340158
t_1063,46.44303,35.79094,0.0011011439,0.000912372,0.0012708834,0.001261371
t_1064,46.3532,35.79094,0.0010566466,0.00087342813,0.0012240764,0.001208623
t_1065,46.26337,35.79094,0.0011385101,0.00097247347,0.0012720356,0.0013200379
t_1066,46.44303,35.86377,0.0012138761,0.0010151326,0.0013821861,0.0013965599
t_1067,46.26337,35.86377,0.0009975558,0.0008079746,0.0011915625,0.0011341661
t_1068,46.3532,35.86377,0.0010065424,0.0008105622,0.0012132394,0.0011431678
t_1069,46.44303,35.93654,0.0012626935,0.0010496587,0.0014487783,0.0014505987
t_107,51.29394,35.20587,0.00040034388,0.0003399757,0.00046932275,0.00043910142
t_1070,46.26337,35.93654,0.0010451282,0.0008441294,0.0012538237,0.0011886099
t_1071,46.3532,35.93654,0.0010640746,0.0008560006,0.0012844634,0.0012093219
t_1072,45.99387,35.79094,0.0012058024,0.0010829942,0.0012780577,0.0014253184
t_1073,46.08371,35.79094,0.001032248,0.000874451,0.0011659309,0.0011906325
t_1074,46.17354,35.79094,0.0009030385,0.0007301038,0.0010820574,0.0010237332
t_1075,46.08371,35.86377,0.00091925816,0.0007425524,0.0011029576,0.0010424725
t_1076,46.17354,35.86377,0.000926109,0.00074317184,0.0011227056,0.0010491111
t_1077,45.99387,35.86377,0.0011822198,0.0010384176,0.0012839229,0.0013866598
t_1078,45.99387,35.93654,0.0010550797,0.00087789656,0.0012117813,0.00120908
t_1079,46.08371,35.93654,0.001129842,0.0009479975,0.0012834191,0.001300113
t_108,51.2041,35.20587,0.00042545167,0.00036362224,0.0004940022,0.00046931976
t_1080,46.17354,35.93654,0.0010030563,0.00080915994,0.0012057587,0.0011395706
t_1081,45.99387,36.00924,0.0011177531,0.00093031593,0.0012821028,0.0012824453
t_1082,45.63455,35.93654,0.00083195884,0.00067873433,0.0009843932,0.00094228884
t_1083,45.54472,35.93654,0.0007394536,0.00059215096,0.00090026396,0.0008311394
t_1084,45.54472,36.00924,0.001001221,0.0008620282,0.0011152619,0.0011612149
t_1085,45.45489,36.00924,0.00074531283,0.00059707573,0.00090680446,0.0008380412
t_1086,45.63455,36.00924,0.00082729413,0.00066577963,0.0009988591,0.00093451655
t_1087,45.45489,36.08187,0.0007914129,0.0006358688,0.0009581818,0.0008923397
t_1088,45.63455,36.08187,0.0010186809,0.00085431634,0.0011616149,0.0011699189
t_1089,45.54472,36.08187,0.000846401,0.00068378955,0.0010157308,0.0009574524
t_109,51.2041,35.27923,0.0004672431,0.00040453117,0.0005327382,0.0005200033
t_1090,45.54472,36.15444,0.0011159027,0.00096225674,0.0012366348,0.0012983063
t_1091,45.45489,36.15444,0.0010469774,0.00089833373,0.0011682434,0.001214091
t_1092,45.63455,36.15444,0.0010771491,0.0009041568,0.0012249666,0.0012387852
t_1093,45.54472,36.22694,0.0013465254,0.0012097356,0.0014227196,0.0015959982
t_1094,45.36505,36.08187,0.000748374,0.0005996492,0.00091022043,0.00084164686
t_1095,45.36505,36.15444,0.0007931579,0.0006373388,0.00096012384,0.0008943948
