STATION_ID,STATION_NAME,LONGITUDE,LATITUDE,STATION_TYPE,VS30,MMI_VALUE,MMI_STDDEV,PGA_LN_SIGMA,PGA_VALUE,PGV_LN_SIGMA,PGV_VALUE,SA(0.3)_LN_SIGMA,SA(0.3)_VALUE,SA(1.0)_LN_SIGMA,SA(1.0)_VALUE,SA(3.0)_LN_SIGMA,SA(3.0)_VALUE,VS30_TYPE,REFERENCES
TER,Tercan-Meteoroji Mudurlugu,40.385,39.779,seismic,428.0,4.6,0.63,0.0,0.030306,0.0,4.26,0.0,0.091122,0.0,0.074388,0.0,0.012755,inferred,Stations_USGS
REF,Refahiye-Kaymakamlik Binasi,38.77,39.9,seismic,531.62,4.9,0.63,0.0,0.07051,0.0,3.6,0.0,0.138776,0.0,0.047143,0.0,0.014898,inferred,Stations_USGS
ERC,Erzincan-Meteorologij Mudurlugu,39.489,39.754,seismic,351.92,8.9,0.63,0.0,0.513265,0.0,71.8,0.0,1.561224,0.0,0.635714,0.0,0.171429,inferred,Stations_USGS
OBS_15,Cukurkuyu (Intensity VIII),39.425,39.774,macroseismic,310.77,8.0,0.3,0.8059,0.760385,0.875,51.7516,1.0131,1.126702,1.0822,0.567797,1.4737,0.10648,inferred,Stations_USGS
OBS_40,Yaylabasi (Intensity VI),39.525,39.64,macroseismic,779.88,6.0,0.3,0.8059,0.219025,0.875,12.0507,1.0131,0.37044,1.0822,0.116021,1.4737,0.023058,inferred,Stations_USGS
OBS_35,Cevizli (Intensity VI),39.354,39.729,macroseismic,699.57,6.0,0.3,0.8059,0.209162,0.875,12.0507,1.0131,0.361575,1.0822,0.119344,1.4737,0.023799,inferred,Stations_USGS
OBS_30,Cardakli (Intensity VII),39.807,39.658,macroseismic,630.65,7.0,0.3,0.8059,0.408097,0.875,24.9729,1.0131,0.646046,1.0822,0.256664,1.4737,0.04955,inferred,Stations_USGS
OBS_43,Yalinca (Intensity VI),39.645,39.621,macroseismic,347.94,6.0,0.3,0.8059,0.219025,0.875,12.0507,1.0131,0.37044,1.0822,0.116021,1.4737,0.023058,inferred,Stations_USGS
OBS_1,Erzincan (Intensity VIII),39.499,39.75,macroseismic,345.56,8.0,0.3,0.8059,0.760385,0.875,51.7516,1.0131,1.126702,1.0822,0.567797,1.4737,0.10648,inferred,Stations_USGS
OBS_48,Bulanik (Intensity VI),39.94,39.626,macroseismic,891.15,6.0,0.3,0.8059,0.188062,0.875,12.0507,1.0131,0.341916,1.0822,0.127382,1.4737,0.025603,inferred,Stations_USGS
OBS_45,Salkimozu (Intensity VI),39.804,39.6,macroseismic,743.96,6.0,0.3,0.8059,0.219025,0.875,12.0507,1.0131,0.37044,1.0822,0.116021,1.4737,0.023058,inferred,Stations_USGS
OBS_28,Karakaya (Intensity VII),39.752,39.677,macroseismic,687.77,7.0,0.3,0.8059,0.408097,0.875,24.9729,1.0131,0.646046,1.0822,0.256664,1.4737,0.04955,inferred,Stations_USGS
OBS_49,Pinarlikaya (Intensity VI),39.869,39.647,macroseismic,887.93,6.0,0.3,0.8059,0.210964,0.875,12.0507,1.0131,0.363208,1.0822,0.118719,1.4737,0.023659,inferred,Stations_USGS
OBS_7,Demirpinar (Intensity VIII),39.793,39.632,macroseismic,642.84,8.0,0.3,0.8059,0.760385,0.875,51.7516,1.0131,1.126702,1.0822,0.567797,1.4737,0.10648,inferred,Stations_USGS
OBS_25,Ulukoy (Intensity VII),39.732,39.623,macroseismic,230.34,7.0,0.3,0.8059,0.408097,0.875,24.9729,1.0131,0.646046,1.0822,0.256664,1.4737,0.04955,inferred,Stations_USGS
OBS_10,Mahmutlu (Intensity VIII),39.58,39.673,macroseismic,210.8,8.0,0.3,0.8059,0.760385,0.875,51.7516,1.0131,1.126702,1.0822,0.567797,1.4737,0.10648,inferred,Stations_USGS
OBS_41,Kilimli (Intensity VI),39.477,39.669,macroseismic,900.0,6.0,0.3,0.8059,0.219025,0.875,12.0507,1.0131,0.37044,1.0822,0.116021,1.4737,0.023058,inferred,Stations_USGS
