# {20100904_M7.0_Canterbury} median gmf, Stations:None, gmlt:GEM, Rupture:JMA
custom_site_id,lon,lat,McVerry2006Asc
t_0,168.79623000000004,-46.60355,0.0011582363
t_1,168.88606,-46.60355,0.0007438652
t_10,169.24539,-46.60355,0.00086709304
t_100,168.52674000000002,-46.1698,0.0012908691
t_1000,167.89792,-45.79527,0.0009099551
t_1001,168.07758,-45.79527,0.0010203859
t_1002,168.16741000000002,-45.79527,0.0014603303
t_1003,167.80809,-45.79527,0.0008586208
t_1004,167.89792,-45.7326,0.001293364
t_1005,167.80809,-45.7326,0.0009015259
t_1006,168.07758,-45.7326,0.0014526645
t_1007,167.98775,-45.7326,0.0010136222
t_1008,168.16741000000002,-45.7326,0.0018383133
t_1009,168.07758,-45.66986,0.0015279428
t_101,168.34708,-46.1698,0.001400688
t_1010,168.25724000000002,-45.66986,0.0020477818
t_1011,168.52674000000002,-45.66986,0.0015011897
t_1012,168.34708,-45.60706,0.002281967
t_1013,168.25724000000002,-45.60706,0.0018059404
t_1014,168.43691,-45.60706,0.002414758
t_1015,168.52674000000002,-45.60706,0.0015848735
t_1016,168.52674000000002,-45.54418,0.002261853
t_1017,168.43691,-45.54418,0.0015788238
t_1018,168.25724000000002,-45.54418,0.0014048246
t_1019,168.34708,-45.54418,0.0014897386
t_102,166.90976999999998,-46.23198,0.00055961905
t_1020,167.53859,-45.66986,0.0007887938
t_1021,167.71826,-45.66986,0.0014425351
t_1022,167.62842,-45.66986,0.0011340568
t_1023,167.44876,-45.60706,0.0007754576
t_1024,167.62842,-45.60706,0.0008777278
t_1025,167.71826,-45.60706,0.0012623607
t_1026,167.53859,-45.60706,0.0011161608
t_1027,167.53859,-45.54418,0.0013972198
t_1028,167.44876,-45.54418,0.0008100217
t_1029,167.71826,-45.54418,0.0015813147
t_103,166.9996,-46.23198,0.0005927632
t_1030,168.16741000000002,-45.66986,0.0016193235
t_1031,167.98775,-45.66986,0.0010652717
t_1032,167.89792,-45.66986,0.001004086
t_1033,167.80809,-45.66986,0.0009459466
t_1034,167.89792,-45.60706,0.0010536654
t_1035,168.07758,-45.60706,0.0016060374
t_1036,167.98775,-45.60706,0.0011187863
t_1037,167.80809,-45.60706,0.001341632
t_1038,168.16741000000002,-45.60706,0.0017035339
t_1039,167.98775,-45.54418,0.0011741649
t_104,166.9996,-46.1698,0.0003819805
t_1040,168.16741000000002,-45.54418,0.0013240029
t_1041,168.07758,-45.54418,0.0012471552
t_1042,167.80809,-45.54418,0.0016811712
t_1043,167.89792,-45.54418,0.0014945456
t_1044,167.80809,-45.48123,0.0014718004
t_1045,167.89792,-45.48123,0.0015660536
t_1046,168.16741000000002,-45.48123,0.0013908978
t_1047,168.07758,-45.48123,0.0017706486
t_1048,167.98775,-45.48123,0.0016656026
t_1049,167.80809,-45.41821,0.0015397458
t_105,166.90976999999998,-46.1698,0.00036034102
t_1050,167.62842,-45.54418,0.0014867253
t_1051,167.71826,-45.48123,0.0013826381
t_1052,167.53859,-45.48123,0.0014590392
t_1053,167.44876,-45.48123,0.0011436206
t_1054,167.62842,-45.48123,0.0015536539
t_1055,167.53859,-45.41821,0.0009403941
t_1056,167.44876,-45.41821,0.00088176335
t_1057,167.71826,-45.41821,0.0017281143
t_1058,167.62842,-45.41821,0.0010025824
t_1059,167.53859,-45.35512,0.0013265058
t_106,166.73010999999997,-46.1698,0.0003203092
t_1060,168.52674000000002,-45.48123,0.0023848389
t_1061,168.34708,-45.48123,0.0015678154
t_1062,168.43691,-45.48123,0.0016631044
t_1063,168.25724000000002,-45.48123,0.001477113
t_1064,168.25724000000002,-45.41821,0.0015519554
t_1065,168.52674000000002,-45.41821,0.0018576398
t_1066,168.43691,-45.41821,0.001750612
t_1067,168.34708,-45.41821,0.0016487647
t_1068,168.34708,-45.35512,0.002343512
t_1069,168.43691,-45.35512,0.0018413119
t_107,166.81993999999997,-46.1698,0.00033979813
t_1070,167.98775,-45.41821,0.0012903567
t_1071,168.07758,-45.41821,0.0022154665
t_1072,168.16741000000002,-45.41821,0.001460061
t_1073,167.89792,-45.41821,0.0016396958
t_1074,167.89792,-45.35512,0.0017153942
t_1075,167.80809,-45.35512,0.0016095004
t_1076,168.07758,-45.35512,0.0014387579
t_1077,167.98775,-45.35512,0.0018275139
t_1078,168.16741000000002,-45.35512,0.0015314391
t_1079,168.07758,-45.29196,0.0015064839
t_108,167.17926999999997,-46.23198,0.0005527894
t_1080,168.52674000000002,-45.35512,0.00195578
t_1081,168.25724000000002,-45.35512,0.0016293029
t_1082,168.52674000000002,-45.29196,0.002057467
t_1083,168.25724000000002,-45.29196,0.0027511911
t_1084,168.34708,-45.29196,0.0018190874
t_1085,168.43691,-45.29196,0.0026175596
t_1086,168.43691,-45.22873,0.002032027
t_1087,168.25724000000002,-45.22873,0.0017912149
t_1088,168.52674000000002,-45.22873,0.002925254
t_1089,168.34708,-45.22873,0.0025812564
