# {20100904_M7.0_Canterbury} median gmf, Stations:None, gmlt:USGS, Rupture:SCARDEC
custom_site_id,lon,lat,AbrahamsonEtAl2014,BooreEtAl2014,Bradley2013,CampbellBozorgnia2014,ChiouYoungs2014
t_0,168.79623000000004,-46.60355,0.002681849,0.0026128634,0.0015618635,0.0025210697,0.0036237494
t_1,168.88606,-46.60355,0.0012573154,0.000983937,0.0007885174,0.0014470009,0.0015583524
t_10,169.24539,-46.60355,0.0012906957,0.0009970826,0.00088128756,0.001521099,0.0015887277
t_100,168.52674000000002,-46.1698,0.0020496151,0.0017732071,0.0013039609,0.0021016924,0.0026323493
t_1000,167.89792,-45.79527,0.0013511647,0.0010470747,0.0009328908,0.0015864597,0.0016627985
t_1001,168.07758,-45.79527,0.0014895522,0.0011636895,0.0010504747,0.0017321932,0.0018328583
t_1002,168.16741000000002,-45.79527,0.0025149789,0.002256977,0.0016276276,0.0024673794,0.003264526
t_1003,167.80809,-45.79527,0.0013582696,0.0010617524,0.0009228636,0.0015706825,0.0016780107
t_1004,167.89792,-45.7326,0.002045482,0.0017680523,0.0013018161,0.0020994197,0.0026260568
t_1005,167.80809,-45.7326,0.001319683,0.0010182983,0.0009106624,0.0015594311,0.0016222402
t_1006,168.07758,-45.7326,0.0020531209,0.0017381998,0.0013399593,0.0021553847,0.0026026056
t_1007,167.98775,-45.7326,0.0014588227,0.0011351352,0.0010287826,0.0017066774,0.0017931316
t_1008,168.16741000000002,-45.7326,0.00329331,0.0031480694,0.0021185877,0.0029726468,0.0043643313
t_1009,168.07758,-45.66986,0.002142422,0.0018202172,0.0014110154,0.0022400834,0.0027153532
t_101,168.34708,-46.1698,0.002531193,0.0023547253,0.0015520997,0.0023636832,0.0033478648
t_1010,168.25724000000002,-45.66986,0.0035827698,0.0034425922,0.002351095,0.003215472,0.004740094
t_1011,168.52674000000002,-45.66986,0.0020586143,0.0016492701,0.0015554635,0.0023279728,0.0025251114
t_1012,168.34708,-45.60706,0.0040174704,0.0039105252,0.0026831315,0.003548582,0.005319038
t_1013,168.25724000000002,-45.60706,0.002599007,0.002269442,0.0017604453,0.0026361889,0.003313416
t_1014,168.43691,-45.60706,0.0039347927,0.0037749559,0.0026667358,0.003547119,0.005173117
t_1015,168.52674000000002,-45.60706,0.0021544062,0.0017319386,0.0016430288,0.0024275468,0.0026406348
t_1016,168.52674000000002,-45.54418,0.003207805,0.002859278,0.0022570258,0.0031819278,0.00408789
t_1017,168.43691,-45.54418,0.0022691754,0.0018475844,0.0017181315,0.00250551,0.0027924923
t_1018,168.25724000000002,-45.54418,0.001940172,0.0015467423,0.0014491383,0.0022061393,0.0023813725
t_1019,168.34708,-45.54418,0.0022702604,0.0018638346,0.0016054008,0.0024707401,0.0028067657
t_102,166.90976999999998,-46.23198,0.0014831017,0.0013748051,0.0007460949,0.001487921,0.0019915565
t_1020,167.53859,-45.66986,0.0011925211,0.0009142156,0.0008012978,0.0014188773,0.0014670187
t_1021,167.71826,-45.66986,0.0023056178,0.0020840233,0.0014322309,0.0022373826,0.00301671
t_1022,167.62842,-45.66986,0.0015286983,0.0012373012,0.00095436967,0.0016845796,0.0019137522
t_1023,167.44876,-45.60706,0.0011734518,0.0008982748,0.000785789,0.0013987755,0.0014434034
t_1024,167.62842,-45.60706,0.0014489233,0.0011473851,0.00093524694,0.0016431712,0.0017966583
t_1025,167.71826,-45.60706,0.0018111003,0.0015157172,0.001151393,0.0019265779,0.0022947902
t_1026,167.53859,-45.60706,0.0014383586,0.0011471845,0.00089818187,0.0016131744,0.0017905958
t_1027,167.53859,-45.54418,0.002101008,0.001862521,0.0013021659,0.0020907603,0.0027321037
t_1028,167.44876,-45.54418,0.0011942117,0.0009129056,0.0008075029,0.0014278754,0.0014670803
t_1029,167.71826,-45.54418,0.0024206126,0.0021854849,0.0015321636,0.0023541576,0.003158354
t_103,166.9996,-46.23198,0.0015545689,0.0014469217,0.00079154724,0.0015510605,0.0020892518
t_1030,168.16741000000002,-45.66986,0.0022383963,0.001906023,0.0014900478,0.002334219,0.0028338444
t_1031,167.98775,-45.66986,0.0015725668,0.0012375164,0.0011156246,0.0018099473,0.0019373489
t_1032,167.89792,-45.66986,0.0016634635,0.0013376176,0.0010834809,0.0018496377,0.0020665668
t_1033,167.80809,-45.66986,0.0014116599,0.0010999513,0.0009803608,0.0016448826,0.0017387422
t_1034,167.89792,-45.60706,0.0015347204,0.0012026976,0.0010878332,0.0017774494,0.0018888738
t_1035,168.07758,-45.60706,0.0023886578,0.0020788012,0.0015833711,0.002431979,0.0030539916
t_1036,167.98775,-45.60706,0.0016084091,0.0012644354,0.0011530616,0.0018567262,0.001978477
t_1037,167.80809,-45.60706,0.0018571767,0.0015476302,0.0011950169,0.001983189,0.0023438397
t_1038,168.16741000000002,-45.60706,0.0020861889,0.0017193103,0.0014060879,0.0022506078,0.002597422
t_1039,167.98775,-45.54418,0.0016600261,0.0013065424,0.0012012678,0.0019153713,0.0020401352
t_104,166.9996,-46.1698,0.0006633556,0.0004846124,0.00038575212,0.0008389735,0.0008115061
t_1040,168.16741000000002,-45.54418,0.0018977164,0.0015169838,0.0013990763,0.0021446177,0.002335376
t_1041,168.07758,-45.54418,0.0019046665,0.0015361032,0.0013465546,0.0021188566,0.0023544272
t_1042,167.80809,-45.54418,0.0030289614,0.00287338,0.0019165681,0.002759373,0.004014451
t_1043,167.89792,-45.54418,0.0023496628,0.0020618641,0.0015336528,0.0023694483,0.0030217443
t_1044,167.80809,-45.48123,0.0020812193,0.001766245,0.0013603834,0.00217909,0.0026402678
t_1045,167.89792,-45.48123,0.0024284446,0.0021340938,0.0015987761,0.0024449283,0.003120213
t_1046,168.16741000000002,-45.48123,0.0019270936,0.0015360971,0.0014362959,0.0021909666,0.0023660245
t_1047,168.07758,-45.48123,0.0021891736,0.0018175391,0.0014836522,0.0023414516,0.0027303516
t_1048,167.98775,-45.48123,0.0020682348,0.0017074456,0.0013866631,0.0022257967,0.0025789929
t_1049,167.80809,-45.41821,0.0021143218,0.0017874354,0.0013939979,0.0022221063,0.0026734136
t_105,166.90976999999998,-46.1698,0.00064119924,0.00046800583,0.0003679075,0.0008112925,0.0007845021
t_1050,167.62842,-45.54418,0.002760301,0.0026047274,0.0017054634,0.0025296877,0.003664104
t_1051,167.71826,-45.48123,0.0022377584,0.001963197,0.0014381054,0.0022568263,0.0028846867
t_1052,167.53859,-45.48123,0.002950586,0.002843213,0.0018061644,0.0026466434,0.003948109
t_1053,167.44876,-45.48123,0.0015580553,0.0012676269,0.0009732032,0.0017077457,0.0019549127
t_1054,167.62842,-45.48123,0.0023892657,0.0021561144,0.001506648,0.0023247942,0.0031185234
t_1055,167.53859,-45.41821,0.0014473245,0.0011358773,0.0009999736,0.001666767,0.0017870044
t_1056,167.44876,-45.41821,0.0012994487,0.0010026641,0.00089130225,0.0015344358,0.0015983499
t_1057,167.71826,-45.41821,0.0037351903,0.0037348073,0.0023466616,0.0034009812,0.0050415643
t_1058,167.62842,-45.41821,0.0014777061,0.001155759,0.0010364326,0.0017140581,0.0018199683
t_1059,167.53859,-45.35512,0.0017721496,0.001459282,0.0011376112,0.0019155783,0.0022255061
t_106,166.73010999999997,-46.1698,0.0005743213,0.0004143406,0.00032189637,0.0007386981,0.0007006436
t_1060,168.52674000000002,-45.48123,0.0030233138,0.0026179438,0.0021537202,0.0030954606,0.0037952731
