# {20100904_M7.0_Canterbury} median gmf, Stations:None, gmlt:USGS, Rupture:JMA
custom_site_id,lon,lat,AbrahamsonEtAl2014,BooreEtAl2014,Bradley2013,CampbellBozorgnia2014,ChiouYoungs2014
t_0,168.79623000000004,-46.60355,0.0018148862,0.0019774535,0.0010026173,0.0018739438,0.0025653057
t_1,168.88606,-46.60355,0.00084969535,0.0007437818,0.0005058282,0.0010740638,0.0011013013
t_10,169.24539,-46.60355,0.0008739167,0.00075545465,0.00056738174,0.0011299145,0.0011258799
t_100,168.52674000000002,-46.1698,0.0013748101,0.0013301796,0.00083061674,0.0015472099,0.0018494094
t_1000,167.89792,-45.79527,0.00090683467,0.00078589073,0.0005944459,0.0011687462,0.0011683895
t_1001,168.07758,-45.79527,0.0009978022,0.0008717889,0.0006685074,0.0012728992,0.0012863629
t_1002,168.16741000000002,-45.79527,0.0016838713,0.0016901748,0.0010356897,0.0018118677,0.0022915646
t_1003,167.80809,-45.79527,0.00091249833,0.0007976744,0.0005884656,0.0011585944,0.001179826
t_1004,167.89792,-45.7326,0.001372733,0.0013270522,0.00082981715,0.0015462259,0.001845945
t_1005,167.80809,-45.7326,0.000886394,0.0007649225,0.0005807896,0.0011497132,0.0011407087
t_1006,168.07758,-45.7326,0.0013748782,0.0013018745,0.00085282885,0.0015830434,0.0018268008
t_1007,167.98775,-45.7326,0.000977814,0.00085094804,0.0006551537,0.0012549025,0.0012591905
t_1008,168.16741000000002,-45.7326,0.0022057449,0.0023587146,0.0013491713,0.002182613,0.0030671244
t_1009,168.07758,-45.66986,0.0014341782,0.0013629196,0.0008981166,0.0016441387,0.0019059324
t_101,168.34708,-46.1698,0.0017002042,0.0017688741,0.0009893769,0.0017433702,0.002354919
t_1010,168.25724000000002,-45.66986,0.0023962678,0.0025761083,0.0014963738,0.0023559937,0.0033293052
t_1011,168.52674000000002,-45.66986,0.0013708952,0.0012286643,0.0009867087,0.0016965495,0.0017667203
t_1012,168.34708,-45.60706,0.0026835396,0.002922871,0.0017069579,0.0025947157,0.0037346082
